Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Blue Chair,Richard Wolkomir,11,ratings0,"First published November 25, 2014","In a serene town in the Vermont mountains, who strangled the college student from Italy?Cooper North is a retired prosecutor and judge. She has a bad leg and just wants to watch birds. Yet, it's she who must find the murderer, even if it means putting her own life at risk.","32 pages, Kindle Edition",Mystery,42 followers,0 reviews,22 books42 followers,0 (0%),0 (0%),2 (18%),4 (36%),5 (45%)
Oz Omnibus,Eric Shanower,179,ratings21,"First published September 16, 2014","L. Frank Baum's magical world of Oz comes to life like never before, courtesy of the Eisner Award-winning team of Eric Shanower and Skottie Young! Join Kansas farmgirl Dorothy (and her little dog Toto), Scarecrow, Tin Woodsman, Cowardly Lion, Glinda the Good Witch, young Tip, Jack Pumpkinhead, Sawhorse, Queen Ozma, Butt on-Bright and more - and don't forget the Wonderful Wizard of Oz himself - as they explore the marvelous land of Oz, travel the Yellow Brick Road, and defend the Emerald City against the Wicked Witch of the West, Mombi, Jinjur, the evil Nome King and more! COLLECTING: THE WONDERFUL WIZARD OF OZ 1-8, THE MARVELOUS LAND OF OZ 1-8, OZMA OF OZ 1-8, DOROTHY & THE WIZARD IN OZ 1-8, ROAD TO OZ 1-6, THE EMERALD CITY OF OZ 1-5, MARVEL ILLUSTRATED: WIZARD OF OZ SKETCHBOOK, OZ PRIMER","1096 pages, Hardcover",Comics,202 followers,21 reviews,348 books202 followers,1 (<1%),7 (3%),27 (15%),46 (25%),98 (54%)
The Romanov Sisters: The Lost Lives of the Daughters of Nicholas and Alexandra,Helen Rappaport,"22,725","ratings2,257","First published June 3, 2014","They were the Princess Dianas of their day—perhaps the most photographed and talked about young royals of the early twentieth century. The four captivating Russian Grand Duchesses—Olga, Tatiana, Maria and Anastasia Romanov—were much admired for their happy dispositions, their looks, the clothes they wore and their privileged lifestyle.Over the years, the story of the four Romanov sisters and their tragic end in a basement at Ekaterinburg in 1918 has clouded our view of them, leading to a mass of sentimental and idealized hagiography. With this treasure trove of diaries and letters from the grand duchesses to their friends and family, we learn that they were intelligent, sensitive and perceptive witnesses to the dark turmoil within their immediate family and the ominous approach of the Russian Revolution, the nightmare that would sweep their world away, and them along with it.The Romanov Sisters sets out to capture the joy as well as the insecurities and poignancy of those young lives against the backdrop of the dying days of late Imperial Russia, World War I and the Russian Revolution. Rappaort aims to present a new and challenging take on the story, drawing extensively on previously unseen or unpublished letters, diaries and archival sources, as well as private collections. It is a book that will surprise people, even aficionados","492 pages, Hardcover",Nonfiction,752 followers,"2,257 reviews",29 books752 followers,717 (3%),"1,222 (5%)","4,886 (21%)","9,274 (40%)","6,626 (29%)"
Unclean Jobs for Women and Girls,Alissa Nutting,"3,049",ratings525,"First published October 1, 2010","In this darkly hilarious debut collection, misfit women and girls in every strata of society are investigated through various ill-fated jobs. One is the main course of dinner, another the porn star contracted to copulate in space for a reality TV show. They become futuristic ant farms, get knocked up by the star high school quarterback and have secret abortions, use parakeets to reverse amputations, make love to garden gnomes, go into air conditioning ducts to confront their mother’s ghost, and do so in settings that range from Hell to the local white-supremacist bowling alley.","188 pages, Paperback",Short Stories,"1,740 followers",525 reviews,"22 books1,740 followers",72 (2%),213 (6%),749 (24%),"1,139 (37%)",876 (28%)
The Long Dry,Cynan Jones,"1,390",ratings242,"First published January 1, 2006","Waking up early to check the cattle. Gareth notices that one of the calving cows is missing and sets off to find her before the sun gets too strong. What follows is a search through memory and anxiety about losing what he has as Gareth walks the land looking for the missing cow. The day unfolds, and the cow's behavior emerges as a metaphor for the relationship between Gareth and his wife Kate as they stumble on desperately in their changing care for each other. Only the reader is aware of the tragedy that awaits the family a few days down the line, throwing the story into shadow with a terrible poignancy.","136 pages, Paperback",Fiction,326 followers,242 reviews,18 books326 followers,13 (<1%),47 (3%),268 (19%),625 (44%),437 (31%)
Navigatio,Patrick Holland,49,ratings18,"First published November 1, 2014","Navigatio tells the story of Saint Brendan of Clonfert, a sixth century monk and adventurer, and his legendary quest for the Isle of the Blessed via a gauntlet of monsters, devils, angels, prophets and beautiful maidens. Brendan's battles with the sea and the cosmos bear out what William Faulkner once called ‘the human heart in conflict with itself’. This haunting parable of darkness and light, of temptation and belief, of voice and silence, is told with the utmost economy of words, making it a small masterpiece of compassionate perception","224 pages, Hardcover",Fantasy,36 followers,18 reviews,19 books36 followers,1 (2%),5 (10%),11 (22%),23 (46%),9 (18%)
Mom & Me & Mom,Maya Angelou,"25,317","ratings2,420","First published April 2, 2013","For the first time, Angelou reveals the triumphs and struggles of being the daughter of Vivian Baxter, an indomitable spirit whose petite size belied her larger-than-life presence—a presence absent during much of Angelou’s early life. When her marriage began to crumble, Vivian famously sent three-year-old Maya and her older brother away from their California home to live with their grandmother in Stamps, Arkansas. The subsequent feelings of abandonment stayed with Angelou for years, but their reunion, a decade later, began a story that has never before been told. In Mom & Me & Mom, Angelou dramatizes her years reconciling with the mother she preferred to simply call “Lady,” revealing the profound moments that shifted the balance of love and respect between them.   Delving into one of her life’s most rich, rewarding, and fraught relationships, Mom & Me & Mom explores the healing and love that evolved between the two women over the course of their lives, the love that fostered Maya Angelou’s rise to the heights.","201 pages, Hardcover",Nonfiction,13.2k followers,"2,420 reviews",228 books13.2k followers,249 (<1%),754 (2%),"3,876 (15%)","9,012 (35%)","11,426 (45%)"
Grayson,Lisa Eugene,"2,631",ratings444,"First published September 25, 2014","An insane love that will keep you from falling---or push you right off the edge.All she needed was a job…The last thing twenty-four year old grad student Angie Roberts needs is to worry about her new boss’s father. After all, she’s never even seen him. He remains sequestered upstairs in a house that looks like it should be the main feature in an episode of Hoarders. She had no idea the house was such a dump when she took the job. But she’s concerned about the safety and health of the old man living under such horrid conditions.What she got was a mystery…Despite warnings not to venture upstairs, she wanders up to the second floor. What she sees is shocking. The man she finds is a gorgeous, sexy, middle-aged man-- and he's stepping out of the shower. But something is definitely not right. Why would this wealthy, handsome man live in a house in such disrepair while his nine-teen year old son resides in a lavish penthouse? Why does he hide away from society? Why does he come to her rescue and then run away?What she discovered was heartbreaking…Angie learns that forty-four year old Grayson Whitmore suffers from schizophrenia. Paranoid, he retreats into his own world.What she ended up with was a treasure…Angie is determined to get through to Grayson. They form a friendship that blazes into an inconceivable love fired with raging passion. Angie must now come to Grayson’s rescue because the wicked that has been perpetrated on him is unconscionable. First, though, she must gain the trust of a man whose mind does not allow for such a thing.","200 pages, Paperback",Romance,781 followers,444 reviews,10 books781 followers,70 (2%),158 (6%),485 (18%),922 (35%),996 (37%)
That Frequent Visitor,K.Hari Kumar,409,ratings92,"First published December 26, 2014","Why are outsiders not allowed on Vypeen Island after sunset? What brought Richard Baxter to the dreaded Clifford Mansion in 1948? Where did Baxter and his wife disappear on the night of Pournami? Who is the visitor that the fishermen fear so much? How do true love and destiny justify their existence? How far will One Man go for the one he loves? Will he go beyond death? Six decades later, Shiuli Dutta is mysteriously lured into the Mansion, where she encounters the ghost of Richard Baxter. The grieving ghost tells her an incomplete story of its life. A story that will reveal the darker side of a man’s mind. A story that shall unveil a venomous truth of the past. A story so sinister that it could alter the fate of an entire nation’s future. A story of courage and cowardice, of deceit and insanity. The Story of THAT FREQUENT VISITOR.","202 pages, Paperback",Horror,148 followers,92 reviews,9 books148 followers,24 (5%),55 (13%),107 (26%),115 (28%),108 (26%)
Damnatio Memoriae,Laura Giebfried,110,ratings26,"First published August 24, 2014","Enim Lund's only goal is to finish his last year of school and to forget the tragedy that involved his mother the Christmas beforehand – a feat that should be easy given that he attends Bickerby Academy, an all-boys boarding school on a remote island off the coast of Maine. His plans are thwarted, though, when a teacher vanishes without explanation and a local girl’s body washes up on shore. With all signs pointing to one of Bickerby’s students, Enim’s best friend Jack Hadler convinces him to investigate the crime.As Jack becomes more and more obsessed with finding the killer, Enim finds himself consumed by his own responsibility in the accident that befell his mother, and neither can find a way to acquit himself of the crime. They soon realize that what's worse than not solving the crime is doing so but having no one believe them.","677 pages, Kindle Edition",Thriller,23 followers,26 reviews,8 books23 followers,4 (3%),9 (8%),12 (10%),33 (30%),52 (47%)
All Fall Down,Ally Carter,"28,650","ratings3,526","First published January 20, 2015","Grace can best be described as a daredevil, an Army brat, and a rebel. She is also the only granddaughter of perhaps the most powerful ambassador in the world and Grace has spent every summer of her childhood running across the roofs of Embassy Row.Now, at age sixteen, she's come back to stay - in order to solve the mystery of her mother's death. In the process, she uncovers an international conspiracy of unsettling proportions, and must choose her friends and watch her foes carefully if she and the world are to be saved.","312 pages, Paperback",Young Adult,16k followers,"3,526 reviews",44 books16k followers,530 (1%),"2,052 (7%)","7,395 (25%)","9,783 (34%)","8,890 (31%)"
