Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
All My Rage,Sabaa Tahir,"44,797","ratings7,852","March 1, 2022","Lahore, Pakistan. Then.
Misbah is a dreamer and storyteller, newly married to Toufiq in an arranged match. After their young life is shaken by tragedy, they come to the United States and open the Cloud’s Rest Inn Motel, hoping for a new start.
Juniper, California. Now.
Salahudin and Noor are more than best friends; they are family. Growing up as outcasts in the small desert town of Juniper, California, they understand each other the way no one else does. Until The Fight, which destroys their bond with the swift fury of a star exploding.  Now, Sal scrambles to run the family motel as his mother Misbah’s health fails and his grieving father loses himself to alcoholism. Noor, meanwhile, walks a harrowing tightrope: working at her wrathful uncle’s liquor store while hiding the fact that she’s applying to college so she can escape him—and Juniper—forever. When Sal’s attempts to save the motel spiral out of control, he and Noor must ask themselves what friendship is worth—and what it takes to defeat the monsters in their pasts and the ones in their midst.  From one of today’s most cherished and bestselling young adult authors comes a breathtaking novel of young love, old regrets, and forgiveness—one that’s both tragic and poignant in its tender ferocity.","376 pages, Hardcover",,33.1k follower,"7,852 reviews",20,130 (<1%),416 (<1%),"3,010 (6%)","13,964 (31%)","27,277 (60%)"
Every Bride Needs a Groom,Janice  Thompson,"1,264",ratings203,"April 14, 2015","Small-town girl Katie Fisher is planning her wedding. Sure, her boyfriend hasn't managed to pop the question just yet, but that doesn't mean she shouldn't enter a contest in ""Texas Bride"" magazine to win the dress of her dreams, right? But when her boyfriend breaks up with her and takes a job in another town--the very same day Katie wins her dream dress--her world is turned upside down. Should she claim her prize? And will the hunky former pro-basketball player who runs the swanky Dallas bridal shop--yeah, you read that right--catch on to her humiliation if she does? Janice Thompson designs a romance sure to delight, with plenty of fish-out-of-water moments, a hilarious supporting cast, and more of the wedding biz world her readers adore.","368 pages, Paperback",,632 follower,203 reviews,221,41 (3%),77 (6%),227 (17%),429 (33%),490 (38%)
Heartstopper: Volume Three,Alice Oseman,"423,719","ratings35,584","February 6, 2020","In this volume we’ll see the Heartstopper gang go on a school trip to Paris! Not only are Nick and Charlie navigating a new city, but also telling more people about their relationship AND learning more about the challenges each other are facing in private…Meanwhile Tao and Elle will face their feelings for each other, Tara and Darcy share more about their relationship origin story, and the teachers supervising the trip seem… rather close…?","384 pages, Paperback",,83.8k follower,"35,584 reviews",50,"1,186 (<1%)","3,457 (<1%)","27,338 (6%)","108,214 (25%)","283,524 (66%)"
The Naked Now: Learning to See as the Mystics See,Richard Rohr,"4,595",ratings347,"September 1, 2009","For Christians seeking a way of thinking outside of strict dualities, this guide explores methods for letting go of division and living in the present. Drawn from the Gospels, Jesus, Paul, and the great Christian contemplatives, this examination reveals how many of the hidden truths of Christianity have been misunderstood or lost and how to read them with the eyes of the mystics rather than interpreting them through rational thought. Filled with sayings, stories, quotations, and appeals to the heart, specific methods for identifying dualistic thinking are presented with simple practices for stripping away ego and the fear of dwelling in the present.","187 pages, Paperback",,"1,979 follower",347 reviews,236,126 (2%),163 (3%),506 (11%),"1,445 (31%)","2,355 (51%)"
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"748,803","ratings61,971","July 29, 2008","A remarkable tale of the island of Guernsey during the German Occupation, and of a society as extraordinary as its name.“Treat yourself to this book, please - I can’t recommend it highly enough.” (Elizabeth Gilbert, author of Eat, Pray, Love)“I wonder how the book got to Guernsey? Perhaps there is some sort of secret homing instinct in books that brings them to their perfect readers.” January 1946: London is emerging from the shadow of the Second World War, and writer Juliet Ashton is looking for her next book subject. Who could imagine that she would find it in a letter from a man she’s never met, a native of the island of Guernsey, who has come across her name written inside a book by Charles Lamb.... As Juliet and her new correspondent exchange letters, Juliet is drawn into the world of this man and his friends - and what a wonderfully eccentric world it is. The Guernsey Literary and Potato Peel Pie Society - born as a spur-of-the-moment alibi when its members were discovered breaking curfew by the Germans occupying their island - boasts a charming, funny, deeply human cast of characters, from pig farmers to phrenologists, literature lovers all. Juliet begins a remarkable correspondence with the society’s members, learning about their island, their taste in books, and the impact the recent German occupation has had on their lives. Captivated by their stories, she sets sail for Guernsey, and what she finds will change her forever. Written with warmth and humor as a series of letters, this novel is a celebration of the written word in all its guises and of finding connection in the most surprising ways.Praise for The Guernsey Literary and Potato Peel Society“A jewel... Poignant and keenly observed, Guernsey is a small masterpiece about love, war, and the immeasurable sustenance to be found in good books and good friends.” (People)“A book-lover’s delight, an implicit and sometimes explicit paean to all things literary.” (Chicago Sun-Times)“A sparkling epistolary novel radiating wit, lightly worn erudition and written with great assurance and aplomb.” (The Sunday Times [London]) “Cooked perfectly à point: subtle and elegant in flavour, yet emotionally satisfying to the finish.” (The Times [London])","277 pages, Hardcover",,"2,015 follower","61,971 reviews",8,"10,569 (1%)","25,541 (3%)","109,499 (14%)","268,719 (35%)","334,475 (44%)"
SAHM I Am,Meredith Efken,354,ratings52,"January 1, 2005","For the members of a stay-at-home-moms' e-mail loop, lunch withfriends is a sandwich in front of the computer. But where else couldthey discuss things like…Success: Her workaholic husband is driving Dulcie Huckleberry aroundthe bend. It's hard to love someone in sickness and in health whenhe's never home!Art: Let the children express themselves, opines artistic ZeliaMuzuwa, and then her son's head gets stuck inside a kitty scratchingpost…Health: Surely aches and pains are normal in an active little boy, yetthose of soccer-mom Jocelyn Millard's son don't seem to be going away.Motherhood: Teen-mom-turned-farmer's-wife Brenna Lindberg can dealwith the mud and the chickens, but what about her husband's desire fora child of his own?Indiscretions: However youthful, they can come back to haunt you, learns pastor's wife Phyllis Lorimer. Amends: These could stand to be made between officious list moderatorRosalyn Ebberly and her pampered sister, Veronica. Perhaps the otherSAHM I AMers can teach these two something about sisterhood.","325 pages, Paperback",,15 follower,52 reviews,5,24 (6%),53 (14%),107 (30%),94 (26%),76 (21%)
Up Till Now: The Autobiography,William Shatner,"3,144",ratings462,"January 1, 2008","This is the story of William Shatner's half-century career and private life. The audio will take readers from the streets of Montreal to regional theatre, where Shatner was once called upon to replace Christopher Plummer as Henry V-- in a role he had never rehearsed, with actors he had never met. It will describe his early TV work and movies, among them Roger Corman's The Intruder, a movie about racism filmed in the south in 1961; Kingdom of the Spiders, in which he costarred with 30,000 tarantulas; and Incubus, the only film ever made in the language of Esperanto.It will include his private life, including the complete story of the drowning death of his third wife. It will include stories from three other series, T.J. Hooker, Rescue 911--which saved more than 240 lives--and Boston Legal, as well as his work on Third Rock from the Sun, for which he won his first Emmy for playing ""the Big Giant Head.""And of course, it will include the story of Star Trek; how it came about and how it affected him--and fans--concluding with the story of a taxi driver who told Shatner he'd been a prisoner in Vietnam and that pretending they were the Star Trek crew kept him and his fellow inmates sane. And yes, it will include his singing and commercials and quiz show hosting and award show hosting and the greatest practical joke ever played, Invasion, Iowa, not to mention the story about Shatner being invited into a cage with Koko the Gorilla--who wanted to take him back to her bedcage.After almost 60 years, William Shatner has become one of our most beloved entertainers. And as evidenced by Comedy Central's roast, ""The Shat Hits the Fan,"" Shatner gets the joke. For the first time, William Shatner shares with listeners the remarkable, full story of his life.",Audio CD,,765 follower,462 reviews,102,53 (1%),168 (5%),823 (26%),"1,289 (40%)",811 (25%)
Coal Black Horse,Robert Olmstead,"1,909",ratings367,"January 1, 2007","When Robey Childs's mother has a premonition about her husband, a soldier fighting in the Civil War, she does the she sends her only child to find his father on the battlefield and bring him home.At fourteen, wearing the coat his mother sewed to ensure his safety—blue on one side, gray on the other— Robey thinks he's off on a great adventure. But not far from home, his horse falters and he realizes the enormity of his task. It takes the gift of a powerful and noble coal black horse to show him how to undertake the most important journey of his with boldness, bravery, and self-posession.Coal Black Horse joins the pantheon of great war novels— All Quiet on the Western Front, The Red Badge of Courage, The Naked and the Dead .","218 pages, Hardcover",,146 follower,367 reviews,20,58 (3%),127 (6%),445 (23%),745 (39%),534 (27%)
Coffee with Shakespeare,Stanley Wells,64,ratings24,"March 4, 2008","the most famous writer who ever lived; a man whose career arouses heated controversy. Stanley Wells, described as the world’s leading Shakespeare scholar, chats with the Bard about life, love, writing, and acting, as we follow his steps from a small town in Warwickshire to center stage in Elizabethan London. Joseph Fiennes, who played Will himself in Shakespeare in Love , provides an actor’s perspective.","144 pages, Hardcover",,40 follower,24 reviews,177,1 (1%),9 (14%),25 (39%),18 (28%),11 (17%)
The Lay of the Land,Richard Ford,"4,593",ratings496,"January 1, 2006","Frank Bascombe returns, with a new lease on life (and real estate), more acutely in thrall to life’s endless complexities than ever before. A holiday, and a novel, no reader will ever forget—at once hilarious, harrowing, surprising, and profound.With The Sportswriter, in 1986, Richard Ford commenced a cycle of novels that ten years later—after Independence Day won both the Pulitzer Prize and the PEN/Faulkner Award—was hailed by The Times of London as “an extraordinary epic [that] is nothing less than the story of the twentieth century itself.” Now, a decade later, Frank Bascombe returns, with a new lease on life (and real estate), more acutely in thrall to life’s endless complexities than ever before.Frank's story resumes in the autumn of 2000, when his trade as a realtor on the Jersey Shore is thriving, permitting him to revel in the acceptance of “that long, stretching-out time when my dreams would have mystery like any ordinary person’s; when whatever I do or say, who I marry, how my kids turn out, becomes what the world—if it makes note at all—knows of me, how I’m seen, understood, even how I think of myself before whatever there is that’s wild and unassuagable rises and cheerlessly hauls me off to oblivion.” But as a Presidential election hangs in the balance, and a postnuclear-family Thanksgiving looms before him along with crises both marital and medical, Frank discovers that what he terms the Permanent Period is fraught with unforeseen perils: “All the ways that life feels like life at age fifty-five were strewn around me like poppies.”A holiday, and a novel, no reader will ever forget—at once hilarious, harrowing, surprising, and profound. The Lay of the Land is astonishing in its own right and a magnificent expansion of one of the most celebrated chronicles of our time.","485 pages, Hardcover",,"1,513 follower",496 reviews,268,99 (2%),260 (5%),932 (20%),"1,952 (42%)","1,350 (29%)"
