Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Mysterious Benedict Society and the Prisoner's Dilemma,Trenton Lee Stewart,"41,604","ratings1,962","October 6, 2009","IF YOU FAIL, ALL IS LOST!Join the Mysterious Benedict Society as Reynie, Kate, Sticky, and Constance embark on a daring new adventure that threatens to force them apart from their families, friends, and even each other. When an unexplained blackout engulfs Stonetown, the foursome must unravel clues relating to a nefarious new plot, while their search for answers brings them closer to danger than ever before.IS THIS THE END OF THE MYSTERIOUS BENEDICT SOCIETY?","391 pages, Hardcover",Mystery,"3,831 follower","1,962 reviews",28,255 (<1%),834 (2%),"5,873 (14%)","14,343 (34%)","20,299 (48%)"
The Perilous Life of Jade Yeo,Zen Cho,"1,278",ratings306,"May 30, 2012","For writer Jade Yeo, the Roaring Twenties are coming in with more of a purr — until she pillories London's best-known author in a scathing review. Sebastian Hardie is tall, dark and handsome, and more intrigued than annoyed. But if Jade succumbs to temptation, she risks losing her hard-won freedom — and her best chance for love.","81 pages, ebook",Romance,"2,513 follower",306 reviews,56,26 (2%),76 (5%),347 (27%),520 (40%),309 (24%)
"Upside Down, Inside Out",Monica McInerney,"2,692",ratings224,"March 31, 2002","Book by McInerney, Monica",Paperback,Chick Lit,"1,062 follower",224 reviews,27,29 (1%),175 (6%),827 (30%),"1,019 (37%)",642 (23%)
"BTOOOM!, Vol. 1",Junya Inoue,"1,117",ratings75,"October 9, 2009","Le jeu de la mort et du hasard Le jeune Ryota Sakamoto vit confiné chez lui et passe ses journées à jouer online . Mais, lorsque de mystérieux hommes en noir l'enlèvent et le transportent sur une île déserte, le voilà contraint d'employer des bombes pour combattre d'autres participants ! Pourquoi ? Pour qui ? D'autant plus que ce combat ressemble à une version grandeur nature du jeu vidéo ! Bombes à retardement, à fragmentation ou télécommandées, à lui de faire exploser ses adversaires pour pouvoir survivre !! Un jeu d'action sans concession !! POUR PUBLIC AVERTI","192 pages, Paperback",Manga,25 follower,75 reviews,116,30 (2%),69 (6%),316 (28%),356 (31%),346 (30%)
The Tea Girl of Hummingbird Lane,Lisa See,"102,422","ratings11,594","March 21, 2017","In their remote mountain village, Li-yan and her family align their lives around the seasons and the farming of tea. For the Akha people, ensconced in ritual and routine, life goes on as it has for generations—until a stranger appears at the village gate in a jeep, the first automobile any of the villagers has ever seen. Slowly, Li-yan, one of the few educated girls on her mountain, begins to reject the customs that shaped her early life. When she has a baby out of wedlock she rejects the tradition that would compel her to give the child over to be killed, and instead leaves her, wrapped in a blanket with a tea cake tucked in its folds, near an orphanage in a nearby city. As Li-yan comes into herself, leaving her village for an education, a business, and city life, her daughter, Haley, is raised in California by loving adoptive parents. Despite her privileged childhood, Haley wonders about her origins. Across the ocean Li-yan longs for her lost daughter. Over the course of years, each searches for meaning in the study of Pu’er, the tea that has shaped their family’s destiny for centuries.","384 pages, Kindle Edition",Historical Fiction,50.2k follower,"11,594 reviews",26,538 (<1%),"1,629 (1%)","11,475 (11%)","44,089 (43%)","44,691 (43%)"
Brass,Xhenet Aliu,"2,274",ratings447,"January 23, 2018","A fierce debut novel about mothers and daughters, haves and have-nots, and the stark realities behind the American Dream   A waitress at the Betsy Ross Diner, Elsie hopes her nickel-and-dime tips will add up to a new life. Then she meets Bashkim, who is at once both worldly and naïve, a married man who left Albania to chase his dreams—and wound up working as a line cook in Waterbury, Connecticut. Back when the brass mills were still open, this bustling factory town drew one wave of immigrants after another. Now it’s the place they can’t seem to leave. Elsie, herself the granddaughter of Lithuanian immigrants, falls in love quickly, but when she learns that she’s pregnant, Elsie can’t help wondering where Bashkim’s heart really lies, and what he’ll do about the wife he left behind.   Seventeen years later, headstrong and independent Luljeta receives a rejection letter from NYU and her first-ever suspension from school on the same day. Instead of striking out on her own in Manhattan, she’s stuck in Connecticut with her mother, Elsie—a fate she refuses to accept. Wondering if the key to her future is unlocking the secrets of the past, Lulu decides to find out what exactly her mother has been hiding about the father she never knew. As she soon discovers, the truth is closer than she ever imagined.   Told in equally gripping parallel narratives with biting wit and grace, Brass announces a fearless new voice with a timely, tender, and quintessentially American story.","306 pages, Kindle Edition",Fiction,132 follower,447 reviews,5,33 (1%),151 (6%),743 (32%),966 (42%),381 (16%)
The Allegations,Mark Lawson,332,ratings52,"June 21, 2016","On the morning after he has celebrated his 60th birthday party at a celebrity-filled party, Ned Marriott is in bed with his partner, Emma, when there's a knock on the door. Detectives from the London police force's 'Operation Millpond' have come to arrest him over an allegation of sexual assault.Ned is one of the country's best-known historians - teaching at a leading university, advising governments and making top-rating TV documentaries - but this 'historic' claim from someone the cops insist on calling 'the victim' threatens him with personal and professional ruin and potential imprisonment.Professor Marriott would normally turn for support to Tom Pimm, his closest friend at the university, but Tom has just been informed that a secret investigation has raised anonymous complaints, which may end Dr Pimm's career.Swinging between fear, bewilderment and anger, Ned and Tom must try to defend themselves against the allegations, and hope that no others are made. The two men's families and friends are forced to question what they know and think. Can the complainants, detectives, HR teams, journalists and Tweeters who are driving the stories all be seeing smoke that has no fire behind it?By turns shocking and comic, reportorial and thoughtful, The Allegations startlingly and heart-breakingly captures a contemporary culture in which allegations are easily made and reputations casually destroyed. Asking readers to decide who they believe, it explores a modern nightmare that could happen, in some way, to anyone whose view of personal history may differ from someone else's.","465 pages, Kindle Edition",Fiction,16 follower,52 reviews,39,14 (4%),22 (6%),81 (24%),127 (38%),88 (26%)
Thunder and Rain,Charles Martin,"8,239",ratings761,"April 3, 2012","Third generation Texas Ranger Tyler Steele is the last of a dying breed-- a modern day cowboy hero living in a world that doesn't quite understand his powerful sense of right and wrong and instinct to defend those who can't defend themselves. Despite his strong moral compass, Ty has trouble seeing his greatest weakness. His hard outer shell, the one essential to his work, made him incapable of forging the emotional connection his wife Andie so desperately needed.Now retired, rasing their son Brodie on his own, and at risk of losing his ranch, Ty does not know how to rebuild from the rubble of his life. The answer comes in the form of Samantha and her daughter Hope, on the run from a seemingly inescapable situation. They are in danger, desperate, and alone. Though they are strangers, Ty knows he can help-- protecting the innocent is what he does best. As his relationship with Sam and Hope unfolds, Ty realizes he must confront his true weaknesses if he wants to become the man he needs to be.","368 pages, Hardcover",Fiction,"7,121 follower",761 reviews,94,61 (<1%),179 (2%),930 (11%),"2,669 (32%)","4,400 (53%)"
Anabasis,Maurice W. Mather,"8,847",ratings569,"January 1, 401","Xenophon the Athenian was born 431 B.C. He was a pupil of Socrates. He marched with the Spartans, and was exiled from Athens. Sparta gave him land and property in Scillus, where he lived for many years before having to move once more, to settle in Corinth. He died in 354 B.C.The Anabasis is his story of the march to Persia to aid Cyrus, who enlisted Greek help to try and take the throne from Artaxerxes, and the ensuing return of the Greeks, in which Xenophon played a leading role. This occurred between 401 B.C. and March 399 B.C.","528 pages, Paperback",History,5 book,569 reviews,5,86 (<1%),321 (3%),"1,711 (19%)","3,182 (35%)","3,547 (40%)"
The End of Days,Jenny Erpenbeck,"4,004",ratings644,"January 1, 2012","Winner of the Independent Foreign Fiction Prize and the Hans Fallada Prize, The End of Days, by the acclaimed German writer Jenny Erpenbeck, consists essentially of five “books,” each leading to a different death of the same unnamed female protagonist. How could it all have gone differently?—the narrator asks in the intermezzos. The first chapter begins with the death of a baby in the early twentieth-century Hapsburg Empire. In the next chapter, the same girl grows up in Vienna after World War I, but a pact she makes with a young man leads to a second death. In the next scenario, she survives adolescence and moves to Russia with her husband. Both are dedicated Communists, yet our heroine ends up in a labor camp. But her fate does not end there….A novel of incredible breadth and amazing concision, The End of Days offers a unique overview of the twentieth century.","239 pages, Hardcover",Fiction,657 follower,644 reviews,28,110 (2%),355 (8%),"1,054 (26%)","1,464 (36%)","1,021 (25%)"
