Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Good People,Hannah Kent,"20,672","ratings2,587","September 27, 2016","Based on true events and set in a lost world bound by its own laws, The Good People is Hannah Kent's startling novel about absolute belief and devoted love. Terrifying, thrilling and moving in equal measure, this long-awaited follow-up to Burial Rites shows an author at the height of her powers.County Kerry, Ireland, 1825.Nóra, bereft after the sudden death of her beloved husband, finds herself alone and caring for her young grandson Micheál. Micheál cannot speak and cannot walk and Nóra is desperate to know what is wrong with him. What happened to the healthy, happy grandson she met when her daughter was still alive?Mary arrives in the valley to help Nóra just as the whispers are spreading: the stories of unexplained misfortunes, of illnesses, and the rumours that Micheál is a changeling child who is bringing bad luck to the valley.Nance's knowledge keeps her apart. To the new priest, she is a threat, but to the valley people she is a wanderer, a healer. Nance knows how to use the plants and berries of the woodland; she understands the magic in the old ways. And she might be able to help Micheál.As these three women are drawn together in the hope of restoring Micheál, their world of folklore and belief, of ritual and stories, tightens around them. It will lead them down a dangerous path, and force them to question everything they have ever known.","380 pages, Paperback",Historical Fiction,"3,963 follower","2,587 reviews",13,317 (1%),"1,233 (5%)","5,417 (26%)","8,739 (42%)","4,966 (24%)"
"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,"36,118","ratings3,404","November 11, 2014","Rock star, crowdfunding pioneer, and TED speaker Amanda Palmer knows all about asking. Performing as a living statue in a wedding dress, she wordlessly asked thousands of passersby for their dollars. When she became a singer, songwriter, and musician, she was not afraid to ask her audience to support her as she surfed the crowd (and slept on their couches while touring). And when she left her record label to strike out on her own, she asked her fans to support her in making an album, leading to the world's most successful music Kickstarter.Even while Amanda is both celebrated and attacked for her fearlessness in asking for help, she finds that there are important things she cannot ask for-as a musician, as a friend, and as a wife. She learns that she isn't alone in this, that so many people are afraid to ask for help, and it paralyzes their lives and relationships. In this groundbreaking book, she explores these barriers in her own life and in the lives of those around her, and discovers the emotional, philosophical, and practical aspects of The Art Of Asking.Part manifesto, part revelation, this is the story of an artist struggling with the new rules of exchange in the twenty-first century, both on and off the Internet. The Art Of Asking will inspire readers to rethink their own ideas about asking, giving, art, and love.","339 pages, Hardcover",Nonfiction,"1,919 follower","3,404 reviews",11,"1,732 (4%)","2,456 (6%)","6,505 (18%)","11,425 (31%)","14,000 (38%)"
I Lived on Butterfly Hill,Marjorie Agosín,"2,068",ratings390,"March 4, 2014","An eleven-year-old’s world is upended by political turmoil in this “lyrically ambitious tale of exile and reunification” ( Kirkus Reviews ) from an award-winning poet, based on true events in Chile.Celeste Marconi is a dreamer. She lives peacefully among friends and neighbors and family in the idyllic town of Valparaiso, Chile—until one day when warships are spotted in the harbor and schoolmates start disappearing from class without a word. Celeste doesn’t quite know what is happening, but one thing is no one is safe, not anymore.The country has been taken over by a government that declares artists, protestors, and anyone who helps the needy to be considered “subversive” and dangerous to Chile’s future. So Celeste’s parents—her educated, generous, kind parents—must go into hiding before they, too, “disappear.” Before they do, however, they send Celeste to America to protect her.As Celeste adapts to her new life in Maine, she never stops dreaming of Chile. But even after democracy is restored to her home country, questions Will her parents reemerge from hiding? Will she ever be truly safe again?Accented with interior artwork, steeped in the history of Pinochet’s catastrophic takeover of Chile, and based on many true events, this multicultural ode to the power of revolution, words, and love is both indelibly brave and heartwrenchingly graceful.","464 pages, Kindle Edition",Historical Fiction,70 follower,390 reviews,118,13 (<1%),54 (2%),312 (15%),770 (37%),919 (44%)
Ghouls Just Haunt to Have Fun,Victoria Laurie,"5,231",ratings259,"March 3, 2009","A demonic guest terrorizes a haunted hotel When ghost hunter and medium M.J. Holliday appears on a television show called Haunted Possessions, she encounters an evil knife that releases a demon. Now all hell has broken loose in the haunted hotel where M.J. is staying?and it?s up to her to give the uninvited guest an early checkout.","320 pages, Mass Market Paperback",Mystery,"3,016 follower",259 reviews,65,29 (<1%),143 (2%),"1,128 (21%)","2,081 (39%)","1,850 (35%)"
The Rest of Her Life,Laura Moriarty,"7,730",ratings919,"January 1, 2007","In The Rest of Her Life, Laura Moriarty delivers a luminous, compassionate, and provocative look at how mothers and daughters with the best intentions can be blind to the harm they do to one another.Leigh is the mother of high-achieving, popular high school senior Kara. Their relationship is already strained for reasons Leigh does not fully understand when, in a moment of carelessness, Kara makes a mistake that ends in tragedy -- the effects of which not only divide Leigh's family, but polarize the entire community. We see the story from Leigh's perspective, as she grapples with the hard reality of what her daughter has done and the devastating consequences her actions have on the family of another teenage girl in town, all while struggling to protect Kara in the face of rising public outcry.Like the best works of Jane Hamilton, Jodi Picoult, and Alice Sebold, Laura Moriarty's The Rest of Her Life is a novel of complex moral dilemma, filled with nuanced characters and a page-turning plot that makes readers ask themselves, ""What would I do""","320 pages, Hardcover",Fiction,845 follower,919 reviews,13,193 (2%),861 (11%),"3,131 (40%)","2,592 (33%)",953 (12%)
The Book of Bright Ideas,Sandra Kring,"6,910",ratings757,"January 1, 2006","Wisconsin, 1961. Evelyn “Button” Peters is nine the summer Winnalee and her fiery-spirited older sister, Freeda, blow into her small town–and from the moment she sees them, Button knows this will be a summer unlike any other.Much to her mother’s dismay, Button is fascinated by the Malone sisters, especially Winnalee, a feisty scrap of a thing who carries around a shiny silver urn containing her mother’s ashes and a tome she calls “The Book of Bright Ideas.” It is here, Winnalee tells Button, that she records everything she her answers to the mysteries of life. But sometimes those mysteries conceal a truth better left buried. And when a devastating secret is suddenly revealed, dividing loyalties and uprooting lives, no one–from Winnalee and her sister to Button and her family–will ever be the same.","309 pages, Paperback",Fiction,235 follower,757 reviews,6,63 (<1%),265 (3%),"1,516 (21%)","2,877 (41%)","2,189 (31%)"
Prince of Bryanae,Jeffrey Getzin,90,ratings31,"November 3, 2010","Elven soldier Willow serves the human Kingdom of Bryanae in a bid to overcome her traumatic past. Emotionally crippled and driven by her personal demons, she has buried that past so deeply that she has forgotten it altogether ... but it hasn't forgotten her. Paralyzed by an inexplicable terror, she watches helplessly as old enemies kidnap the Prince. Considered by most of Bryanae to be a coward and a traitor, Willow decides she must confront her past and plunge into the heart of the enemy empire to rescue the Prince. Aside from the steel blade she wields with lethal expertise, Willow has only dubious allies upon whom to rely-a headstrong private who's in love with her, an inscrutable winged mage with a hidden agenda, and a dashing but opportunistic captain whom she desires against her better judgment. An army of fanatical warriors stands in her way. Leading them is the mad and seemingly immortal Warlord who has a personal grudge to settle with Willow: one that spans centuries. Willow has devoted her life to discipline and now she must bring that discipline to bear. Pain will not stop her. Fear will not stop her. She will rescue the Prince or die trying. Willow has been honing her combat and weaponry skills for a very long time. It's time to put those skills to good use. PRINCE OF BRYANAE is an epic fantasy novel filled with intense battles, romance, betrayal, and redemption. ""Fresh and strong and full of energy!"" - New York Times Bestselling Author R. A. Salvatore ""Getzin makes you feel like a part of the intricate and fascinating world he's created. This is solid storytelling and spicy yarns. Once inside, you won't want to leave."" - Mike Freeman, author of The New York Times notable book Bloody Sundays ""This is a splendid book full of adventure and a sympathetic character in Willow. The story has heart and excitement. I'd recommend it to anyone who loves a rollicking good fantasy. Jeffrey Getzin is a writer to watch"" - Billie Sue Mosiman, author of Legions of the Dark ""I recommend [Prince of Bryanae] to anyone who enjoys a good story with nonstop action and suspense, combined with strong, memorable characters and an imaginative setting."" - Scotti Cohn, author of Liberty's Children","458 pages, Paperback",Fantasy,45 follower,31 reviews,8,5 (5%),9 (10%),21 (23%),29 (32%),26 (28%)
The Lone Samurai: The Life of Miyamoto Musashi,William Scott Wilson,"1,764",ratings95,"August 11, 2004","An expert on samurai history paints a vivid, multi-faceted portrait of feudal Japan and Miyamoto Musashi—the legendary swordsman who wrote the classic martial arts treatise, The Book of Five Rings Born in 1584, Miyamoto Musashi was the legendary samurai known throughout the world as a master swordsman, spiritual seeker, and author of the classic book on strategy, The Book of Five Rings . Over 350 years after his death, Musashi and his legacy still fascinate readers worldwide, inspiring artists, authors, and filmmakers. In The Lone Samurai , respected translator and expert on samurai culture William Scott Wilson presents both a vivid account of a fascinating period in feudal Japan and a portrait of the courageous, iconoclastic samurai who wrestled with philosophical and spiritual ideas that are as relevant today as they were in his time. For Musashi, the way of the martial arts was about mastery of the mind rather than simply technical prowess—and it is this path to mastery that is the core teaching in his Book of Five Rings . This special volume includes supplemental material on Musashi’s legacy as a martial arts icon, his impact on literature and film, and the influence of his Book of Five Rings .","287 pages, Hardcover",Biography,74 follower,95 reviews,44,20 (1%),44 (2%),331 (18%),676 (38%),693 (39%)
"Atlantic Fever: Lindbergh, His Competitors, and the Race to Cross the Atlantic",Joe      Jackson,110,ratings16,"May 1, 2012","For five weeks—from April 14 to May 21, 1927—the world held its breath while fourteen aviators took to the air to capture the $25,000 prize that Raymond Orteig offered to the first man to cross the Atlantic Ocean without stopping. Joe Jackson’s Atlantic Fever is about this race, a milestone in American history whose story has never been fully told. Delving into the lives of the big-name competitors—the polar explorer Richard Byrd, the French war hero René Fonck, the millionaire Charles Levine, and the race’s eventual winner, the enigmatic Charles Lindbergh—as well as those whose names have been forgotten by history (such as Bernt Balchen, Stanton Wooster, and Clarence Chamberlin), Jackson brings a completely fresh and original perspective to the race to conquer the Atlantic. Atlantic Fever opens for us one of those magical windows onto a moment when the nexus of technology, innovation, character, and spirit led so many contenders from different parts of the world to be on the cusp of the exact same achievement at the exact same time.","544 pages, Hardcover",History,11 follower,16 reviews,8,0 (0%),3 (2%),19 (17%),46 (41%),42 (38%)
The Seventh Daughter,Frewin Jones,"4,389",ratings158,"January 29, 2008","Tania has brought the long-lost Queen Titania back to Faerie from the Mortal World of modern London. But when they cross between the worlds, they find only devastation.The Sorcerer King of Lyonesse--ancient enemy of the Faerie Court--has been released from his amber prison. As the wicked sorcerer regains his power, King Oberon, Tania's father, is imprisoned and the Faerie Court is being destroyed.Tania and her true love, Edric, must travel the Realm to try to find and rescue King Oberon, who is their only hope for defeating the evil Sorcerer King. And Tania must prepare for battle . . . and to fight a war that she may not survive.","324 pages, Hardcover",Fantasy,2 follower,158 reviews,20,85 (1%),300 (6%),"1,176 (26%)","1,344 (30%)","1,484 (33%)"
