Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Harry Potter and the Deathly Hallows,J.K. Rowling,"3,674,428","ratings84,560","First published July 21, 2007","Harry has been burdened with a dark, dangerous and seemingly impossible task: that of locating and destroying Voldemort's remaining Horcruxes. Never has Harry felt so alone, or faced a future so full of shadows. But Harry must somehow find within himself the strength to complete the task he has been given. He must leave the warmth, safety and companionship of The Burrow and follow without fear or hesitation the inexorable path laid out for him...In this final, seventh installment of the Harry Potter series, J.K. Rowling unveils in spectacular fashion the answers to the many questions that have been so eagerly awaited.","759 pages, Hardcover",Fantasy,225k followers,"84,560 reviews",451 books225k followers,"30,370 (<1%)","43,345 (1%)","206,753 (5%)","722,799 (19%)","2,671,161 (72%)"
The Hunger Games,Suzanne Collins,"8,577,686","ratings216,194","First published September 14, 2008","Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before—and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love.","374 pages, Hardcover",Young Adult,99.4k followers,"216,194 reviews",71 books99.4k followers,"120,406 (1%)","218,605 (2%)","981,400 (11%)","2,604,669 (30%)","4,652,606 (54%)"
The Kite Runner,Khaled Hosseini,"3,122,264","ratings96,940","First published May 29, 2003","1970s Afghanistan: Twelve-year-old Amir is desperate to win the local kite-fighting tournament and his loyal friend Hassan promises to help him. But neither of the boys can foresee what would happen to Hassan that afternoon, an event that is to shatter their lives. After the Russians invade and the family is forced to flee to America, Amir realises that one day he must return to an Afghanistan under Taliban rule to find the one thing that his new world cannot grant him: redemption.","371 pages, Paperback",Fiction,154k followers,"96,940 reviews",43 books154k followers,"46,881 (1%)","83,304 (2%)","323,768 (10%)","971,488 (31%)","1,696,823 (54%)"
The Book Thief,Markus Zusak,"2,531,587","ratings143,507","First published September 1, 2005","Librarian's note: An alternate cover edition can be found hereIt is 1939. Nazi Germany. The country is holding its breath. Death has never been busier, and will be busier still.By her brother's graveside, Liesel's life is changed when she picks up a single object, partially hidden in the snow. It is The Gravedigger's Handbook, left behind there by accident, and it is her first act of book thievery. So begins a love affair with books and words, as Liesel, with the help of her accordian-playing foster father, learns to read. Soon she is stealing books from Nazi book-burnings, the mayor's wife's library, wherever there are books to be found.But these are dangerous times. When Liesel's foster family hides a Jew in their basement, Liesel's world is both opened up, and closed down.In superbly crafted writing that burns with intensity, award-winning author Markus Zusak has given us one of the most enduring stories of our time.(Note: this title was not published as YA fiction)","592 pages, Hardcover",Historical Fiction,39.2k followers,"143,507 reviews",23 books39.2k followers,"33,196 (1%)","65,113 (2%)","249,718 (9%)","712,353 (28%)","1,471,207 (58%)"
Harry Potter and the Half-Blood Prince,J.K. Rowling,"3,243,037","ratings56,890","First published July 16, 2005","It is the middle of the summer, but there is an unseasonal mist pressing against the windowpanes. Harry Potter is waiting nervously in his bedroom at the Dursleys' house in Privet Drive for a visit from Professor Dumbledore himself. One of the last times he saw the Headmaster, he was in a fierce one-to-one duel with Lord Voldemort, and Harry can't quite believe that Professor Dumbledore will actually appear at the Dursleys' of all places. Why is the Professor coming to visit him now? What is it that cannot wait until Harry returns to Hogwarts in a few weeks' time? Harry's sixth year at Hogwarts has already got off to an unusual start, as the worlds of Muggle and magic start to intertwine...","652 pages, Paperback",Fantasy,225k followers,"56,890 reviews",451 books225k followers,"17,279 (<1%)","35,392 (1%)","216,854 (6%)","763,716 (23%)","2,209,796 (68%)"
Harry Potter and the Order of the Phoenix,J.K. Rowling,"3,351,311","ratings62,620","First published June 21, 2003","Harry Potter is about to start his fifth year at Hogwarts School of Witchcraft and Wizardry. Unlike most schoolboys, Harry never enjoys his summer holidays, but this summer is even worse than usual. The Dursleys, of course, are making his life a misery, but even his best friends, Ron and Hermione, seem to be neglecting him.Harry has had enough. He is beginning to think he must do something, anything, to change his situation, when the summer holidays come to an end in a very dramatic fashion. What Harry is about to discover in his new year at Hogwarts will turn his world upside down...","912 pages, Paperback",Young Adult,225k followers,"62,620 reviews",451 books225k followers,"21,339 (<1%)","51,113 (1%)","289,103 (8%)","843,236 (25%)","2,146,520 (64%)"
The Help,Kathryn Stockett,"2,741,751","ratings90,112","First published February 10, 2009","Three ordinary women are about to take one extraordinary step.Twenty-two-year-old Skeeter has just returned home after graduating from Ole Miss. She may have a degree, but it is 1962, Mississippi, and her mother will not be happy till Skeeter has a ring on her finger. Skeeter would normally find solace with her beloved maid Constantine, the woman who raised her, but Constantine has disappeared and no one will tell Skeeter where she has gone.Aibileen is a black maid, a wise, regal woman raising her seventeenth white child. Something has shifted inside her after the loss of her own son, who died while his bosses looked the other way. She is devoted to the little girl she looks after, though she knows both their hearts may be broken.Minny, Aibileen's best friend, is short, fat, and perhaps the sassiest woman in Mississippi. She can cook like nobody's business, but she can't mind her tongue, so she's lost yet another job. Minny finally finds a position working for someone too new to town to know her reputation. But her new boss has secrets of her own.Seemingly as different from one another as can be, these women will nonetheless come together for a clandestine project that will put them all at risk. And why? Because they are suffocating within the lines that define their town and their times. And sometimes lines are made to be crossed.In pitch-perfect voices, Kathryn Stockett creates three extraordinary women whose determination to start a movement of their own forever changes a town, and the way women, mothers, daughters, caregivers, friends, view one another. A deeply moving novel filled with poignancy, humor, and hope, The Help is a timeless and universal story about the lines we abide by, and the ones we don't. Librarian's note: An alternate cover edition can be found here","464 pages, Hardcover",Fiction,13.7k followers,"90,112 reviews",7 books13.7k followers,"21,865 (<1%)","43,985 (1%)","224,391 (8%)","789,097 (28%)","1,662,413 (60%)"
A Thousand Splendid Suns,Khaled Hosseini,"1,515,254","ratings75,637","First published May 1, 2007","Mariam is only fifteen when she is sent to Kabul to marry the troubled and bitter Rasheed, who is thirty years her senior. Nearly two decades later, in a climate of growing unrest, tragedy strikes fifteen-year-old Laila, who must leave her home and join Mariam's unhappy household. Laila and Mariam are to find consolation in each other, their friendship to grow as deep as the bond between sisters, as strong as the ties between mother and daughter. With the passing of time comes Taliban rule over Afghanistan, the streets of Kabul loud with the sound of gunfire and bombs, life a desperate struggle against starvation, brutality and fear, the women's endurance tested beyond their worst imaginings. Yet love can move people to act in unexpected ways, lead them to overcome the most daunting obstacles with a startling heroism. In the end it is love that triumphs over death and destruction.""A Thousand Splendid Suns"" is a portrait of a wounded country and a story of family and friendship, of an unforgiving time, an unlikely bond, and an indestructible love.","372 pages, Hardcover",Fiction,154k followers,"75,637 reviews",43 books154k followers,"9,987 (<1%)","25,093 (1%)","139,397 (9%)","468,811 (30%)","871,966 (57%)"
Life of Pi,Yann Martel,"1,613,755","ratings53,089","First published September 11, 2001","Life of Pi is a fantasy adventure novel by Yann Martel published in 2001. The protagonist, Piscine Molitor ""Pi"" Patel, a Tamil boy from Pondicherry, explores issues of spirituality and practicality from an early age. He survives 227 days after a shipwreck while stranded on a boat in the Pacific Ocean with a Bengal tiger named Richard Parker.","460 pages, Paperback",Fiction,"4,798 followers","53,089 reviews","37 books4,798 followers","52,850 (3%)","101,782 (6%)","315,363 (19%)","570,874 (35%)","572,886 (35%)"
Catching Fire,Suzanne Collins,"3,533,435","ratings123,155","First published September 1, 2009","Sparks are igniting.Flames are spreading.And the Capitol wants revenge. Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create. Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.In Catching Fire, the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.","391 pages, Hardcover",Young Adult,99.4k followers,"123,155 reviews",71 books99.4k followers,"23,030 (<1%)","80,109 (2%)","436,417 (12%)","1,175,631 (33%)","1,818,248 (51%)"
The Girl with the Dragon Tattoo,Stieg Larsson,"3,162,088","ratings77,196","First published August 1, 2005","Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption.An international publishing sensation, Stieg Larsson’s The Girl with the Dragon Tattoo combines murder mystery, family saga, love story, and financial intrigue into one satisfyingly complex and entertainingly atmospheric novel.","480 pages, Hardcover",Fiction,15.5k followers,"77,196 reviews",92 books15.5k followers,"87,971 (2%)","125,573 (3%)","430,058 (13%)","1,046,110 (33%)","1,472,376 (46%)"
The Time Traveler’s Wife,Audrey Niffenegger,"1,778,159","ratings53,236","First published January 1, 2003","This is the extraordinary love story of Clare and Henry, who met when Clare was six and Henry was thirty-six, and were married when Clare was twenty-two and Henry was thirty. Impossible but true, because Henry suffers from a rare condition where his genetic clock periodically resets and he finds himself pulled suddenly into his past or future. In the face of this force they can neither prevent nor control, Henry and Clare’s struggle to lead normal lives is both intensely moving and entirely unforgettable.","537 pages, ebook",Fiction,11.8k followers,"53,236 reviews",44 books11.8k followers,"54,886 (3%)","106,958 (6%)","335,619 (18%)","577,737 (32%)","702,959 (39%)"
The Fault in Our Stars,John Green,"5,091,362","ratings177,970","First published January 10, 2012","Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.","313 pages, Hardcover",Young Adult,305k followers,"177,970 reviews",211 books305k followers,"119,978 (2%)","239,069 (4%)","833,233 (16%)","1,526,179 (29%)","2,372,903 (46%)"
