Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Kiss of Crimson,Lara Adrian,"42,236","ratings1,387","May 29, 2007","He comes to her more dead than alive, a towering black-clad stranger riddled with bullets and rapidly losing blood. As she struggles to save him, veterinarian Tess Culver is unaware that the man calling himself Dante is no man at all but one of the Breed, vampire warriors engaged in a desperate battle.In a single erotically charged moment, Tess is plunged into his world - a shifting, shadowed place where bands of Rogue vampires stalk the night, cutting a swath of terror. Haunted by visions of a dark future, Dante lives and fights like there is no tomorrow.Tess is a complication he does not need - but now, with his brethren under attack, he must shield Tess from a growing threat that includes Dante himself. For with one reckless, irresistible kiss, she has become an inextricable part of his underworld realm...and his touch awakens her to hidden gifts, desires, and hungers she never knew she possessed. Bonded by blood, Dante and Tess must work together to thwart deadly enemies, even as they discover a passion that transcends the boundaries of life itself.","403 pages, Mass Market Paperback",Paranormal Romance,10.6k follower,"1,387 reviews",106,492 (1%),"1,463 (3%)","7,429 (17%)","14,949 (35%)","17,903 (42%)"
Pride of Eden,Taylor  Brown,512,ratings160,"March 17, 2020","The enthralling new novel from the acclaimed author of Fallen Land, The River of Kings, and Gods of Howl MountainVietnam veteran, retired racehorse jockey, and keeper of secrets, Anse Caulfield rescues exotic big cats, elephants, and other creatures for Little Eden, a wildlife sanctuary near the abandoned ruins of a failed development on the Georgia coast. But when Anse’s prized lion escapes and is killed, he becomes obsessed with replacing her—even if the means of rescue aren’t exactly legal.Anse is joined by Malaya, a former soldier herself, who after discharge hunted poachers decimating an elephant refuge in Africa; Lope, whose training in falconry taught him to pilot surveillance drones; and Tyler, a veterinarian who has found a place in Anse’s obsessive world. From an ancient crocodile scarred by forced combat with other animals, a panther caged in a yard, a rare tiger destined to be harvested for its glands, a lion kept as a tourist attraction at a gas station, to a pack of wolves being raised on a remote private island off the coast, Anse and his team battle an underworld of smugglers, gamblers, breeders, trophy hunters, and others who exploit exotic game.Pride of Eden is a brilliant fever dream of a novel: set on the eroding edge of civilization, rooted in dramatic events that are linked not only with each character’s past, but to the prehistory of America, where great creatures roamed the continent and continue to inhabit our collective imagination.Edit","288 pages, Kindle Edition",Fiction,585 follower,160 reviews,11,7 (1%),33 (6%),117 (22%),191 (37%),164 (32%)
Barking,Tom Holt,"1,280",ratings89,"January 1, 2007","Monsters are roaming the streets of London. Of course, some monsters are scarier than others:Unicorns? No bother.Vampires? Big deal.Werewolves? Ho hum.Lawyers? ... Aaargh!Duncan's boss doesn't think that he's cut out to be a lawyer. He isn't a pack animal. He lacks the killer instinct. But when his best friend from school barges his way back into Duncan's life, with a full supporting cast of lawyers, ex-wives, zombies and snow-white unicorns, it's not long before things become distinctly unsettling. Hairy, even.","432 pages, Paperback",Fantasy,"1,075 follower",89 reviews,96,21 (1%),92 (7%),329 (25%),521 (40%),317 (24%)
Black Sun,Rebecca Roanhorse,"42,728","ratings8,036","October 13, 2020","The first book in the Between Earth and Sky trilogy, inspired by the civilizations of the Pre-Columbian Americas and woven into a tale of celestial prophecies, political intrigue, and forbidden magic.A god will returnWhen the earth and sky convergeUnder the black sunIn the holy city of Tova, the winter solstice is usually a time for celebration and renewal, but this year it coincides with a solar eclipse, a rare celestial event proscribed by the Sun Priest as an unbalancing of the world.Meanwhile, a ship launches from a distant city bound for Tova and set to arrive on the solstice. The captain of the ship, Xiala, is a disgraced Teek whose song can calm the waters around her as easily as it can warp a man’s mind. Her ship carries one passenger. Described as harmless, the passenger, Serapio, is a young man, blind, scarred, and cloaked in destiny. As Xiala well knows, when a man is described as harmless, he usually ends up being a villain.","454 pages, Hardcover",Fantasy,"8,686 follower","8,036 reviews",60,361 (<1%),"1,217 (2%)","5,939 (13%)","17,227 (40%)","17,984 (42%)"
Map Reading: The Nobel Lecture and Other Writings,Abdulrazak Gurnah,38,ratings3,"November 24, 2022","'One of the world's most prominent postcolonial writers … He has consistently and with great compassion penetrated the effects of colonialism and its effects on the lives of uprooted and migrating individuals' Anders Olsson, chairman of the Nobel CommitteeDelivered in London on 7 December 2021, 'Writing' is the lecture of the Nobel Laureate in Literature, Abdulrazak Gurnah. Collected here with three further essays, it explores his coming-of-age, his early experiences in 1960s Britain, the narratives of oceans, his lifelong love affair with reading, and the power of writing to subvert the stories that have been handed to us.Generous, funny and wise, this collection is the perfect introduction to the storyteller described as 'one of Africa's most important living writers'; whose work, now spanning four decades, continues to spin wonder and magic while offering penetrating insight into exile, migration and homecoming.'In book after book, he guides us through seismic historic moments and devastating societal ruptures while gently outlining what it is that keeps those families, friendships and loving spaces intact' Maaza Mengiste'A wondrous writer' Philippe Sands","64 pages, Paperback",Nonfiction,"1,661 follower",3 reviews,24,0 (0%),1 (2%),13 (34%),16 (42%),8 (21%)
Let's Explore Diabetes with Owls,David Sedaris,"143,600","ratings10,265","April 23, 2013","A guy walks into a bar car and...From here the story could take many turns. When this guy is David Sedaris, the possibilities are endless, but the result is always the same: he will both delight you with twists of humor and intelligence and leave you deeply moved. Sedaris remembers his father's dinnertime attire (shirtsleeves and underpants), his first colonoscopy (remarkably pleasant), and the time he considered buying the skeleton of a murdered Pygmy. With Let's Explore Diabetes with Owls, David Sedaris shows once again why his work has been called ""hilarious, elegant, and surprisingly moving"" (Washington Post).Machine generated contents note: Dentists Without BordersAttaboyThink DifferenterMemory LapsA Friend in the GhettoLoggerheadsIf I Ruled the WorldEasy, TigerLaugh, KookaburraStanding StillJust a Quick E-mailA Guy Walks into a Bar CarAuthor, AuthorObama!!!!!Standing ByI Break for Traditional MarriageUnderstanding Understanding Owls#2 to GoHealth-Care Freedoms and Why I Want My Country BackNow Hiring Friendly PeopleRubbishDay In, Day OutMind the GapA Cold CaseThe Happy Place","275 pages, Hardcover",Humor,25.8k follower,"10,265 reviews",98,"3,475 (2%)","8,505 (5%)","35,152 (24%)","56,249 (39%)","40,219 (28%)"
Chronicles from the Land of the Happiest People on Earth,Wole Soyinka,887,ratings197,"December 1, 2020","In an imaginary Nigeria, a cunning entrepreneur is selling body parts stolen from Dr. Menka's hospital for use in ritualistic practices. Dr. Menka shares the grisly news with his oldest college friend, bon viveur, star engineer, and Yoruba royal, Duyole Pitan-Payne--the life of every party-- who is about to assume a prestigious post at the United Nations in New York. It now seems that someone is determined that he not make it there. Neither Dr. Menka nor Duyole knows why, or how close the enemy is, how powerful. Chronicles from the Land of the Happiest People on Earth is at once a literary hoot, a crafty whodunit, and a scathing indictment of Nigeria's political elite. It is a stirring call to arms against the abuse of power from one of that country's fiercest political activists, who just happens to be a global literary giant.","444 pages, Hardcover",Fiction,"1,063 follower",197 reviews,232,74 (8%),170 (19%),296 (33%),232 (26%),115 (12%)
The Living Great Lakes: Searching for the Heart of the Inland Seas,Jerry Dennis,"1,535",ratings226,"January 1, 2003","Award-winning nature author Jerry Dennis reveals the splendor and beauty of North America’s Great Lakes in this “masterwork”* history and memoir of the essential environmental and economical region shared by the United States and Canada.No bodies of water compare to the Great Lakes. Superior is the largest lake on earth, and together all five contain a fifth of the world’s supply of standing fresh water. Their ten thousand miles of shoreline border eight states and a Canadian province and are longer than the entire Atlantic and Pacific coasts of the United States. Their surface area of 95,000 square miles is greater than New York, New Jersey, Connecticut, Massachusetts, Vermont, New Hampshire, and Rhode Island combined. People who have never visited them―who have never seen a squall roar across Superior or the horizon stretch unbroken across Michigan or Huron―have no idea how big they are. They are so vast that they dominate much of the geography, climate, and history of North America, affecting the lives of tens of millions of people.The Living Great Searching for the Heart of the Inland Seas is the definitive book about the history, nature, and science of these remarkable lakes at the heart of North America. From the geological forces that formed them and the industrial atrocities that nearly destroyed them, to the greatest environmental success stories of our time, Superior, Michigan, Huron, Erie, and Ontario are portrayed in all their complexity.A Michigan native, Jerry Dennis also shares his memories of a lifetime on or near the lakes, including a six-week voyage as a crewmember on a tallmasted schooner. On his travels, he collected more stories of the lakes through the eyes of biologists, fishermen, sailors, and others he befriended while hiking the area’s beaches and islands.Through storms and fog, on remote shores and city waterfronts, Dennis explores the five Great Lakes in all seasons and moods and discovers that they and their connecting waters―including the Erie Canal, the Hudson River, and the East Coast from New York to Maine―offer a surprising and bountiful view of America. The result is a meditation on nature and our place in the world, a discussion and cautionary tale about the future of water resources, and a celebration of a place that is both fragile and robust, diverse, rich in history and wildlife, often misunderstood, and worthy of our attention.“This is history at its best and adventure richly described.”―*Doug Stanton, author of In Harm’s The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors and 12 The Declassified True Story of the Horse SoldiersSigurd Olson Nature Writing Award WinnerWinner of Best Book of 2003 by the Outdoor Writers Association of America","320 pages, Paperback",Nonfiction,32 follower,226 reviews,39,4 (<1%),35 (2%),225 (14%),620 (40%),651 (42%)
One More for the Road: A New Story Collection,Ray Bradbury,"1,658",ratings141,"January 1, 2002","America has no finer teller of tales than Ray Bradbury. For more than fifty years he has regaled us with wonders, enchanted us with memories, and startled us with simple truths, enabling us to view from fresh perspectives the world we inhabit, and see others we never dreamed existed.Now the master treats us to another round -- eighteen brand -- new stories and seven previously published but never before collected-proof positive that his magic is as potent as ever. Here is a rich elixir distilled from the pungent fruit of experience and imagination, expertly prepared by a superior mixologist whose hand is sure and whose eyes and ears have long taken in the shouting, weeping, carping, reveling life all around him.Sip the sweet innocence of youth, and the wisdom and folly -- of age. Taste the warm mysteries of summer and the bitterness of betrayed loves and abandoned places. This glass overflows with a heady brew that will set your mind spinning and carry you to remarkable locales: a house where time has no boundaries; a movie theater where deconstructed schlock is drunkenly reassembled into art; a faraway planet plagued by an epidemic of sorrow; a wheat field that hides a strangely welcome enemy. The comforts of arguments eternal; the addictive terror of a predawn phone call; the ghosts of dear friends, of errant sons and lost fathers, and of lovers both joyously remembered and never-to-be, are but a few of the ingredients that have gone into Bradbury's savory cocktail. And every satisfying swallow brings new surprises and revelations.One More for the Road is superb refreshment served with wit, heart, and flair by the incomparable Bradbury. This one's on Ray.Drink up!","289 pages, Hardcover",Short Stories,22.6k follower,141 reviews,"2,258",35 (2%),127 (7%),543 (32%),600 (36%),353 (21%)
The Only Good Indians,Stephen Graham Jones,"78,621","ratings13,487","July 14, 2020","From New York Times bestselling author Stephen Graham Jones comes a novel that is equal parts psychological horror and cutting social commentary on identity politics and the American Indian experience. Fans of Jordan Peele and Tommy Orange will love this story as it follows the lives of four American Indian men and their families, all haunted by a disturbing, deadly event that took place in their youth. Years later, they find themselves tracked by an entity bent on revenge, totally helpless as the culture and traditions they left behind catch up to them in a violent, vengeful way.","320 pages, Kindle Edition",Horror,"9,381 follower","13,487 reviews",222,"2,324 (2%)","6,952 (8%)","20,648 (26%)","30,080 (38%)","18,617 (23%)"
