Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Painter From Shanghai,Jennifer Cody Epstein,"4,121",ratings426,"January 1, 2008","Barnes & Noble Discover Great New WritersPan Yuliang was a girl with no dreams. Her parents were taken from her at a young age, then her uncle sold her into prostitution; it was enough for many years just to cope and survive. One day, fate places a kind gentlemanin her path, and she begins to discover the city outside the brotheland the world beyond China's borders. As a larger canvas of life emerges, Pan realizes that she has something of value to say -- and a talent through which she can express herself. From Shanghai to Paris, Pan is challenged by the harsh realities in politics, art, and love, and must rely on her own strength to develop her talent. In so doing, she takes a relatively ordinary life and makes it extraordinary.A work of fiction -- but based on the life and work of a real artist -- The Painter from Shanghai transports readers to early-20th-century China, a culture marked by oppression. Epstein has proven herself a shining talent in this first novel, tackling such weighty questions as: How does a talented artist blossom, even under repressive conditions? What is art, and what is love? What makes a life well lived? The answers form a mesmerizing portrait of one young woman's journey to find herself and to nourish her creative talents despite appreciable odds.(Summer 2008 Selection)","416 pages, Hardcover",Historical Fiction,371 follower,426 reviews,5,70 (1%),269 (6%),"1,118 (27%)","1,664 (40%)","1,000 (24%)"
Play of Passion,Nalini Singh,"28,820","ratings1,463","November 2, 2010","Passion and reason collide with explosive force in the newest instalment of Nalini Singh’s “mesmerizing” Psy/Changeling series. As a conflict with Pure Psy looms on the horizon, two powerful wolves fight a far more intimate war of their own.
In his position as tracker for the SnowDancer pack, it's up to Drew Kincaid to rein in rogue changelings who have lost control of their animal halves—even if it means killing those who have gone too far. But nothing in his life has prepared him for the battle he must now wage to win the heart of a woman who makes his body ignite . . . and who threatens to enslave his wolf.Lieutenant Indigo Riviere doesn't easily allow skin privileges, especially of the sensual kind—and the last person she expects to find herself craving is the most wickedly playful male in the den. Everything she knows tells her to pull back before the flames burn them both to ash . . . but she hasn't counted on Drew's will. Now, two of SnowDancer's most stubborn wolves find themselves playing a hot, sexy game even as lethal danger stalks the very place they call home.","321 pages, Mass Market Paperback",Paranormal Romance,25.5k follower,"1,463 reviews",254,232 (<1%),690 (2%),"4,266 (14%)","10,515 (36%)","13,117 (45%)"
Lethal Rider,Larissa Ione,"17,080",ratings901,"November 22, 2011","They're here. They ride. The Four Horsemen of the Apocalypse.Born of a match between good and evil, four siblings stand between hell's minions and everything they want to destroy. They are the Lords of Deliverance, and they have the power to ward off Doomsday...or let it ride...LETHAL RIDERThanatos, the most deadly Horseman of the Apocalypse, has endured thousands of years of celibacy to prevent the end of days. But just one night with the wickedly sexy Aegis Guardian, Regan Cooper, shatters centuries of resolve. Yet their passion comes with a price. And Thanatos must face a truth more terrifying than an apocalypse-he's about to become a father.Demon-slayer Regan Cooper never imagined herself the maternal type, but with the fate of the world hanging in the balance she had no choice but to seduce Thanatos and bear his child. Now, as the final battle draws closer and his rage at being betrayed is overshadowed by an undeniable passion for the mother of his child, Thanatos has a life-shattering realization: To save the world, he must sacrifice the only thing he's ever wanted-a family.","464 pages, Paperback",Paranormal Romance,"9,969 follower",901 reviews,100,167 (<1%),383 (2%),"1,802 (10%)","5,341 (31%)","9,387 (54%)"
Raven's Gate,Anthony Horowitz,"27,039","ratings1,631","June 1, 2005","He always knew he was different.First there were the dreams.Then the deaths began. When Matt Freeman gets into trouble with the police, he's sent to be fostered in Yorkshire. It's not long before he senses there's something wrong with his guardian; with the whole village. Then Matt learns about the Old Ones and begins to understand just how he is different. But no one will believe him; no one can help. There is no proof. There is no logic. There is just the Gate.","270 pages, Paperback",Fantasy,17.2k follower,"1,631 reviews",428,523 (1%),"1,694 (6%)","6,338 (23%)","9,815 (36%)","8,669 (32%)"
The Apostle,Brad Thor,"19,389",ratings740,"June 30, 2009","Master of suspense and #1 New York Times bestselling author Brad Thor returns with his most riveting international thriller yet.
A new administration and a new approach to dealing with America's enemies have left covert counterterrorism operative Scot Harvath without a job. But when American doctor Julia Gallo is kidnapped in Afghanistan, the terms of her ransom leave the president with only one course of action.In a dangerous assignment that the United States government will deny any knowledge of, Scot Harvath must secretly infiltrate Kabul's notorious Policharki Prison and free the man the kidnappers demand as ransom - al-Qaeda mastermind, Mustafa Khan.But when Harvath arrives, he quickly learns that there is more to the kidnapping than anyone dares to admit. And as the subterfuge is laid bare, Harvath must examine his own career of hunting down and killing terrorists, and ask himself if he has what it takes to help one of the world's worst go free.Brimming with the kind of ripped-from-the-headlines authenticity Brad Thor's internationally bestselling novels are known for, The Apostle doubles down on the blockbuster success of The Last Patriot and reaffirms Thor's status as the master of the political thriller.","358 pages, Hardcover",Fiction,"6,576 follower",740 reviews,52,148 (<1%),534 (2%),"3,442 (17%)","7,427 (38%)","7,838 (40%)"
Slightly Shady,Amanda Quick,"5,812",ratings302,"January 1, 2001","Amanda Quick's trademark is a bestselling combination of suspense, passion, and sparkling wit in historical tales alight with intrigue. Now she serves up the most tantalizing novel of her career as an enterprising woman allies herself with a mysterious spy, only to be caught up in a torrid brew of treachery-and temptation....SLIGHTLY SHADYFrom the moment the stranger burst into her antiquities shop in Rome, Lavinia Lake knew he was nothing but trouble. He said he was in pursuit of a killer. He swore he was only trying to save her. Yet Lavinia was convinced that Mr. Tobias March was bent instead on destroying her. When the self-described spy hustled her all the way back to England, Lavinia vowed she would find a way to repay him in full. She never dreamed that Mr. March had in fact been telling the truth, that he had been hired to track down a powerful villain. And just as his investigation was heating up, he found it complicated by the most ungovernable, exasperating-and slightly shady-woman he had ever met. Lavinia most certainly never dreamed they would meet again, forced into partnership under shocking circumstances-or that their fiery disputes would spark a sizzling desire as overwhelming as the danger they faced....","321 pages, Mass Market Paperback",Romance,"5,207 follower",302 reviews,117,70 (1%),316 (5%),"1,704 (29%)","2,095 (36%)","1,627 (27%)"
"Graphs, Maps, Trees: Abstract Models for a Literary History",Franco Moretti,655,ratings69,"January 1, 2005","In this groundbreaking book, Professor Franco Moretti argues heretically that literature scholars should stop reading books and start counting, graphing, and mapping them instead. He insists that such a move could bring new luster to a tired field, one that in some respects is among “the most backwards disciplines in the academy.” Literary study, he argues, has been random and unsystematic. For any given period scholars focus on a select group of a mere few hundred texts: the canon. As a result, they have allowed a narrow distorting slice of history to pass for the total picture.Moretti offers bar charts, maps, and time lines instead, developing the idea of “distant reading,” set forth in his path-breaking essay “Conjectures on World Literature,” into a full-blown experiment in literary historiography, where the canon disappears into the larger literary system. Charting entire genres—the epistolary, the gothic, and the historical novel—as well as the literary output of countries such as Japan, Italy, Spain, and Nigeria, he shows how literary history looks significantly different from what is commonly supposed and how the concept of aesthetic form can be radically redefined.","119 pages, Hardcover",Nonfiction,87 follower,69 reviews,47,18 (2%),47 (7%),201 (30%),253 (38%),136 (20%)
Le Sermon sur la chute de Rome,Jérôme Ferrari,"1,822",ratings209,"August 22, 2012","Dans un village corse perché loin de la côte, le bar local est en train de connaître une mutation profonde sous l’impulsion de ses nouveaux gérants. À la surprise générale, ces deux enfants du pays ont tourné le dos à de prometteuses études de philosophie sur le continent pour, fidèles aux enseignements de Leibniz, transformer un modeste débit de boissons en “meilleur des mondes possibles”. Mais c’est bientôt l’enfer en personne qui s’invite au comptoir, réactivant des blessures très anciennes ou conviant à d’irréversibles profanations des êtres assujettis à des rêves indigents de bonheur, et victimes, à leur insu, de la tragique propension de l’âme humaine à se corrompre.Entrant, par-delà les siècles, en résonance avec le sermon par lequel saint Augustin tenta, à Hippone, de consoler ses fidèles de la fragilité des royaumes terrestres, Jérôme Ferrari jette, au fil d’une écriture somptueuse d’exigence, une lumière impitoyable sur la malédiction qui condamne les hommes à voir s’effondrer les mondes qu’ils édifient et à accomplir, ici-bas, leur part d’échec en refondant sans trêve, sur le sang ou les larmes, leurs impossibles mythologies.Empire dérisoire que se sont constitué ceux qui l’ont toujours habité comme ceux qui sont revenus y vivre, un petit village corse se voit ébranlé par les prémices de sa chute à travers quelques personnages qui, au prix de l’aveuglement ou de la corruption de leur âme, ont, dans l’oubli de leur finitude, tout sacrifié à la tyrannique tentation du réel sous toutes ses formes, et qui, assujettis aux appétits de leur corps ou à leurs rêves indigents de bonheur ou d’héroïsme, souffrent, ou meurent, de vouloir croire qu’il n’est qu’un seul monde possible.","207 pages, Paperback",Fiction,131 follower,209 reviews,20,56 (3%),207 (11%),590 (32%),637 (34%),332 (18%)
A Companion to Marx's Capital,David Harvey,"1,849",ratings90,"January 1, 2008","“My aim is to get you to read a book by Karl Marx called Capital, Volume 1, and to read it on Marx’s own terms…”The biggest financial crisis since the Great Depression has generated a surge of interest in Marx’s work in the effort to understand the origins of our current predicament. For nearly forty years, David Harvey has written and lectured on Capital, becoming one of the world’s most foremost Marx scholars.Based on his recent lectures, this current volume aims to bring this depth of learning to a broader audience, guiding first-time readers through a fascinating and deeply rewarding text. A Companion to Marx’s Capital offers fresh, original and sometimes critical interpretations of a book that changed the course of history and, as Harvey intimates, may do so again.David Harvey’s video lecture course can be found here: davidharvey.org/reading-capital/","368 pages, Hardcover",Economics,"1,429 follower",90 reviews,157,26 (1%),61 (3%),234 (12%),612 (33%),916 (49%)
The Siege of Macindaw,John Flanagan,"68,906","ratings1,944","May 1, 2006","In this desolate northern fief, where can Will find the fighting men he needs to overcome the traitorous Sir Keren and his band of criminals? Across the border, the fierce Scotti tribesmen are waiting for the signal that Castle Macindaw is in friendly hands, and the way is clear to mount a full-scale attack. Time is running out. Will's courage and ingenuity - and the arrival of an old friend - may be the only things that stand in their way. - See more","320 pages, Paperback",Fantasy,"8,534 follower","1,944 reviews",71,356 (<1%),"1,154 (1%)","8,624 (12%)","23,105 (33%)","35,667 (51%)"
