Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"The Biology of Wonder: Aliveness, Feeling and the Metamorphosis of Science",Andreas Weber,84,ratings8,"February 25, 2016","The disconnection between humans and nature is perhaps one of the most fundamental problems faced by our species today. The schism between us and the natural world is arguably the root cause of most of the environmental catastrophes unraveling around us. However, until we come to terms with the depths of our alienation, we will continue to fail to understand that what happens to nature also happens to us. In The Biology of Wonder author Andreas Weber proposes a new approach to the biological sciences that puts the human back in nature. He argues that feelings and emotions, far from being superfluous to the study of organisms, are the very foundation of life. From this basic premise flows the development of a ""poetic ecology"" which intimately connects our species to everything that surrounds us—showing that subjectivity and imagination are prerequisites of biological existence. The Biology of Wonder demonstrates that there is no separation between us and the world we inhabit, and in so doing it validates the essence of our deep experience. By reconciling science with meaning, expression and emotion, this landmark work brings us to a crucial understanding of our place in the rich and diverse framework of life—a revolution for biology as groundbreaking as the theory of relativity for physics. Dr. Andreas Weber is a German academic, scholar and author. He is a leader in the emerging fields of ""biopoetics"" and ""biosemiotics,"" and his work has been translated into several languages and published around the globe.","387 pages, ebook",Science,32 follower,8 reviews,115,3 (3%),4 (4%),14 (16%),28 (33%),35 (41%)
Acquiring Genomes: A Theory Of The Origin Of Species,Lynn Margulis,272,ratings35,"January 1, 2002","In this groundbreaking book, Lynn Margulis and Dorion Sagan present an answer to one of the enduring mysteries of evolution -- the source of inherited variation that gives rise to new species. Random genetic mutation, long believed to be the main source of variation, is only a marginal factor. As the authors demonstrate in this book, the more important source of speciation, by far, is the acquisition of new genomes by symbiotic merger. The result of thirty years of delving into a vast, mostly arcane literature, this is the first book to go beyond -- and reveal the severe limitations of -- the ""Modern Synthesis"" that has dominated evolutionary biology for almost three generations. Lynn Margulis, whom E. O. Wilson called ""one of the most successful synthetic thinkers in modern biology,"" and her co-author Dorion Sagan have written a comprehensive and scientifically supported presentation of a theory that directly challenges the assumptions we hold about the variety of the living world.","256 pages, Paperback",Science,177 follower,35 reviews,89,1 (<1%),19 (6%),58 (21%),103 (37%),91 (33%)
Odinsbarn,Siri Pettersen,"9,947","ratings1,293","September 9, 2013","Tenk deg å mangle noe alle andre har. Noe som beviser at du hører til i denne verden. Noe så viktig at uten det, er du ingenting. En pest. En myte. Et menneske. Femten vintre gammel får Hirka vite at hun er et odinsbarn - en halelaus råttenskap fra en annen verden. Foraktet. Fryktet. Og jaget. Hun aner ikke lenger hvem hun er, og noen vil drepe henne for at det skal forbli en hemmelighet. Men det finnes verre ting enn odinsbarn, og Hirka er ikke den eneste skapningen som har brutt gjennom portene. Odinsbarn er original fantasy på norrøn grunn. Et oppgjør med fremmedfrykt, blind tro og retten eller viljen til å lede. Det er den første av tre bøker om Hirka, i serien Ravneringene.","621 pages, Hardcover",Fantasy,"1,389 follower","1,293 reviews",16,141 (1%),379 (3%),"1,600 (16%)","3,777 (37%)","4,050 (40%)"
Armageddon Outta Here,Derek Landy,"4,451",ratings242,"July 3, 2014","The ULTIMATE story collection for Skulduggery Pleasant fans. Featuring two AMAZING novellas and fourteen GRIPPING short stories - including three new stories written exclusively for this edition.We all know that doors are for people with no imagination so smash the glass, climb through the window and enter the awesome world of Skulduggery Pleasant with this ultimate story collection.For the first time, every Skulduggery Pleasant short story, plus two novellas – Get Thee Behind me, Bubba Moon and The End of the World – is collected into one magnificent volume. But that's not all…This collection includes fourteen short stories – three of which are AWESOME NEW stories written exclusively for this edition. Two of them delve into the things that our old friend Billy-Ray Sanguine gets up to between books, while the third pits Skulduggery and Valkyrie against a serial killer, a desperate ghost, and a swarm of very nasty insects.So it’s business as usual, then.Introduced by Derek, these are the hidden stories of the skeleton who saves the world… and the girl who's destined to destroy it.","480 pages, Paperback",Fantasy,"4,976 follower",242 reviews,182,10 (<1%),60 (1%),541 (12%),"1,484 (33%)","2,356 (52%)"
Ten Little Fingers and Ten Little Toes,Mem Fox,"5,773",ratings559,"January 1, 2008","As everyone knows, nothing is sweeter than tiny baby fingers and chubby baby toes. . . . And here, from two of the most gifted picture-book creators of our time, is a celebration of baby fingers, baby toes, and the joy they—and the babies they belong to—bring to everyone, everywhere, all over the world! This is a gorgeously simple picture book for very young children, and once you finish the rhythmic, rhyming text, all you’ll want to do is go back to the beginning . . . and read it again! The luminous watercolor illustrations of these roly-poly little ones from a variety of backgrounds are adorable, quirky, and true to life, right down to the wrinkles, dimples, and pudges in their completely squishable arms, legs, and tummies.","40 pages, Hardcover",Picture Books,395 follower,559 reviews,82,79 (1%),203 (3%),870 (15%),"1,679 (29%)","2,942 (50%)"
Freedom is a Constant Struggle,Angela Y. Davis,"24,976","ratings3,029","August 17, 2015","In these newly collected essays, interviews, and speeches, world-renowned activist and scholar Angela Y. Davis illuminates the connections between struggles against state violence and oppression throughout history and around the world.Reflecting on the importance of black feminism, intersectionality, and prison abolitionism for today's struggles, Davis discusses the legacies of previous liberation struggles, from the Black Freedom Movement to the South African anti-Apartheid movement. She highlights connections and analyzes today's struggles against state terror, from Ferguson to Palestine.Facing a world of outrageous injustice, Davis challenges us to imagine and build the movement for human liberation. And in doing so, she reminds us that ""Freedom is a constant struggle.""","158 pages, Paperback",Nonfiction,"6,161 follower","3,029 reviews",103,67 (<1%),252 (1%),"2,111 (8%)","8,842 (35%)","13,704 (54%)"
The Princess Saves Herself in This One,Amanda Lovelace,"138,701","ratings12,851","April 23, 2016","""Ah, life- the thing that happens to us while we're off somewhere else blowing on dandelions & wishing ourselves into the pages of our favorite fairy tales.""A poetry collection divided into four different parts: the princess, the damsel, the queen, & you. the princess, the damsel, & the queen piece together the life of the author in three stages, while you serves as a note to the reader & all of humankind. Explores life & all of its love, loss, grief, healing, empowerment, & inspirations.","156 pages, Paperback",Poetry,"7,035 follower","12,851 reviews",45,"7,245 (5%)","12,798 (9%)","28,870 (20%)","37,360 (26%)","52,428 (37%)"
Celestial Bodies,Jokha Alharthi,"14,952","ratings2,588","January 1, 2010","In the village of al-Awafi in Oman, we encounter three sisters: Mayya, who marries after a heartbreak; Asma, who marries from a sense of duty; and Khawla, who chooses to refuse all offers and await a reunion with the man she loves, who has emigrated to Canada. These three women and their families, their losses and loves, unspool beautifully against a backdrop of a rapidly changing Oman, a country evolving from a traditional, slave-owning society into its complex present. Through the sisters, we glimpse a society in all its degrees, from the very poorest of the local slave families to those making money through the advent of new wealth.","256 pages, Paperback",Fiction,586 follower,"2,588 reviews",7,543 (3%),"1,693 (11%)","5,623 (37%)","5,170 (34%)","1,923 (12%)"
Shadow of the Silk Road,Colin Thubron,"4,140",ratings444,"January 1, 2007","Shadow of the Silk Road records a journey along the greatest land route on earth. Out of the heart of China into the mountains of Central Asia, across northern Afghanistan and the plains of Iran and into Kurdish Turkey, Colin Thubron covers some seven thousand miles in eight months. Making his way by local bus, truck, car, donkey cart and camel, he travels from the tomb of the Yellow Emperor, the mythic progenitor of the Chinese people, to the ancient port of Antioch—in perhaps the most difficult and ambitious journey he has undertaken in forty years of travel. The Silk Road is a huge network of arteries splitting and converging across the breadth of Asia. To travel it is to trace the passage not only of trade and armies but also of ideas, religions and inventions. But alongside this rich and astonishing past, Shadow of the Silk Road is also about Asia a continent of upheaval. One of the trademarks of Colin Thubron's travel writing is the beauty of his prose; another is his gift for talking to people and getting them to talk to him. Shadow of the Silk Road encounters Islamic countries in many forms. It is about changes in China, transformed since the Cultural Revolution. It is about false nationalisms and the world's discontented margins, where the true boundaries are not political borders but the frontiers of tribe, ethnicity, language and religion. It is a magnificent and important account of an ancient world in modern ferment.","384 pages, Hardcover",Travel,399 follower,444 reviews,63,93 (2%),295 (7%),"1,076 (25%)","1,622 (39%)","1,054 (25%)"
Bournemouth Boys and Boscombe Girls,Danny Winter,23,ratings0,"December 17, 2017","We’re the oddballs, weirdoes, comedians, eccentrics, head cases and hard cases, and this book is for those who ‘get it’ In the lead-up to a recent reunion party, many of the old stories came out. We were seasonal workers during the late ‘70s and early ‘80s in Bournemouth. Many worked the deckchairs, some worked hotels, pubs, bars, or nightclubs, either as bar staff or bouncers. We lived off our wits and, yes, from time to time we were rogues, but we had each other’s backs and we had some laughs. This book recalls those days and tells the story of bringing a special group of people back together again after almost 40 years. And do you know what, it was as if we hadn’t skipped a beat. There were even people who’d missed each other first time around, yet all of us have a very rare and exceptional connection. It’s pure magic. Now if you’re reading the above and are thinking this was some kind of school reunion with a bunch of old codgers on Zimmer fames, playing inflatable ball games and drinking Dandelion & Burdock, mate, you’ve got it all wrong! If you’ve worked holiday towns as a seasonal worker, either in the UK or abroad, then you’ll ‘get it’ or if you’re looking to work a season in Spain or Portugal or the South coast of England, then these are the tough but crazy times you can expect. I’ve always loved wild people and wild places, always been drawn to them, and here are some of the stories. Now, for the first time ever, I think I understand what was so special about those years. Yes, at times they were tough, but we stuck with each other through thick and thin, and especially afterwards when we travelled the globe together. We’re not crazy, none of us (well, those in prison and mental asylums might be), but none of us on the ‘out’ are, but we had lively, buoyant and animated fun. We were carefree at an age when you’re supposed to be carefree. The flip side of this, I’m well aware, is that at times it may make some of us feel as if we’re outsiders, a lone wolf so to speak. People occasionally talk about us in hushed tones, whispering that we’re a bit of a loose cannon. They don’t really want to say it to our faces because every now and again we can still be a little unpredictable. But they look at us with a strange curiosity, because in comparison – although they’re often very successful at ‘fitting in’ – they lead lives that are drab, dreary and monotonous. They’re not unruly like you and me. And it’s that unruliness which has kept us young. These are the stories, some told in very funny poetic format, of those years. This book has been published for the people who shared those years to be able to keep a record. If you weren’t around on the south coast during the late 70’s and early 80’s I’d honestly give this book a miss. That’s as honest as we can get, because you won’t know the people involved, and it’s unlikely you’ll ‘get it’ Some of us, you see, weren’t meant to be tamed. We weren’t meant to be pacified or subdued. We were meant to run free until we discovered others just as wild to run with. And after all we’ve been through, we’re still standing and we’re still laughing out loud. And that bothers some people. Danny and I wish to dedicate this book to all who couldn’t be there on the night. Some are living abroad, some are in prison, others in mental institutions, and some have passed on. This isn’t anything morbid. We just want to remember the laughs they gave us. KW","166 pages, Kindle Edition",Fiction,5 follower,0 reviews,3,1 (4%),2 (8%),3 (13%),3 (13%),14 (60%)
