Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
THE HORNED GOD CHRONICLES:,Rudra Kapalin,6,ratings1,"First published November 7, 2012","'The Horned God Chronicles' is a project taken up by the author to look deeper into history and mythology in a quest to understand the harmonic relationship between Society and Mother Nature. In the first book you will find some strings of thoughts although random but honest insights into the world-around-us and the universe-inside-us. These thoughts are some of the cookies that will be relished by your mind provided your mind knows to eat. Here you will get food for thought. I don't guarantee that you will like the taste because your mind may be a better cook than mine, but then you are always free to write to me at rudra@aghorasunited,com so that I can improve my writing skills. In this book, I present to you the struggles of aboriginal tribes of Indian subcontinent during the Aryan Invasion. Beginnings of a long struggle and competition between Brute Force, Rational thinking, Beliefs, Faiths and Blind Faith. I have deliberately kept it short as it will be serving as the platform for the thoughts flowing in my mind. Raghu, the son of Solankhis Clan Leader Dilipa struggles to save not only his clan but the whole humanity from Ignorance. His chance encounter with a Sage reveals a whole new world of possibilities in this 1st book of THE HORNED GOD CHRONICLES. With the wisdom of elders and his own courage, he takes the responsibility of Clan Shaman's secret on himself in a time when danger lurks all around as men who are filled with lust of Power will go to any extremes to meet their own ends.","90 pages, Paperback",author,6 followers,1 review,4 books6 followers,1 (16%),0 (0%),0 (0%),0 (0%),5 (83%)
The Exemeus,Folami Morris,124,ratings56,"First published January 3, 2013","Hyalee Smith is dead, she just doesn’t know it yet.Her short life was devoted to love and to hate. Love of the man who stole her heart, hate for the man who stole the world. Murdered by the government she swore to destroy, she has been given another chance to make it right. But to save the planet, she needs the help of the most powerful mystic the world has ever seen—unfortunately he hasn’t been born yet. In a world where fear is the only currency, Dephon has committed the ultimate crime:inspiring hope. His only goal is to make it safely through ninth grade, but on a post-apocalyptic Earth run by the Treptonian government, it isn’t that simple. Heir to a legendary power, Dephon Johnson is the only threat to the government’s rule. And on Trepton, all threats must be eliminated. When hundreds of assassins are dispatched to neutralize him, Dephon is forced to fight back. His only chance of survival is to enlist the aid of the greatest warrior the world has ever known. The only problem is, she's been dead for 13 years.","337 pages, Paperback",Fantasy,47 followers,56 reviews,3 books47 followers,1 (<1%),6 (4%),23 (18%),40 (32%),54 (43%)
Rajinikanth: The Definitive Biography,Naman Ramachandran,164,ratings24,"First published December 11, 2012","'When I will come, or how, nobody knows, but I will arrive when I ought to' MUTHU (1995) Rajinikanth is, quite simply, the biggest superstar cinema-crazy India has ever seen. His stylized dialogues and screen mannerisms are legion, and his guy-next-door-cum-superhero image has found a hysterically appreciative following among millions of moviegoers. Naman Ramachandran's marvellous biography recounts Rajini's career in meticulous detail, tracing his incredible cinematic journey from his very first film, Apoorva Raagangal, in 1975 to memorable forays into Bollywood like Andha Kanoon and Hum, from landmark films like Billa, Thalapathi and Annamalai to the mega successes of Baashha, Muthu, Padayappa, Chandramukhi, Sivaji and Enthiran. Along the way, the book provides rare insights into the Thalaivar's personal life, from his childhood days to his times of struggle-when he was still Shivaji Rao Gaekwad-and then his eventual stardom: revealing how a legend was born. Rajinikanth has not written his memoirs; this book is the closest we are likely to get to the definitive Rajini story.","352 pages, Kindle Edition",Biography,8 followers,24 reviews,1 book8 followers,6 (3%),15 (9%),45 (27%),33 (20%),65 (39%)
The Mystic Princesses and the Whirlpool,P.J. LaRue,139,ratings39,"First published May 1, 2012","Meet The Mystic Princesses - Role models who solve their own problems. They work hard and play hard.Have you ever wanted to ride a dolphin or dreamed of playing on a rainbow as if it were a waterslide? How would you feel if someone tried to kidnap you, and you were forced to move to Hawai'i to hide and live with people you don't know? That happened to Harmonie. Come meet Harmonie, her new Mystic Princess friends, and find out what happens when her enemies, the Children of Ares, find her again.The daughters of the elemental gods and goddesses learn they have inherited elemental powers. Their skills can be used for fun, such as turning into birds and flying to the tops of rainbows and then turning back into humans before sliding down the rainbows into the ocean below. They also learn these abilities are to be used to protect Princess Harmonie from her siblings, the Children of Ares, who want to fight and cause wars. When the Children of Ares find the princesses in Hawaii, will the princesses be able to save Harmonie? After all, the girls are just learning how to use their powers?Note: The next Mystic Princess adventure, The Mystic Princesses and the Magic Show, ebook was published January 18, 2016. The print book will be published soon.","34 pages, ebook",Childrens,210 followers,39 reviews,4 books210 followers,6 (4%),3 (2%),6 (4%),30 (21%),94 (67%)
Hard Wired: A Crash Course in Small College Football,Jebb A. Rebal,65,ratings3,"First published December 13, 2012","This work reveals competitive strategy and insider knowledge of college football, college life and the grass roots evolution of politics that began in academia and now shapes the political aspects of our everyday life. This fast paced, biographical work contains layers of storyline with twists and turns that are poignant, and startling.Join three young men’s true stories as they launch themselves onto the college football scene and refuse to be denied their impact both on and off the field. These mistakenly overlooked college football players take over a struggling football team with their drive and motivation, all in an effort to rise to the challenge of one more football season. Living on the edge of college life as driven athletes, they face a dramatic conspiracy as they struggle in the face of athletic romance, real world politics of organizational behavior and creating their own futures as they are forced to lead the world around them much sooner than they ever expected.Heavy is the head that wears the crown as these extraordinary athletes have decisions to make that are crowded by circumstances that continually provide opportunities for them to fail in rising to the level of achievement that they know they have earned. Understanding their romantic interests and hearing their sex stories as they struggle not to be dragged under provides a highly insightful gaze into their world.The dynamics of college football, deciding on a future and motivation for achievement are illustrated here in a true story of the thin line between being an exceptional football player and the ever expanding world of claims that all performers are equal despite the results that prove to differentiate those same performers. At a new school, on a new team, joining the college ranks, these young men face more reality than they anticipated as they hold their future in their own hands and are first hand participants in the real world evolution of organizational politicking, power struggles and the freedom to pursue the college endeavor as they see fit. This true story is worth picking up simply to have an accurate overview of the inner workings and value of university education, college football and organizational manipulation. It serves as both a remarkable story of college life and as an instruction manual to the pitfalls of the people surrounding exceptional individuals, in addition to the political motivations of higher education organizations. College football, coaching motivations and the nature of organizational leaders is clearly depicted here as your guide. INTENDED FOR MATURE AUDIENCES“It is not just what we did; it is what was going on around us that allowed us to choose to do it.”BBD Press Inc. is an indie publisher. “HARD WIRED: A Crash Course in Small College Football” is now available on Amazon in E-Book and Paperback format.","352 pages, Paperback",Sports,1 follower,3 reviews,1 book1 follower,3 (4%),16 (24%),6 (9%),11 (16%),29 (44%)
Savages,Don Winslow,"19,243","ratings1,876","First published June 25, 2010","Part-time environmentalist and philanthropist Ben and his ex-mercenary buddy Chon run a Laguna Beach-based marijuana operation, reaping significant profits from their loyal clientele. In the past when their turf was challenged, Chon took care of eliminating the threat. But now they may have come up against something that they can't handle -- the Mexican Baja Cartel wants in, sending them the message that a ""no"" is unacceptable. When they refuse to back down, the cartel escalates its threat, kidnapping Ophelia, the boys' playmate and confidante. O's abduction sets off a dizzying array of ingenious negotiations and gripping plot twists that will captivate readers eager to learn the costs of freedom and the price of one amazing high.","302 pages, Hardcover",Fiction,"6,398 followers","1,876 reviews","78 books6,398 followers",376 (1%),"1,168 (6%)","4,638 (24%)","7,714 (40%)","5,347 (27%)"
The Home Place,Mike Addington,48,ratings19,"First published May 1, 2007","The Home Place is a story in which a local criminal enters the lives of a rural family, changing them forever. As the children of the family grow and leave home, taking with them the conflicting values of a stern father and a saintly mother, they are confronted with choices they are not equipped to handle. Some seemingly innocuous choices bring them into contact with a sinister character, the likes of which they didn't know existed. Can they escape the darkness he brings with him? Can good overcome his evil? Will a mother's faith prevail over the father's harshness?","272 pages, Perfect Paperback",2013,8 followers,19 reviews,4 books8 followers,2 (4%),2 (4%),7 (14%),17 (35%),20 (41%)
"King of Angels, A Novel About the Genesis of Identity and Belief",Perry Brass,13,ratings5,"First published March 24, 2012","By Perry Brass, the acclaimed author of How to Survive Your Own Gay Life , Carnal Sacraments , The Substance of God , Warlock , and Ippy-Award Gold Medalist The Manly Art of Seduction comes a novel in the setting of Midnight in the Garden of Good and Evil , in the Man Men period. ""Perry Brass is a literary polymath who enthralls readers no matter the genre."" Richard Labonte, syndicated book columnist, Book Marks King of Angels is a novel about the difficult and often tragic relationship of fathers and sons, or about one particular father and his attachment to his son, and his son s own unwavering attachment to him, despite scandals, secrets, and problems, and everything that will hold them apart, and yet keep them together forever. It is a coming-of-age story not just of one boy, but of a culture and an emerging gay community. It is the story of Benjamin Rothberg, a 12-year-old master of shape-shifting, of changing identities while steadfastly grasping the unique features of his own. The child of a marriage between a handsome Northern Jewish father and a classic-WASP-beauty Southern mother, Benjamin must change identities from Jewish to non-Jewish, from being a smart, precocious self-aware kid to masquerading and passing as a regular boy, from growing into a sexually curious (and possibly gay) young man to experiencing a fragile adolescent innocence, almost in love with a pretty girl. Set in Savannah, Georgia, during the tumultuous Kennedy years, King of Angels explores the role of Southern Jews in the still-segregated South, the explosive race relations and racial consciousness of this era, and the emergence of a genuine gay community with its own honest, outsider viewpoint. It is also a realistic story of the underground world of boys who must fool their parents and each other in order to achieve any form of unguarded closeness. As a half-Jew attending Holy Nativity, a Catholic military school in Savannah, Benjy will form some of the most important friendships of his life, and experience the full brutality of boys bullying each other. He will also become aware of many forms of seduction and the seductions of a secret sexual life in the school, the seductions of his own heart taken with a quiet handsome Puerto Rican male student, and the attractions of the Spirit itself in all of its revealed forms. This is truly a novel about the mysterious origins of identity and belief, in a questioning heart and questioning time, while growing up in the changing South in the early 1960s.","370 pages, Perfect Paperback",Gay Fiction,39 followers,5 reviews,38 books39 followers,0 (0%),0 (0%),3 (23%),5 (38%),5 (38%)
Christian Controversies: Seeking the Truth,Scott S. Haraburda,30,ratings10,"First published March 10, 2013","""The Greatest is Love."" God wants us to love our neighbors. If this is the premise of being Christian, then why do thousands of denominations claim to be the ""right and true"" one, implying that all others are false? The author searches for truth and explores real world issues concerning Christians throughout history and today, and the future of Christianity in this ever-changing world. Join the author as he challenges you to think outside of your comfort zone and questions what you might have been told not to question about the Word of God. This book contains many facts and true stories, some you might recognize and some from the author's own life, as he logically discusses controversial subjects such as a Perfect Bible, sex, lying, killing, ethics, Christian leadership, Bible-thumping judgment, and women's rights. It is well documented and written in easy-to-understand language to arm you with the knowledge you need to discuss Scripture in an educated and meaningful way, and to develop a real-world perspective of Christianity; a must-read for all who profess to be Christian!","378 pages, Paperback",Nonfiction,52 followers,10 reviews,2 books52 followers,5 (16%),1 (3%),6 (20%),7 (23%),11 (36%)
Manipulating the List,K.B. Lever,82,ratings54,"First published January 1, 2012","Katherine Sheppard is the exception to the rule. That is, as long as she continues to run from the law; murder innocent people; and manipulate the Collector’s List…  Shouldn’t be hard, right?  Since the tender age of six, Katherine has always loved to hear Jonathan’s nightly stories about tracking, stalking, and collecting his victims. She’s even had the privilege of watching souls transition into the afterlife, led by the hand of the Collector to their paths where angels or demons escort them home. It has been an unwavering friendship that has flourished for sixteen years. That is, until an unexplainable twist in circumstances causes Katherine’s name to appear on the Collector’s List.  Oh, but do not mistake this as an end, this is just the beginning. Katherine refuses to hand over her soul quietly and Jonathan will stand beside his friend, feeling the bitter sting of helplessness as he realizes that he might possibly be the cause of her demise. So now a new relationship unfolds between them, one of checks and balances, hints, clues, and mysteries, where the two, despite their now forbidden friendship, will work together to manipulate the List.  But just as resolute, the law won’t stand idly by as Katherine assists in the deaths of others. Every form of law enforcement is preparing to conduct a global manhunt to bring her to justice. Nor will the Creator of the List tolerate a friendship that goes completely against his rules. The collections continue to increase in difficulty, pushing Katherine into an irreversible life of crime where the only possibility of escape is her own death. Yet Katherine, as impassionedly determined as a trapped animal trying to escape its captor, will stay the course in her fight to overcome Heaven, Hell, earth and … the Collector.","240 pages, Paperback",Fantasy,41 followers,54 reviews,3 books41 followers,6 (7%),8 (9%),20 (24%),22 (26%),26 (31%)
