Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Outward Bound,Robert A. Heinlein,406,ratings6,"June 1, 2006","""Have Spacesuit Will Travel"": Kip wants to go to the Moon badly. Everything about him is average; his only claim to fame is that he won a contest and now owns an obsolete but fully equipped space suit. One day, he's walking around his back yard testing it out, when a voice comes over the talkie & the next thing he knows, he's onboard a spaceship heading for the very place he dreams about. But this is no dream. For Kip has been captured by a race of monstrous yet highly advanced aliens who see humans as untrained animals...and a good source of protein....""Starship Troopers"": In a far future where military service is voluntary, even discouraged, there is of course a catch: enlist or forfeit full citizenship. Basic training is made particularly harsh so that only those of the highest character will survive. But the logic of this escapes Johnnie Rico, an ordinary kid from a wealthy family. Thinking he's joining a peacetime army, the 18-year-old signs up on a whim and becomes a soldier in the Mobile Infantry where his sergeant tells him, We'll make a man of you or kill you trying. To Johnnie's surprise, he gets through the toughest boot camp in the Universe...just in time to be sent into battle against mankind's most terrifying enemy.""Podkayne of Mars"": Podkayne Fries is a thoroughly modern young Marswoman with a timetable for success based on one goal to be the first female starship captain & she has her strategy all mapped out. So when she gets a chance to travel to Earth with her Uncle Tom, a distinguished elder statesman, Poddy jumps at it...despite the fact that her obnoxiously brilliant kid brother, Clark, is coming along as well. What Poddy doesn't realize is that her uncle is the official Ambassador Plenipotentiary from Mars to the Three-Planets Conference & that certain parties will stop at nothing to gain control of his vote. (Features both the first published ending and Heinlein's original ending.)","586 pages, Hardcover",Science Fiction,"9,548 follower",6 reviews,816,4 (<1%),8 (1%),97 (23%),164 (40%),133 (32%)
Academ's Fury,Jim Butcher,"69,658","ratings2,016","January 1, 2005","For centuries, the people of Alera have relied on the power of the furies to protect them from outside invaders. But the gravest threat might be closer than they think.Tavi has escaped the Calderon Valley and the mysterious attack of the Marat on his homeland. But he is far from safe, as trying to keep up the illusion of being a student while secretly training as one of the First Lord's spies is a dangerous game. And he has not yet learned to use the furies, making him especially vulnerable.When the attack comes it's on two fronts. A sudden strike threatens the First Lord's life and threatens to plunge the land into civil war. While in the Calderon Valley, the threat faced from the Marat is dwarfed by an ancient menace. And Tavi must learn to harness the furies if he has any chance of fighting the greatest threat Alera has ever known . . .","702 pages, Paperback",Fantasy,48.5k follower,"2,016 reviews",287,424 (<1%),"1,281 (1%)","8,839 (12%)","27,774 (39%)","31,340 (44%)"
"Talk to the Hand: The Utter Bloody Rudeness of the World Today, or Six Good Reasons to Stay Home and Bolt the Door",Lynne Truss,"3,491",ratings537,"October 24, 2005","""Talk to the hand 'cause the face ain't listening,"" the saying goes. When did the world stop wanting to hear? When did society stop valuing basic courtesy and respect? It’s a topic that has been simmering for years, and Lynne Truss says it’s now reached the boiling point. Taking on the boorish behavior that for some has become a point of pride, ""Talk to the Hand"" is a rallying cry for civility. When did ""please"" and ""thank you"" become passé? When you call a ""customer service"" number, why does the burden of deciphering the automatic switchboard fall to you (and where are the real people when you, the customer, need service)? Why do people behave as if public spaces are their own chip-strewn living rooms? Perhaps most important, how has it come to be that we are not allowed to object? Call someone out on rude or disrespectful behaviour and you are likely to get an ""eff off"" or worse. In a recent US survey, 79 per cent of adults said that lack of courtesy was a serious problem. For all of those fed up with antisocial behaviour and suffering in silence, realise that you are the majority!","206 pages, Hardcover",Nonfiction,741 follower,537 reviews,98,182 (5%),545 (15%),"1,258 (36%)","1,009 (28%)",497 (14%)
No Time Like the Present,Nadine Gordimer,631,ratings142,"October 30, 2010","A sharply observed new novel about post-apartheid South Africa from the Nobel Prize winnerNadine Gordimer is one of our most telling contemporary writers. With each new work, she attacks—with a clear-eyed fierceness, a lack of sentimentality, and a deep understanding of the darkest depths of the human soul—her eternal themes: the inextricable link between personal and communal history; the inescapable moral ambiguities of daily life; the political and racial tensions that persist in her homeland, South Africa. And in each new work is fresh evidence of her literary genius: in the sharpness of her psychological insights, the stark beauty of her language, the complexity of her characters, and the difficult choices with which they are faced. In No Time Like the Present, Gordimer trains her keen eye on Steve and Jabulile, an interracial couple living in a newly, tentatively, free South Africa. They have a daughter, Sindiswa; they move to the suburbs; Steve becomes a lecturer at a university; Jabulile trains to become a lawyer; there is another child, a boy this time. There is nothing so extraordinary about their lives, and yet, in telling their story and the stories of their friends and families, Gordimer manages to capture the tortured, fragmented essence of a nation struggling to define itself post-apartheid. The subject is contemporary, but Gordimer’s treatment is, as ever, timeless. In No Time Like the Present, she shows herself once again a master novelist, at the height of her prodigious powers.","432 pages, Kindle Edition",Fiction,854 follower,142 reviews,302,48 (7%),126 (19%),202 (32%),176 (27%),79 (12%)
The Traitor,Veronica Roth,"19,623",ratings689,"July 8, 2014","The Traitor takes place two years after The Son and runs parallel with the early events in Divergent. In this robust story, readers follow Tobias as he uncovers the details of an Erudite plan that could threaten the faction system, and makes plans of his own to keep Abnegation safe. At the same time, Tobias is getting to know a new transfer initiate: Tris Prior.","48 pages, Unknown Binding",Young Adult,460k follower,689 reviews,69,191 (<1%),775 (3%),"3,710 (18%)","6,411 (32%)","8,536 (43%)"
"John Green the Collection: Looking for Alaska / An Abundance of Katherines / Paper Towns / Will Grayson, Will Grayson / The Fault in Our Stars",John Green,"3,287",ratings67,"November 7, 2013","John Green - The Collection includes five novels from the critically acclaimed, best-selling master of modern storytelling, brought together for the first time.Includes The Fault in Our Stars, Looking for Alaska, Paper Towns, An Abundance of Katherines and Will Grayson, Will Grayson (co-written with David Levithan).","960 pages, Paperback",Fiction,305k follower,67 reviews,212,73 (2%),81 (2%),254 (7%),621 (18%),"2,258 (68%)"
Modern Times Revised Edition: The World from the Twenties to the Nineties,Paul  Johnson,"2,811",ratings236,"January 1, 1983","The classic world history of the events, ideas, and personalities of the twentieth century. Publisher: Harper Collins Author: Paul M. Johnson Format: 880 pages, paperback ISBN: 978-0060935504","880 pages, Paperback",History,740 follower,236 reviews,133,39 (1%),73 (2%),376 (13%),917 (32%),"1,406 (50%)"
Devil Said Bang,Richard Kadrey,"12,650",ratings493,"August 28, 2012","Richard Kadrey’s Sandman Slim—aka James Stark—is, quite simply, one of the most outrageous uber-anti-heroes ever to kick serious butt on this or any other world or dimension. In his previous three adventures— Sandman Slim , Kill the Dead , and Aloha from Hell —Stark has fled Hell for California, taken on angels, demons, outlaw bikers, zombies, covert government operatives, and all manner of monsters, while saving humankind from total annihilation on numerous occasions. But in Devil Said Bang , he finally assumes the role he was destined as the new Lucifer, ruler of the Underworld. Combining outrageously edgy humor with a dark and truly twisted vision, Richard Kadrey has once again delivered a masterful amalgam of action novel, urban fantasy, and in-your-face horror that will delight a wide range of readers—from Christopher Moore and Warren Ellis fans to the devoted adherents of Jim Butcher, Charlaine Harris, Kim Harrison, and Simon Green.","399 pages, Hardcover",Urban Fantasy,"3,400 follower",493 reviews,130,57 (<1%),359 (2%),"2,633 (20%)","5,538 (43%)","4,063 (32%)"
Savage Flames,Cassie Edwards,229,ratings10,"February 26, 2008","After her husband is murdered and her daughter disappears, Lavinia Price ventures alone into the Florida Everglades, where she is rescued by Seminole chieftain Wolf Dancer, a passionate and gentle warrior who has a special gift.","287 pages, Paperback",Romance,389 follower,10 reviews,138,8 (3%),12 (5%),40 (17%),43 (18%),126 (55%)
The Rogue Hunter,Lynsay Sands,"17,401",ratings461,"September 29, 2008","Rogue Hunter:An Immortal Who Protects The World From Renegade VampiresSamantha Willan is a workaholic lawyer. She's grateful for some rest and relaxation in cottage country, and after a recent breakup she wants to stay as far away from romance as possible. Then she meets her irresistible new neighbor. There's something strange and mysterious about his eyes. Is it just her imagination, or are they locked on her neck?Garrett Mortimer is a rogue hunter. His last assignment united Lucian Argeneau with his lifemate, and Mortimer is hoping this one will be less...adventurous. He's here to track down a reported rogue, but fun in the sun is every bloodsucker's nightmare. Worse, he can't seem to get his mind off Samantha, especially when he spies her skinny-dipping in the lake. After eight hundred years as a bachelor, is he ready to turn a volatile attraction into a lasting love affair?","361 pages, Mass Market Paperback",Paranormal Romance,11.6k follower,461 reviews,123,144 (<1%),568 (3%),"3,189 (18%)","5,748 (33%)","7,752 (44%)"
