Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Watch Me Die,Erica Spindler,"2,563",ratings258,"June 21, 2011","In Spindler's thrilling new psychological drama, one woman's journey to recovery becomes her worst nightmare! Before Hurricane Katrina struck New Orleans, stained-glass restoration artist Mira Gallier had it all: a thriving business doing work she loved and an idyllic marriage to the perfect man. But the devastating storm stole her beloved husband - his body swept away by floodwaters, never to be found.Now, after years of pain and turmoil, it looks as if Mira is finally on the verge of peace and emotional stability. But her life, like the magnificent windows blown to bits by Hurricane Katrina, is about to be shattered once again. And this time, it's not a killer storm she faces, but a psychopath who will stop at nothing until he possesses her, body and soul.First, church windows that she restored are vandalized, and the priest who looked over them brutally murdered. Spray-painted across the glass are the words: He Will Come to Judge the Living and the Dead. Then, New Orleans is rocked by a terrifying chain of murders that all seem to be linked to Mira. The police, led by homicide detective Spencer Malone,  are following a string of clues left by the killer on each victim - and beginning to wonder if the murderer isn't Mira Gallier herself.As Mira begins to unravel under pressure from all sides - and fear for her life - it's unclear whom she can trust. And when a man from her past appears out of nowhere, sparking something long forgotten in her heart, he quickly becomes the police's new prime suspect. One by one, the people in Mira's life are targeted, until it's clear that the killer has been saving her for last . . . and that there's nowhere left to run.","352 pages, Hardcover",Mystery,"2,438 follower",258 reviews,86,24 (<1%),99 (3%),530 (20%),"1,054 (41%)",856 (33%)
Elizabeth Street,Laurie Fabiano,"15,322","ratings1,429","January 1, 2006","Based on true events, Elizabeth Street is a multigenerational saga that opens in an Italian village in the 1900s, and crosses the ocean to New York's Lower East Side. At the heart of the novel is Giovanna, whose family is targeted by the notorious Black Hand--the precursor to the Mafia. Elizabeth Street brings to light a period in history when Italian immigrant neighborhoods lived in fear of Black Hand extortion and violence--a reality that defies the romanticized depiction of the Mafia. Here, the author reveals the merciless terror of the Black Hand-and the impact their crimes had on her family. Giovanna is based on Fabiano's great-grandmother, and the book's heroes and villains - such as Lieutenant Petrosino, the crusading cop and ""Lupo the Wolf,"" a cold-blooded criminal - are drawn from real life in this thrilling tale. While set in a dynamic historical context, Elizabeth Street is, above all, the dramatic story of the heroine, Giovanna, and how she triumphed over tragedy.","410 pages, Paperback",Historical Fiction,103 follower,"1,429 reviews",2,170 (1%),664 (4%),"3,552 (23%)","6,491 (42%)","4,445 (29%)"
Red Hook Road,Ayelet Waldman,"4,995",ratings836,"January 1, 2010","A rich and rewarding story of love, loss, and the power of family from the bestselling author of Bad Mother and Love and Other Impossible Pursuits.  In the aftermath of a devastating wedding day, two families, the Tetherlys and the Copakens, find their lives unraveled by unthinkable loss. Over the course of the next four summers in Red Hook, Maine, they struggle to bridge differences of class and background to honor the memory of the couple, Becca and John. As Waldman explores the unique and personal ways in which each character responds to the tragedy—from the budding romance between the two surviving children, Ruthie and Matt, to the struggling marriage between Iris, a high strung professor in New York, and her husband Daniel—she creates a powerful family portrait and a beautiful reminder of the joys of life.  Elegantly written and emotionally gripping, Red Hook Road affirms Waldman’s place among today’s most talented authors.","343 pages, Hardcover",Fiction,40.4k follower,836 reviews,27,117 (2%),495 (9%),"1,753 (35%)","1,960 (39%)",670 (13%)
The Noodle Maker,Ma Jian,"1,085",ratings141,"January 1, 1990","From Mi Jian, the highly acclaimed Chinese dissident, comes a satirical novel about the absurdities of life in a post-Tiananmen China.Two men meet for dinner each week. Over the course of one of these drunken evenings, the writer recounts the stories he would write, had he the courage: a young man buys an old kiln and opens a private crematorium, delighting in his ability to harass the corpses of police officers and Party secretaries, while swooning to banned Western music; a heartbroken actress performs a public suicide by stepping into the jaws of a wild tiger, watched nonchalantly by her ex-lover. Extraordinary characters inspire him, their lives pulled and pummeled by fate and politics, as if they are balls of dough in the hands of an all-powerful noodle maker.Ma Jian's satirical masterpiece allows us a humorous, yet profound, glimpse of those struggling to survive under a system that dictates their every move.","192 pages, Paperback",China,296 follower,141 reviews,40,46 (4%),132 (12%),401 (36%),358 (32%),148 (13%)
Knights of the Black and White,Jack Whyte,"4,541",ratings251,"January 1, 2006","The first book in a trilogy about the most important events in the history of the Order of the Knights Templar. The Templars represent a widely popular period of history at the moment, but the roots of their fellowship have been shrouded in contemporary conspiracy theory and media glamour!.this trilogy tells the true tales of the Knights Templar; beginning with why they formed after the First Crusade and why they continued to grow in power and influence. Immediately after the deliverance of Jerusalem, the Crusaders, considering their vow fulfilled, drifted back to their homes. But some considered that the defence of this precarious conquest, surrounded as it was by Mohammedan neighbours, still remained. In 1118, during the reign of Baldwin II, Hugues de Payens, a knight of Champagne, and eight of his companions bound themselves by a perpetual vow, taken in the presence of the Patriarch of Jerusalem, to defend the Christian kingdom and all god fearing pilgrims who wished to visit the Holy Land. Baldwin accepted their services and assigned them a portion of his palace, adjoining the temple of the city; hence their title ""pauvres chevaliers du temple"" (Poor Knights of the Temple).","576 pages, Hardcover",Historical Fiction,739 follower,251 reviews,79,138 (3%),374 (8%),"1,169 (25%)","1,513 (33%)","1,347 (29%)"
"Pathologies of Power: Health, Human Rights and the New War on the Poor",Paul Farmer,"4,708",ratings278,"April 25, 2003","Pathologies of Power uses harrowing stories of life—and death—in extreme situations to interrogate our understanding of human rights. Paul Farmer, a physician and anthropologist with twenty years of experience working in Haiti, Peru, and Russia, argues that promoting the social and economic rights of the world’s poor is the most important human rights struggle of our times. With passionate eyewitness accounts from the prisons of Russia and the beleaguered villages of Haiti and Chiapas, this book links the lived experiences of individual victims to a broader analysis of structural violence. Farmer challenges conventional thinking within human rights circles and exposes the relationships between political and economic injustice, on one hand, and the suffering and illness of the powerless, on the other.Farmer shows that the same social forces that give rise to epidemic diseases such as HIV and tuberculosis also sculpt risk for human rights violations. He illustrates the ways that racism and gender inequality in the United States are embodied as disease and death. Yet this book is far from a hopeless inventory of abuse. Farmer’s disturbing examples are linked to a guarded optimism that new medical and social technologies will develop in tandem with a more informed sense of social justice. Otherwise, he concludes, we will be guilty of managing social inequality rather than addressing structural violence. Farmer’s urgent plea to think about human rights in the context of global public health and to consider critical issues of quality and access for the world’s poor should be of fundamental concern to a world characterized by the bizarre proximity of surfeit and suffering.","438 pages, Paperback",Nonfiction,612 follower,278 reviews,54,49 (1%),116 (2%),611 (12%),"1,676 (35%)","2,256 (47%)"
"Between, Georgia",Joshilyn Jackson,"15,805","ratings1,410","January 1, 2006","Nonny Frett understands the meaning of the phrase ""in between a rock and a hard place"" better than any woman alive. She's got two mothers, ""one deaf-blind and the other four baby steps from flat crazy."" She's got two men: a husband who's easing out the back door; and a best friend, who's laying siege to her heart in her front yard. And she has two families: the Fretts, who stole her and raised her right; and the Crabtrees, who won't forget how they were done wrong. Now, in Between, Georgia, a feud that began the night Nonny was born is escalating and threatening to expose family secrets.Ironically, it might be just what the town needs... if only Nonny weren't stuck in between.","295 pages, Paperback",Fiction,"6,444 follower","1,410 reviews",42,171 (1%),754 (4%),"4,098 (25%)","6,601 (41%)","4,181 (26%)"
An Embarrassment of Mangoes: A Caribbean Interlude,Ann Vanderhoof,"5,442",ratings506,"January 1, 2003","An Embarrassment of Mangoes is a chronicle of leaving the type-A lifestyle behind -- and discovering the secrets of life in the Caribbean.Who hasn’t fantasized about chucking the job, saying goodbye to the rat race, and escaping to some exotic destination in search of sun, sand, and a different way of life? Canadians Ann Vanderhoof and her husband, Steve did just that.In the mid 1990s, they were driven, forty-something professionals who were desperate for a break from their deadline-dominated, career-defined lives. So they quit their jobs, rented out their house, moved onto a 42-foot sailboat called Receta (“recipe,” in Spanish), and set sail for the Caribbean on a two-year voyage of culinary and cultural discovery.Exchanging business clothes for bare feet, they drop anchor in 16 countries -- 47 individual islands -- where they explore secluded beaches and shop local markets. Along the way, Ann records the delectable dishes they encounter -- from cracked conch in the Bahamas to curried lobster in Grenada, from Dominican papaya salsa to classic West Indian rum punch -- and incorporates these recipes into the text so that readers can participate in the adventure.","305 pages, Paperback",Travel,35 follower,506 reviews,4,78 (1%),274 (5%),"1,233 (22%)","2,099 (38%)","1,758 (32%)"
Full Moon,Rachel Hawthorne,"6,930",ratings311,"March 3, 2009","I may be promised to another . . . but thoughts of Rafe consume me. I don't know how much longer I can resist. Lindsey is wild and reckless, a natural rebel - maybe because her entire life was laid out for her even before she was born. Her parents are among the most powerful members of the Dark Guardians, an ancient tribe of werewolves, and they arranged Lindsey's betrothal to Connor long ago. The next full moon is coming all too soon, and then her commitment to Connor will be final - no turning back. She should be happy . . . so why can't she stop thinking about gorgeous, brooding Rafe? When a dangerous threat on the pack escalates, so do tensions between Connor and Rafe. A fight over Lindsey is imminent, but will it be to the death?","263 pages, Paperback",Young Adult,"1,595 follower",311 reviews,26,119 (1%),498 (7%),"1,693 (24%)","2,115 (30%)","2,505 (36%)"
Unholy Ghosts,Stacia Kane,"16,574","ratings1,753","May 25, 2010","THE DEPARTED HAVE ARRIVED. The world is not the way it was. The dead have risen, and the living are under attack. The powerful Church of Real Truth, in charge since the government fell, has sworn to reimburse citizens being harassed by the deceased. Enter Chess Putnam, a fully tattooed witch and freewheeling ghost hunter. She’s got a real talent for banishing the wicked dead. But Chess is keeping a dark secret: She owes a lot of money to a murderous drug lord named Bump, who wants immediate payback in the form of a dangerous job that involves black magic, human sacrifice, a nefarious demonic creature, and enough wicked energy to wipe out a city of souls. Toss in lust for a rival gang leader and a dangerous attraction to Bump’s ruthless enforcer, and Chess begins to wonder if the rush is really worth it. Hell, yeah.","339 pages, Mass Market Paperback",Urban Fantasy,"2,541 follower","1,753 reviews",33,"1,116 (6%)","1,551 (9%)","3,853 (23%)","5,490 (33%)","4,564 (27%)"
