Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Gromowładny,Felix Gilman,940,ratings104,"First published January 1, 2007","GROMOWŁADNY to egzotyczna powieść w stylu Borgesa, która nawet na chwilę nie traci tempa i nie rozczarowuje.Miasto, prawdziwe bądź wymyślone, pojawia się w wielu gatunkach powieści fantastycznych, zwłaszcza w literaturze urban fantasy. Jednak niewiele fikcyjnych powieści w prawdziwie ekstrawagancki sposób czci, odkrywa i bada miasta; rzadko kiedy miasto przestaje być jedynie dekoracją, a staje się pełnoprawnym bohaterem. Na myśl przychodzą Bellona Delany’ego, New Crobuzon Miéville’a, Viriconium Harrisona, Ambergris VanderMeera, Gormenghast Peake’a, Lankhmar Leibera czy niezliczone wizje Londynu autorstwa Moorcocka. Do tej ekskluzywnej listy możemy dodać Ararat, metropolię dotkniętą plagą bogów, gdzie toczy się akcja imponującej debiutanckiej powieści Feliksa Gilmana pt. GROMOWŁADNY. To mistrzowska powieść, oszałamiająca i nieoczekiwana jak grom z jasnego nieba...GROMOWŁADNY robi wrażenie polotem, śmiałością wizji i pomysłowością. Miasto Ararat jest stworzone z takim przepychem i wyczuciem, że od pierwszej strony nie wątpimy w jego realność. Nazewnictwo olśniewa bogactwem przydomków i neologizmów. Kwestie ekonomiczne i społeczno-polityczne zostały przedstawione w solidny i wiarygodny sposób. Poszczególne warstwy miasta są traktowane z należytą uwagą. Bogowie odgrywają subtelną i odpowiednio dziwaczną rolę. Uwagę przykuwają także wzmianki o wielowymiarowości przedstawionego świata. Ararat jest równie nastrojowym miejscem co Ambergis czy New Crobuzon, a także inne miasta „nie z tego świata”, zachowuje jednak oryginalność.","504 pages, Paperback",Fantasy,265 followers,104 reviews,12 books265 followers,29 (3%),89 (9%),267 (28%),348 (37%),207 (22%)
"The Day the World Came to Town: 9/11 in Gander, Newfoundland",Jim DeFede,"51,649","ratings7,586","First published September 3, 2002","Perfect for fans of the hit Broadway musical Come from Away.When 38 jetliners bound for the United States were forced to land at Gander International Airport in Canada by the closing of U.S. airspace on September 11, the population of this small town on Newfoundland Island swelled from 10,300 to nearly 17,000. The citizens of Gander met the stranded passengers with an overwhelming display of friendship and goodwill. As the passengers stepped from the airplanes, exhausted, hungry and distraught after being held on board for nearly 24 hours while security checked all of the baggage, they were greeted with a feast prepared by the townspeople. Local bus drivers who had been on strike came off the picket lines to transport the passengers to the various shelters set up in local schools and churches. Linens and toiletries were bought and donated. A middle school provided showers, as well as access to computers, email, and televisions, allowing the passengers to stay in touch with family and follow the news.Over the course of those four days, many of the passengers developed friendships with Gander residents that they expect to last a lifetime. As a show of thanks, scholarship funds for the children of Gander have been formed and donations have been made to provide new computers for the schools. This book recounts the inspiring story of the residents of Gander, Canada, whose acts of kindness have touched the lives of thousands of people and been an example of humanity and goodwill.","256 pages, Paperback",Nonfiction,88 followers,"7,586 reviews",1 book88 followers,160 (<1%),921 (1%),"7,481 (14%)","21,003 (40%)","22,084 (42%)"
Issola,Steven Brust,"6,397",ratings145,"First published July 1, 2001","Okay, so maybe I've been living in the woods too long, where you can't even get a decent cup of klava first thing in the morning. So who should turn up but Lady Teldra, the courtly servant of my old friend the Dragonlord Morrolan?Teldra wants my help, because Morrolan and Aliera have disappeared, and according to Sethra Lavode, it looks like they may be in the hands of the Jenoine. Do I want to mess with them? The guys who made this place? And I thought I had problems before...Oh well, what's a little cosmic battle with beings who control time and space? It's better than hunkering down in the woods without even so much as a drinkable cup of klava.","256 pages, Hardcover",Fantasy,"2,193 followers",145 reviews,"114 books2,193 followers",12 (<1%),99 (1%),887 (13%),"2,480 (38%)","2,919 (45%)"
The Adventures Of Dr. McNinja,Christopher Hastings,241,ratings17,"First published January 1, 2008","This 126 page book collects ""Meet the Doctor and His Friendly Staff"", ""So What Is a McNinja"", and ""There Is a Raptor In My Office"" all together in one volume. BUT THAT'S NOT ALL! There are also the first five .Net Magazine Dr. McNinja comics, previously unavailable outside of the UK. It's got the 2005 April Fools Day comic, and a page with some sketches and other interesting/embarrassing goodies. Last, but not least, all the alt-text has been preserved in the printing, with brand new commentary added for Meet the Doctor and His Friendly Staff.","64 pages, Paperback",Comics,183 followers,17 reviews,283 books183 followers,3 (1%),2 (<1%),30 (12%),95 (39%),111 (46%)
Until Tomorrow/As You Wish/I Promise,Robin Jones Gunn,"1,337",ratings55,"First published July 28, 2001","Fan favorite Christy Miller is now a university student enjoying the challenges of early adulthood. Although Christy and Todd are together, she still has doubts about their future. Readers will join in on the adventure and romance, starting with a whirlwind tour of Europe in Until Tomorrow, followed by a breathtaking proposal in As You Wish, and ending with a long-awaited wedding in I Promise. This three-in-one is sure to satisfy longtime fans as well as those new to Christy and Todd: The College Years.","656 pages, Paperback",Young Adult,"2,248 followers",55 reviews,"201 books2,248 followers",10 (<1%),23 (1%),77 (5%),217 (16%),"1,010 (75%)"
Sweet Life,Mia King,735,ratings115,"First published January 1, 2008","What if you got away from it all--and then it all got away from you? When her husband gets a new job, Marissa Price leaves the island of Manhattan for the island of Hawaii. Paradise seems like the perfect place to find herself, save her marriage, and reconnect with her daughter. But Marissa discovers her new life is less about beaches and beautiful sunsets and more about cows and lava flows. Their new home is a fixer-upper. But what most needs fixing--her marriage--is the first thing to crumble when her husband announces he wants time apart to find himself. Pulled in opposite directions, Marissa is faced with the most important decision of her life--a choice that will define who she is, what she wants, and where her happiness lies.","352 pages, Paperback",Chick Lit,95 followers,115 reviews,17 books95 followers,14 (1%),78 (10%),252 (34%),272 (37%),119 (16%)
"Bayou, Vol. 1",Jeremy Love,"2,078",ratings292,"First published June 2, 2009","The first title from the original webcomics imprint of DC Comics!South of the Mason-Dixon Line lies a strange land of gods and monsters; a world parallel to our own, born from centuries of slavery, civil war, and hate.Lee Wagstaff is the daughter of a black sharecropper in the depression-era town of Charon, Mississippi. When Lily Westmoreland, her white playmate, is snatched by agents of an evil creature known as Bog, Lee's father is accused of kidnapping. Lee's only hope is to follow Lily's trail into this fantastic and frightening alternate world. Along the way she enlists the help of a benevolent, blues singing, swamp monster called Bayou. Together, Lee and Bayou trek across a hauntingly familiar Southern Neverland, confronting creatures both benign and malevolent, in an effort to rescue Lily and save Lee's father from being lynched.BAYOU VOL. 1 collects the first four chapters of the critically acclaimed webcomic series by Glyph Award nominee Jeremy Love.","160 pages, Paperback",Graphic Novels,38 followers,292 reviews,30 books38 followers,35 (1%),106 (5%),440 (21%),799 (38%),698 (33%)
The Frog King: A Love Story,Adam Davies,"1,350",ratings149,"First published January 1, 2002","Harry Driscoll is living in New York City (if you call trying to survive on an editorial assistant's salary ""living"").His family is wealthy (but Harry Driscoll is not).His education is Ivy League (but what good is it doing him?).His publishing job is entry level (with no exit in sight).BUT...Harry Driscoll has a dream (if you call an unfinished manuscript hidden in the closet a ""dream"").Harry Driscoll has a girl (although intercourse is out of the question).Harry Driscoll even has feelings. (He asked this girl, one day in the park, to be in his life forever--and meant it!)And the other girls? They're not the problem. (The problem is, Harry Driscoll cannot allow himself to say the word ""love."")","316 pages, Paperback",Fiction,30 followers,149 reviews,21 books30 followers,71 (5%),174 (12%),404 (29%),432 (32%),269 (19%)
Mary,Janis Cooke Newman,"4,134",ratings657,"First published January 1, 2006","An engrossing novel about Mary Todd Lincoln-one of history's most misunderstood and enigmatic women.Writing from Bellevue asylum-where the shrieks of the other inmates keep her awake at night-a famous widow can finally share the story of her life in her own words. From her tempestuous childhood in a slaveholding Southern family through the opium-clouded years after her husband's death, we are let into the inner, intimate world of this brave and fascinating woman. Intelligent and unconventional-and, some thought, mad-she held spiritualist sances in the White House, ran her family into debt with compulsive shopping, negotiated with conniving politicians, and raised her young sons in the nation's capital during the bloodiest war this country has ever known. She was also a political strategist, a comfort to wounded soldiers, a supporter of emancipation, the first to be called First Lady, and a wife and mother who survived the loss of three children and the assassination of her beloved husband.Interwoven with her memories of the past, she describes life in the asylum, where the treatment for lunacy is bland food, cold baths, and near-lethal doses of chloral hydrate. It is here where we meet her friends, the anorectic Minnie Judd, who is starving herself to win the affection of her beautiful husband; and Myra Bradwell, the suffragist lawyer who helps Mary win her freedom.A dramatic tale filled with passion and depression, poverty and ridicule, infidelity and redemption, this is the unforgettable story of Mary Todd Lincoln.About the AuthorJanis Cooke Newman is the author of the memoir The Russian Word for Snow, published in the United States, Germany, and Australia. Her travel writing has appeared in publications such as the Los Angeles Times, Salon, the San Francisco Chronicle, and the Dallas Morning News. She lives in Northern California, where she teaches writing classes at the renowned independent bookstore Book Passage. Mary is her first novel.From the AuthorI like to say that Mary's story found me. Or maybe it was Mary herself who found me. She did believe in ghosts, after all.A few years back, on a visit to Washington, D.C., I took my eight-year-old son to Ford's Theater and the boardinghouse where Lincoln was carried after he was shot. Crowded into the little back bedroom where Lincoln died, we listened as the guide explained that as it became clear that Lincoln was dying, Mary threw herself onto the bed and began sobbing. Hearing the sound, the secretary of war, Edward Stanton, came in and commanded, ""Get that woman out of here "" As soon as the guide said the words, I felt as if I'd been punched in the chest, and I was overwhelmed with indignation. How dare he? I almost asked the poor man. How dare he throw her out while her husband is dying? After that, I became obsessed with Mary Lincoln (her spirit at work?). Not only did I have to know more about this woman who had been both a president's wife and a declared lunatic, but I also had to know what she'd thought and felt every step of the way. It seemed that the only means of finding out (short of trying to call up Mary's spirit in sance) was to write her story.It was important to me that this book be as historically accurate as possible, both in re-creating the extra-ordinary events of Mary's life and in describing the world in which she lived. To keep myself grounded in the period, the whole time I was writing Mary-a three-year process-I read only books that had been written in the 1800s or were about the period. To capture Mary's unique voice-which was intelligent, dramatic, and often sharply humorous-I bought a collection of more than six hundred of her letters and read a few every day before I started writing.",ebook,Historical Fiction,67 followers,657 reviews,4 books67 followers,62 (1%),182 (4%),797 (19%),"1,756 (42%)","1,337 (32%)"
The Tail of Emily Windsnap,Liz Kessler,"26,786","ratings2,347","First published January 1, 2003","For as long as she can remember, twelve-year-old Emily Windsnap has lived on a boat. And, oddly enough, for just as long, her mother has seemed anxious to keep her away from the water. But when Mom finally agrees to let her take swimming lessons, Emily makes a startling discovery - about her own identity, the mysterious father she's never met, and the thrilling possibilities and perils shimmering deep below the water's surface. With a sure sense of suspense and richly imaginative details, first-time author Liz Kessler lures us into a glorious undersea world where mermaids study shipwrecks at school and Neptune rules with an iron trident - an enchanting fantasy about family secrets, loyal friendship, and the convention-defying power of love.","209 pages, Paperback",Fantasy,870 followers,"2,347 reviews",77 books870 followers,428 (1%),"1,698 (6%)","6,647 (24%)","8,582 (32%)","9,431 (35%)"
