Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Collector of Worlds,Ilija Trojanow,"1,209",ratings158,"January 1, 2006","A stunning fictionalized account of the infamous life of British colonial officer and translator Sir Richard Francis BurtonThis fictionalized account imagines the life of Sir Richard Francis Burton--a nineteenth-century British colonial officer with a rare ability to assimilate into indigenous cultures. Burton's obsessive traveling took him from England to British India, Arabia, and on a quest for the source of the Nile River in Africa. He learned more than twenty lan-guages, translated ""The Arabian Nights"" and the Kama Sutra, and took part in the pilgrimage to Mecca, in addition to writing several travel books.This elegant, layered novel tells the story of Burton's adventures in British West India, his experience on the hajj to Mecca, and his exploration of East Africa. In each section, perspective shifts between Burton and the voices of those men he encounters along the way: his Indian servant tells the stories of his travails with Burton to a scribe; the qadi, the governor, and the shari in Mecca investigate Burton's hajj; and Sidi Mubarak Bombay, his African guide, shares his story with friends in Zanzibar. The concentric narratives examine the underbelly of colonialism while offering a breathtaking tour of the nineteenth century's most stunning landscapes.""The Collector of Worlds"" won the fiction prize of Germany's Leipzig Book Fair in 2006 and the Berlin Literary Award, in addition to being a runaway bestseller in Germany","454 pages, Hardcover",Fiction,100 follower,158 reviews,71,59 (4%),169 (13%),368 (30%),394 (32%),219 (18%)
The Princess Spy,Melanie Dickerson,"8,306",ratings731,"November 4, 2014","A new suitor. A shocking discovery.Margaretha has always been a romantic and hopes her newest suitor, Lord Claybrook, is destined to be her one true love. But then an injured man is brought to the castle, claiming to be an English lord who was left for dead by Claybrook's men. She convinces herself ""Lord Colin"" is just an addled stranger, until Colin retrieves an heirloom she lost in a well and asks her to spy on Claybrook as repayment. Margaretha knows she could never be a spy—not only does she tend to talk too much, she's sure Colin is completely wrong about her potential betrothed. But she soon discovers her romantic notions may have been clouding her judgment about not only Colin but Claybrook as well. She soon finds herself running for her life—and it may be up to her to save her father and her family from one man's wicked plot.","293 pages, Paperback",Romance,"5,887 follower",731 reviews,35,166 (1%),456 (5%),"1,704 (20%)","2,782 (33%)","3,198 (38%)"
The Lighthouse,P.D. James,"17,976","ratings1,123","November 22, 2005","Combe Island off the Cornish coast offers respite to over-stressed high authorities who require privacy and security. But demanding author Nathan Oliver is found strangled and hanging from the renovated lighthouse. Investigator Adam Dagliesh, his inspector Kate Miskin, and sergeant Francis Benton are all pre-occupied with their personal and love lives. The first victim was thoroughly disliked by visitors and residents for valid reasons, but the second, a recovered alcoholic priest, was admired by the skeleton staff. Suspects include Oliver's daughter Miranda, editor Dennis, animal researcher Dr Yelland, recently orphaned Dan, aged Emily, boatman Jago, sickly Dr Speidel, physician Dr Stavely and his unfaithful wife Jo, administrator Maycroft, housekeeper Mrs Plunkett, cook Mrs Burbridge, rebellious teen Millie. Past murders are uncovered and SARS threatens the island.","383 pages, Paperback",Mystery,"3,014 follower","1,123 reviews",221,338 (1%),931 (5%),"4,534 (25%)","7,448 (41%)","4,725 (26%)"
Toast: The Story of a Boy's Hunger,Nigel Slater,"7,405",ratings747,"January 15, 2003","Toastis Nigel Slater’s biography of a childhood remembered through food. Whether recalling his mother’s surprisingly good rice pudding, his father’s bold foray into spaghetti and his dreaded Boxing Day stew, or such culinary highlights as Arctic Roll and Grilled Grapefruit (then considered something of a status symbol in Wolverhampton), this memoir vividly recreates daily life in 1960s suburban England.","238 pages, Paperback",Nonfiction,359 follower,747 reviews,62,126 (1%),481 (6%),"2,085 (28%)","2,960 (39%)","1,753 (23%)"
"Hellhound on His Trail: The Stalking of Martin Luther King, Jr. and the International Hunt for His Assassin",Hampton Sides,"12,508","ratings1,333","April 27, 2010","On April 23, 1967, Prisoner #416J, an inmate at the notorious Missouri State Penitentiary, escaped in a breadbox. Fashioning himself Eric Galt, this nondescript thief and con man—whose real name was James Earl Ray—drifted through the South, into Mexico, and then Los Angeles, where he was galvanized by George Wallace’s racist presidential campaign. On February 1, 1968, two Memphis garbage men were crushed to death in their hydraulic truck, provoking the exclusively African American workforce to go on strike. Hoping to resuscitate his faltering crusade, King joined the sanitation workers’ cause, but their march down Beale Street, the historic avenue of the blues, turned violent. Humiliated, King fatefully vowed to return to Memphis in April. With relentless storytelling drive, Sides follows Galt and King as they crisscross the country, one stalking the other, until the crushing moment at the Lorraine Motel when the drifter catches up with his prey. Against the backdrop of the resulting nationwide riots and the pathos of King’s funeral, Sides gives us a riveting cross-cut narrative of the assassin’s flight and the sixty-five-day search that led investigators to Canada, Portugal, and England—a massive manhunt ironically led by Hoover’s FBI.","397 pages, Hardcover",History,"1,200 follower","1,333 reviews",23,157 (1%),267 (2%),"1,319 (10%)","4,599 (36%)","6,166 (49%)"
Bullet,Laurell K. Hamilton,"34,297","ratings1,296","June 1, 2010","The music came back up and the next group of little girls, slightly older, came out. There was a lot of that in the next hour and change. I liked dance, and it was no reflection on the kids, but my will to live began to seep away on about the fifth group of sequined children...Anita Blake is back in St. Louis and trying to live a normal life-as normal as possible for someone who is a legal vampire executioner and a U. S. Marshal. There are lovers, friends and their children, school programs to attend. In the midst of all the ordinary happiness a vampire from Anita's past reaches out. She was supposed to be dead, killed in an explosion, but the Mother of All Darkness is the first vampire, their dark creator. It's hard to kill a god. This dark goddess has reached out to her here-in St. Louis, home of everyone Anita loves most. The Mother of All Darkness has decided she has to act now or never, to control Anita, and all the vampires in America.The Mother of All Darkness believes that the triumvirate created by master vampire Jean-Claude with Anita and the werewolf Richard Zeeman has enough power for her to regain a body and to immigrate to the New World. But the body she wants to possess is already taken. Anita is about to learn a whole new meaning to sharing her body, one that has nothing to do with the bedroom. And if the Mother of All Darkness can't succeed in taking over Anita's body for herself, she means to see that no one else has the use of it, ever again. Even Belle Morte, not always a friend to Anita, has sent ""Run if you can...""","356 pages, Hardcover",Urban Fantasy,24.6k follower,"1,296 reviews",355,"1,409 (4%)","2,905 (8%)","7,455 (21%)","9,914 (28%)","12,614 (36%)"
"White Witch, Black Curse",Kim Harrison,"50,554","ratings1,315","February 24, 2009","New York Times bestselling author Kim Harrison returns to the sinister and seductive Hollows for the newest blockcuster adventure featuring Rachel Morgan, witch and bounty hunter.White Witch, Black CurseSome wounds take time to heal...and some scars never fade.Rachel Morgan, kick-ass witch and bounty hunter, has taken her fair share of hits, and has broken lines she swore she would never cross. But when her lover was murdered, it left a deeper wound than Rachel ever imagined, and now she won't rest until his death is solved...and avenged. Whatever the cost.Yet the road to hell is paved with good intentions, and when a new predator moves to the apex of the Inderland food chain, Rachel's past comes back to haunt her.Literally.","504 pages, Hardcover",Urban Fantasy,18k follower,"1,315 reviews",88,293 (<1%),887 (1%),"6,080 (12%)","17,281 (34%)","26,013 (51%)"
The 100-Mile Diet: A Year of Local Eating,Alisa Smith,"1,134",ratings133,"March 12, 2007","The remarkable, amusing and inspiring adventures of a Canadian couple who make a year-long attempt to eat foods grown and produced within a 100-mile radius of their apartment.When Alisa Smith and James MacKinnon learned that the average ingredient in a North American meal travels 1,500 miles from farm to plate, they decided to launch a simple experiment to reconnect with the people and places that produced what they ate. For one year, they would only consume food that came from within a 100-mile radius of their Vancouver apartment. The 100-Mile Diet was born.The couple’s discoveries sometimes shook their resolve. It would be a year without sugar, Cheerios, olive oil, rice, Pizza Pops, beer, and much, much more. Yet local eating has turned out to be a life lesson in pleasures that are always close at hand. They met the revolutionary farmers and modern-day hunter-gatherers who are changing the way we think about food. They got personal with issues ranging from global economics to biodiversity. They called on the wisdom of grandmothers, and immersed themselves in the seasons. They discovered a host of new flavours, from gooseberry wine to sunchokes to turnip sandwiches, foods that they never would have guessed were on their doorstep.The 100-Mile Diet struck a deeper chord than anyone could have predicted, attracting media and grassroots interest that spanned the globe. The 100-Mile A Year of Local Eating tells the full story, from the insights to the kitchen disasters, as the authors transform from megamart shoppers to self-sufficient urban pioneers. The 100-Mile Diet is a pathway home for anybody, anywhere.Call me naive, but I never knew that flour would be struck from our 100-Mile Diet. Wheat products are just so ubiquitous, “the staff of life,” that I had hazily imagined the stuff must be grown everywhere. But of I had never seen a field of wheat anywhere close to Vancouver, and my mental images of late-afternoon light falling on golden fields of grain were all from my childhood on the Canadian prairies. What I was able to find was Anita’s Organic Grain & Flour Mill, about 60 miles up the Fraser River valley. I called, and learned that Anita’s nearest grain suppliers were at least 800 miles away by road. She sounded sorry for me. Would it be a year until I tasted a pie?—From The 100-Mile DietFrom the Hardcover edition.","288 pages, Paperback",Nonfiction,46 follower,133 reviews,12,9 (<1%),51 (4%),293 (25%),495 (43%),286 (25%)
Ghost Wolf,Rachel Roberts,900,ratings17,"July 1, 2004","Adriane, the warrior, fights to save Ravenswood from the Spider Witch and the Dark Sorceress.","222 pages, Paperback",Fantasy,259 follower,17 reviews,70,5 (<1%),24 (2%),124 (13%),269 (29%),478 (53%)
How Not to Be Popular,Jennifer Ziegler,"4,216",ratings434,"January 8, 2008","Maggie Dempsey is tired of moving all over the country. Her parents are second-generation hippies who uproot her every year or so to move to a new city. When Maggie was younger, she thought it was fun and adventurous. Now that she’s a teenager, she hates it. When she moved after her freshman year, she left behind good friends, a great school, and a real feeling of belonging. When she moved her sophomore year, she left behind a boyfriend, too. Now that they’ve moved to Austin, she knows better. She’s not going to make friends. She’s not going to fit in. Anything to prevent her from liking this new place and them from liking her. Only . . . things don’t go exactly as planned.","352 pages, Hardcover",Young Adult,124 follower,434 reviews,13,103 (2%),388 (9%),"1,190 (28%)","1,438 (34%)","1,097 (26%)"
