Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
She Walks in Beauty: A Woman's Journey Through Poems,Caroline Kennedy,"2,495",ratings359,"First published April 5, 2011","In She Walks in Beauty, Caroline Kennedy has once again marshaled the gifts of our greatest poets to pay a very personal tribute to the human experience, this time to the complex and fascinating subject of womanhood. Inspired by her own reflections on more than fifty years of life as a young girl, a woman, a wife, and a mother, She Walks in Beauty draws on poetry's eloquent wisdom to ponder the many joys and challenges of being a woman. Kennedy has divided the collection into sections that signify to her the most notable milestones, passages, and universal experiences in a woman's life, and she begins each of these sections with an introduction in which she explores and celebrates the most important elements of life's journey.The collection includes works by Elizabeth Bishop, Sharon Olds, Edna St. Vincent Millay, Mary Oliver, Pablo Neruda, W. H. Auden, Adrienne Rich, Sandra Cisneros, Anne Sexton, W. S. Merwin, Dorothy Parker, Queen Elizabeth I, Lucille Clifton, Naomi Shahib Nye, and W.B. Yeats. Whether it's falling in love, breaking up, friendship, marriage, motherhood, or growing old, She Walks in Beauty is a priceless resource for anyone, male or female, who wants a deeper understanding and appreciation of what it means to be a woman.She walks in beautyGeorge Gordon, Lord ByronI She walks in beauty, like the nightOf cloudless climes and starry skies; And all that's best of dark and brightMeet in her aspect and her eyes:Thus mellow'd to that tender lightWhich heaven to gaudy day denies.II One shade the more, one ray the less,Had half impair'd the nameless graceWhich waves in every raven tress,Or softly lightens o'er her face;Where thoughts serenely sweet expressHow pure, how dear their dwelling-place.III And on that cheek, and o'er that brow,So soft, so calm, yet eloquent,The smiles that win, the tints that glow,But tell of days in goodness spent,A mind at peace with all below,A heart whose love is innocent!","332 pages, Hardcover",Poetry,142 followers,359 reviews,44 books142 followers,29 (1%),113 (4%),577 (23%),962 (38%),814 (32%)
Succubus on Top,Richelle Mead,"32,631","ratings1,361","First published January 1, 2008","Love hurts, and no one knows it better than Georgina Kincaid. If she so much as kisses Seth Mortensen, the shy, sexy writer she's been dating, she'll drain his life force. Admittedly, the shapeshifting and immortality perks of a succubus are terrific, but it's completely unfair that a she-demon whose purpose is seduction can't get down with the one mortal who accepts her for who she is. . .It's not just her personal life that's in chaos. Doug, Georgina's co-worker at a local bookstore, has been exhibiting bizarre behavior, and Georgina suspects something far more demonic than double espressos. She could use an assist from Bastien, an irresistibly charming incubus and her best immortal friend, but he's giving Georgina some highly distracting come-hither vibes. Georgina is going to have to work solo on this one-and fast, because soon, Doug's life won't be the only one on the line. . .","314 pages, Paperback",Urban Fantasy,68.1k followers,"1,361 reviews",102 books68.1k followers,396 (1%),"1,301 (3%)","6,558 (20%)","12,294 (37%)","12,082 (37%)"
Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,"12,490",ratings533,"First published February 2, 2006","An innovative thinker tackles the controversial question of why we believe in God and how religion shapes our lives and our future.For a growing number of people, there is nothing more important than religion. It is an integral part of their marriage, child rearing, and community. In this daring new book, distinguished philosopher Daniel C. Dennett takes a hard look at this phenomenon and asks why. Where does our devotion to God come from and what purpose does it serve? Is religion a blind evolutionary compulsion or a rational choice? In ""Breaking the Spell,"" Dennett argues that the time has come to shed the light of science on the fundamental questions of faith. In a spirited narrative that ranges widely through history, philosophy, and psychology, Dennett explores how organized religion evolved from folk beliefs and why it is such a potent force today. Deftly and lucidly, he contends that the ""belief in belief"" has fogged any attempt to rationally consider the existence of God and the relationship between divinity and human need.""Breaking the Spell"" is not an antireligious screed but rather an eyeopening exploration of the role that belief plays in our lives, our interactions, and our country. With the gulf between rationalists and adherents of ""intelligent design"" widening daily, Dennett has written a timely and provocative book that will be read and passionately debated by believers and nonbelievers alike.","464 pages, Hardcover",Philosophy,"2,782 followers",533 reviews,"55 books2,782 followers",421 (3%),803 (6%),"2,644 (21%)","4,519 (36%)","4,103 (32%)"
A World Elsewhere,Wayne Johnston,892,ratings124,"First published August 9, 2011","Beloved author Wayne Johnston returns to the territory of his #1 national bestseller The Colony of Unrequited Dreams with this sweeping tale of ambition, remorse and hope.A World Elsewhere has all the hallmarks of Wayne Johnston's most beloved and acclaimed novels: outsiders yearning for acceptance, dreams that threaten to overpower their makers, and unlikely romance. It is an astounding work of literature that questions the loyalties of friends, family and the heart. At the centre of this story is a mystery: the suspected murder of a child. This sweeping tale immerses us in St. John's, Princeton and North Carolina at the close of the nineteenth century. Landish Druken is a formidable figure: broader than most doorways, quick-witted and sharp-tongued. As a student at Princeton, he is befriended by George Vanderluyden, son of one of the wealthiest men in America. Years later, when Landish and his adopted son turn to Vanderluyden for help, he invites them to his self-constructed castle and pulls them into his web of lies and deceit.","320 pages, Hardcover",Fiction,266 followers,124 reviews,21 books266 followers,25 (2%),99 (11%),293 (32%),352 (39%),123 (13%)
Manhunt: The Ten-Year Search for Bin Laden--from 9/11 to Abbottabad,Peter L. Bergen,"4,247",ratings423,"First published May 1, 2012","From the author of the New York Times bestselling Holy War, Inc., this is the definitive account of the decade-long manhunt that killed the world’s most wanted man, Osama bin Laden.Al Qaeda expert and CNN national security analyst Peter Bergen paints a multidimensional picture of the hunt for bin Laden over the past decade, including the operation that killed him. Other key elements of the book will include:A careful account of Obama’s decision-making process as the raid was plannedThe fascinating story of a group of CIA analysts—largely women—who never gave up assembling the tiniest clues about OBL’s whereaboutsThe untold and action-packed history of the Joint Special Operations Command (JSOC) and the SEALsAn analysis of what the death of OBL means for al Qaeda, and for Obama’s legacy. Just as Too Big to Fail captured, in riveting detail, the anatomy of this decade’s financial disaster, so too is Manhunt one of the key stories of this decade: the authoritative, immersive account of the operation that killed the man who organized the largest mass murder in American history.",Audio,History,149 followers,423 reviews,19 books149 followers,32 (<1%),96 (2%),700 (16%),"1,978 (46%)","1,441 (33%)"
Poison Princess,Kresley Cole,"43,056","ratings4,685","First published October 1, 2012","2 Arcani. 22 Teenager prescelti. Lasciate che le carte cadano dove possono. Le terrificanti allucinazioni della sedicenne Evie Greene avevano predetto l’Apocalisse e la fine del mondo le ha portato in dono tutta una serie di nuovi poteri. Ora che la Terra è distrutta e restano pochi sopravvissuti, Evie non sa di chi fidarsi e decide di fare squadra con il pericoloso e sexy Jack Deveaux, in una corsa per trovare delle risposte. Evie e Jack scoprono che si sta avverando un’antica profezia e che Evie non è l’unica dotata di poteri speciali. Un gruppo di ragazzi è stato scelto per mettere in scena la battaglia finale tra il Bene e il Male. Ma non è sempre chiaro chi stia da quale parte. Evie potrebbe essere destinata a salvare il mondo oppure a distruggerlo...","454 pages, Paperback",Fantasy,26.3k followers,"4,685 reviews",63 books26.3k followers,"1,495 (3%)","2,144 (4%)","6,165 (14%)","13,220 (30%)","20,032 (46%)"
Agatha Heterodyne and the Beetleburg Clank,Phil Foglio,"4,439",ratings292,"First published January 1, 2002","In a time when the Industrial Revolution has become an all-out war, Mad Science rules the World...with mixed success. At Transylvania Polygnostic University, Agatha Clay is a student with trouble concentrating and rotten luck. Dedicated to her studies but unable to build anything that actually works, she seems destined for a lackluster career as a minor lab assistant. But when the University is overthrown, a strange clank stalks the streets and it begins to look like Agatha might carry a spark of Mad Science after all.","96 pages, Paperback",Steampunk,341 followers,292 reviews,159 books341 followers,74 (1%),178 (4%),757 (17%),"1,467 (33%)","1,963 (44%)"
The Crown of Embers,Rae Carson,"46,948","ratings3,456","First published September 18, 2012","She does not know what awaits her at the enemy's gate.Elisa is a hero. She led her people to victory over a terrifying, sorcerous army. Her place as the country's ruler should be secure. But it isn't.Her enemies come at her like ghosts in a dream, from both foreign realms and within her own court. And her destiny as the chosen one has not yet been fulfilled.To conquer the power she bears once and for all, Elisa must follow the trail of long-forgotten--and forbidden--clues from the deep, undiscovered catacombs of her own city to the treacherous seas. With her goes a one-eyed spy, a traitor, and the man who--despite everything--she is falling in love with.If she's lucky, she will return from this journey. But there will be a cost.","410 pages, Hardcover",Fantasy,"5,879 followers","3,456 reviews","38 books5,879 followers",697 (1%),"1,409 (3%)","7,155 (15%)","17,549 (37%)","20,138 (42%)"
Congo. Een geschiedenis,David Van Reybrouck,"7,146",ratings567,"First published January 1, 2010","Er is aan het begin van de eenentwintigste eeuw nauwelijks een roeriger natie dan Congo, het reusachtige land in het hart van Afrika, dat barst van de grondstoffen die onontbeerlijk zijn in onze moderne tijd – én van de gruwelijke conflicten. Hoe kon de vroegere, relatief rustige kolonie van België, sinds 1960 onafhankelijk, zo veranderen? David Van Reybrouck beschrijft voor het eerst de verbijsterende geschiedenis van Congo, van ruim voor de komst van de ontdekkingsreiziger Stanley tot en met de invloed van China in de laatste tien jaar en de recente economische crisis. Van 1885 tot 1908 werd het land bestierd door koning Leopold ii, die een fortuin verdiende met de exploitatie van rubber.De kolonisatie door België in de periode van 1908 tot 1960 zorgde voor industrialisatie en infrastructuur, maar werd ook gekenmerkt door paternalisme, zo niet betutteling. De onverhoedse overgang van kolonie naar onafhankelijke staat rond 1960 is een adembenemend verhaal vol idealisme en gekonkel. Het nieuwe land stortte zich in een turbulent avontuur dat steeds wilder en chaotischer werd en na tweeëndertig jaar dictatuur onder Mobutu leidde tot een van de dodelijkste conflicten sinds de Tweede Wereldoorlog. Van Reybrouck baseert zich niet alleen op zeldzaam archiefmateriaal en baanbrekend onderzoek, maar vooral ook op honderden gesprekken die hij met Congolezen voerde.Zijn ooggetuigen gaan van eeuwlingen tot kindsoldaten, van rebellenleiders tot smokkelaars, van ministers tot maniokverkoopsters. Hun verhalen heeft de auteur in zijn grote geschiedenis geïntegreerd.","680 pages, Hardcover",History,434 followers,567 reviews,41 books434 followers,24 (<1%),111 (1%),635 (8%),"2,758 (38%)","3,618 (50%)"
Whisper to the Blood,Dana Stabenow,"3,673",ratings283,"First published February 17, 2009","New York Times bestseller Dana Stabenow returns to her enormously popular Kate Shugak series with Whipser to the BloodInside Alaska's biggest national park, around the town of Niniltna, a gold mining company has started buying up land. The residents of the Park are uneasy. ""But gold is up to nine hundred dollars an ounce"" is the refrain of Talia Macleod, the popular Alaskan skiing champ hired by the company to improve relations with the locals, and pave the way for the mine's expansion…Then, just as Talia is ready to present her case at town meetings and village breakfasts, there are two brutal murders, including that of a long-standing mine opponent. The investigation falls to Trooper Jim Chopin and, as usual, he could use some help from newly elected Niniltna Native Association chairman and part-time P.I. Kate Shugak. But Kate already has her hands full with a series of attacks on snowmobilers up the Kanuyaq River and the homicide of Park villain Louis Deem. With both cases on the verge of going cold, can Kate take the heat?",Audio CD,Mystery,"1,992 followers",283 reviews,"82 books1,992 followers",23 (<1%),84 (2%),581 (15%),"1,522 (41%)","1,463 (39%)"
