Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Suferință și extaz,Meg Mason,"97,335","ratings9,592","September 2, 2020","Martha Friel împlinește patruzeci de ani. Cândva, lucra la Vogue și plănuia să scrie un roman. Acum, scrie pe internet. A locuit o vreme la Paris. Acum, locuiește în Oxford, într-o comunitate restrânsă. Este singura persoană care nu are un doctorat, un copil sau pe amândouă. Stă într-o casă pe care o urăște, dar din care nu se îndură să plece. Și totuși, trebuie să plece acum, când soțul ei, Patrick, genul care gătește, o iubește necondiționat și nu și-a dorit niciodată altceva decât să o facă pe ea fericită, a plecat.Pentru că ceva este în neregulă cu Martha, și asta, de multă vreme. La șaptesprezece ani, o mică bombă s-a declanșat în creierul ei și de atunci, n-a mai fost niciodată aceeași. Și cu toți doctorii și nesfârșitele terapii, cu toate medicamentele pe care le-a luat, tot nu știe care e problema, de ce petrece zile întregi incapabilă să se ridice din pat și de ce îi rănește pe ceilalți cu remarcile ei crude.Martha se refugiază în casa copilăriei, o locuință londoneză boemă (și decrepită), alături de mama ei, o sculptoriță minoră (și o băutoare de calibru) și de tatăl său, un poet celebru (deși nepublicat), încercând să supraviețuiască fără sora ei cea devotată, care, cândva, făcea suportabil tot haosul din casă.Dar poate că, luând viața de la capăt, Martha va reuși să scrie un final fericit și să descopere că, de fapt, povestea ei nu se termină aici.„Un roman incredibil de amuzant și de tulburător... însuflețit adesea de o energie debordantă. Și totuși, reușește să fie sensibil și înduioșător și să ofere imagini nuanțate asupra a ceea ce înseamnă să faci schimbări și concesii, chiar dacă pentru aceasta trebuie să începi din nou, de la zero.“ The Guardian„Meg Mason excelează în acest roman impresionant, o poveste despre descoperirea de sine a unei femei, în lupta cu boala mintală... Spirituală și puternică, povestea emoționantă a Marthei îi va încânta pe fanii lui Sally Rooney.“ Publishers Weekly","416 pages, Paperback",Fiction,"1,538 follower","9,592 reviews",3,"1,055 (1%)","3,762 (3%)","16,815 (17%)","37,874 (38%)","37,829 (38%)"
The Decadent Society: How We Became the Victims of Our Own Success,Ross Douthat,"2,222",ratings328,"January 1, 2020","Today the Western world seems to be in crisis. But beneath our social media frenzy and reality-television politics, the deeper reality is one of drift, repetition, and dead ends. The Decadent Society explains what happens when a rich and powerful society ceases advancing—how the combination of wealth and technological proficiency with economic stagnation, political stalemates, cultural exhaustion, and demographic decline creates a strange kind of “sustainable decadence,” a civilizational malaise that could endure for longer than we think..","272 pages, Hardcover",Politics,284 follower,328 reviews,16,29 (1%),159 (7%),616 (27%),910 (40%),508 (22%)
First Date,Krista McGee,"3,018",ratings416,"January 10, 2012","The last thing Addy Davidson wants is to be on a reality TV show where the prize is a prom date with the President's son.She's focused on her schoolwork so she can get a scholarship to an Ivy League college, uncomfortable in the spotlight, never been on a date, and didn't even audition for it.But she got selected anyway.So she does her best to get eliminated on the very first show. Right before she realizes that the President's son is possibly the most attractive guy she has ever seen in person, surprisingly nice, and seemingly unimpressed by the 99 other girls who are throwing themselves at him.Addy's totally out of her comfort zone but that may be right where God can show her all that she was meant to be.","336 pages, Paperback",Young Adult,589 follower,416 reviews,11,123 (4%),263 (8%),737 (24%),928 (30%),967 (32%)
Mother's Milk,Edward St. Aubyn,"6,078",ratings588,"October 11, 2005","Writing with the scathing wit and bright perceptiveness for which he has become known, celebrated English author Edward St. Aubyn creates a complex family portrait that examines the shifting allegiances between mothers, sons, and husbands. The novel’s perspective ricochets among all members of the Melrose family -- the family featured in St. Aubyn’s widely praised trilogy, Some Hope -- starting with Robert, who provides an exceptionally droll and convincing account of being born; to Patrick, a hilariously churlish husband who has been sexually abandoned by his wife in favor of his sons; to Mary, who’s consumed by her children and overwhelming desire not to repeat the mistakes of her own mother. All the while, St. Aubyn examines the web of false promises that entangle this once illustrious family -- whose last vestige of wealth, an old house in the south of France -- is about to be donated by Patrick’s mother to a New Age foundation. An up-to-the-minute dissection of the mores of child-rearing, marriage, adultery, and assisted suicide, Mother’s Milk showcases St. Aubyn’s luminous and acidic prose -- and his masterful ability to combine the most excruciating emotional pain with the driest comedy.","235 pages, Hardcover",Fiction,"1,106 follower",588 reviews,20,139 (2%),409 (6%),"1,596 (26%)","2,467 (40%)","1,467 (24%)"
Thirteen Steps Down,Ruth Rendell,"3,598",ratings336,"January 1, 2004","From the multi-award-winning author of The Babes in the Wood and The Rottweiler, a chilling new novel about obsession, superstition, and violence, set in Rendell’s darkly atmospheric London.Mix Cellini (which he pronounces with an ‘S’ rather than a ‘C’) is superstitious about the number 13. In musty old St. Blaise House, where he is the lodger, there are thirteen steps down to the landing below his rooms, which he keeps spick and span. His elderly landlady, Gwendolen Chawcer, was born in St. Blaise House, and lives her life almost exclusively through her library of books, so cannot see the decay and neglect around her.The Notting Hill neighbourhood has changed radically over the last fifty years, and 10 Rillington Place, where the notorious John Christie committed a series of foul murders, has been torn down.Mix is obsessed with the life of Christie and his small library is composed entirely of books on the subject. He has also developed a passion for a beautiful model who lives nearby — a woman who would not look at him twice.Both landlady and lodger inhabit weird worlds of their own. But when reality intrudes into Mix’s life, a long pent-up violence explodes.","340 pages, Hardcover",Mystery,"1,515 follower",336 reviews,453,131 (3%),325 (9%),"1,149 (31%)","1,338 (37%)",655 (18%)
The Baltimore Plot: The First Conspiracy to Assassinate Abraham Lincoln,Michael J. Kline,40,ratings5,"November 17, 2008","The Complete Story of the First Attempt to Assassinate President Abraham Lincoln""In a thrilling detective story of conspiracy, treachery and assassination, Michael J. Kline suggests how close the Baltimore plotters came to achieving their goal, and reveals how Lincoln and a few guards outwitted them. Meticulously researched and written with verve, ""The Baltimore Plot"" takes readers aboard Lincoln's inaugural train for a perilous and unforgettable journey."" —James L. Swanson, author of the Edgar Award-winning New York Times bestseller The 12-Day Chase for Lincoln's Killer On February 11, 1861, the ""Lincoln Special"" - Abraham Lincoln's private train—began its journey from Springfield, Illinois, to the City of Washington, carrying the president-elect to his inauguration as the sixteenth president of the United States. Considered a ""sectional candidate"" by the South, and winning the election without the popular vote, Lincoln was so despised that seven states immediately seceded from the Union. Over the next twelve days, Lincoln would speak at numerous stops, including Indianapolis, Columbus, Cleveland, Pittsburgh, Buffalo, Albany, New York, and Philadelphia, expressing his desire to maintain the Union. But as Lincoln made his way east, America's first private detective, Allan Pinkerton, and a separate undercover operation by New York City detectives, uncovered startling evidence of a conspiracy to assassinate Lincoln during his next-to-last stop in Baltimore. Long a site of civil unrest—even Robert E. Lee's father, Henry ""Light Horse Harry"" Lee, was nearly beaten to death in its streets—Baltimore provided the perfect environment for a strike. The largest city of a border state with secessionist sympathies, Baltimore had been infiltrated by paramilitary groups bent on killing Lincoln, the ""Black Republican."" The death of the president-elect would, it was supposed, throw the nation into chaos and allow the South to establish a new nation and claim Washington as its capital. Warned in time, Lincoln outfoxed the alleged conspirators by slipping through Baltimore undetected, but at a steep price. Ridiculed by the press for ""cowardice"" and the fact that no conspirators were charged, Lincoln would never hide from the public again. Four years later, when he sat unprotected in the balcony of Ford's Theatre, the string of conspiracies against his life finally succeeded. One of the great presidential mysteries and long a source of fascination among Lincoln scholars, the Baltimore Plot has never been fully investigated until now. In The Baltimore The First Conspiracy to Assassinate Abraham Lincoln , Michael J. Kline turns his legal expertise to evaluating primary sources in order to discover the extent of the conspiracy and culpability of the many suspects surrounding the case. Full of memorable characters, including Kate Warne, the first female undercover agent, and intriguing plot twists, the story is written as an unfolding criminal proceeding in which the author allows the reader to determine whether there was a true plot to kill Lincoln and if the perpetrators could have been brought to trial.","536 pages, Hardcover",History,3 book,5 reviews,3,0 (0%),9 (22%),13 (32%),12 (30%),6 (15%)
Our Former Lives in Art: Stories,Jennifer S. Davis,96,ratings14,"January 1, 2007","Set against the backdrop of the Deep South, these nine haunting stories explore big themes–authenticity, the relinquishing of childhood, the acceptance of dreams lost–in a way that ultimately affirms the act of living and the value of human relationships. In “Giving Up the Ghost,” a man sits beside a fatal car wreck to share the last moments of a stranger’s life. In “Witnessing,” a young woman befriends her lover’s ailing wife. In “Rapture,” a housewife’s unexpected romantic encounter during a tornado rocks her tidy suburban existence.How do we become who we are? And what makes us love one another? With empathy, wit, and beautiful language, Davis blends the real and the imagined to create a kaleidoscope of the human heart.Praise for Our Former Lives in Art“Davis creates magnificently conflicted characters with low key stylistic panache.”– Publishers Weekly“Davis shares with other southern female short-story writers, such as Flannery O’Connor and Eudora Welty, a sense of relish of the absurdity running through the human condition.”– Booklist (starred review)""A work of deep emotional resonance and acute psychological power""– Holiday Reinhorn, author of Big Cats“Jennifer Davis’s stories have a wry sensibility in them, and compassion, a sweet perversity, and a sense of wonder about just being alive. Her tales mark the craziness and sadness of adolescence as it collides inevitably with failed wishes, loss, and sexual desire.”– Lynne Tillman, author of American Genius, A Comedy""Unusually insightful and gorgeously written, these powerful stories reveal how sometimes the most unexpected discoveries in the present can illuminate the past and change a person forever.  Jennifer Davis is not only an author to watch, she's one to read–now.""– Cristina Henriquez, author of Come Together, Fall Apart","208 pages, Paperback",Fiction,5 follower,14 reviews,4,2 (2%),7 (7%),30 (31%),32 (33%),25 (26%)
Cat Among the Pigeons,Julia Golding,"2,177",ratings117,"August 7, 2006","Hardcover in very good condition. No jacket. Signed by author on title page. Binding is intact, contents are clean and clear. AM","366 pages, Hardcover",Historical Fiction,814 follower,117 reviews,82,14 (<1%),58 (2%),329 (15%),853 (39%),923 (42%)
Race,David Mamet,457,ratings48,"August 23, 2010","“Intellectually salacious…Deep in its gut, Mamet’s gripping play argues everything in America is still about race.” –Chris Jones, Chicago Tribune“Tasty dialogue, spiky confrontations and more than occasionally biting observations… RACE riffs artfully on the subtleties of discrimination and guilt, resentment and shame, and its ambiguities appear designed to stir audiences into testy debates.” –David Rooney, Variety“Edgily compelling…Few writers can grip an audience like David Mamet. He tackles urgent themes head on, and often writes with the brutality of a sawn-off shotgun held at the spectator’s head.” – Telegraph (UK)“Fascinating and dramatically charged, Mamet’s provocative, hot-topic play is anything but simple. The questions and answers posed add up to an intriguing study of perception.” –Michael Kuchwara, Associated PressWhen a rich white man is accused of raping a younger African American woman, he looks to a multicultural law firm for his defense. But even as his lawyers—one of them white, another black— begin to strategize, they must confront their own biases and assumptions about race relations in America.David Mamet is a playwright, essayist and screenwriter who directs for both the stage and film. He was awarded the Pulitzer Prize and New York Drama Critics’ Circle Award for Glengarry Glen Ross . His plays include China Doll, Race, The Anarchist, American Buffalo, Speed-the-Plow, November, The Cryptogram, Sexual Perversity in Chicago, Lakeboat, The Water Engine, The Duck Variations, Reunion, The Blue Hour, The Shawl, Bobby gould in Hell, Edmond, Romance, The Old Neighborhood and his adaptation of The Voysey Inheritance .","96 pages, Paperback",Plays,681 follower,48 reviews,198,20 (4%),52 (11%),134 (29%),156 (34%),95 (20%)
True Colors,Kristin Hannah,"92,795","ratings6,191","February 4, 2009","True Colors is New York Times bestselling author Kristin Hannah's most provocative, compelling, and heart-wrenching story yet. With the luminous writing and unforgettable characters that are her trademarks, she tells the story of three sisters whose once-solid world is broken apart by jealousy, betrayal, and the kind of passion that rarely comes along.The Grey sisters have always been close. After their mother's death, the girls banded together, becoming best friends. Their stern, disapproving father cares less about his children than about his reputation. To Henry Grey, appearances are everything, and years later, he still demands that his daughters reflect his standing in the community.Winona, the oldest, needs her father's approval most of all. An overweight bookworm who never felt at home on the sprawling horse ranch that has been in her family for three generations, she knows that she doesn't have the qualities her father values. But as the best lawyer in town, she's determined to someday find a way to prove her worth to him.Aurora, the middle sister, is the family peacemaker. She brokers every dispute and tries to keep them all happy, even as she hides her own secret pain.Vivi Ann is the undisputed star of the family. A stunningly beautiful dreamer with a heart as big as the ocean in front of her house, she is adored by all who know her. Everything comes easily for Vivi Ann, until a stranger comes to town. . . .In a matter of moments, everything will change. The Grey sisters will be pitted against one another in ways that none could have imagined. Loyalties will be tested and secrets revealed, and a terrible, shocking crime will shatter both their family and their beloved town.With breathtaking pace and penetrating emotional insight, True Colors is an unforgettable novel about sisters, rivalry, forgiveness, redemption—and ultimately, what it means to be a family.","400 pages, Hardcover",Fiction,218k follower,"6,191 reviews",126,823 (<1%),"3,589 (3%)","19,189 (20%)","36,892 (39%)","32,302 (34%)"
