Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Liquor,Poppy Z. Brite,"2,720",ratings215,"First published March 16, 2004","New Orleans natives Rickey and G-man are lifetime friends and down-and-out line cooks desperate to make a quick buck. When Rickey concocts the idea of opening a restaurant in their alcohol-loving hometown where every dish packs a spirited punch, they know they're on their way to the bank. With some wheeling and dealing, a slew of great recipes, and a few lucky breaks, Rickey and G-man are soon on their way to opening Liquor, their very own restaurant. But first they need to pacify a local crank who doesn't want to see his neighborhood disturbed, sidestep Rickey's deranged ex-boss, rein in their big-mouth silent partner before he runs amok, and stay afloat in a stew of corruption in a town well known for its bottom feeders.A manic, spicy romp through the kitchens, back alleys, dive bars, and drug deals of the country's most sublimely ridiculous city, author Poppy Z. Brite masterfully shakes equal parts ambition, scandal, filé powder, cocaine, and murder, and serves Liquor straight up, with a twist.From the Trade Paperback edition.","339 pages, Paperback",Fiction,"3,108 followers",215 reviews,"156 books3,108 followers",44 (1%),158 (5%),624 (22%),"1,008 (37%)",886 (32%)
It Chooses You,Miranda July,"28,288",ratings615,"First published November 15, 2011","In the summer of 2009, Miranda July was struggling to finish writing the screenplay for her much-anticipated second film. During her increasingly long lunch breaks, she began to obsessively read the PennySaver, the iconic classifieds booklet that reached everywhere and seemed to come from nowhere. Who was the person selling the “Large leather Jacket, $10”? It seemed important to find out—or at least it was a great distraction from the screenplay.Accompanied by photographer Brigitte Sire, July crisscrossed Los Angeles to meet a random selection of PennySaver sellers, glimpsing thirteen surprisingly moving and profoundly specific realities, along the way shaping her film, and herself, in unexpected ways.Elegantly blending narrative, interviews, and photographs with July’s off-kilter honesty and deadpan humor, this is a story of procrastination and inspiration, isolation and connection, and grabbing hold of the invisible world.","218 pages, Hardcover",Nonfiction,"3,345 followers",615 reviews,"31 books3,345 followers","1,089 (3%)","2,047 (7%)","5,661 (20%)","7,323 (25%)","12,168 (43%)"
Go Kiss the World: Life Lessons For The Young Professional,Subroto Bagchi,"2,211",ratings134,"First published June 1, 2008","Go, kiss the world were Subroto Bagchi s blind mother s last words to him. These words became the guiding principle of his life. Subroto Bagchi grew up amidst what he calls the material simplicity of rural and small-town Orissa, imbibing from his family a sense of contentment, constant wonder, connectedness to a larger whole and learning from unusual sources. From humble beginnings, he went on to achieve extraordinary professional success, eventually co-founding MindTree, one of India s most admired software services companies. Through personal anecdotes and simple words of wisdom, Subroto Bagchi brings to the young professional lessons in working and living, energizing ordinary people to lead extraordinary lives. Go Kiss the World will be an inspiration to young India , and to those who come from small-town India, urging them to recognize and develop their inner strengths, thereby helping them realize their own, unique potential.","239 pages, Hardcover",Biography,95 followers,134 reviews,27 books95 followers,33 (1%),152 (6%),608 (27%),901 (40%),517 (23%)
Broken Words: The Abuse of Science and Faith in American Politics,Jonathan Dudley,129,ratings33,"First published January 1, 2011","Abortion. Homosexuality. Environmentalism. Evolution. Conservative positions on these topics have divided American politics and defined mainstream evangelical Christianity. But what if the strongest arguments against popular evangelical stances on these issues come from evangelical Christianity itself?     Growing up as an evangelical Christian, Jonathan Dudley was taught that abortion is murder, homosexuality sin, evolution nonsense, and environmentalism a farce. He learned to accept these conclusions--the ""big four""--as part of the package deal of Christianity. Yet, when he began studying biology at the evangelical Calvin College and theology at Yale Divinity School, Dudley's views started to change. He soon realized that what he had been told about the Bible--and those four big issues involving scripture and biology--may have been misconstrued and that what so many Christians believe about key social and political issues may be wrong.     Arguing against absolutism on abortion and opposition to embryonic stem cell research, Dudley shows that most Christian theologians throughout history, including Augustine, Aquinas, and even American evangelicals up until the 1980s, have believed that life does not begin at conception. He argues that evangelical opposition to gay marriage has more to do with allegiance to socially conservative cultural values than allegiance to the Bible. He demonstrates that traditional Christian valuations of science, as well as scientific evidence itself, should lead evangelicals to accept evolution and reject both creationism and intelligent design. And he surveys how evangelicals are changing their minds about environmentalism, and how this development supports a new way of thinking about the Bible. Throughout the book, Dudley, now an M.D. student at The Johns Hopkins School of Medicine, also illustrates the scientific problems with popular evangelical views. In the process, he lays the groundwork for a new generation of post-Religious Right evangelical political activists, who believe in evolution, rally behind the environmental movement, are moderate on abortion, and support gay marriage--and who are more faithful to orthodox Christianity than their counterparts.","208 pages, Hardcover",Religion,1 follower,33 reviews,3 books1 follower,0 (0%),2 (1%),15 (11%),61 (47%),51 (39%)
Spell of the Highlander,Karen Marie Moning,"26,919","ratings1,042","First published August 30, 2005","It's taken him eleven centuries to find the right woman. He's not about to lose her now.Jessi St. James has GOT to get a life. Too many hours studying ancient artifacts has given the archaeology student a bad case of sex on the brain. So she figures she must be dreaming when she spies a gorgeous half-naked man staring out at her from inside the glass of an ancient mirror. But when a split-second decision saves her from a terrifying attempt on her life, Jessi suddenly finds herself confronting six and a half feet of smoldering INSATIABLE alpha male.Heir to the arcane magic of his Druid ancestors, Cian MacKeltar was trapped inside the Dark Glass eleven centuries ago. And when the Dark Glass is stolen, an ancient enemy will stop at nothing to reclaim it. For Jessi, the sex god in the mirror is not only tantalisingly real, he's offering his protection—from exactly what, Jessi doesn't know. And all he wants in exchange is the exquisite pleasure of sharing her bed....","394 pages, Paperback",Romance,29.5k followers,"1,042 reviews",37 books29.5k followers,156 (<1%),630 (2%),"3,947 (14%)","9,308 (34%)","12,878 (47%)"
"Finding Fernanda: Two Mothers, One Child, and a Cross-Border Search for Truth",Erin Siegal,231,ratings39,"First published October 18, 2011","An in-depth investigation of $30,000 U.S. dollars, four Guatemalan orphans, one nonprofit evangelical Christian adoption agency, an accused family-run child-trafficking ring, one infant cut from her unconscious mother's womb, two missing sisters, and a nine-member Tennessee family who believed wholeheartedly in Christian love and faith-- until the dark side of international adoption shattered their trust. Investigative journalist Erin Siegal reveals the heart-wrenching story of how one poor Guatemalan woman, Mildred Alvarado, was separated from her two young daughters-- and how the American housewife slated to adopt one of those children, Elizabeth ""Betsy"" Emanuel, accidentally became a reformer dedicated to an ethical adoption system.Finding Fernanda sheds light on the highly politicized landscape of Guatemala's adoption industry, a multi-million dollar trade that was both highly profitable and barely regulated. Children have been stolen, sold, and offered as orphans to well-intentioned Western parents since the industry began in the 1980's. Both governments of Guatemala and the United States have repeatedly proved incapable of adequately regulating the baby trade.With help of documents obtained via Freedom of Information Act requests, leaked emails, and key sources inside both the Guatemalan and U.S. governments, Siegal traces the riveting story of two very different women brought together by the same missing child.  Along the way, roles of various players are illuminated, including jaladoras  (baby-finders), caretakers, Guatemalan judges, Embassy officials, adoption agencies, and many more. No one has given the American public a full understanding of how human rights abuses in adoption have occurred-- until now.","322 pages, Paperback",Adoption,114 followers,39 reviews,6 books114 followers,2 (<1%),5 (2%),29 (12%),92 (39%),103 (44%)
Dart,Alice Oswald,"1,248",ratings129,"First published July 8, 2002","Over the past three years Alice Oswald has been recording conversations with people who live and work on the River Dart in Devon. Using these records and voices as a sort of poetic census, she creates a narrative of the river, tracking its life from source to sea. The voices are wonderfully varied and idiomatic - they include a poacher, a ferryman, a sewage worker and milk worker, a forester, swimmers and canoeists - and are interlinked with historic and mythic voices: drowned voices, dreaming voices and marginal notes which act as markers along the way.","64 pages, Paperback",Poetry,210 followers,129 reviews,31 books210 followers,21 (1%),82 (6%),260 (20%),446 (35%),439 (35%)
The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan,"10,339",ratings590,"First published November 7, 2006","On the 10th anniversary of his death, brilliant astrophysicist and Pulitzer Prize winner Carl Sagan's prescient exploration of the relationship between religion and science and his personal search for God.  Carl Sagan is considered one of the greatest scientific minds of our time. His remarkable ability to explain science in terms easily understandable to the layman in bestselling books such as Cosmos, The Dragons of Eden, and The Demon-Haunted World won him a Pulitzer Prize and placed him firmly next to Isaac Asimov, Stephen Jay Gould, and Oliver Sachs as one of the most important and enduring communicators of science. In December 2006 it will be the tenth anniversary of Sagan's death, and Ann Druyan, his widow and longtime collaborator, will mark the occasion by releasing Sagan's famous ""Gifford Lectures in Natural Theology,"" The Varieties of Scientific Experience: A Personal View of the Search for God.  The chance to give the Gifford Lectures is an honor reserved for the most distinguished scientists and philosophers of our civilization. In 1985, on the grand occasion of the centennial of the lectureship, Carl Sagan was invited to give them. He took the opportunity to set down in detail his thoughts on the relationship between religion and science as well as to describe his own personal search to understand the nature of the sacred in the vastness of the cosmos.  The Varieties of Scientific Experience, edited, updated and with an introduction by Ann Druyan, is a bit like eavesdropping on a delightfully intimate conversation with the late great astronomer and astrophysicist. In his charmingly down-to-earth voice, Sagan easily discusses his views on topics ranging from manic depression and the possibly chemical nature of transcendance to creationism and so-called intelligent design to the likelihood of intelligent life on other planets to the likelihood of nuclear annihilation of our own to a new concept of science as ""informed worship."" Exhibiting a breadth of intellect nothing short of astounding, he illuminates his explanations with examples from cosmology, physics, philosophy, literature, psychology, cultural anthropology, mythology, theology, and more. Sagan's humorous, wise, and at times stunningly prophetic observations on some of the greatest mysteries of the cosmos have the invigorating effect of stimulating the intellect, exciting the imagination, and reawakening us to the grandeur of life in the cosmos.","284 pages, Hardcover",Science,11.6k followers,590 reviews,150 books11.6k followers,163 (1%),292 (2%),"1,285 (12%)","3,283 (31%)","5,316 (51%)"
Marching Powder,Rusty Young,"26,011","ratings1,138","First published June 1, 2003","Rusty Young was backpacking in South America when he heard about Thomas McFadden, a convicted English drug trafficker who ran tours inside Bolivia’s notorious San Pedro prison. Intrigued, the twenty-something Australian law graduate travelled to La Paz and joined one of Thomas’s illegal tours. What followed took both men by they formed a strong and instant friendship and then became partners in an attempt to record Thomas’s experiences in the jail. Marching Powder is a shocking, darkly comic account of the life in San Pedro. In this bizarre prison, inmates are expected to buy their cells from real estate agents. Others run shops and restaurants, and hundreds of women and children live with imprisoned family members. It is a place where corrupt politicians and drug lords live in luxury apartments while the poorest prisoners are subjected to squalor and deprivation. Violence and crime are never far away, and sections of San Pedro that echo with the sound of children by day house some of Bolivia’s busiest cocaine laboratories by night. Sometimes shocking, sometimes funny, Marching Powder is an always riveting story of survival.",MP3 CD,Nonfiction,283 followers,"1,138 reviews",7 books283 followers,131 (<1%),563 (2%),"3,289 (12%)","9,408 (36%)","12,620 (48%)"
That is All,John Hodgman,"2,235",ratings216,"First published November 1, 2011","John Hodgman-bestselling author, The Daily Show's ""Resident Expert"", minor television celebrity, and deranged millionaire-brings us the third and final installment in his trilogy of Complete World Knowledge.   In 2005, Dutton published The Areas of My Expertise, a handy little book of Complete World Knowledge, marked by the distinction that all of the fascinating trivia and amazing true facts were completely made up by its author, John Hodgman. At the time, Hodgman was merely a former literary agent and occasional scribbler of fake trivia. In short: a nobody.  But during an interview on The Daily Show with Jon Stewart, an incredible transformation occurred. He became a famous minor television personality. You may ask: During his whirlwind tornado ride through the high ether of minor fame and outrageous fortune, did John Hodgman forget how to write books of fake trivia? The answer is: Yes. Briefly. But soon, he remembered!  And so he returned, crashing his Kansas farmhouse down upon the wicked witch of ignorance with More Information Than You Require, a New York Times bestseller containing even more mesmerizing and essential fake trivia, including seven hundred mole-man names (and their occupations).  And now, John Hodgman completes his vision with That Is All, the last book in a trilogy of Complete World Knowledge. Like its predecessors, That Is All compiles incredibly handy made-up facts into brief articles, overlong lists, and beguiling narratives on new and familiar themes. It picks up exactly where More Information left off-specifically, at page 596-and finally completes COMPLETE WORLD KNOWLEDGE, just in time for the return of Quetzalcoatl and the end of human history in 2012.","368 pages, Hardcover",Humor,"1,095 followers",216 reviews,"34 books1,095 followers",40 (1%),106 (4%),434 (19%),829 (37%),826 (36%)
