Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Song of the Sparrow,Lisa Ann Sandell,"10,343","ratings1,041","First published May 1, 2007","The year is 490 AD. Fiery 16-year-old Elaine of Ascolat, the daughter of one of King Arthur's supporters, lives with her father on Arthur's base camp, the sole girl in a militaristic world of men. Elaine's only girl companion is the mysterious Morgan, Arthur's older sister, but Elaine cannot tell Morgan her deepest secret: She is in love with Lancelot, Arthur's second-in-command. However, when yet another girl -- the lovely Gwynivere-- joins their world, Elaine is confronted with startling emotions of jealousy and rivalry. But can her love for Lancelot survive the birth of an empire?","394 pages, Hardcover",Historical Fiction,336 followers,"1,041 reviews",6 books336 followers,210 (2%),513 (4%),"1,923 (18%)","3,208 (31%)","4,489 (43%)"
Baby Jane,Sofi Oksanen,"4,080",ratings208,"First published January 1, 2005","Mitä tapahtui Pikille? Vitsimaakarille, jolla oli itkevän ilveilijän ääni, joka sokeutti, petkutti ja peitti kaiken sen, minkä hän halusikin olevan näkymätöntä itsessään. Miten kaupungin coolein lepakko päätyi vangiksi omaan kotiinsa, näkemään lähes nälkää?Ongelmaan, joka ei ole hallittavissa, on vaikea saada apua. Sillä on kuitenkin nimi. Tautiluokitus F-41.0.Pikiä yrittävät pitää pystyssä tyttöystävät. Nykyinen, tarinan minäkertoja, ja ex Bossa, jotka huolehtivat hänestä monin tavoin.Se on virhe. Mutta niin on myös minäkertojan ja Pikin suhde, jossa oikeat sanat osuvat vääriin paikkoihin ja väärät oikeisiin. Siitä irtautuminen on veristä.”Minä uskoin, että kaikki olisi mahdollista, ei minulla ollut mitään syytä epäillä. Me emme haaveilleet mistään, mitä pidin mahdottomana, vain pienistä suurista suloisista asioista, joihin ei tarvittu muuta kuin rakastettu ja tarpeeksi rakkautta, ja sitähän meillä oli uppeluksiin asti.”","231 pages, Paperback",Fiction,"1,019 followers",208 reviews,"19 books1,019 followers",97 (2%),523 (12%),"1,554 (38%)","1,354 (33%)",552 (13%)
One Good Turn,Kate Atkinson,"43,619","ratings3,687","First published August 1, 2006","On a beautiful summer day, crowds lined up outside a theater witness a sudden act of extreme road rage: a tap on a fender triggers a nearly homicidal attack. Jackson Brodie, ex-cop, ex-private detective, new millionaire, is among the bystanders.The event thrusts Jackson into the orbit of the wife of an unscrupulous real estate tycoon, a washed-up comedian, a successful crime novelist, a mysterious Russian woman, and a female police detective. Each of them hiding a secret, each looking for love or money or redemption or escape, they all play a role in driving Jackson out of retirement and into the middle of several mysteries that intersect in one sinister scheme.Kate Atkinson ""writes such fluid, sparkling prose that an ingenious plot almost seems too much to ask, but we get it anyway,"" writes Laura Miller for Salon. With a keen eye for the excesses of modern life, a warm understanding of the frailties of the human heart, and a genius for plots that turn and twist, Atkinson has written a novel that delights and surprises from the first page to the last.","418 pages, Paperback",Mystery,10.8k followers,"3,687 reviews",56 books10.8k followers,693 (1%),"2,380 (5%)","11,412 (26%)","18,994 (43%)","10,140 (23%)"
Faithful Place,Tana French,"119,911","ratings9,344","First published July 13, 2010","Back in 1985, Frank Mackey was nineteen, growing up poor in Dublin's inner city and living crammed into a small flat with his family on Faithful Place. But he had his sights set on a lot more. He and his girl, Rosie Daly, were all set to run away to London together, get married, get good jobs, break away from factory work and poverty and their old lives.But on the winter night when they were supposed to leave, Rosie didn't show. Frank took it for granted that she'd given him the brush-off--probably because of his alcoholic father, nutcase mother, and generally dysfunctional family. He never went home again.Neither did Rosie. Everyone thought she had gone to England on her own and was over there living a shiny new life. Then, twenty-two years later, Rosie's suitcase shows up behind a fireplace in a derelict house on Faithful Place, and Frank is going home whether he likes it or not.Getting sucked in is a lot easier than getting out again. Frank finds himself straight back in the dark tangle of relationships he left behind. The cops working the case want him out of the way, in case loyalty to his family and community makes him a liability. Faithful Place wants him out because he’s a detective now, and the Place has never liked cops. Frank just wants to find out what happened to Rosie Daly-and he’s willing to do whatever it takes, to himself or anyone else, to get the job done.","400 pages, Hardcover",Mystery,25.9k followers,"9,344 reviews",23 books25.9k followers,"1,161 (<1%)","4,015 (3%)","24,786 (20%)","54,311 (45%)","35,638 (29%)"
The Twilight Saga Complete Collection,Stephenie Meyer,"74,894",ratings459,"First published January 1, 2005","This stunning set, complete with five editions of Twilight, New Moon, Eclipse, Breaking Dawn, and The Short Second Life of Bree Tanner: An Eclipse Novella, makes the perfect gift for fans of the bestselling vampire love story.Deeply romantic and extraordinarily suspenseful, The Twilight Saga capture the struggle between defying our instincts and satisfying our desires.","2752 pages, Hardcover",Fantasy,74.9k followers,459 reviews,93 books74.9k followers,"2,791 (3%)","2,760 (3%)","8,281 (11%)","13,658 (18%)","47,404 (63%)"
Brick Lane,Monica Ali,"33,510","ratings2,262","First published May 31, 2003","After an arranged marriage to Chanu, a man twenty years older, Nazneen is taken to London, leaving her home and heart in the Bangladeshi village where she was born. Her new world is full of mysteries. How can she cross the road without being hit by a car (an operation akin to dodging raindrops in the monsoon)? What is the secret of her bullying neighbour Mrs Islam? What is a Hell's Angel? And how must she comfort the naive and disillusioned Chanu?As a good Muslim girl, Nazneen struggles to not question why things happen. She submits, as she must, to Fate and devotes herself to her husband and daughters. Yet to her amazement, she begins an affair with a handsome young radical, and her erotic awakening throws her old certainties into chaos.Monica Ali's splendid novel is about journeys both external and internal, where the marvelous and the terrifying spiral together.","432 pages, Paperback",Fiction,530 followers,"2,262 reviews",17 books530 followers,"1,338 (3%)","3,895 (11%)","11,569 (34%)","11,700 (34%)","5,008 (14%)"
An Officer and a Spy,Robert   Harris,"27,959","ratings2,836","First published September 26, 2013","Robert Harris returns to the thrilling historical fiction he has so brilliantly made his own. This is the story of the infamous Dreyfus affair told as a chillingly dark, hard-edged novel of conspiracy and espionage.Paris in 1895. Alfred Dreyfus, a young Jewish officer, has just been convicted of treason, sentenced to life imprisonment at Devil’s Island, and stripped of his rank in front of a baying crowd of twenty-thousand. Among the witnesses to his humiliation is Georges Picquart, the ambitious, intellectual, recently promoted head of the counterespionage agency that “proved” Dreyfus had passed secrets to the Germans. At first, Picquart firmly believes in Dreyfus’s guilt. But it is not long after Dreyfus is delivered to his desolate prison that Picquart stumbles on information that leads him to suspect that there is still a spy at large in the French military. As evidence of the most malignant deceit mounts and spirals inexorably toward the uppermost levels of government, Picquart is compelled to question not only the case against Dreyfus but also his most deeply held beliefs about his country, and about himself.Bringing to life the scandal that mesmerized the world at the turn of the twentieth century, Robert Harris tells a tale of uncanny timeliness––a witch hunt, secret tribunals, out-of-control intelligence agencies, the fate of a whistle-blower--richly dramatized with the singular storytelling mastery that has marked all of his internationally best-selling novels.","429 pages, Hardcover",Historical Fiction,"6,814 followers","2,836 reviews","52 books6,814 followers",257 (<1%),672 (2%),"3,787 (13%)","11,561 (41%)","11,682 (41%)"
We Should All Be Feminists,Chimamanda Ngozi Adichie,"289,642","ratings28,082","First published January 1, 2012","What does “feminism” mean today? That is the question at the heart of We Should All Be Feminists, a personal, eloquently-argued essay—adapted from her much-viewed TEDx talk of the same name—by Chimamanda Ngozi Adichie, the award-winning author of Americanah and Half of a Yellow Sun. With humor and levity, here Adichie offers readers a unique definition of feminism for the twenty-first century—one rooted in inclusion and awareness. She shines a light not only on blatant discrimination, but also the more insidious, institutional behaviors that marginalize women around the world, in order to help readers of all walks of life better understand the often masked realities of sexual politics. Throughout, she draws extensively on her own experiences—in the U.S., in her native Nigeria, and abroad—offering an artfully nuanced explanation of why the gender divide is harmful for women and men, alike. Argued in the same observant, witty and clever prose that has made Adichie a bestselling novelist, here is one remarkable author’s exploration of what it means to be a woman today—and an of-the-moment rallying cry for why we should all be feminists.","65 pages, Kindle Edition",Nonfiction,41.3k followers,"28,082 reviews",111 books41.3k followers,"2,394 (<1%)","5,313 (1%)","28,716 (9%)","89,419 (30%)","163,800 (56%)"
The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,"89,729","ratings6,652","First published January 1, 1994","If you will live like no one else, later you can ""live"" like no one else.Build up your money muscles with America's favorite finance coach.Okay, folks, do you want to turn those fat and flabby expenses into a well-toned budget? Do you want to transform your sad and skinny little bank account into a bulked-up cash machine? Then get with the program, people. There's one sure way to whip your finances into shape, and that's with ""The Total Money Makeover: Classic Edition"".By now, you've heard all the nutty get-rich-quick schemes, the fiscal diet fads that leave you with a lot of kooky ideas but not a penny in your pocket. Hey, if you're tired of the lies and sick of the false promises, take a look at this--it's the simplest, most straightforward game plan for completely making over your money habits. And it's based on results, not pie-in-the-sky fantasies. With ""The Total Money Makeover: Classic Edition,"" you'll be able to:Design a sure-fire plan for paying off all debt--meaning cars, houses, everything Recognize the 10 most dangerous money myths (these will kill you) Secure a big, fat nest egg for emergencies and retirement!","229 pages, Hardcover",Finance,"2,223 followers","6,652 reviews","206 books2,223 followers","1,493 (1%)","3,190 (3%)","12,520 (13%)","28,770 (32%)","43,756 (48%)"
Deepsix,Jack McDevitt,"4,732",ratings303,"First published September 1, 2000","In the year 2204, tragedy and terror forced a scientific team to prematurely evacuate Maleiva Ill. Twenty-one years later, the opportunity for scientists to study this galactic rarity—a life-supporting planet—is about to vanish forever as a rogue gas giant has invaded the planetary system on a deadly collision course with the world they are now calling Deepsix.A superluminal pilot for the Academy of Science and Technology, Priscilla “Hutch” Hutchins is the only even remotely qualified professional within lightyears of Deepsix. With less than three weeks left before the disaster, she and a small scientific team—including Randall Nightingale a survivor of the original expedition who was made the scapegoat for its failure—must descend to the surface, and glean whatever they can about the doomed planet’s lifeforms and lost civilizations.There is more to this strange and complex world, however, than anyone could have imagined: hidden predators; stone cities under the ice; remnants of a warlike primitive society, yet with inexplicable hints of an impossible technology buried in the rubble... and in orbit around the soon to be demolished planet. The deeper Hutch and her team delve, the more puzzles are revealed within puzzles and startling discoveries lead only to greater and more perplexing questionsBut then the unthinkable occurs An earthquake destroys the explorers only means of escape As scientists and sightseers who have come to witness the spectacular end of Deepsix watch helplessly from miles above Hutch and her people must survive somehow on a hostile planet going rapidly mad. And with the clock ticking relentlessly toward an unavoidable apocalypse, they must find some way, any way to get off before Deepsix plunges like a pebble into the limitless depths of the rampaging gas giant.","508 pages, Mass Market Paperback",Science Fiction,"1,275 followers",303 reviews,"171 books1,275 followers",46 (<1%),178 (3%),"1,223 (25%)","2,139 (45%)","1,146 (24%)"
