Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"Chew, Vol. 2: International Flavor",John Layman,"16,209",ratings737,"April 14, 2010","Tony Chu, the cibopathic federal agent with the ability to get psychic impressions from the things he eats, is on a bizarre new case. A newly discovered fruit takes Agent Chu to a remote island full of secrets, Presenting the second storyline of IGN.com's pick for Best Indie Series of 2009 and MTV Splash Page.com's pick for Best New Series of 2009. Find out what the fuss is about in this latest a twisted and darkly funny comic about cops, crooks, cooks, cannibals and clairvoyants.strangeness-and a shadowy killer with a particularly sinister appetite.","128 pages, Paperback",Graphic Novels,568 follower,737 reviews,666,331 (2%),549 (3%),"2,692 (16%)","6,373 (39%)","6,264 (38%)"
The Amazing Story of Adolphus Tips,Michael Morpurgo,"7,012",ratings476,"January 1, 2005","A heart-warming tale of courage and warmth, set against the backdrop of the second world war, about an abandoned village, a lifelong friendship and one very adventurous cat!‘Classic Morpurgo brilliance’ – Publishing News""Something's up. Something big too, very big. At school, in the village, whoever you meet, it's all anyone talks about. It's like a sudden curse has come down on us all. It makes me wonder if we'll ever see the sun again.""It's 1943, and Lily Tregenze lives on a farm, in the idyllic seaside village of Slapton. Apart from her father being away, and the 'townie' evacuees at school, her life is scarcely touched by the war. Until one day, Lily and her family, along with 3000 other villagers, are told to move out of their homes – lock, stock and barrel.Soon, the whole area is out of bounds, as the Allied forces practise their landings for D-day, preparing to invade France. But Tips, Lily's adored cat, has other ideas – barbed wire and keep-out signs mean nothing to her, nor does the danger of guns and bombs. Frantic to find her, Lily makes friends with two young American soldiers, who promise to help her. But will she ever see her cat again? Lily decides to cross the wire into the danger zone to look for Tips herself…Now, many years later, as Michael is reading his Grandma Lily's diary, he learns about The Amazing Story of Adolphus Tips – and wonders how one adventurous cat could still affect their lives sixty years later.","190 pages, Paperback",Historical Fiction,"2,675 follower",476 reviews,548,62 (<1%),274 (3%),"1,487 (21%)","2,613 (37%)","2,576 (36%)"
Blue Horses,Mary Oliver,"9,303","ratings1,534","October 14, 2014","In this stunning collection of new poems, Mary Oliver returns to the imagery that has defined her life’s work, describing with wonder both the everyday and the unaffected beauty of nature.Herons, sparrows, owls, and kingfishers flit across the page in meditations on love, artistry, and impermanence. Whether considering a bird’s nest, the seeming patience of oak trees, or the artworks of Franz Marc, Oliver reminds us of the transformative power of attention and how much can be contained within the smallest moments.At its heart, Blue Horses asks what it means to truly belong to this world, to live in it attuned to all its changes. Humorous, gentle, and always honest, Oliver is a visionary of the natural world.","79 pages, Hardcover",Poetry,"6,942 follower","1,534 reviews",105,47 (<1%),214 (2%),"1,185 (12%)","3,481 (37%)","4,376 (47%)"
The Litigators,John Grisham,"76,969","ratings6,587","October 25, 2011","DAVID ZINC HAS IT ALL: BIG FIRM, BIG SALARY, LIFE IN THE FAST LANE.UNTIL THE DAY HE SNAPS AND THROWS IT ALL AWAY.Leaving the world of corporate law far behind, he talks himself into a new job with Finley & Figg. A self-styled 'boutique' firm with only two partners. Oscar Finley and Wally Figg are ambulance-chasing street lawyers who hustle nickel-and-dime cases, dreaming of landing the big win.For all his Harvard Law Degree and five years with Chicago's top firm, Zinc has never entered a courtroom, never helped a client who really needed a lawyer, never handled a gun. All that is about to change.","436 pages, Paperback",Fiction,80.4k follower,"6,587 reviews",711,790 (1%),"3,766 (4%)","20,240 (26%)","31,904 (41%)","20,269 (26%)"
The Adoration of Jenna Fox,Mary E. Pearson,"51,586","ratings5,014","April 29, 2008","Who is Jenna Fox? Seventeen-year-old Jenna has been told that is her name. She has just awoken from a coma, they tell her, and she is still recovering from a terrible accident in which she was involved a year ago. But what happened before that? Jenna doesn't remember her life. Or does she? And are the memories really hers?This fascinating novel represents a stunning new direction for acclaimed author Mary Pearson. Set in a near future America, it takes readers on an unforgettable journey through questions of bio-medical ethics and the nature of humanity. Mary Pearson's vividly drawn characters and masterful writing soar to a new level of sophistication.","266 pages, Hardcover",Young Adult,13k follower,"5,014 reviews",41,"1,911 (3%)","4,529 (8%)","14,239 (27%)","18,016 (34%)","12,891 (24%)"
"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"131,138","ratings4,877","October 20, 2009","The New York Times best-selling Freakonomics was a worldwide sensation, selling over four million copies in thirty-five languages and changing the way we look at the world. Now, Steven D. Levitt and Stephen J. Dubner return with SuperFreakonomics, and fans and newcomers alike will find that the freakquel is even bolder, funnier, and more surprising than the first.Four years in the making, SuperFreakonomics asks not only the tough questions, but the unexpected ones: What's more dangerous, driving drunk or walking drunk? Why is chemotherapy prescribed so often if it's so ineffective? Can a sex change boost your salary?SuperFreakonomics challenges the way we think all over again, exploring the hidden side of everything with such questions as:How is a street prostitute like a department-store Santa?Why are doctors so bad at washing their hands?How much good do car seats do?What's the best way to catch a terrorist?Did TV cause a rise in crime?What do hurricanes, heart attacks, and highway deaths have in common?Are people hard-wired for altruism or selfishness?Can eating kangaroo save the planet?Which adds more value: a pimp or a Realtor?Levitt and Dubner mix smart thinking and great storytelling like no one else, whether investigating a solution to global warming or explaining why the price of oral sex has fallen so drastically. By examining how people respond to incentives, they show the world for what it really is – good, bad, ugly, and, in the final analysis, super freaky.Freakonomics has been imitated many times over – but only now, with SuperFreakonomics, has it met its match.","270 pages, Hardcover",Nonfiction,"3,828 follower","4,877 reviews",22,"1,876 (1%)","5,807 (4%)","27,995 (21%)","50,571 (38%)","44,889 (34%)"
The Golden Son,Shilpi Somaya Gowda,"14,199","ratings1,345","October 20, 2015","The first of his family to go to college, Anil Patel, the golden son, carries the weight of tradition and his family’s expectations when he leaves his tiny Indian village to begin a medical residency in Dallas, Texas, at one of the busiest and most competitive hospitals in America. When his father dies, Anil becomes the de facto head of the Patel household and inherits the mantle of arbiter for all of the village’s disputes. But he is uneasy with the custom, uncertain that he has the wisdom and courage demonstrated by his father and grandfather. His doubts are compounded by the difficulties he discovers in adjusting to a new culture and a new job, challenges that will shake his confidence in himself and his abilities.Back home in India, Anil’s closest childhood friend, Leena, struggles to adapt to her demanding new husband and relatives. Arranged by her parents, the marriage shatters Leena’s romantic hopes and eventually forces her to make a desperate choice that will hold drastic repercussions for herself and her family. Though Anil and Leena struggle to come to terms with their identities thousands of miles apart, their lives eventually intersect once more—changing them both and the people they love forever.","413 pages, Kindle Edition",Fiction,73.5k follower,"1,345 reviews",6,83 (<1%),300 (2%),"2,198 (15%)","6,809 (47%)","4,809 (33%)"
The Reformed Vampire Support Group,Catherine Jinks,"5,423",ratings874,"January 1, 2009","You can't get a decent haircut, you live on guinea pig blood and, even worse, most of the world's population wants to kill you. For no good reason, Nina Harrison became a vampire in 1973 and she now spends all of her time with a bunch of vampires in a vampire therapy group.","355 pages, Paperback",Vampires,524 follower,874 reviews,61,233 (4%),637 (11%),"1,784 (32%)","1,701 (31%)","1,068 (19%)"
Live to See Tomorrow,Iris Johansen,"3,491",ratings284,"April 29, 2014","Catherine Ling: raised on the streets of Hong Kong, she has been a shadowy CIA operative since she was fourteen years old. There are only a few things in life she cares for. One is her son, kidnapped when he was two. Catherine has only recently been reunited with him and the vow of her heart is never to let him face danger again. The other is her mentor, Hu Chang. Mysterious, brilliant, and deadly, Hu Chang taught Catherine everything she knows and she is loyal to him. Now Hu Chang is calling Catherine to a new task: rescue an imprisoned journalist in Tibet -- a woman who has been subjected to unspeakable horrors. Her connection to Hu Chang is unknown. What's also unknown is that Catherine will be going up against a man whose crimes have stretched back into this area for forty years. Is Catherine being used as a pawn by Hu Chang? Can she save a woman she's never even met? And will either of them live to see tomorrow?","368 pages, Hardcover",Mystery,"6,878 follower",284 reviews,294,52 (1%),183 (5%),722 (20%),"1,242 (35%)","1,292 (37%)"
The Thing Around Your Neck,Chimamanda Ngozi Adichie,"43,250","ratings3,931","June 23, 2008","Searing and profound, suffused with beauty, sorrow, and longing, the stories in The Thing Around Your Neck map, with Adichie's signature emotional wisdom, the collision of two cultures and the deeply human struggle to reconcile them.Chimamanda Ngozi Adichie burst onto the literary scene with her remarkable debut novel, Purple Hibiscus, which critics hailed as ""one of the best novels to come out of Africa in years"" (Baltimore Sun), with ""prose as lush as the Nigerian landscape that it powerfully evokes"" (The Boston Globe); The Washington Post called her ""the twenty-first-century daughter of Chinua Achebe."" Her award-winning Half of a Yellow Sun became an instant classic upon its publication three years later, once again putting her tremendous gifts - graceful storytelling, knowing compassion, and fierce insight into her characters' hearts - on display. Now, in her most intimate and seamlessly crafted work to date, Adichie turns her penetrating eye on not only Nigeria but America, in twelve dazzling stories that explore the ties that bind men and women, parents and children, Africa and the United States.In ""A Private Experience,"" a medical student hides from a violent riot with a poor Muslim woman whose dignity and faith force her to confront the realities and fears she's been pushing away. In ""Tomorrow is Too Far,"" a woman unlocks the devastating secret that surrounds her brother's death. The young mother at the center of ""Imitation"" finds her comfortable life in Philadelphia threatened when she learns that her husband has moved his mistress into their Lagos home. And the title story depicts the choking loneliness of a Nigerian girl who moves to an America that turns out to be nothing like the country she expected; though falling in love brings her desires nearly within reach, a death in her homeland forces her to reexamine them.Searing and profound, suffused with beauty, sorrow, and longing, these stories map, with Adichie's signature emotional wisdom, the collision of two cultures and the deeply human struggle to reconcile them. The Thing Around Your Neck is a resounding confirmation of the prodigious literary powers of one of our most essential writers.","218 pages, Hardcover",Short Stories,41.4k follower,"3,931 reviews",110,148 (<1%),706 (1%),"5,929 (13%)","18,494 (42%)","17,973 (41%)"
