Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Palace of Illusions,Chitra Banerjee Divakaruni,"51,301","ratings5,406","First published February 12, 2008","A REIMAGINING OF THE WORLD-FAMOUS INDIAN EPIC, THE MAHABHARAT—TOLD FROM THE POINT OF VIEW OF AN AMAZING WOMAN.Relevant to today’s war-torn world, The Palace of Illusions takes us back to a time that is half history, half myth, and wholly magical. Narrated by Panchaali, the wife of the legendary Pandavas brothers in the Mahabharat, the novel gives us a new interpretation of this ancient tale. The Palace of Illusions traces the princess Panchaali's life, beginning with her birth in fire and following her spirited balancing act as a woman with five husbands who have been cheated out of their father’s kingdom. Panchaali is swept into their quest to reclaim their birthright, remaining at their side through years of exile and a terrible civil war involving all the important kings of India. Meanwhile, we never lose sight of her strategic duels with her mother-in-law, her complicated friendship with the enigmatic Krishna, or her secret attraction to the mysterious man who is her husbands' most dangerous enemy. Panchaali is a fiery female redefining for us a world of warriors, gods, and the ever-manipulating hands of fate.","360 pages, Hardcover",Fiction,"5,613 followers","5,406 reviews","60 books5,613 followers",503 (<1%),"1,454 (2%)","7,270 (14%)","20,212 (39%)","21,862 (42%)"
The Reapers are the Angels,Alden Bell,"12,099","ratings1,709","First published August 3, 2010","Zombies have infested a fallen America. A young girl named Temple is on the run. Haunted by her past and pursued by a killer, Temple is surrounded by death and danger, hoping to be set free.For twenty-five years, civilization has survived in meager enclaves, guarded against a plague of the dead. Temple wanders this blighted landscape, keeping to herself - and keeping her demons inside. She can't remember a time before the zombies, but she does remember an old man who took her in and the younger brother she cared for until the tragedy that set her on a personal journey toward redemption. Moving back and forth between the insulated remnants of society and the brutal frontier beyond, Temple must decide where ultimately to make a home and find the salvation she seeks.","225 pages, Paperback",Zombies,266 followers,"1,709 reviews",4 books266 followers,386 (3%),828 (6%),"2,500 (20%)","4,381 (36%)","4,004 (33%)"
Stage Fright on a Summer Night,Mary Pope Osborne,"7,748",ratings258,"First published March 1, 2002",The show must go on!That's what Jack and Annie learn when the Magic Tree House whisks them back to Elizabethan England. There they meet William Shakespeare himself—one of the greatest writers of all time! But Mr. Shakespeare's having a hard time with some of the actors in his latest show. Are Jack and Annie ready to make a big entrance? Or will it be curtains for Shakespeare?,"70 pages, Paperback",Fantasy,"2,273 followers",258 reviews,"895 books2,273 followers",122 (1%),417 (5%),"1,907 (24%)","2,237 (28%)","3,065 (39%)"
Sinnabar,Richard Wolkomir,31,ratings4,"First published November 1, 2014","This was a bad place to be....After a moment, I realized we were caged, staring out through iron bars. Defion stood outside the cage, insect faced, no expression. Philip Prester stood beside him, but with his back to us, looking out over the plain.Windblown orange dust sandpapered my face. I felt a buzz inside my head, and knew the dust did that, as if it was electrically charged. After a few moments, I didn't notice it.""Where's this?"" I said, mainly to hear my own voice, something familiar.Defion surprised me: he spoke.""Sinnabar,"" he said.","429 pages, Kindle Edition",Dystopia,42 followers,4 reviews,22 books42 followers,0 (0%),2 (6%),5 (16%),6 (19%),18 (58%)
Whistling Vivaldi: How Stereotypes Affect Us and What We Can Do,Claude M. Steele,"5,724",ratings625,"First published April 12, 2010","The acclaimed social psychologist offers an insider’s look at his research and groundbreaking findings on stereotypes and identity.Claude M. Steele, who has been called “one of the few great social psychologists,” offers a vivid first-person account of the research that supports his groundbreaking conclusions on stereotypes and identity. He sheds new light on American social phenomena from racial and gender gaps in test scores to the belief in the superior athletic prowess of black men, and lays out a plan for mitigating these “stereotype threats” and reshaping American identities.","257 pages, Kindle Edition",Nonfiction,35 followers,625 reviews,3 books35 followers,61 (1%),281 (4%),"1,357 (23%)","2,350 (41%)","1,675 (29%)"
How Yoga Works,Michael Roach,"2,467",ratings244,"First published January 9, 2004","The Yoga Sutra is the great motherbook of all the yoga works ever written; it was composed by the Indian master Patanjali some 2,000 years ago.The Sanskrit text is written in 210 brief, cryptic verses whose meaning has long ago sunk into darkness; the many, confusing modern attempts to explain them bear little resemblance to each other, which is just a sign of how difficult this priceless little book can be.Geshe Michael Roach is an honors graduate of Princeton University and the first westerner in the 600-year history of Sera Mey Tibetan Monastery to be awarded the degree of Geshe, or Master of Buddhism. He is known for his business bestseller, The Diamond The Buddha on Managing Your Business & Your Life.Using a database of almost half a million pages of ancient Asian literature, Geshe Michael has produced a fresh, clear, and immediately usable translation of the Yoga Sutra in the form of a wonderful novel about a young Tibetan woman who uses the wisdom to transform the corrupt world around her into a paradise on earth.How Yoga Works has been acclaimed as a must-read for anyone who does yoga and who wants to know what the Yoga Sutra really says. It is an especially popular reading for yoga teacher training courses throughout the world, and as a personal daily guide for spiritual inspiration.","406 pages, Paperback",Nonfiction,91 followers,244 reviews,46 books91 followers,40 (1%),106 (4%),364 (14%),696 (28%),"1,261 (51%)"
Just Breathe,Kari Lynn,29,ratings10,"First published October 25, 2014","After the death of her parents, sixteen-year-old Keira is forced to leave her childhood home to live with her aunt and uncle whom she never met. One night a voice wakes her from her troubled sleep, a voice that cannot be placed. A voice that cannot be unheard.Amid settling into her new life she meets David, an attractive charming senior. His confidence and mystery engage and consume her. Keira tries to escape her haunts but finds herself battling with anxiety. She learns she doesn’t live in the world she thought she did. She isn’t who she thought she was. Her thoughts no longer feel as if they are her own and all too often she can’t breathe.","360 pages, Paperback",first-reads,14 followers,10 reviews,13 books14 followers,0 (0%),2 (6%),3 (10%),9 (31%),15 (51%)
Scrag - Up the Hill Backwards,Jesamine James,164,ratings25,"First published May 3, 2013","This is my story of how a paedophile entered my life, home and family when I was six years old.I highlight how he attempted to break my mind, soul and spirit for his total control over me, and how I fought for my sanity, survival and freedom against his evil and constant onslaught of abuse.I was Marie; now I'm Jes.“Even when I die, I'll come back to haunt you.”It's time for Jes to bury Marie's ghosts forever.Six-year-old Marie finds her world has changed and become one of confusion, deceit and abuse.No longer called by her birth name, she is unaffectionately referred to as Scrag - a shortened version of Scraggy-knickered-nut-rag.Her will to survive manifests quite bizarre tactics, as she deviates off course into a childhood of insanity, paranoia, glue-sniffing, self-harming and messages from David Bowie ringing through her ears.Her mind contrives strategies to cope with the continued onslaught that it seems destined to endure.Adulthood is her escape route if she can survive the wait, but can demons be truly locked away in the past forever?This is the story of one child's mind at the mercy of a real life monster.","270 pages, Paperback",Nonfiction,19 followers,25 reviews,10 books19 followers,10 (6%),11 (6%),26 (15%),36 (21%),81 (49%)
On the Edge,Richard  Hammond,"4,987",ratings291,"First published September 20, 2007","Richard Hammond is one of our most in-demand and best-loved television presenters. In September 2006, he suffered a serious brain injury following a high-speed car crash. ON THE EDGE is his compelling account of life before and after the accident and an honest description of his recovery, full of drama and incident.An adrenalin junkie long before his association with Top Gear, Richard tells the story of his life, from the small boy showing off with ridiculous stunts on his bicycle to the adolescent with a near-obsessive attraction to speed and the smell of petrol.After a series of jobs in local radio, he graduated to television and eventually to Top Gear. His insights into the personalities, the camaraderie and the stunts for which Top Gear has become famous, make compulsive reading. It was whilst filming for Top Gear that Richard was involved in a high speed crash, driving a jet-powered dragster. His wife Mindy tells the story of the anxious hours and days of watching and waiting until he finally emerged from his coma. In an extraordinarily powerful piece of writing, she and Richard then piece together the stages of his recovery as his shattered mind slowly reformed. The final chapter recounts his return home and his triumphant reappearance in front of the cameras.","310 pages, Hardcover",Nonfiction,191 followers,291 reviews,41 books191 followers,151 (3%),309 (6%),"1,001 (20%)","1,838 (36%)","1,688 (33%)"
The Gospel of Loki,Joanne M. Harris,"14,291","ratings2,103","First published February 13, 2014","The first adult epic fantasy novel from multi-million copy bestselling author of Chocolat, Joanne Harris.The novel is a brilliant first-person narrative of the rise and fall of the Norse gods - retold from the point of view of the world's ultimate trickster, Loki. It tells the story of Loki's recruitment from the underworld of Chaos, his many exploits on behalf of his one-eyed master, Odin, through to his eventual betrayal of the gods and the fall of Asgard itself. Using her life-long passion for the Norse myths, Joanne Harris has created a vibrant and powerful fantasy novel.Loki, that’s me. Loki, the Light-Bringer, the misunderstood, the elusive, the handsome and modest hero of this particular tissue of lies. Take it with a pinch of salt, but it’s at least as true as the official version, and, dare I say it, more entertaining. So far, history, such as it is, has cast me in a rather unflattering role. Now it’s my turn to take the stage. With his notorious reputation for trickery and deception, and an ability to cause as many problems as he solves, Loki is a Norse god like no other. Demon-born, he is viewed with deepest suspicion by his fellow gods who will never accept him as one of their own and for this he vows to take his revenge. From his recruitment by Odin from the realm of Chaos, through his years as the go-to man of Asgard, to his fall from grace in the build-up to Ragnarok, this is the unofficial history of the world’s ultimate trickster.","302 pages, Hardcover",Fantasy,469 followers,"2,103 reviews",8 books469 followers,328 (2%),"1,133 (7%)","3,916 (27%)","5,470 (38%)","3,444 (24%)"
Unravel Me,Tahereh Mafi,"523,393","ratings48,778","First published February 5, 2013","The thrilling second installment in New York Times bestselling author Tahereh Mafi’s Shatter Me series.It should have taken Juliette a single touch to kill Warner. But his mysterious immunity to her deadly power has left her shaken, wondering why her ultimate defense mechanism failed against the person she most needs protection from.She and Adam were able to escape Warner’s clutches and join up with a group of rebels, many of whom have powers of their own. Juliette will finally be able to actively fight against The Reestablishment and try to fix her broken world. And perhaps these new allies can help her shed light on the secret behind Adam’s—and Warner’s—immunity to her killer skin.Juliette’s world is packed with high-stakes action and tantalizing romance, perfect for fans of the Red Queen series by Victoria Aveyard and the Darkest Minds trilogy by Alexandra Bracken.Ransom Riggs, #1 New York Times bestselling author of Miss Peregrine's Home for Peculiar Children, raved: ""A thrilling, high-stakes saga of self-discovery and forbidden love, the Shatter Me series is a must-read for fans of dystopian young-adult literature—or any literature!""","461 pages, Hardcover",Fantasy,52.1k followers,"48,778 reviews",61 books52.1k followers,"5,967 (1%)","17,602 (3%)","82,537 (15%)","204,796 (39%)","212,491 (40%)"
Greegs & Ladders,Zack Mitchell,272,ratings13,"First published June 22, 2013","Greegs & Ladders is a wildly exciting tale of three oddball characters romping around space and time. Equal parts social satire and fun loving adventure, Greegs promises laughs, a few mildly intelligent and/or interesting observations, & several run-on sentences. You'll also get to find out what the hell Greegs are, and how life on Earth came to be, and the meaning of it all (at no extra charge.)","256 pages, Kindle Edition",Science Fiction,1 follower,13 reviews,5 books1 follower,45 (16%),56 (20%),62 (22%),60 (22%),49 (18%)
