Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Passion,Lauren Kate,"167,761","ratings6,410","First published June 14, 2011","Luce would die for Daniel.And she has. Over and over again. Throughout time, Luce and Daniel have found each other, only to be painfully torn apart: Luce dead, Daniel left broken and alone. But perhaps it doesn’t need to be that way… .Luce is certain that something—or someone—in a past life can help her in her present one. So she begins the most important journey of this lifetime… going back eternities to witness firsthand her romances with Daniel… and finally unlock the key to making their love last.Cam and the legions of angels and Outcasts are desperate to catch Luce, but none are as frantic as Daniel. He chases Luce through their shared pasts, terrified of what might happen if she rewrites history.Because their romance for the ages could go up in flames… forever.","420 pages, Hardcover",Young Adult,25.9k followers,"6,410 reviews",45 books25.9k followers,"5,406 (3%)","14,261 (8%)","39,377 (23%)","48,361 (28%)","60,356 (35%)"
The Night Watch,Sarah Waters,"31,198","ratings2,343","First published February 2, 2006","This is an alternate cover edition for ISBN 9781594482304.Moving back through the 1940s, through air raids, blacked out streets, illicit liaisons, sexual adventure, to end with its beginning in 1941, The Night Watch is the work of a truly brilliant and compelling storyteller.This is the story of four Londoners – three women and a young man with a past, drawn with absolute truth and intimacy. Kay, who drove an ambulance during the war and lived life at full throttle, now dresses in mannish clothes and wanders the streets with a restless hunger, searching. Helen, clever, sweet, much-loved, harbours a painful secret. Viv, glamour girl, is stubbornly, even foolishly loyal, to her soldier lover. Duncan, an apparent innocent, has had his own demons to fight during the war. Their lives, and their secrets connect in sometimes startling ways. War leads to strange alliances…Tender, tragic and beautifully poignant, set against the backdrop of feats of heroism both epic and ordinary, here is a novel of relationships that offers up subtle surprises and twists. The Night Watch is thrilling. A towering achievement.","528 pages, Paperback",Historical Fiction,"8,316 followers","2,343 reviews","36 books8,316 followers","1,012 (3%)","2,582 (8%)","8,437 (27%)","11,797 (37%)","7,370 (23%)"
Across the Nightingale Floor,Lian Hearn,"41,906","ratings2,502","First published August 26, 2002","In his black-walled fortress at Inuyama, the warlord Iida Sadamu surveys his famous nightingale floor. Constructed with exquisite skill, it sings at the tread of each human foot. No assassin can cross it unheard.The youth Takeo has been brought up in a remote mountain village among the Hidden, a reclusive and spiritual people who have taught him only the ways of peace. But unbeknownst to him, his father was a celebrated assassin and a member of the Tribe, an ancient network of families with extraordinary, preternatural skills. When Takeo's village is pillaged, he is rescued and adopted by the mysterious Lord Otori Shigeru. Under the tutelage of Shigeru, he learns that he too possesses the skills of the Tribe. And, with this knowledge, he embarks on a journey that will lead him across the famed nightingale floor—and to his own unimaginable destiny...","305 pages, Paperback",Fantasy,"1,747 followers","2,502 reviews","85 books1,747 followers",466 (1%),"1,747 (4%)","7,837 (18%)","16,662 (39%)","15,194 (36%)"
Duma Key,Stephen King,"122,505","ratings6,988","First published January 22, 2008","From the Flap:NO MORE THAN A DARK PENCIL LINE ON A BLANK PAGE. A HORIZON LINE, MAYBE, BUT ALSO A SLOT FOR BLACKNESS TO POUR THROUGH . . . A terrible construction site accident takes Edgar Freemantle's right arm and scrambles his memory and his mind, leaving him with little but rage as he begins the ordeal of rehabilitation. A marriage that produced two lovely daughters suddenly ends, and Edgar begins to wish he hadn't survived the injuries that could have killed him. He wants out. His psychologist, Dr. Kamen, suggests a ""geographic cure,"" a new life distant from the Twin Cities and the building business Edgar grew from scratch. And Kamen suggests something else. ""Edgar does anything make you happy?"" ""I used to sketch."" ""Take it up again. You need hedges . . . hedges against the night.""Edgar leaves Minnesota for a rented house on Duma Key, a stunningly beautiful, eerily undeveloped splinter of the Florida coast. The sun setting into the Gulf of Mexico and the tidal rattling of shells on the beach call out to him, and Edgar draws. A visit from Ilse, the daughter he dotes on, starts his movement out of solitude. He meets a kindred spirit in Wireman, a man reluctant to reveal his own wounds, and then Elizabeth Eastlake, a sick old woman whose roots are tangled deep in Duma Key. Now Edgar paints, sometimes feverishly, his exploding talent both a wonder and a weapon. Many of his paintings have a power that cannot be controlled. When Elizabeth's past unfolds and the ghosts of her childhood begin to appear, the damage of which they are capable is truly devastating.The tenacity of love, the perils of creativity, the mysteries of memory and the nature of the supernatural--Stephen King gives us a novel as fascinating as it is gripping and terrifying.","611 pages, Hardcover",Horror,841k followers,"6,988 reviews","2,523 books841k followers","1,875 (1%)","6,547 (5%)","26,454 (21%)","45,764 (37%)","41,865 (34%)"
Sovereign,C.J. Sansom,"29,041","ratings1,485","First published August 15, 2006","Autumn, 1541. King Henry VIII has set out on a spectacular Progress to the North to attend an extravagant submission by his rebellious subjects in York.Already in the city are lawyer Matthew Shardlake and his assistant Jack Barak. As well as legal work processing petitions to the King, Shardlake has reluctantly undertaken a secret mission for Archbishop Cranmer – to ensure the welfare of an important but dangerous conspirator who is to be returned to London for interrogation.But the murder of a York glazier involves Shardlake in deeper mysteries, connected not only to the prisoner in York Castle but to the royal family itself. And when Shardlake and Barak stumble upon a cache of secret documents which could threaten the Tudor throne, a chain of events unfolds that will lead to Shardlake facing the most terrifying fate of the age . . .","583 pages, Hardcover",Historical Fiction,"3,662 followers","1,485 reviews","36 books3,662 followers",446 (1%),683 (2%),"3,413 (11%)","11,447 (39%)","13,052 (44%)"
Bossypants,Tina Fey,"1,000,444","ratings42,366","First published April 5, 2011","Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-school gym teacher. She also had a dream that one day she would be a comedian on TV.She has seen both these dreams come true.At last, Tina Fey's story can be told. From her youthful days as a vicious nerd to her tour of duty on Saturday Night Live; from her passionately halfhearted pursuit of physical beauty to her life as a mother eating things off the floor; from her one-sided college romance to her nearly fatal honeymoon—from the beginning of this paragraph to this final sentence.Tina Fey reveals all, and proves what we've all suspected: you're no one until someone calls you bossy.","283 pages, Kindle Edition",Nonfiction,"4,035 followers","42,366 reviews","5 books4,035 followers","29,273 (2%)","51,506 (5%)","203,676 (20%)","360,795 (36%)","355,194 (35%)"
Elantris,Brandon Sanderson,"265,614","ratings18,116","First published May 1, 2005","Elantris was the capital of Arelon: gigantic, beautiful, literally radiant, filled with benevolent beings who used their powerful magical abilities for the benefit of all. Yet each of these demigods was once an ordinary person until touched by the mysterious transforming power of the Shaod. Ten years ago, without warning, the magic failed. Elantrians became wizened, leper-like, powerless creatures, and Elantris itself dark, filthy, and crumbling.Arelon's new capital, Kae, crouches in the shadow of Elantris. Princess Sarene of Teod arrives for a marriage of state with Crown Prince Raoden, hoping—based on their correspondence—to also find love. She finds instead that Raoden has died and she is considered his widow. Both Teod and Arelon are under threat as the last remaining holdouts against the imperial ambitions of the ruthless religious fanatics of Fjordell. So Sarene decides to use her new status to counter the machinations of Hrathen, a Fjordell high priest who has come to Kae to convert Arelon and claim it for his emperor and his god.But neither Sarene nor Hrathen suspect the truth about Prince Raoden. Stricken by the same curse that ruined Elantris, Raoden was secretly exiled by his father to the dark city. His struggle to help the wretches trapped there begins a series of events that will bring hope to Arelon, and perhaps reveal the secret of Elantris itself.A rare epic fantasy that doesn't recycle the classics and that is a complete and satisfying story in one volume, Elantris is fleet and fun, full of surprises and characters to care about. It's also the wonderful debut of a welcome new star in the constellation of fantasy.","638 pages, Mass Market Paperback",Fantasy,223k followers,"18,116 reviews",403 books223k followers,"3,304 (1%)","7,021 (2%)","39,098 (14%)","103,995 (39%)","112,196 (42%)"
The Silver Linings Playbook,Matthew Quick,"158,537","ratings12,686","First published January 1, 2008","Meet Pat. Pat has a theory: his life is a movie produced by God. And his God-given mission is to become physically fit and emotionally literate, whereupon God will ensure a happy ending for him — the return of his estranged wife, Nikki. (It might not come as a surprise to learn that Pat has spent time in a mental health facility.) The problem is, Pat's now home, and everything feels off. No one will talk to him about Nikki; his beloved Philadelphia Eagles keep losing; he's being pursued by the deeply odd Tiffany; his new therapist seems to recommend adultery as a form of therapy. Plus, he's being hunted by Kenny G!In this enchanting novel, Matthew Quick takes us inside Pat's mind, showing us the world from his distorted yet endearing perspective.","291 pages, Paperback",Fiction,"5,122 followers","12,686 reviews","9 books5,122 followers","2,117 (1%)","7,178 (4%)","32,607 (20%)","66,728 (42%)","49,907 (31%)"
A Dog's Purpose,W. Bruce Cameron,"132,005","ratings14,578","First published July 1, 2010","This is the remarkable story of one endearing dog's search for his purpose over the course of several lives. More than just another charming dog story, this touches on the universal quest for an answer to life's most basic question: Why are we here? Surprised to find himself reborn as a rambunctious golden haired puppy after a tragically short life as a stray mutt, Bailey's search for his new life's meaning leads him into the loving arms of 8 year old Ethan. During their countless adventures Bailey joyously discovers how to be a good dog. But this life as a beloved family pet is not the end of Bailey's journey. Reborn as a puppy yet again, Bailey wonders, will he ever find his purpose? Heartwarming, insightful, and often laugh out loud funny, this book is not only the emotional and hilarious story of a dog's many lives, but also a dog's eye commentary on human relationships and the unbreakable bonds between man and man's best friend. This story teaches us that love never dies, that our true friends are always with us, and that every creature on earth is born with a purpose.","319 pages, Hardcover",Fiction,"4,260 followers","14,578 reviews","82 books4,260 followers","1,245 (<1%)","2,998 (2%)","15,136 (11%)","41,388 (31%)","71,238 (53%)"
Between Shades of Gray,Ruta Sepetys,"240,086","ratings26,917","First published March 22, 2011","Lina is just like any other fifteen-year-old Lithuanian girl in 1941. She paints, she draws, she gets crushes on boys. Until one night when Soviet officers barge into her home, tearing her family from the comfortable life they've known. Separated from her father, forced onto a crowded and dirty train car, Lina, her mother, and her young brother slowly make their way north, crossing the Arctic Circle, to a work camp in the coldest reaches of Siberia. Here they are forced, under Stalin's orders, to dig for beets and fight for their lives under the cruelest of conditions.Lina finds solace in her art, meticulously—and at great risk—documenting events by drawing, hoping these messages will make their way to her father's prison camp to let him know they are still alive. It is a long and harrowing journey, spanning years and covering 6,500 miles, but it is through incredible strength, love, and hope that Lina ultimately survives. Between Shades of Gray is a novel that will steal your breath and capture your heart.","344 pages, Hardcover",Historical Fiction,21.5k followers,"26,917 reviews",11 books21.5k followers,"2,111 (<1%)","4,231 (1%)","24,226 (10%)","81,836 (34%)","127,682 (53%)"
In the Night Garden,Catherynne M. Valente,"9,135",ratings942,"First published October 28, 2006","A Book of Wonders for Grown-Up ReadersEvery once in a great while a book comes along that reminds us of the magic spell that stories can cast over us–to dazzle, entertain, and enlighten. Welcome to the Arabian Nights for our time–a lush and fantastical epic guaranteed to spirit you away from the very first page . . .Secreted away in a garden, a lonely girl spins stories to warm a curious peculiar feats and unspeakable fates that loop through each other and back again to meet in the tapestry of her voice. Inked on her eyelids, each twisting, tattooed tale is a piece in the puzzle of the girl’s own hidden history. And what tales she tells! Tales of shape-shifting witches and wild horsewomen, heron kings and beast princesses, snake gods, dog monks, and living stars–each story more strange and fantastic than the one that came before. From ill-tempered “mermaid” to fastidious Beast, nothing is ever quite what it seems in these ever-shifting tales–even, and especially, their teller. Adorned with illustrations by the legendary Michael Kaluta, Valente’s enchanting lyrical fantasy offers a breathtaking reinvention of the untold myths and dark fairy tales that shape our dreams. And just when you think you’ve come to the end, you realize the adventure has only begun….Praise for In the Night Garden“Cathrynne Valente weaves layer upon layer of marvels in her debut novel.  In the Night Garden  is a treat for all who love puzzle stories and the mystical language of talespinners.” —Carol Berg, author of  Daughter of Ancients“Fabulous talespinning in the tradition of story cycles such as The Arabian Nights. Lyrical, wildly imaginative and slyly humorous, Valente's prose possesses an irrepressible spirit.” —K. J. Bishop, author of  The Etched City“Astonishing work! Valente’s endless invention and mythic range are breathtaking. It’s as if she’s gone night-wandering, and plucked a hundred distant cultures out of the air to deliver their stories to us.” —Ellen Kushner, author of  Thomas the Rhymer“Refreshingly original in both style and form,  In the Night Garden  should delight lovers of myth and folklore.” —Juliet Marillier, author of the Sevenwaters trilogy","483 pages, Paperback",Fantasy,"7,453 followers",942 reviews,"246 books7,453 followers",450 (4%),584 (6%),"1,330 (14%)","2,677 (29%)","4,094 (44%)"
The Snowman,Jo Nesbø,"137,622","ratings10,105","First published August 19, 2007","Oslo in November. The first snow of the season has fallen. A boy named Jonas wakes in the night to find his mother gone. Out his window, in the cold moonlight, he sees the snowman that inexplicably appeared in the yard earlier in the day. Around its neck is his mother's pink scarf. Hole suspects a link between a menacing letter he's received and the disappearance of Jonas's mother - and of perhaps a dozen other women, all of whom went missing on the day of a first snowfall. As his investigation deepens, something else emerges: he is becoming a pawn in an increasingly terrifying game whose rules are devised - and constantly revised - by the killer.","383 pages, Mass Market Paperback",Mystery,21k followers,"10,105 reviews",145 books21k followers,"1,932 (1%)","5,825 (4%)","25,791 (18%)","58,047 (42%)","46,027 (33%)"
