Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Counternarratives,John  Keene,635,ratings100,"May 5, 2015","Conjuring slavery and witchcraft, and with bewitching powers all its own, Counternarratives continually spins history—and storytelling—on its headRanging from the 17th century to the present and crossing multiple continents, Counternarrative’s novellas and stories draw upon memoirs, newspaper accounts, detective stories, interrogation transcripts, and speculative fiction to create new and strange perspectives on our past and present. In “Rivers,” a free Jim meets up decades later with his former raftmate Huckleberry Finn; “An Outtake” chronicles an escaped slave’s fate in the American Revolution; “On Brazil, or Dénouement” burrows deep into slavery and sorcery in early colonial South America; and in “Blues” the great poets Langston Hughes and Xavier Villaurrutia meet in Depression-era New York and share more than secrets.","320 pages, Hardcover",Short Stories,135 follower,100 reviews,6,6 (<1%),27 (4%),87 (13%),231 (36%),284 (44%)
Postwar: A History of Europe Since 1945,Tony Judt,"12,291",ratings956,"October 6, 2005","Almost a decade in the making, this much-anticipated grand history of postwar Europe from one of the world's most esteemed historians and intellectuals is a singular achievement. Postwar is the first modern history that covers all of Europe, both east and west, drawing on research in six languages to sweep readers through thirty-four nations and sixty years of political and cultural change-all in one integrated, enthralling narrative. Both intellectually ambitious and compelling to read, thrilling in its scope and delightful in its small details, Postwar is a rare joy.Finalist for the Pulitzer PrizeWinner of the Council on Foreign Relations Arthur Ross Book AwardOne of the New York Times' Ten Best Books of the Year.Table of contentsAbout the authorCopyright pageDedicationPreface & acknowledgementIntroductionPART ONE - Post-War: 1945-19531. The legacy of war2. Retribution3. The rehabilitation of Europe4. The impossible settlement5. The coming of the Cold War6. Into the whirlwind7. Culture warsCODA The end of old EuropePART TWO - Prosperity and its discontents: 1953-19718. The politics of stability9. Lost illusions10. The age of affluencePOSTSCRIPT: A Tale of two economies11. The Social Democrat moment12. The spectre of revolution13. The end of the affairPART THREE - Recessional: 1971-198914. Diminished expectations15. Politics in a new key16. A time of transition17. The new realism18. The power of the powerless19. The end of the old orderPART FOUR - After the Fall: 1989-200520. A fissile continent21. The reckoning22. The old Europe -and the new23. The varieties of Europe24. Europe as a way of lifePhoto crditsSuggestions for further readings","933 pages, Paperback",History,584 follower,956 reviews,65,164 (1%),302 (2%),"1,231 (10%)","3,738 (30%)","6,856 (55%)"
Vernon Subutex 1,Virginie Despentes,"14,323","ratings1,227","January 7, 2015",Qui est Vernon Subutex ? Une légende urbaine. Un ange déchu. Un disparu qui ne cesse de ressurgir. Le détenteur d’un secret. Le dernier témoin d’un monde disparu. L’ultime visage de notre comédie inhumaine. Notre fantôme à tous.,"400 pages, Paperback",Fiction,"2,178 follower","1,227 reviews",38,277 (1%),850 (5%),"3,008 (21%)","5,949 (41%)","4,239 (29%)"
"Always and Forever, Lara Jean",Jenny Han,"250,250","ratings22,264","May 2, 2017","Lara Jean is having the best senior year.And there’s still so much to look forward to: a class trip to New York City, prom with her boyfriend Peter, Beach Week after graduation, and her dad’s wedding to Ms. Rothschild. Then she’ll be off to college with Peter, at a school close enough for her to come home and bake chocolate chip cookies on the weekends.Life couldn’t be more perfect!At least, that’s what Lara Jean thinks . . . until she gets some unexpected news.Now the girl who dreads change must rethink all her plans—but when your heart and your head are saying two different things, which one should you listen to?","325 pages, Hardcover",Romance,59.8k follower,"22,264 reviews",24,"2,636 (1%)","11,657 (4%)","53,854 (21%)","94,200 (37%)","87,903 (35%)"
Hero: Rescue Mission,Jennifer Li Shotz,214,ratings20,"October 31, 2017","The adventure continues in the third installment of the #1 New York Times bestselling Hero series by Jennifer Li Shotz.Ben and Hero, the incredible search-and-rescue dog, have saved the day before—but never like this. Ben’s town is in trouble when two convicts escape from a nearby prison. His dad, a police officer, sets off to find the men and bring them to justice, but then Ben’s dad disappears and the trail goes cold.Ben knows that it’s up to him and Hero to solve the case. As they embark on their most dangerous mission yet, the two best friends must stock up on their bravery and courage in order to outwit the fugitives and bring Ben’s dad home. Are the two heroes up to the challenge?Get ready for another canine adventure full of danger, loyalty, and the unbreakable bond between a boy and his best friend.","192 pages, Paperback",Dogs,77 follower,20 reviews,12,1 (<1%),5 (2%),14 (6%),48 (22%),146 (68%)
This Is How It Always Is,Laurie Frankel,"187,949","ratings18,107","January 4, 2017","Alternate cover edition of ASIN B01HW6Z3FGThis is how a family keeps a secret…and how that secret ends up keeping them.This is how a family lives happily ever after…until happily ever after becomes complicated.This is how children change…and then change the world.This is Claude. He’s five years old, the youngest of five brothers, and loves peanut butter sandwiches. He also loves wearing a dress, and dreams of being a princess.When he grows up, Claude says, he wants to be a girl.Rosie and Penn want Claude to be whoever Claude wants to be. They’re just not sure they’re ready to share that with the world. Soon the entire family is keeping Claude’s secret. Until one day it explodes.This Is How It Always Is is a novel about revelations, transformations, fairy tales, and family. And it’s about the ways this is how it always is: Change is always hard and miraculous and hard again, parenting is always a leap into the unknown with crossed fingers and full hearts, children grow but not always according to plan. And families with secrets don’t get to keep them forever.","336 pages, Kindle Edition",Fiction,"3,235 follower","18,107 reviews",22,"1,466 (<1%)","4,018 (2%)","22,884 (12%)","72,151 (38%)","87,430 (46%)"
Backlund: From All-American Boy to Professional Wrestling's World Champion,Bob Backlund,176,ratings30,"March 4, 2014","Bob Backlund began life as a poor farm boy in the little village of Princeton, Minnesota, with a population of just over 2,000 people. He was a below-average student with a lackluster work ethic and a bad attitude, who hung with the wrong crowd and made a lot of bad choices. He was a kid whose life was headed for disaster—until a local coach took interest in him, suggested that he take up amateur wrestling, and offered to work with him if he promised to stay out of trouble.It was in North Dakota that Bob Backlund had the first of several chance encounters that would shape his destiny. While working out at the YMCA gymnasium in Fargo, North Dakota, where he wrestled for North Dakota State, Backlund met a well-known professional wrestler, “Superstar” Billy Graham. The men talked, and at Graham’s suggestion, Backlund was inspired to pursue a career in professional wrestling.Less than five years from that day, on February 20, 1978, Backlund would find himself halfway across the country, standing in the middle of the ring at Madison Square Garden with his hand raised in victory as the newly crowned World Wide Wrestling Federation Heavyweight Champion. The man Backlund pinned for the championship that night was none other than Superstar Billy Graham.Featuring contributions from Bruno Sammartino, Harley Race, Terry Funk, Pat Patterson, Ken Patera, Sergeant Slaughter, The Magnificent Muraco, George “The Animal” Steele, “Mr. USA” Tony Atlas, The Iron Sheik, and many others, this book tells the incredible story of the life and nearly forty-year career of one of the most famous men to ever grace the squared circle.Skyhorse Publishing, as well as our Sports Publishing imprint, is proud to publish a broad range of books for readers interested in sports—books about baseball, pro football, college football, pro and college basketball, hockey, or soccer, we have a book about your sport or your team.In addition to books on popular team sports, we also publish books for a wide variety of athletes and sports enthusiasts, including books on running, cycling, horseback riding, swimming, tennis, martial arts, golf, camping, hiking, aviation, boating, and so much more. While not every title we publish becomes a New York Times bestseller or a national bestseller, we are committed to publishing books on subjects that are sometimes overlooked by other publishers and to authors whose work might not otherwise find a home.","536 pages, Hardcover",Nonfiction,1 book2 follower,30 reviews,1,2 (1%),5 (2%),20 (11%),76 (43%),73 (41%)
The Unsettlers: In Search of the Good Life in Today's America,Mark Sundeen,"1,717",ratings211,"January 10, 2017","“An in-depth and compelling account of diverse Americans living off the grid.” —Los Angeles TimesThe radical search for the simple life in today’s America.On a frigid April night, a classically trained opera singer, five months pregnant, and her husband, a former marine biologist, disembark an Amtrak train in La Plata, Missouri, assemble two bikes, and pedal off into the night, bound for a homestead they've purchased, sight unseen. Meanwhile, a horticulturist, heir to the Great Migration that brought masses of African Americans to Detroit, and her husband, a product of the white flight from it, have turned to urban farming to revitalize the blighted city they both love. And near Missoula, Montana, a couple who have been at the forefront of organic farming for decades navigate what it means to live and raise a family ethically.   A work of immersive journalism steeped in a distinctively American social history and sparked by a personal quest, The Unsettlers traces the search for the simple life through the stories of these new pioneers and what inspired each of them to look for -- or create -- a better existence. Captivating and clear-eyed, it dares us to imagine what a sustainable, ethical, authentic future might actually look like.","336 pages, Hardcover",Nonfiction,56 follower,211 reviews,12,24 (1%),117 (6%),504 (29%),650 (37%),422 (24%)
Hate Inc.: Why Today's Media Makes Us Despise One Another,Matt Taibbi,"5,089",ratings662,"October 8, 2019","Part tirade, part confessional from the celebrated Rolling Stone journalist, Hate Inc. reveals that what most people think of as ""the news"" is, in fact, a twisted wing of the entertainment businessIn this characteristically turbocharged new book, celebrated Rolling Stone journalist Matt Taibbi provides an insider's guide to the variety of ways today's mainstream media tells us lies. Part tirade, part confessional, it reveals that what most people think of as ""the news"" is, in fact, a twisted wing of the entertainment business.In the Internet age, the press have mastered the art of monetizing anger, paranoia, and distrust. Taibbi, who has spent much of his career covering elections in which this kind of manipulative activity is most egregious, provides a rich taxonomic survey of American political journalism's dirty tricks.Heading into a 2020 election season that promises to be a Great Giza Pyramid Complex of invective and digital ugliness, Hate Inc. will be an invaluable antidote to the hidden poisons dished up by those we rely on to tell us what is happening in the world.","380 pages, Hardcover",Politics,"1,322 follower",662 reviews,27,43 (<1%),157 (3%),871 (17%),"2,131 (41%)","1,887 (37%)"
In the Footsteps of the Prophet: Lessons from the Life of Muhammad,Tariq Ramadan,"4,257",ratings271,"December 11, 2007","Named by Time magazine as one of the 100 most important innovators of the century, Tariq Ramadan is a leading Muslim scholar, with a large following especially among young European and American Muslims. Now, in his first book written for a wide audience, he offers a marvelous biography of the Prophet Muhammad, one that highlights the spiritual and ethical teachings of one of the most influential figures in human history.In the Footsteps of the Prophet is a fresh and perceptive look at Muhammad, capturing a life that was often eventful, gripping, and highly charged. Ramadan provides both an intimate portrait of a man who was shy, kind, but determined, as well as a dramatic chronicle of a leader who launched a great religion and inspired a vast empire. More important, Ramadan presents the main events of the Prophet's life in a way that highlights his spiritual and ethical teachings. The book underscores the significance of the Prophet's example for some of today's most controversial issues, such as the treatment of the poor, the role of women, Islamic criminal punishments, war, racism, and relations with other religions. Selecting those facts and stories from which we can draw a profound and vivid spiritual picture, the author asks how can the Prophet's life remain -- or become again -- an example, a model, and an inspiration? And how can Muslims move from formalism -- a fixation on ritual -- toward acommitted spiritual and social presence?In this thoughtful and engaging biography, Ramadan offers Muslims a new understanding of Muhammad's life and he introduces non-Muslims not just to the story of the Prophet, but to the spiritual and ethical riches of Islam.","242 pages, Hardcover",Islam,"1,163 follower",271 reviews,99,65 (1%),90 (2%),379 (8%),"1,059 (24%)","2,664 (62%)"
