Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Ideas to Postpone the End of the World,Ailton Krenak,"4,379",ratings377,"January 1, 2017","From renowned Brazilian Indigenous activist and leader Ailton Krenak comes an urgent and necessary appeal to save the planet.Humanity is facing the greatest environmental disaster of our existence. Global pandemics, extreme weather events, and massive wildfires all define the era that many are now calling the Anthropocene.In the three lectures that comprise Ideas to Postpone the End of the World, renowned Indigenous activist and leader Ailton Krenak argues that the current environmental crisis is rooted in modern society’s flawed concept of “humanity” — that human beings are superior to any other form of nature and therefore justified to exploit it as we please. As a result, our entire civilization is built upon structures, organizations, and institutions that alienate us from the land, rivers, and trees, and that have forced the marginalization (and sometimes outright elimination) of any community that refuses to abide by these rules. Indigenous peoples throughout the Americas have already faced the end of the world many times before. Now, to stop our collective march towards the abyss, we must reject the homogenizing effect of our human-first perspective and embrace a new idea of “dreaming,” one that allows us to regain our proper place within nature. Only then may we find new solutions to survive.A work of rare passion and intelligence, Ideas to Postpone the End of the World is a parable for modern times written by one of the age’s great thinkers and a necessary appeal for the fate of a world in crisis.","88 pages, Paperback",Nonfiction,399 follower,377 reviews,17,22 (<1%),113 (2%),655 (14%),"1,536 (35%)","2,053 (46%)"
Babylon's Ashes,James S.A. Corey,"80,394","ratings4,282","December 6, 2016","The sixth book in the New York Times bestselling Expanse series. 



NOW A MAJOR TV SERIES
A revolution brewing for generations has begun in fire. It will end in blood.The Free Navy - a violent group of Belters in black-market military ships - has crippled the Earth and begun a campaign of piracy and violence among the outer planets. The colony ships heading for the thousand new worlds on the far side of the alien ring gates are easy prey, and no single navy remains strong enough to protect them.James Holden and his crew know the strengths and weaknesses of this new force better than anyone. Outnumbered and outgunned, the embattled remnants of the old political powers call on the Rocinante for a desperate mission to reach Medina Station at the heart of the gate network. But the new alliances are as flawed as the old, and the struggle for power has only just begun. As the chaos grows, an alien mystery deepens. Pirate fleets, mutiny and betrayal may be the least of the Rocinante's problems. And in the uncanny spaces past the ring gates, the choices of a few damaged and desperate people may determine the fate of more than just humanity.","532 pages, Hardcover",Science Fiction,21.7k follower,"4,282 reviews",72,306 (<1%),"1,471 (1%)","10,649 (13%)","33,541 (41%)","34,427 (42%)"
More Myself: A Journey,Alicia Keys,"17,136","ratings1,759","March 31, 2020","An intimate, revealing look at one artist’s journey from self-censorship to full expressionAs one of the most celebrated musicians in the world, Alicia Keys has enraptured the globe with her heartfelt lyrics, extraordinary vocal range, and soul-stirring piano compositions. Yet away from the spotlight, Alicia has grappled with private heartache—over the challenging and complex relationship with her father, the people-pleasing nature that characterized her early career, the loss of privacy surrounding her romantic relationships, and the oppressive expectations of female perfection.Since Alicia rose to fame, her public persona has belied a deep personal she has spent years not fully recognizing or honoring her own worth. After withholding parts of herself for so long, she is at last exploring the questions that live at the heart of her Who am I, really? And once I discover that truth, how can I become brave enough to embrace it?More Myself is part autobiography, part narrative documentary. Alicia’s journey is revealed not only through her own candid recounting, but also through vivid recollections from those who have walked alongside her. The result is a 360-degree perspective on Alicia’s path, from her girlhood in Hell’s Kitchen and Harlem to the process of growth and self-discovery that we all must navigate.In More Myself, Alicia shares her quest for truth—about herself, her past, and her shift from sacrificing her spirit to celebrating her worth. With the raw honesty that epitomizes Alicia’s artistry, More Myself is at once a riveting account and a clarion call to to define themselves in a world that rarely encourages a true and unique identity.","272 pages, Kindle Edition",Nonfiction,"1,586 follower","1,759 reviews",56,175 (1%),639 (3%),"2,807 (16%)","6,385 (37%)","7,130 (41%)"
The Rookie Club,Danielle Girard,"4,875",ratings276,"June 1, 2006","A seasoned inspector in the Sex Crimes department, Jamie Vail is on a terrifying case: female officers brutalized by a stranger who leaves no clues to his identity and whose sick game is turning into a deadly vendetta. As she hunts a killer, who could be one of their own, Jamie's time is running out-because she's the killer's ultimate prize.","320 pages, Paperback",Mystery,952 follower,276 reviews,22,74 (1%),124 (2%),717 (14%),"1,791 (36%)","2,169 (44%)"
The Witch Is Dead,Shirley Damsgaard,"1,875",ratings78,"January 1, 2007","Life is busier than ever for witch Ophelia Jensen. In addition to her day job at the library, she—with the help of her grandmother Abby—is preparing to officially adopt Tink, the young medium she's taken under her wing. So when Ophelia's elderly Aunt Dot, eager for adventure, wants to investigate the murder of a funeral director in the neighboring town, Ophelia tries to say no. But then Tink's dog pulls a skull out of the woods—a skull that may belong to a murder victim.Finding mysterious bones in the woods isn't the only strange thing that's happened to Tink lately. She's been having visions of ghastly ghosts imploring her for help. But before Ophelia can connect the apparitions with the murder, Tink is kidnapped! Ophelia and Abby will have to battle a creepy crematorium owner and an invasion from some modern-day body snatchers to find their protégé . . . or else they'll have to hold a séance just to speak to her again.","292 pages, Mass Market Paperback",Mystery,438 follower,78 reviews,16,12 (<1%),39 (2%),403 (21%),783 (41%),638 (34%)
The Memoir Project: A Thoroughly Non-Standardized Text for Writing & Life,Marion Roach Smith,"1,423",ratings236,"January 1, 2011","A recent study revealed that the Number 1 thing that baby boomers want to do in retirement is write a book....about themselves. It's not that every person has lived such a unique or dramatic life, but we inherently understand that writing memoir-whether it's a book, blog, or just a letter to a child-is the single greatest portal to self-examination. While there have been other writing books, there's been nothing like Marion Roach Smith's THE MEMOIR PROJECT. Marion has written four books and she's been teaching a sold-out memoir writing class for 13 years. Her new book is a disarmingly frank, but wildly fun, distillation of all the unsentimental lessons that WORK. Tired topics like writing exercises, morning pages and ""writer's block"" are replaced with quirky, provocative tactics that teach you to write with purpose. Previously self-published in April 2010 (under the title Writing What You Know: Realia), the book has already proven hugely popular, and with its new title and updated content, it is sure to find an even bigger and even more enthusiastic audience.","128 pages, Paperback",Writing,21 follower,236 reviews,3,12 (<1%),33 (2%),169 (11%),484 (34%),725 (50%)
To Catch a Pirate,Jade Parker,"7,347",ratings613,"May 1, 2007","Once caught, it’s harder still to let a pirate goWhen Annalisa Townsend’s ship is set upon by pirates in search of her father’s treasure, one of the crew, James Sterling, discovers her in the hold. When he moves to take her necklace, she begs him not to, as it is all she has left of her mother. He accepts a kiss in exchange for the necklace. “A fair trade, m’lady,” he tells her afterward, before disappearing.A year later, with a forged letter of marque, Annalisa is intent on hunting down the wretched James Sterling and reclaiming her father’s treasure from him. But now she’s in danger of him stealing something far more vulnerable this time: her heart.","320 pages, Paperback",Romance,115 follower,613 reviews,16,223 (3%),680 (9%),"2,011 (27%)","2,116 (28%)","2,317 (31%)"
Once a Witch,Carolyn MacCullough,"15,399","ratings1,371","September 14, 2009","""Your daughter will be one of the most powerful we have ever seen in this family. She will be a beacon for us all.""Tamsin Greene comes from a long line of witches, and on the day she was born, her grandmother proclaimed she would be one of the most Talented among them.But Tamsin's magic never showed up.Now, seventeen years later, she spends most of her time at boarding school in Manhattan, where she can at least pretend to be normal. But during the summers, she's forced to return home and work at her family's bookstore/magic shop.One night a handsome young professor from New York University arrives in the shop and mistakes Tamsin for her extremely Talented older sister. For once, it's Tamsin who's being looked at with awe and admiration, and before she can stop herself, she agrees to find a family heirloom for him that was lost more than a century ago. But the search - and the stranger - prove to be more sinister than they first appeared, ultimately sending Tamsin on a treasure hunt through time that will unlock the secret of her true identity, unearth the past sins of her family, and unleash a power so strong and so vengeful that it could destroy them all.In a spellbinding display of storytelling, Carolyn MacCullough interweaves witchcraft, romance, and time travel in a fantasy that will exhilarate, enthrall, and thoroughly enchant.","292 pages, Hardcover",Young Adult,689 follower,"1,371 reviews",13,341 (2%),"1,119 (7%)","4,477 (29%)","5,581 (36%)","3,881 (25%)"
A Wrinkle in Time: The Graphic Novel,Hope Larson,"22,094","ratings2,289","October 2, 2012","Late one night, three otherworldly creatures appear and sweep Meg Murry, her brother Charles Wallace, and their friend Calvin O'Keefe away on a mission to save Mr. Murry, who has gone missing while doing top-secret work for the government. They travel via tesseract — a wrinkle that transports one across space and time — to the planet Camazotz, where Mr. Murry is being held captive. There they discover a dark force that threatens not only Mr. Murry but the safety of the whole universe.Never before illustrated, A Wrinkle in Time is now available in a spellbinding graphic novel adaptation. Hope Larson takes the classic story to a new level with her vividly imagined interpretations of Mrs Whatsit, Mrs Who, Mrs Which, the Happy Medium, Aunt Beast, and the many other characters that readers have loved for the past fifty years. Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's Time Quintet.","392 pages, Hardcover",Graphic Novels,661 follower,"2,289 reviews",148,661 (2%),"1,591 (7%)","5,144 (23%)","7,026 (31%)","7,672 (34%)"
Heaven,Jeffrey Archer,"2,938",ratings125,"January 1, 2004","Heaven, Jeffrey Archer's final volume in his trilogy of prison diaries, covers the period of his transfer from a medium security prison, HMP Wayland, to his eventual release on parole in July 2003. It includes a shocking account of the traumatic time he spent in the notorious Lincoln jail and the events that led to his incarceration there, and also shines a harsh light on a system that is close to its breaking point. Told with humor, compassion, and honesty, the diary closes with a thought-provoking manifesto that will be applauded by reform advocates and the prison population alike.","480 pages, Paperback",Nonfiction,11.2k follower,125 reviews,378,36 (1%),155 (5%),670 (22%),970 (33%),"1,107 (37%)"
