Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
What The Torah Teaches Us About Life / Through The Themes Of The Weekly Torah Portions,Laura Weakley,10,ratings1,"First published December 16, 2012","Pirkei Avot 2:6 ""...Delve into it (the Torah) for everything is in it..."" It is a tree of life for those who hold fast to it, and all of its supporters are happy! Its ways are ways of pleasantness, and all its paths are peace. Of the many different ways to study the Torah, doing so through the themes of the parshiyot is brilliant, refreshing, and unique. The combination of scholarship, spirituality, humor, current events, and history are woven together seamlessly in this book.  What The Torah Teaches Us About Life, is both easy to read for the average person, and yet manages to eloquently provide profound and novel insights. Laura Weakley makes studying the Torah interesting, fun, and relevant to anyone with even the slightest interest in the Five Books of Moses. This may be her best book yet! Well worth the wait, and timely to boot! -- K.A. Weakley","629 pages, Paperback",faith,22 followers,1 review,10 books22 followers,1 (10%),0 (0%),0 (0%),1 (10%),8 (80%)
The Last Days of Old Beijing: Life in the Vanishing Backstreets of a City Transformed,Michael Meyer,"1,171",ratings138,"First published June 24, 2008","A fascinating, intimate portrait of Beijing through the lens of its oldest neighborhood, facing destruction as the city, and China, relentlessly modernizes. Soon we will be able to say about old Beijing that what emperors, warlords, Japanese invaders, and Communist planners couldn’t eradicate, the market economy has. Nobody has been more aware of this than Michael Meyer. A long-time resident, Meyer has, for the past two years, lived as no other Westerner—in a shared courtyard home in Beijing’s oldest neighborhood, Dazhalan, on one of its famed hutong (lanes). There he volunteers to teach English at the local grade school and immerses himself in the community, recording with affection the life stories of the Widow, who shares his courtyard; coteacher Miss Zhu and student Little Liu; and the migrants Recycler Wang and Soldier Liu; among the many others who, despite great differences in age and profession, make up the fabric of this unique neighborhood. Their bond is rapidly being torn, however, by forced evictions as century-old houses and ways of life are increasingly destroyed to make way for shopping malls, the capital’s first Wal-Mart, high-rise buildings, and widened streets for cars replacing bicycles. Beijing has gone through this cycle many times, as Meyer reveals, but never with the kind of dislocation and overturning of its storied culture now occurring as the city prepares to host the 2008 Summer Olympics. Weaving historical vignettes of Beijing and China over a thousand years through his narrative, Meyer captures the city’s deep past as he illuminates its present. With the kind of insight only someone on the inside can provide, The Last Days of Old Beijing brings this moment and the ebb and flow of daily lives on the other side of the planet into shining focus.","355 pages, Hardcover",China,88 followers,138 reviews,180 books88 followers,23 (1%),33 (2%),278 (23%),475 (40%),362 (30%)
Sweet Son of Pan,Trebor Healey,32,ratings3,"First published May 1, 2006","Sweet Son of Pan is a collection of erotic poems, born of crushes, love affairs, fantasies, dreams, and real experiences with men from around the world. These poems are written in a mood of devotion, a praise through language of the sweetest garden we enter as physical beings. They are a response to the sadness that is often a consequence of sex; the fear that so unnecessarily surrounds it; the disrespect that is visited upon it. They are wishes; elegies for our lost brothers--and for the parts of our selves that our lost; parts we rediscover. They are a reaffirmation of sexual freedom and the wisdom that can be gained from the journey along that path--glimpses of paradise, our oneness and timelessness--and if we are lucky, of a small horned creature with cloven hooves who reminds us we came here only to share, and to share joyfully.","135 pages, Paperback",Poetry,51 followers,3 reviews,25 books51 followers,0 (0%),0 (0%),7 (21%),8 (25%),17 (53%)
After,Amy Efaw,"19,878","ratings1,906","First published August 11, 2009","An infant left in the trash to die. A teenage mother who never knew she was pregnant . . . Before That Morning, these were the words most often used to describe straight-A student and star soccer player Devon: responsible, hardworking, mature. But all that changes when the police find Devon home sick from school as they investigate the case of an abandoned baby. Soon the connection is made—Devon has just given birth; the baby in the trash is hers. After That Morning, there's only one way to define attempted murderer. And yet gifted author Amy Efaw does the impossible: she turns Devon into an empathetic character, a girl who was in such deep denial that she refused to believe she was pregnant. Through airtight writing and fast-paced, gripping storytelling, Ms. Efaw takes the reader on Devon's unforgettable journey toward clarity, acceptance, and redemption.","350 pages, Hardcover",Young Adult,345 followers,"1,906 reviews",5 books345 followers,835 (4%),"1,889 (9%)","5,057 (25%)","6,177 (31%)","5,920 (29%)"
Winter Eve,Lia Davis,788,ratings128,"First published December 16, 2012","There comes a time when setting your differences aside isn’t just necessary, it’s a means of survival. After losing over half of their dens to a group rogue shifters, the wolves and leopards merged as one Pack, but living together is much more of a challenge then they expected.Danica Welsh was born to be the leopard pack healer. An accident involving a drug induced youth left her badly burned and scared—emotionally and physically. Without the ability to heal by touch, she secludes herself to the edge of town, away from Ashwood Falls’ overly concerned citizens. All hope of mating and family become a distant dream. When she finally starts to accepts the long, lonely existence ahead of her, a stranger crashes into her life, and her heart. After Nevan Mathews’ fiancé died three ago, he submerged himself into his work, cutting off all reminders of a life he dreamed of with the woman he loved. He lets his step-mother talk him into taking the first vacation in five years to visit for the holidays. But an accident delays his travel plans, sending him to Danica’s doorstep and raises a need he thought he would never feel again. Can they tear down the walls around their hearts and submit to the passion before another claims Dani for his own? Warning: Contains a shifter who's scars run deeper than skin, a human who has the heart of a shifter, and a snow storm that's sure to have them both reaching for warmth.",ebook,Paranormal,"1,539 followers",128 reviews,"232 books1,539 followers",25 (3%),45 (5%),201 (25%),246 (31%),271 (34%)
Glorious Appearing: The End of Days,Tim LaHaye,"17,306",ratings553,"First published January 1, 2004","Thousands of years of human history stained by strife, death, and sin come to an end when the King of Glory returns to earth. The satisfying conclusion of the seven years of Tribulation covered by the Left Behind series portrays the return of Jesus Christ to earth in both glory and judgment. At the height of the battle between the forces of evil gathered at Armageddon and the remaining Christian believers at Petra and Jerusalem, nothing seems to be able to stop the Antichrist, Nicolae Carpathia. But God has another plan.","399 pages, Hardcover",Christian Fiction,"1,926 followers",553 reviews,"746 books1,926 followers",666 (3%),"1,253 (7%)","3,333 (19%)","4,737 (27%)","7,317 (42%)"
Prisoner,Megan Derr,"2,869",ratings247,"First published January 1, 2007","A man whom all men fear...General Dieter von Adolwulf has led the Scarlet Army of Kria to victory for the past decade, holding the infamous field known as the Regenbogen against Kria's hated enemies—the deceptive Illussor and the ruthless Salharans. War has waged between the three nations for longer than anyone can remember, but no one has held the Regenbogen as well as the notorious Wolf of Kria and his fearsome army.A man who fears nothing...Returning home at the end of the year, the Scarlet Army is attacked in the dead of night by a single man who manages to kill hundreds before he is finally captured. A Salharan soldier with no name, no purpose but to kill, he refuses to bend to the Wolf who takes him prisoner and forces upon him a despicable Krian name.A man with nothing to lose...When the rest of his army is slaughtered by Illussor soldiers desperately seeking his prisoner, Dieter determines to hold fast—both for answers and in revenge for the men he lost. But answers and revenge are hard to come by when surrounded by secrets and treachery, and the man least likely to kill him is the prisoner who most wants him dead.","348 pages, Paperback",Fantasy,"2,781 followers",247 reviews,"270 books2,781 followers",81 (2%),173 (6%),533 (18%),"1,034 (36%)","1,048 (36%)"
Lost Shadows,Julie Elizabeth Powell,24,ratings19,"First published August 7, 2012","Not only had Adam lost his parents in a car crash, but he’d also forgotten who he was. Pamela is haunted by the patient who was murdered by her father. Barbara and Mike have mysterious secrets. Harry seeks solace at the bottom of a glass. And why is Mildred so afraid? While Helen’s mind gathers dust, Lizzie mourns the loss of her, and her husband. Both Penny and Jane are frantic to find their daughters, if in different ways. Rick wonders what to do about his family. And who is William?Most are strangers, all are haunted by darkness – does this unite them, or is it something they must do that will free them?Will they find what is lost?","276 pages, Kindle Edition",Fantasy,321 followers,19 reviews,68 books321 followers,0 (0%),0 (0%),0 (0%),9 (37%),15 (62%)
Unbreak My Heart,Melissa C. Walker,"5,510",ratings509,"First published May 1, 2012","Sophomore year broke Clementine Williams’ heart. She fell for her best friend’s boyfriend and long story short: he’s excused, but Clem is vilified and she heads into summer with zero social life. Enter her parents’ plan to spend the summer on their sailboat. Normally the idea of being stuck on a tiny boat with her parents and little sister would make Clem break out in hives, but floating away sounds pretty good right now. Then she meets James at one of their first stops along the river. He and his dad are sailing for the summer and he’s just the distraction Clem needs. Can he break down Clem’s walls and heal her broken heart?Told in alternating chapters that chronicle the year that broke Clem’s heart and the summer that healed it, Unbreak My Heart is a wonderful dual love story that fans of Sarah Dessen, Deb Caletti, and Susane Colasanti will flock to.","232 pages, Hardcover",Young Adult,452 followers,509 reviews,12 books452 followers,165 (2%),383 (6%),"1,518 (27%)","1,736 (31%)","1,708 (30%)"
Tap & Gown,Diana Peterfreund,"1,828",ratings153,"First published January 1, 2009","Fans of Cora Carmack (Losing It) and Tammara Weber ( Easy ) will devour the original New Adult Secret Society Girl, Under the Rose, Rites of Spring (Break), and Tap & Gown . At an elite university, Amy Haskel has been initiated into the country's most notorious secret society. But in this power-hungry world where new blood is at the mercy of old money, hooking up with the wrong people could be fatal. The countdown to Amy's graduation has begun, and suddenly the perfect ending to a perfectly iconoclastic college career is slipping from her grasp. Her new boyfriend is considering an offer he can't refuse, while Amy hasn't even filed her fellowship applications. And the young woman she's chosen to take her place in Rose & Grave seems to come complete with a secret life already intact. Lunging toward real life in the world beyond the hallowed halls of Eli University, Amy finds trouble around every corner, from society intrigues and unlikely stalkers to former flames and mandatory science credits. Surely it couldn't get worse . . . until Initiation Night explodes into a terrifying scene and into a final test of wits for a young woman just trying to make it out of the Ivy League in one piece.","352 pages, Paperback",Fiction,"2,058 followers",153 reviews,"46 books2,058 followers",8 (<1%),43 (2%),305 (16%),705 (38%),767 (41%)
The Jewish Enemy: Nazi Propaganda During World War II and the Holocaust,Jeffrey Herf,107,ratings12,"First published January 1, 2006","The sheer magnitude of the Holocaust has commanded our attention for the past sixty years. The extent of atrocities, however, has overshadowed the calculus Nazis used to justify their deeds. According to German wartime media, it was German citizens who were targeted for extinction by a vast international conspiracy. Leading the assault was an insidious, belligerent Jewish clique, so crafty and powerful that it managed to manipulate the actions of Roosevelt, Churchill, and Stalin. Hitler portrayed the Holocaust as a defensive act, a necessary move to destroy the Jews before they destroyed Germany.Joseph Goebbels, Minister of Propaganda, and Otto Dietrich’s Press Office translated this fanatical vision into a coherent cautionary narrative, which the Nazi propaganda machine disseminated into the recesses of everyday life. Calling on impressive archival research, Jeffrey Herf recreates the wall posters that Germans saw while waiting for the streetcar, the radio speeches they heard at home or on the street, the headlines that blared from newsstands. The Jewish Enemy is the first extensive study of how anti-Semitism pervaded and shaped Nazi propaganda during World War II and the Holocaust, and how it pulled together the diverse elements of a delusionary Nazi worldview. Here we find an original and haunting exposition of the ways in which Hitler legitimized war and genocide to his own people, as necessary to destroy an allegedly omnipotent Jewish foe. In an era when both anti-Semitism and conspiracy theories continue to influence world politics, Herf offers a timely reminder of their dangers along with a fresh interpretation of the paranoia underlying the ideology of the Third Reich.","400 pages, Hardcover",History,16 followers,12 reviews,20 books16 followers,0 (0%),7 (6%),33 (30%),42 (39%),25 (23%)
Vampire Destiny Trilogy,Darren Shan,"2,395",ratings77,"First published January 1, 2005","Become a half-vampire. Explore the night. Feed. Comprising of The Lake of Souls, Lord of the Shadows and Sons of Destiny, Vampire Destiny is the blood-curdling grand finale of The Saga of Darren Shan. In The Lake of Souls, Darren and Harkat go on a quest to the lake of the dead, through a world of mystery and terror. In Lord of the Shadows, Darren returns home and confronts the demons of his human past. In Sons of Destiny, Darren faces archenemy Steve Leopard for a fight to the death. With time running out, can Des Tiny be foiled, or is the world doomed?","592 pages, Paperback",Fantasy,"7,758 followers",77 reviews,"253 books7,758 followers",23 (<1%),60 (2%),331 (13%),677 (28%),"1,304 (54%)"
