Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,"179,940","ratings20,471","First published March 15, 2012","Meet Harold Fry, recently retired. He lives in a small English village with his wife, Maureen, who seems irritated by almost everything he does, even down to how he butters his toast. Little differentiates one day from the next. Then one morning the mail arrives, and within the stack of quotidian minutiae is a letter addressed to Harold in a shaky scrawl from a woman he hasn't seen or heard from in twenty years. Queenie Hennessy is in hospice and is writing to say goodbye. Harold pens a quick reply and, leaving Maureen to her chores, heads to the corner mailbox. But then, as happens in the very best works of fiction, Harold has a chance encounter, one that convinces him that he absolutely must deliver his message to Queenie in person. And thus begins the unlikely pilgrimage. Harold Fry is determined to walk six hundred miles from Kingsbridge to the hospice in Berwick-upon-Tweed because, he believes, as long as he walks, Queenie Hennessey will live. Still in his yachting shoes and light coat, Harold embarks on his urgent quest across the countryside. Along the way he meets one character after another, each of whom unlocks his long-dormant spirit and sense of promise. Memories of his first dance with Maureen, his wedding day, his joy in fatherhood, come rushing back to him - allowing him to also reconcile the losses and the regrets. As for Maureen, she finds herself missing Harold for the first time in years. And then there is the unfinished business with Queenie Hennessy.","320 pages, Hardcover",Fiction,"2,969 followers","20,471 reviews","37 books2,969 followers","2,663 (1%)","8,437 (4%)","39,463 (21%)","76,735 (42%)","52,642 (29%)"
Lips of a Mastodon,Ted Bernal Guevara,"2,910",ratings24,"First published September 30, 2015","(BACK COVER)Why does Ted Bernal Guevara keep putting out these James Dean conceptual novels? In plain truth, Guevara says, “He’s like a kid (James Dean) I went to class with, rode the bus with, and slid down an awesome snow-packed hill with.” And after high school, he goes on to Hollywood fame and immortality while Guevara from his modest bookish world is left to wonder about the iconic image, giving it a stark, poignant voice sixty years later. Guevara grew up in Marion, Indiana, where the actor was born. In 1954, Dean met perhaps the one real romance in his brief life. Italian actress Pier Angeli was barely 22 when her movie The Silver Chalice coincided with Dean’s East of Eden at Warner Brothers. She’d sneak over to watch him perform, and he would do the same. When they finally interact, Pier’s mother disapproves of Dean’s behavior, attire, and not being Catholic.Some say it was all for the limelight and publicity. Guevara’s gripping and frank story vies otherwise, excavating the actor’s true passion for the lovely but quaint Ms. Angeli.Guevara is also the author of True Feel, A Circle with Two Corners, and Days of Slint, the first James Dean conceptual novel.","226 pages, Paperback",Fiction,349 followers,24 reviews,12 books349 followers,331 (11%),330 (11%),516 (17%),837 (28%),896 (30%)
The Sisters Brothers,Patrick deWitt,"96,794","ratings9,883","First published April 26, 2011","Hermann Kermit Warm is going to die. The enigmatic and powerful man known only as the Commodore has ordered it, and his henchmen, Eli and Charlie Sisters, will make sure of it. Though Eli doesn't share his brother's appetite for whiskey and killing, he's never known anything else. But their prey isn't an easy mark, and on the road from Oregon City to Warm's gold-mining claim outside Sacramento, Eli begins to question what he does for a living - and whom he does it for.With The Sisters Brothers, Patrick deWitt pays homage to the classic Western, transforming it into an unforgettable comic tour de force. Filled with a remarkable cast of characters - losers, cheaters, and ne'er-do-wells from all stripes of life - and told by a complex and compelling narrator, it is a violent, lustful odyssey through the underworld of the 1850s frontier that beautifully captures the humor, melancholy, and grit of the Old West, and two brothers bound by blood, violence, and love.","328 pages, Hardcover",Fiction,"2,345 followers","9,883 reviews","20 books2,345 followers","1,889 (1%)","5,516 (5%)","22,460 (23%)","42,407 (43%)","24,522 (25%)"
The Past,Kenneth   Thomas,753,ratings210,"Published May 1, 2020","The Past is the first book in the VanWest series, about an Enforcer who lives in a dystopian Earth of the year 3000 and works for an authoritarian ruler called the Universal Council. Tasked with travelling through time to stop a renegade sect, that seeks to change Earth’s past, he comes to learn about his dark origins and his unique ability.Falling in love with the daughter of its leader, he returns to the present to face a difficult choice, whether or not to save her. And be part of the New Beginning.","195 pages, Paperback",Science Fiction,112 followers,210 reviews,2 books112 followers,98 (13%),51 (6%),102 (13%),100 (13%),402 (53%)
Blood & Spirits,Dennis Sharpe,"2,133",ratings50,"First published April 1, 2011","Small-town life can be hard for a dead girl...For Veronica Fischer the night to night life of a bloodsucking madam in Middle America is tough enough before she adopts Rachel Gregory, an eight year old ghost. After her house is set on fire, and Rachel disappears, all signs point to foul play. When she finds herself with a hit out on her unlife, and warrants for her arrest, it becomes clear she's going to need help.Now she has to contend with horny zombies, violent spirits, and murderous grave robbers if she's ever going to find Rachel and discover the awful truth of the coming storm.A raucous ride through the dangerous lives of the lecherous undead.","310 pages, Paperback",Urban Fantasy,151 followers,50 reviews,20 books151 followers,218 (10%),251 (11%),399 (18%),608 (28%),657 (30%)
The Casual Vacancy,J.K. Rowling,"328,102","ratings32,544","First published September 27, 2012","A BIG NOVEL ABOUT A SMALL TOWN ...When Barry Fairbrother dies unexpectedly in his early forties, the little town of Pagford is left in shock. Pagford is, seemingly, an English idyll, with a cobbled market square and an ancient abbey, but what lies behind the pretty façade is a town at war. Rich at war with poor, teenagers at war with their parents, wives at war with their husbands, teachers at war with their pupils…. Pagford is not what it first seems. And the empty seat left by Barry on the town’s council soon becomes the catalyst for the biggest war the town has yet seen. Who will triumph in an election fraught with passion, duplicity and unexpected revelations?Blackly comic, thought-provoking and constantly surprising, The Casual Vacancy is J.K. Rowling’s first novel for adults.","503 pages, Hardcover",Fiction,225k followers,"32,544 reviews",528 books225k followers,"29,964 (9%)","48,543 (14%)","97,012 (29%)","97,113 (29%)","55,470 (16%)"
Dreamcatcher,Stephen King,"174,678","ratings3,513","First published February 20, 2001","In Derry, Maine, four young boys once stood together and did a brave thing. Something that changed them in ways they hardly understand.A quarter of a century later, the boys are men who have gone their separate ways. Though they still get together once a year, to go hunting in the north woods of Maine. But this time is different. This time a man comes stumbling into their camp, lost, disoriented and muttering about lights in the sky.Before long, these old friends will be plunged into the most remarkable events of their lives as they struggle with a terrible creature from another world. Their only chance of survival is locked in their shared past - and in the Dreamcatcher.","688 pages, Paperback",Horror,841k followers,"3,513 reviews","2,523 books841k followers","6,769 (3%)","18,320 (10%)","50,226 (28%)","52,752 (30%)","46,611 (26%)"
Living Dead in Dallas,Charlaine Harris,"251,954","ratings7,581","First published March 26, 2002","Cocktail waitress Sookie Stackhouse is having a streak of bad luck. First her co-worker is killed, and no one seems to care. Then she comes face to-face with a beastly creature that gives her a painful and poisonous lashing. Enter the vampires, who graciously suck the poison from her veins (like they didn't enjoy it).The point is: they saved her life. So when one of the bloodsuckers asks for a favor, she obliges - and soon Sookie's in Dallas, using her telepathic skills to search for a missing vampire. She's supposed to interview certain humans involved, but she makes one condition: the vampires must promise to behave and let the humans go unharmed. But that's easier said than done, and all it takes is one delicious blonde and one small mistake for things to turn deadly....","291 pages, Mass Market Paperback",Fantasy,35.8k followers,"7,581 reviews",278 books35.8k followers,"2,673 (1%)","10,945 (4%)","60,161 (23%)","97,124 (38%)","81,051 (32%)"
"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,"159,323","ratings8,284","First published September 1, 2005","With the humor of Bridget Jones and the vitality of Augusten Burroughs, Julie Powell recounts how she conquered every recipe in Julia Child's Mastering the Art of French Cooking and saved her soul!Julie Powell is 30-years-old, living in a rundown apartment in Queens and working at a soul-sucking secretarial job that’s going nowhere. She needs something to break the monotony of her life, and she invents a deranged assignment. She will take her mother's dog-eared copy of Julia Child's 1961 classic Mastering the Art of French Cooking, and she will cook all 524 recipes. In the span of one year. At first she thinks it will be easy. But as she moves from the simple Potage Parmentier (potato soup) into the more complicated realm of aspics and crépes, she realizes there’s more to Mastering the Art of French Cooking than meets the eye. With Julia’s stern warble always in her ear, Julie haunts the local butcher, buying kidneys and sweetbreads. She sends her husband on late-night runs for yet more butter and rarely serves dinner before midnight. She discovers how to mold the perfect Orange Bavarian, the trick to extracting marrow from bone, and the intense pleasure of eating liver. And somewhere along the line she realizes she has turned her kitchen into a miracle of creation and cuisine. She has eclipsed her life’s ordinariness through spectacular humor, hysteria, and perseverance.","310 pages, Hardcover",Nonfiction,329 followers,"8,284 reviews",8 books329 followers,"5,407 (3%)","13,842 (8%)","43,646 (27%)","54,814 (34%)","41,614 (26%)"
Fantastic Beasts and Where to Find Them,J.K. Rowling,"398,800","ratings12,609","First published March 1, 2001","A copy of Fantastic Beasts and Where to Find Them resides on almost every wizarding household in the country. Now, for a limited period only, Muggles too have the chance to discover where the Quintaped lives, what the Puffskein eats, and why it is best not to leave milk out for a Knarl. Proceeds from the sale of this book will go to improving and saving the lives of children around the world, which means that the dollars and Galleons you exchange for it will do magic beyond the powers of any wizard. If you feel that this is insufficient reason to part with your money, I can only hope most sincerel that passing wizards feel more charitable if they ever see you being attacked by a Manticore. 

-Albus Dumbledore","128 pages, Hardcover",Fantasy,225k followers,"12,609 reviews",528 books225k followers,"7,069 (1%)","24,828 (6%)","95,701 (23%)","121,020 (30%)","150,182 (37%)"
