Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Leonardo da Vinci,Walter Isaacson,"105,023","ratings5,795","October 17, 2017","The #1 New York Times bestseller from Walter Isaacson brings Leonardo da Vinci to life in this exciting new biography that is “a study in how to define it, how to achieve it…Most important, it is a powerful story of an exhilarating mind and life” (The New Yorker).Based on thousands of pages from Leonardo da Vinci’s astonishing notebooks and new discoveries about his life and work, Walter Isaacson “deftly reveals an intimate Leonardo” (San Francisco Chronicle) in a narrative that connects his art to his science. He shows how Leonardo’s genius was based on skills we can improve in ourselves, such as passionate curiosity, careful observation, and an imagination so playful that it flirted with fantasy. He produced the two most famous paintings in history, The Last Supper and the Mona Lisa. With a passion that sometimes became obsessive, he pursued innovative studies of anatomy, fossils, birds, the heart, flying machines, botany, geology, and weaponry. He explored the math of optics, showed how light rays strike the cornea, and produced illusions of changing perspectives in The Last Supper. His ability to stand at the crossroads of the humanities and the sciences, made iconic by his drawing of Vitruvian Man, made him history’s most creative genius. In the “luminous” (Daily Beast) Leonardo da Vinci, Isaacson describes how Leonardo’s delight at combining diverse passions remains the ultimate recipe for creativity. So, too, does his ease at being a bit of a illegitimate, gay, vegetarian, left-handed, easily distracted, and at times heretical. His life should remind us of the importance to be imaginative and, like talented rebels in any era, to think different. Here, da Vinci “comes to life in all his remarkable brilliance and oddity in Walter Isaacson’s ambitious new biography…a vigorous, insightful portrait” (The Washington Post).","808 pages, Kindle Edition",Biography,18.4k follower,"5,795 reviews",100,"2,977 (2%)","3,835 (3%)","13,910 (13%)","32,954 (31%)","51,347 (48%)"
"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",Greg Sestero,"32,705","ratings3,531","October 1, 2013","From the actor who lived through the most improbable Hollywood success story, with an award-winning narrative nonfiction writer, comes the inspiring, fascinating and laugh-out-loud story of a mysteriously wealthy outsider who sundered every road block in the Hollywood system to achieve success on his own terms—the making of The Room, “the Citizen Kane of bad movies” (Entertainment Weekly).In 2003, an independent film called The Room—written, produced, directed, and starring a very rich social misfit of indeterminate age and origin named Tommy Wiseau—made its disastrous debut in Los Angeles. Described by one reviewer as “like getting stabbed in the head,” the $6 million film earned a grand total of $1,800 at the box office and closed after two weeks. Now in its tenth anniversary year, The Room is an international phenomenon to rival The Rocky Horror Picture Show. Thousands of fans wait in line for hours to attend screenings complete with costumes, audience rituals, merchandising, and thousands of plastic spoons.Readers need not have seen The Room to appreciate its costar Greg Sestero’s account of how Tommy Wiseau defied every law of artistry, business, and interpersonal relationships to achieve the dream only he could love. While it does unravel mysteries for fans, The Disaster Artist is more than just an hilarious story about cinematic hubris: It is ultimately a surprisingly inspiring tour de force that reads like a page-turning novel, an open-hearted portrait of a supremely enigmatic man who will capture your heart.","270 pages, Hardcover",Nonfiction,105 follower,"3,531 reviews",3,434 (1%),728 (2%),"3,452 (10%)","12,695 (38%)","15,396 (47%)"
We'll Always Have Summer,Jenny Han,"441,293","ratings38,655","April 26, 2011","It's been two years since Conrad told Belly to go with Jeremiah. She and Jeremiah have been inseparable ever since, even attending the same college—only, their relationship hasn't exactly been the happily ever after Belly had hoped it would be. And when Jeremiah makes the worst mistake a boy can make, Belly is forced to question what she thought was true love. Does she really have a future with Jeremiah? Has she ever gotten over Conrad? It's time for Belly to decide, once and for all, who has her heart forever.","291 pages, Hardcover",Romance,59.8k follower,"38,655 reviews",24,"12,142 (2%)","38,436 (8%)","110,174 (24%)","142,029 (32%)","138,512 (31%)"
The Divide: A Brief Guide to Global Inequality and its Solutions,Jason Hickel,"2,885",ratings393,"January 1, 2017","For decades we have been told a story about the divide between rich countries and poor countries.We have been told that development is working: that the global South is catching up to the North, that poverty has been cut in half over the past thirty years, and will be eradicated by 2030. It’s a comforting tale, and one that is endorsed by the world’s most powerful governments and corporations. But is it true?Since 1960, the income gap between the North and South has roughly tripled in size. Today 4.3 billion people, 60 per cent of the world's population, live on less than $5 per day. Some 1 billion live on less than $1 a day. The richest eight people now control the same amount of wealth as the poorest half of the world combined.What is causing this growing divide? We are told that poverty is a natural phenomenon that can be fixed with aid. But in reality it is a political problem: poverty doesn’t just exist, it has been created.Poor countries are poor because they are integrated into the global economic system on unequal terms. Aid only works to hide the deep patterns of wealth extraction that cause poverty and inequality in the first place: rigged trade deals, tax evasion, land grabs and the costs associated with climate change. The Divide tracks the evolution of this system, from the expeditions of Christopher Columbus in the 1490s to the international debt regime, which has allowed a handful of rich countries to effectively control economic policies in the rest of the world.Because poverty is a political problem, it requires political solutions. The Divide offers a range of revelatory answers, but also explains that something much more radical is needed – a revolution in our way of thinking. Drawing on pioneering research, detailed analysis and years of first-hand experience, The Divide is a provocative, urgent and ultimately uplifting account of how the world works, and how it can change.","368 pages, Hardcover",Economics,523 follower,393 reviews,9,13 (<1%),26 (<1%),148 (5%),671 (23%),"2,027 (70%)"
The Gollywhopper Games,Jody Feldman,"4,059",ratings450,"March 1, 2008","Ladies and gentlemen!Boys and girls!Welcome to the biggest, bravest, boldest competition the world has ever seen!The Gollywhopper Games!Are you ready? Gil Goodson sure hopes he's ready. His future happiness depends on winning the Golly Toy & Game Company's ultimate competition. If Gil wins, his dad has promised the family can move out of Orchard Heights—away from all the gossip, the false friends, and bad press that have plagued the Goodsons ever since The Incident. Gil's been studying for months. He thinks he knows everything about Golly's history and merchandise. But does he know enough to answer the trivia? Solve the puzzles? Complete the stunts? Will it be more than all the other kids know? Gil's formidable opponents have their own special talents. He must be quicker and smarter than all of them. The ride of Gil's life is about to begin. Win! win! win!","332 pages, Paperback",Middle Grade,49 follower,450 reviews,8,101 (2%),187 (4%),825 (20%),"1,356 (33%)","1,590 (39%)"
Us Against You,Fredrik Backman,"187,728","ratings20,910","August 21, 2017","After everything that the citizens of Beartown have gone through, they are struck yet another blow when they hear that their beloved local hockey team will soon be disbanded. What makes it worse is the obvious satisfaction that all the former Beartown players, who now play for a rival team in Hed, take in that fact. Amidst the mounting tension between the two rivals, a surprising newcomer is handpicked to be Beartown’s new hockey coach.Soon a new team starts to take shape around Amat, the fastest player you’ll ever see; Benji, the intense lone wolf; and Vidar, a born-to-be-bad troublemaker. But bringing this team together proves to be a challenge as old bonds are broken, new ones are formed, and the enmity with Hed grows more and more acute.As the big match approaches, the not-so-innocent pranks and incidents between the communities pile up and their mutual contempt grows deeper. By the time the last game is finally played, a resident of Beartown will be dead, and the people of both towns will be forced to wonder if, after all they’ve been through, the game they love can ever return to something simple and innocent.","448 pages, Hardcover",Fiction,69.3k follower,"20,910 reviews",30,669 (<1%),"3,126 (1%)","20,142 (10%)","67,018 (35%)","96,773 (51%)"
Chocolate Mousse for Greedy Goose,Julia Donaldson,446,ratings43,"April 1, 2005","Join in the fun at this delicious dinner party, where good manners aren't on the menu!Duck won't eat his carrots. Moth's eating the cloth, and Sheep would rather sleep than wash the dishes. Thank goodness some of the animals know how to behave.Even the smallest toddler will enjoy the wonderfully silly animal antics in this book -- you've never been to a dinner party like it!Trademark Julia Donaldson rhymes and rhythms are perfect to read aloud, and Nick Sharratt's mischievous and funny illustrations make the bright and playful Chocolate Mousse for Greedy Goose a sure winner. Just right for toddlers!Look out Hippo Has a Hat, Animal Music, Toddle Waddle and Goat Goes to Playgroup.","24 pages, Paperback",Picture Books,"1,621 follower",43 reviews,"1,167",6 (1%),23 (5%),118 (26%),144 (32%),155 (34%)
"The Image, the Icon, and the Covenant",Sahar Khalifeh,157,ratings30,"January 1, 2002","This award-winning novel is at once a re-casting of the story of the Holy Family, an ode to Arab Jerusalem, and a call for liberation, not just of a nation but for the individual women and men who inhabit it. After abandoning his beloved Mariam when she falls pregnant, and escaping her brothers' bullets, Ibrahim abandons his own ideals and dreams of becoming a novelist, opting instead to follow his father's wishes and seek wealth and commercial success abroad. Thirty years later, lonely and disillusioned, Ibrahim returns to Ramallah to retrace the past he tried to leave behind. He sets out on a long and frustrating quest to track down Mariam, which takes him from the West Bank to Israel. Along the way he encounters his son, Michael, a young man with spiritual powers that enable him to see what is unknown and find what has gone missing. Moving and lyrical, Khalifeh's novel weaves religious and political symbolism into a story of love and loss. At its core is Ibrahim's--the Palestinian's--agonizing but unrelenting search for a home.","256 pages, Paperback",Fiction,184 follower,30 reviews,16,9 (5%),23 (14%),48 (30%),54 (34%),23 (14%)
Born to Run,Michael Morpurgo,"6,995",ratings431,"September 3, 2007","The bag wasn't just drifting gently along, it was turning of it's own accord. There was something inside it, squeaking and squealing in terror. Patrick didn't think about it. He shrugged off his school bag and leaped into the canal.For Best Mate, being rescued from drowning as a young puppy is only the start of his adventures. From unwanted burden to favourite companion, and from pet to champion race dog, this remarkable greyhound proves that it's not just cats who have more than one life. Cast aside, kidnapped, adopted or living rough on the streets, Best Mate can always find a way to survive. But will he ever find a real home?","240 pages, Hardcover",Fiction,"2,675 follower",431 reviews,548,45 (<1%),213 (3%),"1,256 (17%)","2,500 (35%)","2,981 (42%)"
Pax,Sara Pennypacker,"57,020","ratings7,120","February 2, 2016","Pax was only a kit when his family was killed, and “his boy” Peter rescued him from abandonment and certain death. Now the war front approaches, and when Peter’s father enlists, Peter has to move in with his grandpa. Far worse than being forced to leave home is the fact that Pax can’t go. Peter listens to his stern father—as he usually does—and throws Pax’s favorite toy soldier into the woods. When the fox runs to retrieve it, Peter and his dad get back in the car and leave him there—alone. But before Peter makes it through even one night under his grandfather’s roof, regret and duty spur him to action; he packs for a trek to get his best friend back and sneaks into the night. This is the story of Peter, Pax, and their independent struggles to return to one another against all odds. Told from the alternating viewpoints of Peter and Pax.","278 pages, Hardcover",Middle Grade,878 follower,"7,120 reviews",46,"1,625 (2%)","3,181 (5%)","10,927 (19%)","20,574 (36%)","20,713 (36%)"
The Burning Girls,C.J. Tudor,"40,005","ratings6,144","February 9, 2021","An unconventional vicar moves to a remote corner of the English countryside, only to discover a community haunted by death and disappearances both past and present--and intent on keeping its dark secrets--in this explosive, unsettling thriller from acclaimed author C. J. Tudor.Welcome to Chapel Croft. Five hundred years ago, eight protestant martyrs were burned at the stake here. Thirty years ago, two teenage girls disappeared without a trace. And two months ago, the vicar of the local parish killed himself.Reverend Jack Brooks, a single parent with a fourteen-year-old daughter and a heavy conscience, arrives in the village hoping to make a fresh start and find some peace. Instead, Jack finds a town mired in secrecy and a strange welcome package: an old exorcism kit and a note quoting scripture. ""But there is nothing covered up that will not be revealed and hidden that will not be known.""The more Jack and her daughter Flo get acquainted with the town and its strange denizens, the deeper they are drawn into their rifts, mysteries, and suspicions. And when Flo is troubled by strange sightings in the old chapel, it becomes apparent that there are ghosts here that refuse to be laid to rest.But uncovering the truth can be deadly in a village where everyone has something to protect, everyone has links with the village's bloody past, and no one trusts an outsider.","333 pages, Hardcover",Horror,"7,174 follower","6,144 reviews",14,367 (<1%),"1,442 (3%)","7,760 (19%)","17,902 (44%)","12,534 (31%)"
Kill Me Softly,Sarah Cross,"6,503","ratings1,144","April 1, 2012","Mirabelle's past is shrouded in secrecy, from her parents' tragic deaths to her guardians' half-truths about why she can't return to her birthplace, Beau Rivage. Desperate to see the town, Mira runs away a week before her sixteenth birthday—and discovers a world she never could have imagined.In Beau Rivage, nothing is what it seems—the strangely pale girl with a morbid interest in apples, the obnoxious playboy who's a beast to everyone he meets, and the chivalrous guy who has a thing for damsels in distress. Here, fairy tales come to life, curses are awakened, and ancient stories are played out again and again.But fairy tales aren't pretty things, and they don't always end in happily ever after. Mira has a role to play, a fairy tale destiny to embrace or resist. As she struggles to take control of her fate, Mira is drawn into the lives of two brothers with fairy tale curses of their own . . . brothers who share a dark secret. And she'll find that love, just like fairy tales, can have sharp edges and hidden thorns.","336 pages, Hardcover",Fantasy,418 follower,"1,144 reviews",29,329 (5%),663 (10%),"1,616 (24%)","1,891 (29%)","2,004 (30%)"
Daimon,Jennifer L. Armentrout,"25,879","ratings1,809","April 19, 2011","For three years, Alexandria has lived among mortals pretending to be like them and trying to forget the duty she'd been trained to fulfill as a child of a mortal and a demigod. At 17, she's pretty much accepted that she's a freak by mortal standards… and that she'll never be prepared for that duty. But as every descendant of the gods knows, Fate has a way of rearing her ugly head. A horrifying attack forces Alex to flee Miami and try to find her way back to the very place her mother had warned her she should never return - the Covenant.","62 pages, ebook",Fantasy,132k follower,"1,809 reviews",147,232 (<1%),"1,152 (4%)","5,780 (22%)","8,943 (34%)","9,772 (37%)"
