Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Russian Folktale by Vladimir Yakovlevich Propp,Vladimir Propp,49,ratings6,"First published January 1, 1984","Vladimir Propp is the Russian folklore specialist most widely known outside Russia thanks to the impact of his 1928 book Morphology of the Folktale-but Morphology is only the first of Propp's contributions to scholarship. This volume translates into English for the first time his book The Russian Folktale, which was based on a seminar on Russian folktales that Propp taught at Leningrad State University late in his life. Edited and translated by Sibelan Forrester, this English edition contains Propp's own text and is supplemented by notes from his students.The Russian Folktale begins with Propp's description of the folktale's aesthetic qualities and the history of the term; the history of folklore studies, first in Western Europe and then in Russia and the USSR; and the place of the folktale in the matrix of folk culture and folk oral creativity. The book presents Propp's key insight into the formulaic structure of Russian wonder tales (and less schematically than in Morphology, though in abbreviated form), and it devotes one chapter to each of the main types of Russian folktales: the wonder tale, the ""novellistic"" or everyday tale, the animal tale, and the cumulative tale. Even Propp's bibliography, included here, gives useful insight into the sources accessible to and used by Soviet scholars in the third quarter of the twentieth century.Propp's scholarly authority and his human warmth both emerge from this well-balanced and carefully structured series of lectures. An accessible introduction to the Russian folktale, it will serve readers interested in folklore and fairy-tale studies in addition to Russian history and cultural studies.","416 pages, Paperback",Fairy Tales,70 followers,6 reviews,36 books70 followers,1 (2%),2 (4%),5 (10%),13 (26%),28 (57%)
Um Pinguim na Garagem,Luís Caminha,18,ratings3,"First published January 1, 2009","Já todos tivemos a sensação de não nos reconhecermos ao espelho. Mas... se, além disso, reconhecêssemos outra pessoa no lado de lá? É o que sucede a Luís, personagem principal de ""Um Pinguim na Garagem"", que tem um dia a confirmação de que é um clone do seu pai. Ao longo do texto, vai descrevendo o desamparo e a luta inglória pelo direito à diferença, que sente ter-lhe sido roubado. E, como também refere desde a primeira página, este roubo tanto resulta do facto de ser produto de uma clonagem como da ""mestria com que o pai dominou essa outra arte, bastante mais castrante e corrosiva, ancestral como a espécie humana [...] e que bem se poderia chamar de clonagem educacional"". Fica a mensagem: a de este meio de procriação poder vir a ser procurado, preferencialmente, por aqueles que vêem nos filhos um prolongamento, um instrumento de eternização.","173 pages, Paperback",menos-200págs,1 follower,3 reviews,2 books1 follower,0 (0%),2 (11%),2 (11%),5 (27%),9 (50%)
vN,Madeline Ashby,"3,053",ratings456,"First published August 2, 2012","Amy Peterson is a von Neumann machine, a self-replicating humanoid robot.For the past five years, she has been grown slowly as part of a mixed organic/synthetic family. She knows very little about her android mother’s past, so when her grandmother arrives and attacks her mother, little Amy wastes no time: she eats her alive.Now she carries her malfunctioning granny as a partition on her memory drive, and she’s learning impossible things about her clade’s history – like the fact that the failsafe that stops all robots from harming humans has failed… Which means that everyone wants a piece of her, some to use her as a weapon, others to destroy her.","416 pages, Paperback",Science Fiction,456 followers,456 reviews,53 books456 followers,108 (3%),374 (12%),"1,090 (35%)","1,025 (33%)",456 (14%)
An Alpha's Path,Carrie Ann Ryan,"3,698",ratings330,"First published December 1, 2011","Melanie Cross knew nothing of the world beyond her books and thought that was all she needed. When she finds herself on a blind date with a shifter who says she’s his mate, she finds out otherwise.Kade Jamenson knows one day he will be the Alpha of the Redwood Pack but first, he must find his mate. Somehow fate has put her in his path in the most unlikely of ways, but when another tries to block them before they can complete the mating bond, he’ll stop at nothing to keep Melanie safe.As temptation burns bright, two of them must overcome what they thought were differences and fight for something more than a mere night: fate.","59 pages, ebook",Paranormal,"5,771 followers",330 reviews,"225 books5,771 followers",182 (4%),461 (12%),"1,049 (28%)","1,002 (27%)","1,004 (27%)"
Living In Darkness,Robin Renee Ray,143,ratings20,"First published January 1, 2011","Not once in her life did farm girl Renee Crocker, imagine she would encounter a world found only in the minds of myth-seeking men. Although the things they sought were not always unheard of in the 1930’s in other parts of the world, life was just too harsh in the small Texas community, to pay mind to anything other than raising a healthy crop to ensure the survival of one’s family. But late one evening during supper, a stranger comes knocking on the door of the Crocker family farm house and is invited inside. It doesn’t take long for Renee to discover a great number of things that people in her neck of the woods couldn’t even contemplate. The dark of night takes on a whole new meaning, and the once vulnerable young country woman finds herself struggling to survive in a world that demands she live forever in darkness.",ebook,Fiction,101 followers,20 reviews,33 books101 followers,16 (11%),8 (5%),15 (10%),40 (27%),64 (44%)
Ayn Rand Answers: The Best of Her Q & A,Robert Mayhew,637,ratings16,"First published January 1, 2005","After the publication of Atlas Shrugged in 1957, Ayn Rand occasionally lectured in order bring her philosophy of Objectivism to a wider audience and apply it to current cultural and political issues. These taped lectures and the question-and-answer sessions that followed not only added an eloquent new dimension to Ayn Rand's ideas and beliefs, but a fresh and spontaneous insight into Ayn Rand herself. Never before available in print, this publishing event is a collection of those enlightening Q & As.This is Ayn Rand on: ethics, Ernest Hemingway, modern art, Vietnam, Libertarians, Jane Fonda, religious conservatives, Hollywood Communists, atheism, Don Quixote, abortion, gun control, love and marriage, Ronald Reagan, pollution, the Middle East, racism and feminism, crime and punishment, capitalism, prostitution, homosexuality, reason and rationality, literature, drug use, freedom of the press, Richard Nixon, New Left militants, HUAC, chess, comedy, suicide, masculinity, Mark Twain, improper questions, and more.","256 pages, Paperback",Philosophy,7 followers,16 reviews,36 books7 followers,17 (2%),28 (4%),102 (16%),193 (30%),297 (46%)
Monsoon Love and Other Nepali Stories,Andrew James Pritchard,57,ratings6,"First published December 1, 2012","In Monsoon Love, Suresh having recently been transferred to Pokhara must choose between falling in love with a woman whose face is always hidden behind an umbrella, and the attractive Anu with her belly-aching love-sick buffalo.  Khadka and his friends embark on a wild coming of age adventure in the Himalayan village of Hemja on the eve of the MahaShivaRatri festival. Tragedy and hardships follow in the marriage of Jeevan and Shivani when Jeevan's jealous mother takes out her revenge on the young bride. Mahadev reminisces the important role which his Hero bicycle played in the meeting and winning-over of Mina, who eventually became his wife. This story also ties in with the novel ""To Revolt Is a People's Right"" Part mythology, part folktale, an ancient demon tells a wandering tinker a story of underhandedness, betrayal and tragedy, and of how it will extract it's revenge. The old Porter tells of the joy filled life and hardships of the men who carry goods and belongings to the isolated villages high in the Himalayas, and regardless of what bad turns life might suddenly take, life still goes on.  The Ploughman is a description of a day in the life of such an occupation, and how that world is slowly changing with modernization, and what the future implications for the ploughman might be.","129 pages, ebook",Short Stories,29 followers,6 reviews,25 books29 followers,6 (10%),5 (8%),9 (15%),15 (26%),22 (38%)
"Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",Gabrielle Hamilton,"35,883","ratings4,080","First published January 1, 2001","Before Gabrielle Hamilton opened her acclaimed New York restaurant Prune, she spent twenty hard-living years trying to find purpose and meaning in her life. Blood, Bones & Butter follows an unconventional journey through the many kitchens Hamilton has inhabited through the years: the rural kitchen of her childhood, where her adored mother stood over the six-burner with an oily wooden spoon in hand; the kitchens of France, Greece, and Turkey, where she was often fed by complete strangers and learned the essence of hospitality; Hamilton’s own kitchen at Prune, with its many unexpected challenges; and the kitchen of her Italian mother-in-law, who serves as the link between Hamilton’s idyllic past and her own future family—the result of a prickly marriage that nonetheless yields lasting dividends. By turns epic and intimate, Gabrielle Hamilton’s story is told with uncommon honesty, grit, humor, and passion.","304 pages, Hardcover",Food,157 followers,"4,080 reviews",11 books157 followers,805 (2%),"2,755 (7%)","9,590 (26%)","13,667 (38%)","9,066 (25%)"
White Mughals: Love and Betrayal in Eighteenth-Century India,William Dalrymple,"4,828",ratings422,"First published March 29, 2002","White Mughals is the romantic and ultimately tragic tale of a passionate love affair that crossed and transcended all the cultural, religious and political boundaries of its time. James Achilles Kirkpatrick was the British Resident at the court of the Nizam of Hyderabad when in 1798 he glimpsed Kahir un-Nissa—'Most excellent among Women'—the great-niece of the Nizam's Prime Minister and a descendant of the Prophet. Kirkpatrick had gone out to India as an ambitious soldier in the army of the East India Company, eager to make his name in the conquest and subjection of the subcontinent. Instead, he fell in love with Khair and overcame many obstacles to marry her—not least of which was the fact that she was locked away in purdah and engaged to a local nobleman. Eventually, while remaining Resident, Kirkpatrick converted to Islam, and according to Indian sources even became a double-agent working for the Hyderabadis against the East India Company.It is a remarkable story, involving secret assignations, court intrigue, harem politics, religious and family disputes. But such things were not unknown; from the early sixteenth century, when the Inquisition banned the Portuguese in Goa from wearing the dhoti, to the eve of the Indian mutiny, the 'white Mughals' who wore local dress and adopted Indian ways were a source of embarrassments to successive colonial administrations. William Dalrymple unearths such colourful figures as 'Hindoo Stuart', who travelled with his own team of Brahmins to maintain his temple of idols, and who spent many years trying to persuade the memsahibs of Calcutta to adopt the sari; and Sir David Ochterlony, Kirkpatrick's counterpart in Delhi, who took all thirteen of his wives out for evening promenades, each on the back of their own elephant.In White Mughals, William Dalrymple discovers a world almost entirely unexplored by history, and places at its centre a compelling tale of love, seduction and betrayal. It possesses all the sweep and resonance of a great nineteenth-century novel, set against a background of shifting alliances and the manoeuvring of the great powers, the mercantile ambitions of the British and the imperial dreams of Napoleon. White Mughals, the product of five years' writing and research, triumphantly confirms Dalrymple's reputation as one of the finest writers at work today.","580 pages, Paperback",History,"2,838 followers",422 reviews,"75 books2,838 followers",92 (1%),241 (4%),"1,001 (20%)","1,948 (40%)","1,546 (32%)"
The Bronte Myth,Lucasta Miller,"1,020",ratings96,"First published March 27, 2001","1st edn 1st printing. 8vo. Original gilt lettered black cloth (Fine), dustwrapper (Fine in protective cover, not price clipped). Pp. xiv + 320, illus with b&w plates (no inscriptions).","320 pages, Hardcover",Nonfiction,24 followers,96 reviews,9 books24 followers,23 (2%),45 (4%),228 (22%),428 (41%),296 (29%)
