Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Hood,Stephen R. Lawhead,"14,790","ratings1,505","September 15, 2006","Robin HoodThe Legend Begins AnewFor centuries, the legend of Robin Hood and his band of thieves has captivated the imagination. Now the familiar tale takes on new life, fresh meaning, and an unexpected setting.Steeped in Celtic mythology and the political intrigue of medieval Britain, Stephen R. Lawhead's latest work conjures up an ancient past and holds a mirror to contemporary realities. Prepare yourself for an epic tale that dares to shatter everything you thought you knew about Robin Hood.","490 pages, Hardcover",Fantasy,"2,551 follower","1,505 reviews",91,219 (1%),852 (5%),"3,520 (23%)","6,017 (40%)","4,182 (28%)"
Angel Cake,Cathy Cassidy,"4,102",ratings189,"April 27, 2009","Anya used to dream of moving to Britain to start a brand-new life. But as she sits in a school where nobody understands her, she dreams of Polish summer skies and the place where she once belonged. Then Anya meets bad boy Dan. He's no angel, but she's sure there's a sweeter side to him. And when things begin to fall apart, Anya realizes she's not alone - how can Dan be such bad news when being with him feels like heaven?","224 pages, Hardcover",Romance,"1,566 follower",189 reviews,105,55 (1%),247 (6%),945 (23%),"1,340 (32%)","1,515 (36%)"
The Different Girl,Gordon Dahlquist,"1,606",ratings393,"February 21, 2013","Four nearly identical girls on a desert island. An unexpected new arrival. A gently warped near future where nothing is quite as it seems.Veronika. Caroline. Isobel. Eleanor. One blond, one brunette, one redhead, one with hair black as tar. Four otherwise identical girls who spend their days in sync, tasked to learn. But when May, a very different kind of girl—the lone survivor of a recent shipwreck—suddenly and mysteriously arrives on the island, an unsettling mirror is about to be held up to the life the girls have never before questioned.","240 pages, Hardcover",Young Adult,231 follower,393 reviews,24,222 (13%),411 (25%),481 (29%),310 (19%),182 (11%)
Small Unmanned Aircraft: Theory and Practice,Randal W. Beard,15,ratings1,"January 1, 2012","Autonomous unmanned air vehicles (UAVs) are critical to current and future military, civil, and commercial operations. Despite their importance, no previous textbook has accessibly introduced UAVs to students in the engineering, computer, and science disciplines--until now. Small Unmanned Aircraft provides a concise but comprehensive description of the key concepts and technologies underlying the dynamics, control, and guidance of fixed-wing unmanned aircraft, and enables all students with an introductory-level background in controls or robotics to enter this exciting and important area.The authors explore the essential underlying physics and sensors of UAV problems, including low-level autopilot for stability and higher-level autopilot functions of path planning. The textbook leads the student from rigid-body dynamics through aerodynamics, stability augmentation, and state estimation using onboard sensors, to maneuvering through obstacles. To facilitate understanding, the authors have replaced traditional homework assignments with a simulation project using the MATLAB/Simulink environment. Students begin by modeling rigid-body dynamics, then add aerodynamics and sensor models. They develop low-level autopilot code, extended Kalman filters for state estimation, path-following routines, and high-level path-planning algorithms. The final chapter of the book focuses on UAV guidance using machine vision.Designed for advanced undergraduate or graduate students in engineering or the sciences, this book offers a bridge to the aerodynamics and control of UAV flight.","320 pages, Hardcover",Nonfiction,3 book,1 review,3,0 (0%),0 (0%),5 (33%),3 (20%),7 (46%)
Home to Holly Springs,Jan Karon,"12,792","ratings1,218","January 1, 2007","Readers of the nine bestselling Mitford novels have been captivated by Jan Karon's gift for illuminating the struggles that creep into everyday lives along with a vividly imagined world (People). They learned quickly that after you've spent time in Mitford, you'll want to come back (Chicago Tribune). Millions eagerly awaited the publication of each novel, relishing the story of the bookish and bighearted Episcopal priest and the extraordinary fullness of his seemingly ordinary life.  Now, Jan Karon enchants us with the story of the newly retired priest's spur-of-the-moment adventure. For the first time in decades, Father Tim returns to his birthplace, Holly Springs, Mississippi, in response to a mysterious, unsigned note saying simply: Come home. Little does he know how much these two words will change his life. A story of long-buried secrets, forgiveness, and the wonder of discovering new people, places, and depth of feeling, Home to Holly Springs will enthrall new readers and longtime fans alike.","356 pages, Hardcover",Fiction,"2,441 follower","1,218 reviews",116,106 (<1%),396 (3%),"2,108 (16%)","4,460 (34%)","5,722 (44%)"
Inside Out: A Personal History of Pink Floyd,Nick Mason,"4,880",ratings356,"January 1, 2004","Here, for the first time, is the story of Pink Floyd from the inside out. With 116 million albums sold worldwide and 25 years on the pop charts to their credit, Pink Floyd is one of the most successful rock groups in history, yet their story until now is one of the least known. The only continuous member of the band through its entire 40-year history, Nick Mason has witnessed every twist, turn, and sommersault from behind his drum kit. The journey begins with the band's origins as the darlings of London's late 1960s underground and the creation of the classic Pink Floyd sound, all the way through to The Wall and those legendary stadium shows. Here are the players who shaped the band's history and the story behind the story the inside perspective on, for example, the deterioration and departure of Syd Barrett; the overwhelming success of The Dark Side of the Moon and the resulting pressures and conflicts within the band, including the rift with Roger Waters; and Nick and David Gilmour's decision to put their reputations on the line and continue as Pink Floyd. Packed with rare photographs and vintage Floyd graphics from Nick Mason's extensive private archive, Inside Out is an eye-opener for both veteran fans and those just discovering the group. And, in keeping with the classic Floyd style, the book's cover was designed by Storm Thorgerson, creator of such iconic images as the Dark Side pyramid. Always candid, by turns poignant and funny, Nick's own memories are augmented with extensive research and interviews, making Inside Out a comprehensive history of one of the most brilliant and imaginative bands the world has known and a masterly memoir of rock and roll.","360 pages, Paperback",Music,44 follower,356 reviews,30,42 (<1%),111 (2%),946 (19%),"1,911 (39%)","1,870 (38%)"
Lucy in the Sky,Paige Toon,"9,987",ratings651,"January 1, 2007","Settling down for a 24-hour flight to Australia, Lucy finds a text message on her phone from a woman claiming to have slept with her boyfriend, James, four times in the past month. Trapped above the Pacific, she questions everything about their relationship, but when she finally calls him, James reassures her that it was only his friend playing a joke. James is gorgeous and successful and Lucy adores him, yet at her best friend Molly’s wedding in Sydney, she finds herself having doubts and is keeping an eye on Molly's brother-in-law Nathan. Nathan is a happy-go-lucky surfer boy with no prospects, no place to live, and an almost-girlfriend in tow. Suddenly, Lucy finds herself caught between two distant continents and two very different men.","390 pages, Paperback",Chick Lit,"3,945 follower",651 reviews,36,252 (2%),649 (6%),"2,169 (21%)","3,206 (32%)","3,711 (37%)"
All the Rebel Women: The Rise of the Fourth Wave of Feminism,Kira Cochrane,497,ratings44,"December 8, 2013","On a bright day at the Epsom Derby, 4 June 1913, Emily Wilding Davison was hit by the king’s horse in one of the defining moments of the fight for women’s suffrage – what became known as feminism’s first wave.  The second wave arose in the late-1960s, activists campaigning tirelessly for women’s liberation, organising around a wildly ambitious slate of issues – a struggle their daughters continued in the third wave that blossomed in the early-1990s.  Now, a hundred years on from the campaign for the vote, fifty years since the very first murmurs of the second wave movement, a new tide of feminist voices is rising. Scattered across the world, campaigning online as well as marching in the streets, women are making themselves heard in irresistible fashion.  They’re demonstrating against media sexism, domestic violence and sexual assault, fighting for equal pay, affordable childcare and abortion rights. Thousands are sharing their experiences through the Everyday Sexism project, marching in Slutwalk protests, joining demonstrations in the wake of the Delhi gang rape, challenging misogynist behaviour and language, online crusaders and ordinary people organising for the freedom of women everywhere.  Kira Cochrane’s 'All the Rebel Women' is an irrepressible exploration of today’s feminist landscape, asking how far we have come over the past century – and how far there still is to go. Whether engaging with leading feminists, describing the fight against rape culture or bringing immediate, powerful life to vital theories such as intersectionality, 'All the Rebel Women' binds everything together into one unstoppable idea. This is modern feminism. This is the fourth wave.","71 pages, Kindle Edition",Feminism,5 follower,44 reviews,7,4 (<1%),16 (3%),140 (28%),225 (45%),112 (22%)
Shadow Spell,Nora Roberts,"40,617","ratings2,373","March 25, 2014","From #1 New York Times bestselling author Nora Roberts comes a trilogy about the land we’re drawn to, the family we learn to cherish, and the people we long to love…With the legends and lore of Ireland running through his blood, falconer Connor O’Dwyer is proud to call County Mayo home. It’s where his sister, Branna, lives and works, where his cousin, Iona, has found true love, and where his childhood friends form a circle that can’t be broken. A circle that is about to be stretched out of shape—by a long-awaited kiss.Meara Quinn is Branna’s best friend, a sister in all but blood. Her and Connor’s paths cross almost daily, as Connor takes tourists on hawk walks and Meara guides them on horseback across the lush countryside. She has the eyes of a gypsy and the body of a goddess…things Connor has always taken for granted—until his brush with death propels them into a quick, hot tangle.Plenty of women have found their way to Connor’s bed, but none to his heart until now. Frustratingly, Meara is okay with just the heat, afraid to lose herself—and their friendship—to something more. But soon, Connor will see the full force and fury of what runs in his blood. And he will need his family and friends around him when his past rolls in like the fog, threatening an end to all he loves…","319 pages, Paperback",Romance,52.5k follower,"2,373 reviews","1,786",402 (<1%),"1,812 (4%)","8,320 (20%)","13,814 (34%)","16,269 (40%)"
Mortal Bonds,Michael Sears,799,ratings114,"October 2, 2013","From the author of the extraordinary Edgar-nominated debut novel Black Fridays, a sensational story of murder and financial corruption—and one man’s continued search for redemption.William von Becker ran one of the largest privately held investment banks in North America, until the bottom fell out, and the whole edifice was demonstrated to be a fraud.After von Becker dies in prison, financial investigator Jason Stafford is hired by his family. There is still a lot of missing money out there, he’s told, and they want Stafford to find it before the Feds do—and certain other parties, some of whom are nowhere near as scrupulous in their methods. Bad things start happening to the people Stafford talks to. Soon bad things are happening to him as well.Making it worse, his treacherous ex-wife has come to town, ostensibly to visit their young son. Stafford suspects there’s more to it than that, but even he has no idea how much that visit is about to change all their lives—and send him off to the next chapter of his life.","352 pages, Hardcover",Mystery,90 follower,114 reviews,17,5 (<1%),33 (4%),207 (25%),405 (50%),149 (18%)
