Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Sated,Truth Devour,48,ratings33,"First published August 10, 2014","Electric pulses of pleasure landscaped their bodies when they touched. Staring into each other's eyes they quietly appreciated the flux of emotions activating every synapse. Talia had been waiting her whole life to find the one, while Bodhi always knew she was. Their connection was divined and equally fated with the twists of challenge set to test their devotion to love one another. A warm embrace to them represented an unspoken promise of forever. Within each others hearts they were finally home.Sated is the third book in the romantic trilogy.","320 pages, Paperback",Romance,73 followers,33 reviews,9 books73 followers,0 (0%),1 (2%),10 (20%),13 (27%),24 (50%)
The Immortality Game,Ted Cross,286,ratings41,"First published November 23, 2014","Moscow, 2138. With the world only beginning to recover from the complete societal collapse of the late 21st Century, Zoya scrapes by prepping corpses for funerals and dreams of saving enough money to have a child. When her brother forces her to bring him a mysterious package, she witnesses his murder and finds herself on the run from ruthless mobsters. Frantically trying to stay alive and save her loved ones, Zoya opens the package and discovers two unusual data cards, one that allows her to fight back against the mafia and another which may hold the key to everlasting life.","328 pages, Paperback",Science Fiction,59 followers,41 reviews,7 books59 followers,10 (3%),24 (8%),89 (31%),81 (28%),82 (28%)
ჯინსების თაობა,Dato Turashvili,"3,191",ratings171,"First published January 1, 2008","1983 წელს რამდენიმე ქართველმა ახალგაზრდამ საბჭოთა საქართველოდან თვითმფრინავის გატაცება და ამ გზით ამერიკაში მოხვედრა სცადა. გულუბრყვილო მცდელობა წარუმატებელი აღმოჩნდა, რომელსაც მსხვერპლიც მოჰყვა თვითმფრინავის ეკიპაჟის წევრებსა და მგზავრებს შორის. დაიღუპნენ გამტაცებლებიც, მათი უმეტესობა კი სასამართლოს წინაშე წარსდგა.","158 pages, Paperback",Georgian,214 followers,171 reviews,28 books214 followers,119 (3%),260 (8%),671 (21%),843 (26%),"1,298 (40%)"
In the Moors,Nina Milton,228,ratings52,"First published September 1, 2013","Murder in the English countrysideThe rain-drenched moors near shamanistic counselor Sabbie Dare's home have become the scene of a chilling crime. When Detective Sergeant Reynard Buckley shows up suggesting her new client, Cliff Houghton—a wounded, broken man—has something to do with the body of a young boy found buried in the moors, Sabbie believes Cliff is being set up. Continuing the therapy she'd begun with Cliff, Sabbie uncovers repressed memories hearkening back to a decades-old string of abductions and murders. But after another boy is abducted, only Sabbie can prove Cliff's innocence . . . and find the real culprit before any more lives are shattered.","408 pages, Paperback",Mystery,35 followers,52 reviews,14 books35 followers,6 (2%),7 (3%),50 (21%),91 (39%),74 (32%)
Everyday Saints and Other Stories,Tikhon Shevkunov,"1,814",ratings186,"First published January 1, 2011","More than a million copies and several million electronic versions of this book have sold in less than a year. Everyday Saints and Other Stories is the English translation of a work that has soared at the top of the bestseller lists in Russia since its publication in late 2011. Its readership spans philosophical boundaries, from the devoutly religious to the vehemently atheist. Discover a wondrous, enigmatic, remarkably beautiful, yet absolutely real world. Peer into the mysterious Russian soul, where happiness reigns no matter what life may bring.Page upon page of thanks, praise, and testimonies to the life-changing effect of these bright, good-hearted, and poignant tales have flooded the Russian media. This book has been the cause of many sleepless but happy nights: “I couldn’t put it down—was sorry when it ended” is the common reaction. The book is already appearing in ten different languages. This English translation, Everyday Saints, is every bit as charming as the original.","490 pages, Paperback",Christianity,24 followers,186 reviews,5 books24 followers,23 (1%),47 (2%),94 (5%),335 (18%),"1,315 (72%)"
The Red Knight,Samuel Z. Jones,16,ratings2,"First published October 17, 2011","The great hero Kam Daishen lies dead; taking his name and armour, a young woman sets out to complete the slain knight's quest.For twenty years, civil war has wracked the Darician Plateau; now the armies of the Empress Kaesa stand poised to seize victory. From the smoke of war comes a rebel champion, Sabra Daishen, sworn to the quest and guided by the ancient spirit of a warrior whose armour she wears.To overcome the legions of the mad empress, Sabra must unite the rebel factions; accompanied by the old sword-diva Meridian Charn and the beastman archer Menalowen, Sabra sets out to raise an army.But behind the imperial legions stands the Empress herself, a woman possessed of dark sorcery and supported by inhuman allies. To win victory on the battlefield, Sabra must first defeat the demons of her past to become more than a knight, and master the spiritual powers of a paladin.",Kindle Edition,Fantasy,15 followers,2 reviews,27 books15 followers,1 (6%),0 (0%),4 (25%),2 (12%),9 (56%)
Pieces of my Heart,Sinéad Moriarty,728,ratings63,"First published July 15, 2010","The modern woman is a Jill of all trades - wife, lover, mother, daughter, friend, fixer, boss ... it's never-ending.Ava is juggling a life that seems to have too many pieces. First, there are her chalk-and-cheese daughters, Alison the angel and Sarah the tearaway.Then there's husband Paul. Unfortunately, he seems more interested in work than home - which might explain why her sex life is practically on life support. That certainly can't be said about her Viagra-popping Dad, a loveable rogue who is determined to grow old disgracefully.She would envy her best friend Sally, sassy single singleton-about-town, if she didn't know that behind her polished exterior Sally is as vulnerable as a kitten.Somewhere in there is Ava herself, trying to do her best for all of them but lately feeling like she's running on empty. But that's before she notices Alison is in deep trouble. Now she knows there's no such thing as empty - not if she is to hold on to the most precious pieces of her heart ...","448 pages, Paperback",Chick Lit,449 followers,63 reviews,39 books449 followers,16 (2%),56 (7%),159 (21%),261 (35%),236 (32%)
A Year of Living Prayerfully,Jared Brock,793,ratings154,"First published February 19, 2015","Is Anyone Listening? Do My Prayers Really Change Anything?Jared Brock sensed that something was missing in his prayer life, so he embarked on a yearlong journey to rediscover the power of prayer (and eat some delicious falafel). FOLLOW JARED ON A 37,000-MILE TRIP AROUND THE WORLD AS HE...* Dances with Hasidic Jews in Brooklyn* Discovers the 330-year-old home of Brother Lawrence* Burns his clothes at the end of the world* Attends the world's largest church* Attempts fire walking (with only minor burns)  Although up to 90% of us pray, very few of us feel like we've mastered prayer. A Year of Living Prayerfully is a fascinating, humorous, globe-trotting exploration of prayer that will help you grow your own prayer life. While filming a documentary about sex trafficking, Jared and Michelle Brock felt a deep need for prayer in their personal lives. In an effort to learn more about prayer, the couple traveled the globe, exploring the great Judeo-Christian prayer traditions: in mountains and monasteries, in Christian communities and cathedrals, standing up and lying down, every hour and around the clock. Jared's witty reflections on his fast-paced journey will both entertain and inspire you to think about your own prayer journey.Join Jared on a rollicking modern-day prayer pilgrimage... you'll never pray the same again.","352 pages, Hardcover",Christian,48 followers,154 reviews,6 books48 followers,7 (<1%),29 (3%),103 (12%),272 (34%),382 (48%)
Slow Down,Lee Matthew Goldberg,212,ratings52,"First published January 20, 2015","How far would you go to make your dreams come true? For budding writer and filmmaker Noah Spaeth, being a Production Assistant in director Dominick Bambach’s new avant-garde film isn’t enough. Neither is watching Dominick have an affair with the lead actress, the gorgeous but troubled Nevie Wyeth. For Noah’s dream is to get both the film and Nevie in the end, whatever the cost. And this obsession may soon become a reality once Dominick’s spurned wife Isadora reveals her femme fatale nature with a seductive plot to get rid of her husband for good. Slow Down, a cross between the noir styling of James M. Cain and the dark satire of Bret Easton Ellis, is a thrilling page-turner that holds a mirror up to a media-saturated society that is constantly searching for the fastest way to get ahead, regardless of consequences.","270 pages, Paperback",Mystery,"1,431 followers",52 reviews,"24 books1,431 followers",4 (1%),4 (1%),15 (7%),31 (14%),158 (74%)
From Ouch to Oops,Ramg Vallath,130,ratings21,"First published October 15, 2014","RamG Vallath has everything going for him. He has studied at IIT, seen 200 per cent jumps in his salary and become one of the youngest chief operating officers of a telecom company in India. When he steps into the role of a director at a major international computer hardware firm, he thinks life is set. But life is soon about to come crashing down on him. He is diagnosed with a rare autoimmune disorder that weakens his muscles. Mundane tasks like buttoning up his shirt, climbing down steps and typing on a keyboard become excruciatingly difficult. To make things worse, he loses his job at a time when his annual hospitalization bill has steadily climbed to Rs 20 lakh. But even as the chips are down and hope starts to fade, RamG decides not to give up. He becomes the cheerleader at home and outside, spreading positivity wherever he goes and choosing to meet his fate with a brave face. From Ouch to Oops is the inspirational true story of RamG's life and holds lessons not just for people with disabilities but anyone with a mental demon. It will teach you grit and courage, make you laugh, and show how when the going gets tough, the tough get humorous. You will put it down knowing that RamG is the most positive person you have ever met.","160 pages, Paperback",Nonfiction,5 followers,21 reviews,5 books5 followers,1 (<1%),3 (2%),28 (21%),48 (36%),50 (38%)
