Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Spindlefish and Stars,Christiane M. Andrews,315,ratings81,"September 22, 2020","In which a story is spun.And unspun.Clothilde has lived her whole life in the shadows with her (sometimes) thieving and (always) ailing father. But when he fails to meet her one morning, sending her instead a mysterious ticket of half-paffage, Clo finds herself journeying across the sea to reunite with him. The ticket, however, leaves her on a sunless island inhabited only by creaking fishermen, a rumpled old woman, a piggish cat, and a moon-cheeked boy named Cary.Clo is quickly locked away and made to spend her days in unnerving chores with the island's extraordinary fish, while the old woman sits nearby weaving an endless gray tapestry. Frustrated and aching with the loss of her father, Clo must unravel the mysteries of the island and all that's hidden in the vast tapestry's threads -- secrets both exquisite and terrible. And she must decide how much of herself to give up in order to save those she thought she'd lost forever.Inspired by Greek mythology.","390 pages, Hardcover",,35 follower,81 reviews,2,8 (2%),34 (10%),87 (27%),112 (35%),74 (23%)
L'Événement,Annie Ernaux,"42,370","ratings5,682","March 14, 2000","""Depuis des années, je tourne autour de cet événement de ma vie. Lire dans un roman le récit d'un avortement me plonge dans un saisissement sans images ni pensées, comme si les mots se changeaient instantanément en sensation violente. De la même façon entendre par hasard La javanaise, J'ai la mémoire qui flanche, n'importe quelle chanson qui m'a accompagnée durant cette période, me bouleverse.""","130 pages, Pocket Book",,"6,283 follower","5,682 reviews",70,157 (<1%),706 (1%),"4,585 (10%)","16,803 (39%)","20,119 (47%)"
No Exit,Taylor  Adams,"155,295","ratings20,035","June 25, 2017","A thriller about four strangers, a blizzard, a kidnapped child, and a determined young woman desperate to unmask and outwit a vicious psychopathA kidnapped little girl locked in a stranger’s van. No help for miles. What would you do?On her way to Utah to see her dying mother, college student Darby Thorne gets caught in a fierce blizzard in the mountains of Colorado. With the roads impassable, she’s forced to wait out the storm at a remote highway rest stop. Inside are some vending machines, a coffee maker, and four complete strangers.Desperate to find a signal to call home, Darby goes back out into the storm . . . and makes a horrifying discovery. In the back of the van parked next to her car, a little girl is locked in an animal crate.Who is the child? Why has she been taken? And how can Darby save her?There is no cell phone reception, no telephone, and no way out. One of her fellow travelers is a kidnapper. But which one?Trapped in an increasingly dangerous situation, with a child’s life and her own on the line, Darby must find a way to break the girl out of the van and escape.But who can she trust?","354 pages, Mass Market Paperback",,"4,022 follower","20,035 reviews",5,"2,514 (1%)","8,022 (5%)","29,574 (19%)","60,350 (38%)","54,835 (35%)"
Lillian Boxfish Takes a Walk,Kathleen Rooney,"29,483","ratings4,805","January 17, 2017","It’s the last day of 1984, and 85-year-old Lillian Boxfish is about to take a walk.As she traverses a grittier Manhattan, a city anxious after an attack by a still-at-large subway vigilante, she encounters bartenders, bodega clerks, chauffeurs, security guards, bohemians, criminals, children, parents, and parents-to-be—in surprising moments of generosity and grace. While she strolls, Lillian recalls a long and eventful life that included a brief reign as the highest-paid advertising woman in America—a career cut short by marriage, motherhood, divorce, and a breakdown.A love letter to city life—however shiny or sleazy—Lillian Boxfish Takes a Walk by Kathleen Rooney paints a portrait of a remarkable woman across the canvas of a changing America: from the Jazz Age to the onset of the AIDS epidemic; the Great Depression to the birth of hip-hop.","287 pages, Hardcover",,"1,264 follower","4,805 reviews",30,390 (1%),"1,594 (5%)","7,531 (25%)","12,489 (42%)","7,479 (25%)"
Always Human,Ari North,"3,538",ratings689,"October 10, 2015","First serialized on the popular app and website WebToon, Always Human ran from 2015-2017 and amassed over 76,000 unique subscribers during its run. Now reformatted for a print edition in sponsorship with GLAAD, Always Human is a beautifully drawn graphic novel about a developing relationship between two young women in a near-future, soft sci-fi setting. Always Human is drawn in a manga-influenced style and with an incredible color palette that leaps off the page!In the near-future, people use technology to give the illusion of all kinds of body modifications—but some people have “Egan’s Syndrome,” a highly sensitive immune system that rejects these “mods” and are unable to use them. Those who are affected maintain a “natural” appearance, reliant on cosmetics and hair dye at most to help them play with their looks.   Sunati is attracted to Austen the first time she sees her and is drawn to what she assumes is Austen’s bravery and confidence to live life unmodded. When Sunati learns the truth, she’s still attracted to Austen and asks her on a date. Gradually, their relationship unfolds as they deal with friends, family, and the emotional conflicts that come with every romance. Together, they will learn and grow in a story that reminds us no matter how technology evolves, we will remain . . . always human.  Rendered in beautiful detail and an extraordinary color palette, Always Human is a sweet love story told in a gentle sci-fi setting by a queer woman cartoonist, Ari North.","256 pages, Paperback",,299 follower,689 reviews,2,27 (<1%),119 (3%),600 (16%),"1,300 (36%)","1,492 (42%)"
On Connection,Kae Tempest,"4,385",ratings545,"September 29, 2020","From the Ted Hughes award winner and Sunday TImes bestselling authour Kae Tempest.The increasingly hyper-individualistic, competitive and exploitative society that we live in has caused a global crisis at the turn of the new decade; in order to survive, numbness has pervaded us all.In this urgent and incisive pamphlet, Kae Tempest leads the reckoning against this system, placing our legacy in our own hands. Creativity holds the key: the ability to provide us with internal and external connection, to move us beyond consumption, to allow us to discover authenticity and closeness to all others, to deliver us an antidote for our numbness. This is beyond 'art'. Creative connection is anything that brings us closer to ourselves and fellow human beings, and it has the potential to offer insights into mental health, politics and beyond. Powerful, hopeful and full of humanity, On Connection confirms Tempest as one of the most important voices of their generation.","129 pages, Hardcover",,"1,020 follower",545 reviews,21,38 (<1%),177 (4%),680 (15%),"1,582 (36%)","1,908 (43%)"
The Visit,Chimamanda Ngozi Adichie,"8,180",ratings931,"August 31, 2021","As a powerful matriarchy reshapes the world, two men—old friends—confront the past and future in a bracing speculative short story by Chimamanda Ngozi Adichie, author of Americanah.One night in Lagos, two former friends reunite. Obinna is a dutiful and unsophisticated stay-at-home husband and father married to a powerful businesswoman. Eze is single, a cautious rebel from his university days whose arrival soon upsets the balance in Obinna’s life. In a world where men are constantly under surveillance and subject to the whims of powerful women, more than Obinna’s ordered and accustomed routine might be on the line.Chimamanda Ngozi Adichie’s The Visit is part of Black Stars, a multi-dimensional collection of speculative fiction from Black authors. Each story is a world much like our own. Read or listen to them in a single sitting.","20 pages, Kindle Edition",,41.4k follower,931 reviews,111,105 (1%),394 (4%),"1,962 (23%)","3,057 (37%)","2,662 (32%)"
Life Without Limits: Inspiration for a Ridiculously Good Life,Nick Vujicic,"8,848","ratings1,035","August 31, 2007","ECPA BESTSELLER—Over one million copies sold! • What Would Your Life be Like if Anything Were Possible? Born without arms or legs, Nick Vujicic overcame his disabilities to live an independent, rich, fulfilling, and “ridiculously good” life while serving as a role model for anyone seeking true happiness. Now an internationally successful motivational speaker, Nick eagerly spreads his the most important goal is to find your life’s purpose and to never give up, despite whatever difficulties or seemingly impossible odds stand in your way.Nick tells the story of his physical disabilities and the emotional battle he endured while learning to deal with them as a child, teen, and young adult. “For the longest, loneliest time, I wondered if there was anyone on earth like me, and whether there was any purpose to my life other than pain and humiliation.” Nick shares how his faith in God has been his major source of strength, and he explains that once he found a sense of purpose—inspiring others to better their lives and the world around them--he found the confidence to build a rewarding and productive life without limits. Let Nick inspire you to start living your own life without limits.Nick offers practical advice for realizing a life of fulfillment and happiness by building trust in others, developing supportive relationships, and gaining strength for the journey. He encourages the reader by showing how he learned to accept what he could not control and focus instead on what he could.   Includes a Life Without Limits Personal Action Plan to help anyone determine their unique path to a successful life.","257 pages, Kindle Edition",,945 follower,"1,035 reviews",71,202 (2%),430 (4%),"1,421 (16%)","2,802 (31%)","3,993 (45%)"
Irreversible Damage: The Transgender Craze Seducing Our Daughters,Abigail Shrier,"10,618","ratings2,227","June 30, 2020","Irreversible Damage
 is an exploration of a mystery: Why, in the last decade, has the diagnosis ""gender dysphoria,"" transformed from a vanishingly rare affliction, applying almost exclusively to boys and men, to an epidemic among teenage girls?  Author Abigail Shrier presents shocking statistics and stories from real families to show that America and the West have become fertile ground for a ""transgender craze"" that has nothing to do with real gender dysphoria and everything to do with our cultural frailty. Teenage girls are taking courses of testosterone and disfiguring their bodies. Parents are undermined; experts are over-relied upon; dissenters in science and medicine are intimidated; free speech truckles under renewed attack; socialized medicine bears hidden consequences; and an intersectional era has arisen in which the desire to escape a dominant identity encourages individuals to take cover in victim groups.  Every person who has ever had a skeptical thought about the sudden rush toward a non-binary future but been afraid to express it—this book is for you.","276 pages, Hardcover",,351 follower,"2,227 reviews",2,"1,039 (9%)",217 (2%),747 (7%),"2,927 (27%)","5,688 (53%)"
The City We Became,N.K. Jemisin,"68,232","ratings11,426","March 24, 2020","Five New Yorkers must come together in order to defend their city. Every city has a soul. Some are as ancient as myths, and others are as new and destructive as children. New York City? She's got five.But every city also has a dark side. A roiling, ancient evil stirs beneath the earth, threatening to destroy the city and her five protectors unless they can come together and stop it once and for all.","437 pages, Hardcover",,56.5k follower,"11,426 reviews",115,"1,852 (2%)","5,140 (7%)","14,678 (21%)","24,669 (36%)","21,893 (32%)"
