Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Petty: The Biography,Warren Zanes,"4,975",ratings615,"First published October 20, 2015","An exhilarating and intimate account of the life of music legend Tom Petty, by an accomplished writer and musician who toured with PettyNo one other than Warren Zanes, rocker and writer and friend, could author a book about Tom Petty that is as honest and evocative of Petty's music and the remarkable rock and roll history he and his band helped to write.Born in Gainesville, Florida, with more than a little hillbilly in his blood, Tom Petty was a Southern shit kicker, a kid without a whole lot of promise. Rock and roll made it otherwise. From meeting Elvis, to seeing the Beatles on Ed Sullivan, to producing Del Shannon, backing Bob Dylan, putting together a band with George Harrison, Dylan, Roy Orbison, and Jeff Lynne, making records with Johnny Cash, and sending well more than a dozen of his own celebrated recordings high onto the charts, Tom Petty's story has all the drama of a rock and roll epic. Now in his mid-sixties, still making records and still touring, Petty, known for his reclusive style, has shared with Warren Zanes his insights and arguments, his regrets and lasting ambitions, and the details of his life on and off the stage.This is a book for those who know and love the songs, from ""American Girl"" and ""Refugee"" to ""Free Fallin'"" and ""Mary Jane's Last Dance,"" and for those who want to see the classic rock and roll era embodied in one man's remarkable story. Dark and mysterious, Petty manages to come back, again and again, showing us what the music can do and where it can take us.","323 pages, Hardcover",Music,111 followers,615 reviews,14 books111 followers,35 (<1%),113 (2%),650 (13%),"1,910 (38%)","2,267 (45%)"
Googolplex,K.G. Johansson,58,ratings12,"First published May 1, 2010","If you could have anything but the one thing you really wanted, what would you do?Jack is part of a group of colonists traveling to the distant planet Shylock to build themselves a new home. But Jack has trouble letting go of his past and the world he left behind. He becomes obsessed with what could have been, and with the help of multis – mysterious beings from parallel universes – he begins his search for truth. However, in a world where even love seems impossible to define, what can he find?Swedish author KG Johansson was born in the fifties, grew up with rock music and became a musician. Today he plays and writes full-time – science fiction and young adult novels, film scripts, opera libretti and music books – and is one of the foremost authors of speculative fiction in Scandinavia.","206 pages, Paperback",Science Fiction,9 followers,12 reviews,68 books9 followers,6 (10%),12 (20%),21 (36%),11 (18%),8 (13%)
A Noiva do Tradutor,João Reis,438,ratings126,"First published May 1, 2015","Um jovem tradutor sofre com a ausência da noiva que partiu para longe. Na cidade onde vive, atormentado pela mesquinhez e por idiotas bem-sucedidos, procura uma solução para a sua existência. Felizmente, há sempre uma saída.A escrita do romance faz justiça aos delírios do jovem tradutor e ao absurdo da sua situação.Uma crítica mordaz a uma sociedade longe no tempo mas onde facilmente reconhecemos tiques e vícios dos nossos dias.","108 pages, Paperback",Fiction,565 followers,126 reviews,85 books565 followers,7 (1%),22 (5%),61 (13%),171 (39%),177 (40%)
A Carpet of Purple Flowers,Tracey-anne McCartney,53,ratings35,"First published October 17, 2015","A captivating tale where fantasy and reality meet as the hearts of four strangers are thrown into circumstances, not of their own making. Bea lives a simple life working in a South London second-hand bookshop. It had been an especially difficult year, first with her uncle dying, then splitting up with Brandon, her philandering boyfriend. The shop's trivial daily conversations, local faces, and calm were all that she desired, but that was all about to change.No-one expects to bump into supernatural beings, let alone two opposing sects of a forgotten race. Her quiet existence quickly turns into turmoil as she unravels a secret past. A lost history in which love, revenge, betrayal, magic, and karma are not mere cycles of a soul, but a sacred journey of a much bigger picture.The future is not set in stone and the choices that Bea makes ripple through the cosmos. As the secret unfolds she realises that no matter what form your soul takes there are consequences for all actions in which time has no relevance – we call it karma, they call it Vo-ror-bla.What would you do if your core beliefs of existence came into question? Book Two: Awake in Purple Dreams (In Progress)","360 pages, Paperback",Romance,82 followers,35 reviews,2 books82 followers,3 (5%),6 (11%),6 (11%),9 (16%),29 (54%)
Atlantis: On the Shores of Forever,Jennifer McKeithen,64,ratings5,"First published September 28, 2015","A princess seeking to balance duty and her tempestuous heart...A wanderer searching for a purpose...A soldier destined for glory...A doomed civilization.The princess of an exiled kingdom, Gwenwhyfar's marriage was decided at birth. Enter Marcus Duilius, a career soldier with an eye for beauty. Although drawn to his fatal charms, she knows this son of a Roman naval hero will never allow a woman to stand in the way of his ambition. With her husband's untimely death, she discovers a freedom she never imagined possible.Ready to make her own destiny, Gwenwhyfar finds she must put aside her desires once more and reforge ties with the mighty Atlantis. Mysterious ships have arrived from the east, leaving destruction in their wake. The known world is threatened. To complicate matters, her former Norse bodyguard has suddenly returned to claim her for his own.Can she uphold her duty, save her world, and still find true love?","392 pages, Paperback",Fantasy,79 followers,5 reviews,4 books79 followers,2 (3%),3 (4%),7 (10%),9 (14%),43 (67%)
Hidden Husband,Shikha Kaul,308,ratings75,"First published June 29, 2015","Aisha is trapped in her own secret which makes her life hell. Her love for Raghav is true. But hailing from two very different cultures is the basis of their continued friction. Aisha is a Punjabi girl from Gurgaon and Raghav a Bihari from Ranchi. Raghav's family will certainly not accept a girl from outside their community. And yet, he continues giving her false hopes through his efforts and promises. And then they take a step which entangles her life further. Will she manage to come out of this quandary or must she continue to live in her self-created web? Explore her journey that makes her realise the atrocities being committed on women in the Indian society and the tough decisions she must take, keeping her most loved ones oblivious to everything happening in her life.","240 pages, Paperback",Romance,183 followers,75 reviews,11 books183 followers,23 (7%),22 (7%),74 (24%),102 (33%),87 (28%)
Pitfall,Cameron Bane,72,ratings17,"First published July 25, 2015","Life has never been easy for former Army Ranger John Brenner. The wounded Iraqi war vet and ex-cop must rely on his wits, his fists, and a wry sense of gallows humor to make it through each challenging day. For at his core, this transplanted West Virginian is a throwback to an antebellum time: he is a southern man of honor.  But his latest mission may be his last.  The task seems straightforward—find industrialist Jacob Cahill’s missing teenage daughter Sarah and bring her safely home. But for John Brenner, nothing ever goes quite as planned. In searching for the girl he will discover a new and unimaginable corruption hiding beneath a corporate façade … and come face to face with a ruthless killer known to his victims only by a macabre appellation: Boneless Chuck.  What begins as a simple disappearance morphs into something far more insidious as John finds himself plunged into a horrifying world of organ harvesting, torture, mutilation, and madness. Every dark trick John learned in his former trade of dealing death to the deserving will be brought to bear as he tries to keep his promise of bringing the girl back alive. In doing so, not only will his skills be tested to the breaking point, but his very sanity as he battles a grasping evil that stretches across the globe.  But darkness has met its match. Because sometimes it takes a man who’s spent quality time in the realms of the damned … to send someone else there. So strap down and hang on.  John Brenner has just been dropped into hell.  From the book: “Son.” My voice degenerated to a guttural rasp. “Don’t make me kill you.” I was thinking of Sarah. She really didn’t need to have this added to her experience. I was asking for her sake. “Please.”  “Don’t beg, briar.” His reply didn’t even sound human. “It turns my gut. What’s about to happen, you can’t stop it. Nobody’s that good.”  I held my mark.  Still smiling, his knuckle grew white as it tightened down on the Glock’s trigger, taking up the last half-ounce of slack as his eyes flickered his intent. Sarah moaned in fear.  And then everything stopped as my Browning roared, its round rocketing six feet across the room and straight into his open blue eye.  The bullet mushroomed as it hit, growing instantly from the size of a pea to the diameter of a gumdrop. That’s what hollow points do. As the round exited his head at that short distance the entire back of his skull vanished in a spray of pink and gray, his gun flying free and unfired from his limp hand as he slumped to the floor, deader than four o’clock.  “I am, Albert,” I whispered to his still form. “I’m that good.”  And then Sarah started screaming again.","332 pages, Kindle Edition",Thriller,9 followers,17 reviews,4 books9 followers,2 (2%),2 (2%),10 (13%),28 (38%),30 (41%)
The Transformation,Juliana Spahr,229,ratings24,"First published May 1, 2007","Poetry. Juliana Spahr has lived in many places, including Chillicothe (Ohio), Buffalo (New York), Honolulu (Hawaii), and Brooklyn (New York). She has absorbed, participated in, and been transformed by the politics and ecologies of each. This book is about that process. THE TRANSFORMATION ""tells a barely truthful story of the years 1997-2001,"" a story of flora and fauna, of continents, islands, academies, connective tissue, military and linguistic operations, and of that ever-present ""we,"" to name only a few. At once exhilarating, challenging, and humbling, THE TRANSFORMATION is a hefty book in its honesty and scope, a must-read.","223 pages, Paperback",Poetry,83 followers,24 reviews,45 books83 followers,1 (<1%),13 (5%),26 (11%),61 (26%),128 (55%)
Relentless,Karen  Lynch,"25,370","ratings1,981","First published December 26, 2013","Sara Grey’s world shattered ten years ago when her father was brutally murdered. Now at seventeen, she is still haunted by memories of that day and driven by the need to understand why it happened. She lives a life full of secrets and her family and friends have no idea of the supernatural world she is immersed in or of Sara’s own very powerful gift.In her quest for answers about her father’s death, Sara takes risks that expose her and her friends to danger and puts herself into the sights of a sadistic vampire. On the same fateful night she meets Nikolas, a warrior who turns Sara’s world upside down and is determined to protect her even if it’s the last thing she wants.Sara’s life starts to spin out of control as she is hunted by an obsessed vampire, learns that her friends have secrets of their own and reels from the truth about her own ancestry. Sara has always been fiercely independent but in order to survive now she must open herself to others, to reveal her deepest secrets. And she must learn to trust the one person capable of breaking down the walls around her.","288 pages, Kindle Edition",Fantasy,"3,113 followers","1,981 reviews","14 books3,113 followers",400 (1%),754 (2%),"3,098 (12%)","7,993 (31%)","13,125 (51%)"
Amerikanen fietsen niet,Gijs van Middelkoop,152,ratings20,"First published November 1, 2011",nan,"230 pages, Paperback",Travel,12 followers,20 reviews,5 books12 followers,0 (0%),7 (4%),45 (29%),78 (51%),22 (14%)
