Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Harvest,Jim Crace,"8,919","ratings1,143","February 12, 2013","WINNER INTERNATIONAL IMPAC DUBLIN LITERARY AWARDOn the morning after harvest, the inhabitants of a remote English village  awaken looking forward to  a hard-earned day of rest and feasting at their landowner's table. But the sky is marred by two  conspicuous columns of smoke, replacing pleasurable anticipation with alarm and suspicion.One smoke column is the result of an overnight fire that has damaged the master's outbuildings. The second column rises from the wooded edge of the village, sent up by newcomers to announce their presence. In the minds of the wary villagers a mere coincidence of events appears to be unlikely, with violent confrontation looming as the unavoidable outcome. Meanwhile, another newcomer has recently been spotted taking careful notes and making drawings of the land. It is his presence more than any other that will threaten the village's entire way of life.In effortless and tender prose, Jim Crace details the unraveling of a pastoral idyll in the wake of economic progress. His tale is timeless and unsettling, framed by a beautifully evoked world that will linger in your memory long after you finish reading.","208 pages, Hardcover",Fiction,385 follower,"1,143 reviews",28,293 (3%),914 (10%),"2,660 (29%)","3,321 (37%)","1,731 (19%)"
The Hungry Tide,Amitav Ghosh,"18,313","ratings1,557","June 7, 2004","Off the easternmost corner of India, in the Bay of Bengal, lies the immense labyrinth of tiny islands known as the Sundarbans, where settlers live in fear of drowning tides and man-eating tigers. Piya Roy, a young American marine biologist of Indian descent, arrives in this lush, treacherous landscape in search of a rare species of river dolphin and enlists the aid of a local fisherman and a translator. Together the three of them launch into the elaborate backwaters, drawn unawares into the powerful political undercurrents of this isolated corner of the world that exact a personal toll as fierce as the tides.","333 pages, Paperback",Fiction,"3,643 follower","1,557 reviews",51,175 (<1%),745 (4%),"3,908 (21%)","7,903 (43%)","5,582 (30%)"
My Heart and Other Black Holes,Jasmine Warga,"59,156","ratings7,103","February 10, 2015","A stunning novel about the transformative power of love, perfect for fans of Jay Asher and Laurie Halse Anderson.Sixteen-year-old physics nerd Aysel is obsessed with plotting her own death. With a mother who can barely look at her without wincing, classmates who whisper behind her back, and a father whose violent crime rocked her small town, Aysel is ready to turn her potential energy into nothingness.There's only one problem: she's not sure she has the courage to do it alone. But once she discovers a website with a section called Suicide Partners, Aysel's convinced she's found her solution—Roman, a teenage boy who's haunted by a family tragedy, is looking for a partner. Even though Aysel and Roman have nothing in common, they slowly start to fill in each other's broken lives. But as their suicide pact becomes more concrete, Aysel begins to question whether she really wants to go through with it. Ultimately, she must choose between wanting to die or trying to convince Roman to live so they can discover the potential of their energy together.","320 pages, Hardcover",Young Adult,"2,169 follower","7,103 reviews",11,833 (1%),"3,258 (5%)","12,819 (21%)","22,495 (38%)","19,751 (33%)"
Constance: The Tragic and Scandalous Life of Mrs. Oscar Wilde,Franny Moyle,797,ratings119,"January 1, 2011","Tells the poignant story of Constance in the aftermath of Wilde’s trials and imprisonment, and of her brave attempts to keep in contact with him despite her suffering.—The Irish Times In the spring of 1895 the life of Constance Wilde changed irrevocably. Up until the conviction of her husband, Oscar, for homosexual crimes, she had held a privileged position in society. Part of a gilded couple, she was a popular children’s author, a fashion icon, and a leading campaigner for women’s rights. A founding member of the magical society The Golden Dawn, her pioneering and questioning spirit encouraged her to sample some of the more controversial aspects of her time. Mrs. Oscar Wilde was a phenomenon in her own right.But that spring Constance’s entire life was eclipsed by scandal. Forced to flee to the Continent with her two sons, her glittering literary and political career ended abruptly. She lived in exile until her death.Franny Moyle now tells Constance’s story with a fresh eye. Drawing on numerous unpublished letters, she brings to life the story of a woman at the heart of fin-de-siècle London and the Aesthetic movement. In a compelling and moving tale of an unlikely couple caught up in a world unsure of its moral footing, Moyle unveils the story of a woman who was the victim of one of the greatest betrayals of all time.","384 pages, Hardcover",Biography,44 follower,119 reviews,4,19 (2%),44 (5%),222 (27%),323 (40%),189 (23%)
Rome: The Coming of the King,M.C. Scott,557,ratings39,"May 12, 2011","AD 65. Sebastos Pantera, spy to the Emperor Nero, has undertaken the most dangerous of missions. Hunting often alone, with few he can trust, he must find the most dangerous man in Rome's empire, and bring him to bloody justice.Against him is Saulos. Consumed by private enmities and false beliefs, Saulos is pledged to bring about the destruction of an entire Roman province. Brilliantly clever, utterly ruthless, he cares only for his vision of total victory - and not the death and devastation such a campaign would bring.Between them is the huntress Iksahra. Beautiful and deadly, feared by men, loved by the beasts she cares for, she must decide who to support if she is to avenge her father's death.Fought inside the palace of a royal city and within the rocky fastness of a desert fortress, this will be a conflict between two men who have everything to gain - and a kingdom to lose ...","411 pages, Hardcover",Historical Fiction,104 follower,39 reviews,7,13 (2%),10 (1%),88 (15%),218 (39%),228 (40%)
Beautiful Code: Leading Programmers Explain How They Think,Andy Oram,"1,479",ratings56,"January 1, 2009","How do the experts solve difficult problems in software development? In this unique and insightful book, leading computer scientists offer case studies that reveal how they found unusual, carefully designed solutions to high-profile projects. You will be able to look over the shoulder of major coding and design experts to see problems through their eyes.This is not simply another design patterns book, or another software engineering treatise on the right and wrong way to do things. The authors think aloud as they work through their project's architecture, the tradeoffs made in its construction, and when it was important to break rules. Beautiful Code is an opportunity for master coders to tell their story. All author royalties will be donated to Amnesty International.","563 pages, Paperback",Programming,8 follower,56 reviews,41,30 (2%),125 (8%),431 (29%),475 (32%),418 (28%)
The Kiss of Deception,Mary E. Pearson,"138,470","ratings16,235","July 8, 2014","In a society steeped in tradition, Princess Lia’s life follows a preordained course. As First Daughter, she is expected to have the revered gift of sight—but she doesn’t—and she knows her parents are perpetrating a sham when they arrange her marriage to secure an alliance with a neighboring kingdom—to a prince she has never met.On the morning of her wedding, Lia flees to a distant village. She settles into a new life, hopeful when two mysterious and handsome strangers arrive—and unaware that one is the jilted prince and the other an assassin sent to kill her. Deception abounds, and Lia finds herself on the brink of unlocking perilous secrets—even as she finds herself falling in love. The Kiss of Deception is the first audiobook in Mary E. Pearson's Remnant Chronicles","492 pages, Kindle Edition",Fantasy,13k follower,"16,235 reviews",41,"3,629 (2%)","8,543 (6%)","27,719 (20%)","51,718 (37%)","46,861 (33%)"
The War on Drugs: A Failed Experiment,Paula Mallea,32,ratings7,"January 1, 2014","A criminal prosecutor discusses the illegal drug trade and the failure of the so-called “War on Drugs” to stop it.In 1971, President Richard Nixon coined the term “War on Drugs.” His campaign to eradicate illegal drug use was picked up by the media and championed by succeeding presidents, including Reagan. Canada was a willing ally in this “war,” and is currently cracking down on drug offences at a time when even the U.S. is beginning to climb down from its reliance on incarceration.","256 pages, ebook",Politics,6 book,7 reviews,6,0 (0%),0 (0%),7 (21%),10 (31%),15 (46%)
River Town: Two Years on the Yangtze,Peter Hessler,"12,958","ratings1,193","January 1, 2001","In the heart of China's Sichuan province lies the small city of Fuling. Surrounded by the terraced hills of the Yangtze River valley, Fuling has long been a place of continuity, far from the bustling political centers of Beijing and Shanghai. But now Fuling is heading down a new path, and gradually, along with scores of other towns in this vast and ever-evolving country, it is becoming a place of change and vitality, tension and reform, disruption and growth. As the people of Fuling hold on to the China they know, they are also opening up and struggling to adapt to a world in which their fate is uncertain.Fuling's position at the crossroads came into remarkably sharp focus when Peter Hessler arrived as a Peace Corps volunteer in 1996, marking the first time in more than half a century that the city had an American resident. He found himself teaching English and American literature at the local college, discovering how Shakespeare and other classics look when seen through the eyes of students who have been raised in the Sichuan countryside and educated in Communist Party doctrine. His students, though, are the ones who taught him about the ways of Fuling — and about the complex process of understanding that takes place when one is immersed in a radically different society.As he learns the language and comes to know the people, Hessler begins to see that it is indeed a unique moment for Fuling. In its past is Communist China's troubled history — the struggles of land reform, the decades of misguided economic policies, and the unthinkable damage of the Cultural Revolution — and in the future is the Three Gorges Dam, which upon completion will partly flood thecity and force the resettlement of more than a million people. Making his way in the city and traveling by boat and train throughout Sichuan province and beyond, Hessler offers vivid descriptions of the people he meets, from priests to prostitutes and peasants to professors, and gives voice to their views. This is both an intimate personal story of his life in Fuling and a colorful, beautifully written account of the surrounding landscape and its history. Imaginative, poignant, funny, and utterly compelling, River Town is an unforgettable portrait of a city that, much like China itself, is seeking to understand both what it was and what it someday will be.","432 pages, Paperback",China,"1,409 follower","1,193 reviews",15,97 (<1%),320 (2%),"1,654 (12%)","4,902 (37%)","5,985 (46%)"
"Fat Chance: Beating the Odds Against Sugar, Processed Food, Obesity, and Disease",Robert H. Lustig,"6,167",ratings730,"January 1, 2012","Robert Lustig’s 90-minute YouTube video Sugar: The Bitter Truth, has been viewed more than two million times. Now, in this much anticipated book, he documents the science and the politics that has led to the pandemic of chronic disease over the last 30 years.In the late 1970s when the government mandated we get the fat out of our food, the food industry responded by pouring more sugar in. The result has been a perfect storm, disastrously altering our biochemistry and driving our eating habits out of our control.To help us lose weight and recover our health, Lustig presents personal strategies to readjust the key hormones that regulate hunger, reward, and stress; and societal strategies to improve the health of the next generation. Compelling, controversial, and completely based in science, Fat Chance debunks the widely held notion to prove “a calorie is NOT a calorie”, and takes that science to its logical conclusion to improve health worldwide.","320 pages, Hardcover",Health,380 follower,730 reviews,16,61 (<1%),211 (3%),964 (15%),"2,288 (37%)","2,643 (42%)"
