Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Hollywood Westerns and American Myth: The Importance of Howard Hawks and John Ford for Political Philosophy,Robert B. Pippin,70,ratings7,"January 1, 2010","In this pathbreaking book one of America’s most distinguished philosophers brilliantly explores the status and authority of law and the nature of political allegiance through close readings of three classic Hollywood Howard Hawks’ Red River and John Ford’s The Man Who Shot Liberty Valance and The Searchers. Robert Pippin treats these films as sophisticated mythic accounts of a key moment in American its “second founding,” or the western expansion. His central question concerns how these films explore classical problems in political psychology, especially how the virtues of a commercial republic gained some hold on individuals at a time when the heroic and martial virtues were so important. Westerns, Pippin shows, raise central questions about the difference between private violence and revenge and the state’s claim to a legitimate monopoly on violence, and they show how these claims come to be experienced and accepted or rejected. Pippin’s account of the best Hollywood Westerns brings this genre into the center of the tradition of political thought, and his readings raise questions about political psychology and the political passions that have been neglected in contemporary political thought in favor of a limited concern with the question of legitimacy.","208 pages, Hardcover",Film,56 follower,7 reviews,47,0 (0%),4 (5%),15 (21%),34 (48%),17 (24%)
Hillbilly: A Cultural History of an American Icon,Anthony Harkins,78,ratings5,"October 1, 2003","In this pioneering work of cultural history, historian Anthony Harkins argues that the hillbilly-in his various guises of ""briar hopper,"" ""brush ape,"" ""ridge runner,"" and ""white trash""-has been viewed by mainstream Americans simultaneously as a violent degenerate who threatens the modern order and as a keeper of traditional values of family, home, and physical production, and thus symbolic of a nostalgic past free of the problems of contemporary life. ""Hillbilly"" signifies both rugged individualism and stubborn backwardness, strong family and kin networks but also inbreeding and bloody feuds. Spanning film, literature, and the entire expanse of American popular culture, from D. W. Griffith to hillbilly music to the Internet, Harkins illustrates how the image of the hillbilly has consistently served as both a marker of social derision and regional pride. He traces the corresponding changes in representations of the hillbilly from late-nineteenth century America, through the greatDepression, the mass migrations of Southern Appalachians in the 1940s and 1950s, the War on Poverty in the mid 1960s, and to the present day. Harkins also argues that images of hillbillies have played a critical role in the construction of whiteness and modernity in twentieth century America. Richly illustrated with dozens of photographs, drawings, and film and television stills, this unique book stands as a testament to the enduring place of the hillbilly in the American imagination.Hillbilly received an Honorable Mention, John G. Cawelti Book Award of the American Culture Association.","336 pages, Paperback",History,8 follower,5 reviews,2,0 (0%),4 (5%),17 (21%),34 (43%),23 (29%)
Twisted: The Collected Short Stories,Jeffery Deaver,"4,937",ratings315,"December 2, 2003","New York Times bestselling author Jeffery Deaver has long thrilled fans with tales of masterful villains and their nefarious ways, and the brilliant minds who bring them to justice. Now the author of the Lincoln Rhyme series has collected for the first time his award-winning, spine-tingling stories of suspense -- stories that will widen your eyes and stretch your imagination.  A beautiful woman goes to extremes to rid herself of her stalker; a daughter begs her father not to go fishing in an area where there have been a series of brutal killings; a contemporary of the playwright William Shakespeare vows to avenge his family's ruin; and Jeffery Deaver's most beloved character, criminalist Lincoln Rhyme, is back to solve a chilling Christmastime disappearance.  Diverse, provocative, eerie and inspired, this collection of Jeffery Deaver's best stories exhibits the amazing range and signature plot twists that have earned him the title ""master of ticking-bomb suspense"" (People). With nods to O. Henry and Edgar Allan Poe, these beautifully crafted pieces, never before compiled in one volume, pulse with subtle intrigue and Deaver's incomparable imagination.","480 pages, Mass Market Paperback",Short Stories,10.4k follower,315 reviews,363,95 (1%),258 (5%),"1,123 (22%)","1,894 (38%)","1,567 (31%)"
13 Bullets,David Wellington,"4,391",ratings432,"January 1, 2007","All the official reports say they are dead - extinct since the late '80s, when a fed named Jameson Arkeley nailed the last vampire in a fight that nearly killed him. But the evidence proves otherwise. When a state trooper named Caxton calls the FBI looking for help in the middle of the night, it is Arkeley who gets the assignment - who else He's been expecting such a call. Sure, it's been years since any signs of an attack, but Arkeley knows what most people don' there is one left. In an abandoned asylum she is rotting, plotting and biding her time in a way that only the undead can. But the worst thing is the feeling that the vampires want more than just Caxton's blood. They want her for a reason, one she can't guess; a reason her sphinxlike partner knows but won't say; a reason she has to find out or die trying. Now there are only 13 bullets between Caxton and Arkeley and the vampires. There are only 13 bullets between us, the living, and them, the damned.","373 pages, Paperback",Horror,981 follower,432 reviews,75,149 (3%),418 (9%),"1,283 (29%)","1,557 (35%)",984 (22%)
Silence of the Grave,Arnaldur Indriðason,"20,034","ratings1,506","January 1, 2001","Building work in an expanding Reykjavík uncovers a shallow grave.Years before, this part of the city was all open hills, and Erlendur and his team hope this is a typical Icelandic missing person scenario; perhaps someone once lost in the snow, who has lain peacefully buried for decades. Things are never that simple.Whilst Erlendur struggles to hold together the crumbling fragments of his own family, his case unearths many other tales of family pain. The hills have more than one tragic story to tell: tales of failed relationships and heartbreak; of anger, domestic violence and fear; of family loyalty and family shame. Few people are still alive who can tell the story, but even secrets taken to the grave cannot remain hidden forever...Winner of the CWA Gold Dagger.","290 pages, Paperback",Mystery,"3,047 follower","1,506 reviews",45,253 (1%),749 (3%),"4,292 (21%)","8,955 (44%)","5,785 (28%)"
The Miles Between,Mary E. Pearson,"1,371",ratings236,"July 1, 2009","Destiny Faraday makes a point of keeping her distance from her classmates at Hedgebrook Academy. Her number-one rule: Don’t get attached. But one day, unexpectedly finding a car at their disposal, Destiny and three of her classmates embark on an unauthorized road trip. They’re searching for one fair day—a day where the good guy wins and everything adds up to something just and right. Their destination: Langdon, a town that Destiny’s unsuspecting companions hope will hold simply a day of fun. But, as Destiny says, “Things are not always what they seem.” Only she knows that Langdon holds far more than that—a deep secret she has never shared with anyone. The Miles Between explores the wonder and magic of a very real world where chance, mystery, and secrets abound.","266 pages, Hardcover",Young Adult,13k follower,236 reviews,41,43 (3%),101 (7%),384 (28%),454 (33%),389 (28%)
The Art of Travel,Alain de Botton,"23,956","ratings1,717","May 2, 2002","Any Baedeker will tell us where we ought to travel, but only Alain de Botton will tell us how and why. With the same intelligence and insouciant charm he brought to How Proust Can Save Your Life, de Botton considers the pleasures of anticipation; the allure of the exotic, and the value of noticing everything from a seascape in Barbados to the takeoffs at Heathrow. Even as de Botton takes the reader along on his own peregrinations, he also cites such distinguished fellow-travelers as Baudelaire, Wordsworth, Van Gogh, the biologist Alexander von Humboldt, and the 18th-century eccentric Xavier de Maistre, who catalogued the wonders of his bedroom. The Art of Travel is a wise and utterly original book. Don’t leave home without it.","272 pages, Paperback",Travel,14k follower,"1,717 reviews",143,577 (2%),"1,639 (6%)","5,954 (24%)","8,992 (37%)","6,794 (28%)"
Muse and Reverie,Charles de Lint,"1,361",ratings117,"December 1, 2009","""Muse and Reverie ""is an all-new collection of short fiction in Charles de Lint's ""Newford"" universe--the fifth such collection since 1993, and the first since 2002. Previous collections are ""Dreams Underfoot,"" ""The Ivory and the Horn,"" the World Fantasy Award-winning ""Memory and Dream,"" and ""Tapping the Dream Tree.""  The city of Newford could be any city in North America, bursting with music, commerce, art, love, hate, and of course, magic. Magic in the sidewalk cracks, myth at the foundations of its great buildings, enchantment in the spaces between its people. In novels like Moonheart, Forests of the Heart, The Onion Girl, and The Mystery of Grace, and in a series of story collections as well, urban fantasy master Charles de Lint has explored that magic and those spaces, bringing to life a tapestry of people from all walks of life, each looking for a spark of the miraculous to shape their lives and transform their fates.Here, in the fifth of the story collections, we reencounter old friends, such as Jilly, Sophie, and the Crow Girls. We breathe in intimations of the world beyond death, and of magic beyond time. Longtime readers and newcomers alike will find themselves under Charles de Lint’s unique spell.","352 pages, Hardcover",Fantasy,"3,859 follower",117 reviews,447,4 (<1%),31 (2%),215 (15%),533 (39%),578 (42%)
Racing the Moon,Michelle  Morgan,36,ratings11,"February 1, 2014","Joe Riley has to be a little creative to make pocket money in his rough and tumble neighbourhood of Glebe. He's watched his dad keep ahead of the law and he's sure that he can too, gambling on billycart races and selling farm-fresh eggs from his uncle's chook farm.But when his parents send him off to St Bartholomew's - a Catholic boarding school on the other side of the harbour - Joe's carefree existence is a thing of the past. Homesick and lonely, Joe meets the darker side of human nature and finds himself at odds with the school, especially Brother Felix.Expelled from St Bart's, Joe is sent to a reform school on the south coast known as The Farm. Life is tough there for a boy from the city, but it's through working the land and tending the animals that Joe finds inner strength and peace, and rediscovers the thrill of true freedom.","227 pages, Paperback",Historical,4 follower,11 reviews,4,0 (0%),3 (8%),19 (52%),11 (30%),3 (8%)
Strings,Kendall Grey,"9,205","ratings1,336","April 20, 2013","WARNING: STRINGS is not suitable for slut shamers, uptight stone throwers, Holier-Than-Thou prudes, humorless virgins, persons with chronic neck or back pain, pearl-clutching biddies, those who disparage crude humor or vulgarity in their many forms, closed-minded people with sticks up their asses, or anyone under the age of 18. The vile, base language and shocking, unholy sexual acts contained herein are not condoned by anyone with a lick of sense and should certainly not be reproduced without proper training and protection. The potty-mouthed and perpetually horny ""heroine"" (the term is used loosely) of this book does not resemble a normal, well-adjusted, or remotely believable person in any way, shape, or form. The author acknowledges that the characters in this book are shallow and two-dimensional; the plot is both ridiculous and insipid. She makes no apologies for any of it.* Readers are strongly advised to wear latex gloves whilst reading to minimize contamination risks.Free-spirited musician Letty Dillinger adheres to a strict, “no strings attached” policy when it comes to men. After a wild night of unabashed sex in a fancy hotel room, she never expects to see the adventurous stud she dubs “Shades” again. When her all-girl rock trio books a tour at the last minute as the opening act for their archenemies, Letty’s shocked to discover she knows the competition’s new lead singer. Intimately. Shades is no longer a one-night stand. Now he’s the guy she has to one-up on stage every night for the sake of her career.Sharing close quarters on a bus with her sexy nemesis and his bad-boy buddies puts Letty’s Golden Rule to the test. On this tour, guitar strings aren’t the only things being played. And when heartstrings are pulled too hard, they’re bound to snap sooner or later.","232 pages, ebook",Romance,"1,609 follower","1,336 reviews",58,386 (4%),547 (5%),"1,786 (19%)","3,080 (33%)","3,406 (37%)"
