Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Angry Aztecs,Terry Deary,"1,796",ratings90,"January 1, 1997","Find out about powerful priests, weird warriors, and the cunning Conquistadors, in this book which provides the foulest facts about Motecuhzoma, Cuahtemoc and other Angry Aztecs whose idea of fun was ripping out human hearts. Part of a series of books about history with the nasty bits left in!","128 pages, Paperback",History,725 follower,90 reviews,533,10 (<1%),75 (4%),465 (25%),666 (37%),580 (32%)
"The Groaning of Creation: God, Evolution, and the Problem of Evil",Christopher Southgate,61,ratings7,"June 1, 2008","Pain, suffering, and extinction are intrinsic to the evolutionary process. In this book Christopher Southgate shows how the world that is ""very good"" is also ""groaning in travail"" and subjected by God to that travail. Southgate then evaluates several attempts at evolutionary theodicy and argues for his own approach--an approach that takes full account of God's self-emptying and human beings' special responsibilities as created co-creators.","208 pages, Paperback",Theology,2 follower,7 reviews,19,1 (1%),7 (11%),12 (19%),24 (39%),17 (27%)
Millennium: The End of the World and the Forging of Christendom,Tom Holland,"3,613",ratings313,"September 18, 2008","* Tom Holland, author of RUBICON and PERSIAN FIRE, gives a thrilling panoramic account of the birth of the new Western Europe in the year 1000","476 pages, Hardcover",History,"2,390 follower",313 reviews,96,34 (<1%),197 (5%),975 (26%),"1,497 (41%)",910 (25%)
Tilly and the Lost Fairytales,Anna     James,"5,575",ratings738,"May 5, 2020","A magical adventure to delight the imagination. The curl-up-on-the-sofa snuggle of a series from a uniquely talented author.Tilly Pages is a bookwanderer; she can travel inside books, and even talk to the characters she meets there. But Tilly’s powers are put to the test when fairytales start leaking book magic and causing havoc . . . On a wintery visit to Paris, Tilly and her best friend Oskar bravely bookwander into the land of fairytales to find that characters are getting lost, stories are all mixed-up, and mysterious plot holes are opening without warning. Can Tilly work out who, or what, is behind the chaos so everyone gets their happily-ever-after?The second enthralling tale in the bestselling PAGES CO series.","400 pages, Hardcover",Fantasy,"1,029 follower",738 reviews,16,26 (<1%),104 (1%),954 (17%),"2,427 (43%)","2,064 (37%)"
Crossroads of Twilight,Robert Jordan,"122,733","ratings4,172","January 7, 2003","In the tenth book of The Wheel of Time from the New York Times #1 bestselling author Robert Jordan, the world and the characters stand at a crossroads, and the world approaches twilight, when the power of the Shadow grows stronger.Fleeing from Ebou Dar with the kidnapped Daughter of the Nine Moons, whom he is fated to marry, Mat Cauthon learns that he can neither keep her nor let her go, not in safety for either of them, for both the Shadow and the might of the Seanchan Empire are in deadly pursuit.Perrin Aybara seeks to free his wife, Faile, a captive of the Shaido, but his only hope may be an alliance with the enemy. Can he remain true to his friend Rand and to himself? For his love of Faile, Perrin is willing to sell his soul.At Tar Valon, Egwene al'Vere, the young Amyrlin of the rebel Aes Sedai, lays siege to the heart of Aes Sedai power, but she must win quickly, with as little bloodshed as possible, for unless the Aes Sedai are reunited, only the male Asha'man will remain to defend the world against the Dark One, and nothing can hold the Asha'man themselves back from total power except the Aes Sedai and a unified White Tower.In Andor, Elayne Trakland fights for the Lion Throne that is hers by right, but enemies and Darkfriends surround her, plotting her destruction. If she fails, Andor may fall to the Shadow, and the Dragon Reborn with it.Rand al'Thor, the Dragon Reborn himself, has cleansed the Dark One's taint from the male half of the True Source, and everything has changed. Yet nothing has, for only men who can channel believe that saidin is clean again, and a man who can channel is still hated and feared-even one prophesied to save the world. Now, Rand must gamble again, with himself at stake, and he cannot be sure which of his allies are really enemies.","704 pages, Hardcover",Fantasy,15.4k follower,"4,172 reviews",639,"3,642 (2%)","11,232 (9%)","31,239 (25%)","38,217 (31%)","38,403 (31%)"
Nature Girl,Carl Hiaasen,"24,927","ratings1,964","October 30, 2006","Honey Santana—impassioned, willful, possibly bipolar, self-proclaimed “queen of lost causes”—has a scheme to help rid the world of irresponsibility, indifference, and dinnertime sales calls. She’s taking rude, gullible Relentless, Inc., telemarketer Boyd Shreave and his less-than-enthusiastic mistress, Eugenie—the fifteen-minute-famous girlfriend of a tabloid murderer—into the wilderness of Florida’s Ten Thousand Islands for a gentle lesson in civility. What she doesn’t know is that she’s being followed by her Honey-obsessed former employer, Piejack (whose mismatched fingers are proof that sexual harassment in the workplace is a bad idea). And he doesn’t know he’s being followed by Honey’s still-smitten former drug-running ex-husband, Perry, and their wise-and-protective-way-beyond-his-years twelve-year-old-son, Fry. And when they all pull up on Dismal Key, they don’t know they’re intruding on Sammy Tigertail, a half white–half Seminole failed alligator wrestler, trying like hell to be a hermit despite the Florida State coed who’s dying to be his hostage . . .        Will Honey be able to make a mensch of a “greedhead”? Will Fry be able to protect her from Piejack—and herself? Will Sammy achieve his true Seminole self? Will Eugenie ever get to the beach? Will the Everglades survive the wild humans? All the answers are revealed in the delectably outrageous mayhem that propels this novel to its Hiaasen-of-the-highest-order climax.","306 pages, Hardcover",Fiction,"7,920 follower","1,964 reviews",120,516 (2%),"1,882 (7%)","8,090 (32%)","9,604 (38%)","4,835 (19%)"
Holding Up the Universe,Jennifer Niven,"128,463","ratings12,276","April 4, 2016","Everyone thinks they know Libby Strout, the girl once dubbed ""America's Fattest Teen."" But no one's taken the time to look past her weight to get to know who she really is. Following her mom's death, she's been picking up the pieces in the privacy of her home, dealing with her heartbroken father and her own grief. Now, Libby's ready: for high school, for new friends, for love, and for every possibility life has to offer. In that moment, I know the part I want to play here at MVB High. I want to be the girl who can do anything. Everyone thinks they know Jack Masselin, too. Yes, he's got swagger, but he's also mastered the impossible art of giving people what they want, of fitting in. What no one knows is that Jack has a newly acquired secret: he can't recognize faces. Even his own brothers are strangers to him. He's the guy who can re-engineer and rebuild anything, but he can't understand what's going on with the inner workings of his brain. So he tells himself to play it cool: Be charming. Be hilarious. Don't get too close to anyone.Until he meets Libby. When the two get tangled up in a cruel high school game—which lands them in group counseling and community service—Libby and Jack are both pissed, and then surprised. Because the more time they spend together, the less alone they feel. Because sometimes when you meet someone, it changes the world, theirs and yours.","391 pages, Hardcover",Young Adult,14.6k follower,"12,276 reviews",21,"4,043 (3%)","11,483 (8%)","35,241 (27%)","45,779 (35%)","31,917 (24%)"
Looking for a Love Story,Louise Shaffer,296,ratings55,"January 1, 2010","In Louise Shaffer’s delightfully charming new novel, a hopeless romantic (and author adrift) searches for a happy ending—and decides to write her own love story. After the success of her first novel, Love, Max —an irresistibly funny look at divorce as seen through a dog’s eyes—Francesca’s fictional saga becomes real when her sexy photographer husband bails on her. The good news is that Francesca gets custody of their apartment and their dog—an adoring scamp who has mastered the art of unconditional love. Still, a girl and her dog have to eat, so a desperate search for income leads Francesca to Chicky, a spunky, red-haired octogenarian who wants Francesca to write the memoirs of her parents, Joe and Ellie, who toured the vaudeville circuit in the early 1920s.Francesca is reluctant to take the job, but Chicky’s tales soon lure her into a showbiz era as irresistible and unlikely as the love story that unfolds. As she re-creates Joe and Ellie’s story, Francesca reflects, with hilarious honesty, on her own childhood and marriage—and discovers how to put the pieces of her life back together in a way that redefines herself and the true meaning of family and love.","320 pages, Paperback",Fiction,65 follower,55 reviews,16,8 (2%),26 (8%),101 (34%),110 (37%),51 (17%)
Dispatch,Bentley Little,"1,545",ratings120,"October 4, 2005","Jason Handford has a real gift for writing letters that get results-from complaints to love letters to editorials. Then he's offered a job to do it for a living. It consumes his time, his mind, and eventually, his soul. Jason really should have stuck with freelance.","386 pages, Mass Market Paperback",Horror,"2,275 follower",120 reviews,140,49 (3%),137 (8%),486 (31%),541 (35%),332 (21%)
The Dark Pond,Joseph Bruchac,354,ratings65,"July 27, 2004","The author of Skeleton Man returns with another chilling tale. What kind of sinister creature lurks in the dark pond in the forest? Armie can feel it calling to him...and he suspects the answer may lie in the legends of his Shawnee ancestors. Joseph Bruchac, the award–winning author of Skeleton Man, puts a contemporary spin on Native American lore to create a terrifying tale of monsters and darkness.","160 pages, Hardcover",Horror,525 follower,65 reviews,267,17 (4%),61 (17%),119 (33%),87 (24%),70 (19%)
