Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Kiln People,David Brin,"5,999",ratings360,"January 1, 2002","In a perilous future where disposable duplicate bodies fulfill every legal and illicit whim of their decadent masters, life is cheap. No one knows that better than Albert Morris, a brash investigator with a knack for trouble, who has sent his own duplicates into deadly peril more times than he cares to remember. But when Morris takes on a ring of bootleggers making illegal copies of a famous actress, he stumbles upon a secret so explosive it has incited open warfare on the streets of Dittotown.Dr. Yosil Maharal, a brilliant researcher in artificial intelligence, has suddenly vanished, just as he is on the verge of a revolutionary scientific breakthrough. Maharal's daughter, Ritu, believes he has been kidnapped--or worse. Aeneas Polom, a reclusive trillionaire who appears in public only through his high-priced platinum duplicates, offers Morris unlimited resources to locate Maharal before his awesome discovery falls into the wrong hands.To uncover the truth, Morris must enter a shadowy, nightmare world of ghosts and golems where nothing--and no one--is what they seem, memory itself is suspect, and the line between life and death may no longer exist.","569 pages, Mass Market Paperback",Science Fiction,"3,155 follower",360 reviews,336,90 (1%),376 (6%),"1,508 (25%)","2,384 (39%)","1,641 (27%)"
The Fire Chronicle,John  Stephens,"9,528",ratings773,"November 19, 2012","After the tumultuous events of last winter, Kate, Michael, and Emma long to continue the hunt for their missing parents. But they themselves are now in great danger, and so the wizard Stanislaus Pym hides the children at the Edgar Allan Poe Home for Hopeless and Incorrigible Orphans. There, he says, they will be safe. How wrong he is. The children are soon discovered by their enemies, and a frantic chase sends Kate a hundred years into the past, to a perilous, enchanted New York City. Searching for a way back to her brother and sister, she meets a mysterious boy whose fate is intricately—and dangerously—tied to her own.Meanwhile, Michael and Emma have set off to find the second of the Books of Beginning. A series of clues leads them into a hidden world where they must brave harsh polar storms, track down an ancient order of warriors, and confront terrible monsters. Will Michael and Emma find the legendary book of fire—and master its powers—before Kate is lost to them forever? Exciting, suspenseful, and brimming with humor and heart, the next installment of the bestselling Books of Beginning trilogy will lead Kate, Michael, and Emma closer to their family—and to the magic that could save, or destroy, them all.","437 pages, Hardcover",Fantasy,542 follower,773 reviews,10,78 (<1%),238 (2%),"1,332 (13%)","3,686 (38%)","4,194 (44%)"
Lustrum,Robert   Harris,"18,005","ratings1,174","November 1, 2009","Rome, 63 BC. In a city on the brink of acquiring a vast empire, seven men are struggling for power. Cicero is consul, Caesar his ruthless young rival, Pompey the republic's greatest general, Crassus its richest man, Cato a political fanatic, Catilina a psychopath, Clodius an ambitious playboy.The stories of these real historical figures - their alliances and betrayals, their cruelties and seductions, their brilliance and their crimes - are all interleaved to form this epic novel. Its narrator is Tiro, a slave who serves as confidential secretary to the wily, humane, complex Cicero. He knows all his master's secrets - a dangerous position to be in.From the discovery of a child's mutilated body, through judicial execution and a scandalous trial, to the brutal unleashing of the Roman mob, Lustrum (US: Conspirata) is a study in the timeless enticements and horrors of power.","452 pages, Paperback",Historical Fiction,"6,816 follower","1,174 reviews",52,84 (<1%),318 (1%),"2,338 (12%)","7,733 (42%)","7,532 (41%)"
Legend Trilogy Boxed Set,Marie Lu,"3,971",ratings158,"November 29, 2011","The complete collection of Marie Lu's bestselling Legend trilogy: Legend, Prodigy, and Champion. Additional bonus material also included: Marie Lu’s Life Before Legend, original short stories offering a sneak peek at the lives of Day and June before they met.","1088 pages, Hardcover",Dystopia,135k follower,158 reviews,51,37 (<1%),76 (1%),295 (7%),826 (20%),"2,737 (68%)"
Let Me Go,Chelsea Cain,"9,208",ratings940,"August 13, 2013","Beautiful killer Gretchen Lowell tightens her grip on Detective Archie Sheridan in Let Me Go, New York Times bestseller Chelsea Cain’s newest nail-biter.Detective Archie Sheridan is about to receive a birthday present from the last person he ever wants to see again: Gretchen Lowell.The investigation into Jack Reynolds's drug enterprise is heating up and has Archie heading off to attend a masked Halloween party on Jack Reynolds's island, where Susan is a reluctant guest. But the next morning one of the guests is found murdered, and Archie quickly realizes that nothing is what it seems. Only one thing is clear: Gretchen is back, and she's been closer than anyone thinks. On Halloween Eve, with time running out, Archie will have to risk everything, and choose wisely whom to trust, if he and his loved ones are going to live through the night.","358 pages, Hardcover",Mystery,"3,688 follower",940 reviews,115,105 (1%),402 (4%),"1,827 (19%)","3,712 (40%)","3,162 (34%)"
I Suck at Girls,Justin Halpern,"19,571","ratings1,882","May 15, 2012","""Human beings fear the unknown. So, whatever's freaking you out, grab it by the balls and say hello. Then it ain't the unknown anymore and it ain't scary. Or I guess it could be a shitload scarier.""Fans of the #1 bestseller ""Sh*t My Dad Says"" will recognize the always-patient voice of Justin Halpern's dad as it crackles through the pages of this hysterical new book. The story begins when Justin takes his dad out to lunch to announce that he's decided to propose to his girlfriend.""You've been dating her for four years,"" his dad replies. ""It ain't like you found a parallel fucking universe.""But eventually he gives Justin some advice: that he should take a day off and think back over everything he's learned in life about women, relationships, and himself before making his decision. And that's just what Justin does--revisiting everything from his disastrous childhood crushes to the night he finally lost his virginity while working as a dishwasher at Hooters.""I Suck at Girls"" is full of his dad's patented brand of wisdom. But it's also full of new characters just as funny as his dad--from his brother, who provides insights into wedding night rituals (""You stand in one corner of the room, and she stands in the other. You each take off one piece of clothing at a time"") to his first boss, who warns Justin to man up: ""That's what a man does. He takes his shots and then he scrubs the shit out of some dishes."" The result is a pilgrim's progress through the landscape of sex and love--by one of the funniest writers at work today.","180 pages, Paperback",Humor,864 follower,"1,882 reviews",12,446 (2%),"1,328 (6%)","5,294 (27%)","7,374 (37%)","5,129 (26%)"
Alias Omnibus,Brian Michael Bendis,"1,840",ratings191,"March 31, 2006","Once upon a time, Jessica Jones was a costumed super-hero, just not a very good one. Her powers were unremarkable compared to the amazing abilities of the costumed icons that populate the Marvel Universe. In a city of Marvels, Jessica Jones never found her niche. Now a chain-smoking, self-destructive alcoholic with a mean inferiority complex, Jones is the owner and sole employee of Alias Investigations - a small, private-investigative firm specializing in super-human cases. In her inaugural arc, Jessica's life immediately becomes expendable when she uncovers the potentially explosive secret of one hero's true identity. But her wit, charm and intelligence just may help her survive through another day. Thrust into the midst of a conspiracy that reaches the highest levels, has Jessica burned too many bridges to turn to old friends for help? Plus: Jessica travels to upstate New York to investigate the disappearance of a teenage girl rumored to be a mutant in a prejudiced small town, goes on a date with the Astonishing Ant-Man, teams up with Jessica Drew, the original Spider-Woman; and confronts the demons of her past. Collects Alias #1-28, What If? Jessica Jones had Joined the Avengers.","672 pages, Hardcover",Comics,"2,421 follower",191 reviews,"4,672",5 (<1%),24 (1%),158 (8%),652 (35%),"1,001 (54%)"
A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,"27,789","ratings1,519","January 1, 2001","From the star of No Reservations, Anthony Bourdain's New York Times-bestselling chronicle of travelling the world in search the globe's greatest cuilnary adventuresThe only thing ""gonzo gastronome"" and internationally bestselling author Anthony Bourdain loves as much as cooking is traveling. Inspired by the question, ""What would be the perfect meal?,"" Tony sets out on a quest for his culinary holy grail, and in the process turns the notion of ""perfection"" inside out. From California to Cambodia, A Cooks' Tour chronicles the unpredictable adventures of America's boldest and bravest chef.Fans of Bourdain will find much to love in revisting this classic culinary and travel memoir.","277 pages, Hardcover",Nonfiction,"4,686 follower","1,519 reviews",74,264 (<1%),786 (2%),"5,258 (18%)","11,625 (41%)","9,856 (35%)"
Doctor Who: Apollo 23,Justin Richards,"2,171",ratings201,"April 22, 2010","'For a few moments this afternoon, it rained on the moon...' An astronaut in full spacesuit appears out of thin air in a busy shopping centre. Maybe it's a publicity stunt. A photo shows a well-dressed woman in a red coat lying dead at the edge of a crater on the dark side of the moon - beside her beloved dog 'Poochie'. Maybe it's a hoax. But as the Doctor and Amy find out, these are just minor events in a sinister plan to take over every human being on earth. The plot centres on a secret military base on the moon - that's where Amy and the TARDIS are. The Doctor is back on Earth, and without the TARDIS there's no way he can get to the moon to save Amy and defeat the aliens. Or is there? The Doctor discovers one last great secret that could save humanity: Apollo 23. This is a thrilling, all new adventure featuring the Doctor and Amy, as played by Matt Smith and Karen Gillan in the spectacular hit series from BBC Television.","248 pages, Hardcover",Doctor Who,227 follower,201 reviews,303,25 (1%),124 (5%),689 (31%),728 (33%),605 (27%)
The Sigma Protocol,Robert Ludlum,"11,884",ratings379,"October 30, 2001","In Zurich, Switzerland, American investment banker Ben Hartman has arrived on holiday when he chances upon old friend Jimmy Cavanaugh -- a madman who's armed and programmed to assassinate. In a matter of minutes, six innocent bystanders -- and Cavanaugh -- are dead. But when his body vanishes, and his weapon mysteriously appears in Hartman's luggage, Hartman is plunged into an unfathomable nightmare, and suddenly finds himself on the run. Meanwhile in Washington, D.C., Anna Navarro, field agent for the Department of justice, has been asked to investigate the sudden -- seemingly unrelated -- deaths of eleven men throughout the world. The only thing that connects them is a secret file, over a half-century old, linked to the CIA, and marked with the same puzzling codename: Sigma.But as Anna follows the connecting thread, she finds herself in the shadows of a relentless killer who is one step ahead of her, victim by victim. Together she and Hartman must uncover the diabolical secrets long held behind the codename, Sigma. It will threaten everything they think they know about themselves and confirm their very worst fears...","662 pages, Paperback",Fiction,"4,740 follower",379 reviews,501,145 (1%),654 (5%),"3,378 (28%)","4,729 (39%)","2,978 (25%)"
