Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"218,799","ratings16,272","First published January 16, 2018","What does everyone in the modern world need to know? Renowned psychologist Jordan B. Peterson's answer to this most difficult of questions uniquely combines the hard-won truths of ancient tradition with the stunning revelations of cutting-edge scientific research.Humorous, surprising, and informative, Dr. Peterson tells us why skateboarding boys and girls must be left alone, what terrible fate awaits those who criticize too easily, and why you should always pet a cat when you meet one on the street.What does the nervous system of the lowly lobster have to tell us about standing up straight (with our shoulders back) and about success in life? Why did ancient Egyptians worship the capacity to pay careful attention as the highest of gods? What dreadful paths do people tread when they become resentful, arrogant, and vengeful? Dr. Peterson journeys broadly, discussing discipline, freedom, adventure, and responsibility, distilling the world's wisdom into 12 practical and profound rules for life. 12 Rules for Life shatters the modern commonplaces of science, faith, and human nature while transforming and ennobling the mind and spirit of its listeners.","409 pages, Audiobook",Nonfiction,14.8k followers,"16,272 reviews",52 books14.8k followers,"11,880 (5%)","16,169 (7%)","37,599 (17%)","63,530 (29%)","89,621 (40%)"
The Sexual Teachings of the White Tigress: Secrets of the Female Taoist Masters,Hsi Lai,154,ratings14,"First published August 1, 2001","• Reveals how the sexual practices of the White Tigress can preserve and restore a woman's physical youthfulness and mental energy.• The first modern guide to White Tigress techniques, the only sexual teachings exclusively for women.• Reveals for the first time in English the hidden teachings of immortaless Hsi Wang Mu, a White Tigress from 3,000 years ago.• Provides Western medical correlations to substantiate White Tigress practices.White Tigress women undertake disciplined sexual and spiritual practices to maintain their beauty and youthfulness, realize their full feminine potential, and achieve immortality. Revealed here for the first time in English are the secrets of the White Tigress that have all but disappeared from the world. Under the guidance of Madame Lin, the matriarch of a distinguished White Tigress lineage still in existence in Taiwan, Hsi Lai was given the privilege to study these practices and record them from a modern perspective so they will be forever preserved.The vast majority of Taoist texts on alchemy, meditation, and sexuality are directed at male practitioners. The Sexual Teachings of the White Tigress presents traditions that focus on women, traditions that stem from a long line of courtesans and female Taoists. Translations of the ancient teachings from a rare White Tigress manual dating back 3,000 years explain the sexual and spiritual refinement of ching (sexual energy), chi (vital energy), and shen (consciousness)--the Three Treasures of Taoism--the secret to unlocking eternal youthfulness and immortality.","320 pages, Paperback",Sexuality,4 followers,14 reviews,11 books4 followers,9 (5%),13 (8%),33 (21%),54 (35%),45 (29%)
Through the Valley of the Nest of Spiders,Samuel R. Delany,218,ratings58,"First published February 1, 2011","""Samuel R. Delany is not only one of the most profound and courageous writers at work today, he is a writer of seemingly limitless range.""—Michael CunninghamA vast river of a novel alive with explicit sexuality and the richness of life itself, Through the Valley of the Nest of Spiders concerns a gay, working-class, interracial relationship. In 2007, just before Eric's seventeenth birthday, his father brings him to Diamond Harbor, a failing tourist town on the Georgia coast, to live with his mother. There Eric meets nineteen-year-old Morgan Haskell, who works with his father, Dynamite Haskell, and the two boys soon join their lives—and their bodies—together on the coast as a couple over the next seventy-five years.The author of more than forty books, Samuel R. Delany is a novelist and critic whose novel Dhalgren has sold over a million copies. He is a recipient of the William Whitehead Memorial Award for a Lifetime Contribution to Gay and Lesbian Writing and the Lambda Literary Pioneer Award. He is a professor of English and creative writing at Temple University in Philadelphia.","520 pages, Paperback",Fiction,"1,996 followers",58 reviews,"276 books1,996 followers",18 (8%),13 (5%),24 (11%),56 (25%),107 (49%)
Martin Marten,Brian  Doyle,"2,609",ratings558,"First published April 7, 2015","Dave is fourteen years old, living with his family in a cabin on Oregon's Mount Hood (or as Dave prefers to call it, like the Native Americans once did, Wy'east). He is entering high school, adulthood on the horizon not far off in distance, and contemplating a future away from his mother, father, and his precocious younger sister. And Dave is not the only one approaching adulthood and its freedoms on Wy'east that summer. Martin, a pine marten (a small animal of the deep woods, of the otter/mink family), is leaving his own mother and siblings and setting off on his own as well. As Martin and Dave's paths cross on forest trails and rocky mountaintops, they—and we—witness the full, unknowable breadth and vast sweep of life, and the awe-inspiring interconnectedness of the world and its many inhabitants, human and otherwise. Martin Marten is a coming-of-age tale like no other, told in Brian Doyle's joyous, rollicking style.","309 pages, Hardcover",Fiction,653 followers,558 reviews,73 books653 followers,10 (<1%),72 (2%),307 (11%),856 (32%),"1,364 (52%)"
The Case for Jamie,Brittany Cavallaro,"14,816","ratings1,809","First published March 6, 2018","The hotly anticipated and explosive third book in the New York Times bestselling Charlotte Holmes series.It’s been a year since the shocking death of August Moriarty, and Jamie and Charlotte haven’t spoken.Jamie is going through the motions at Sherringford, trying to finish his senior year without incident, with a nice girlfriend he can’t seem to fall for.Charlotte is on the run, from Lucien Moriarty and from her own mistakes. No one has seen her since that fateful night on the lawn in Sussex—and Charlotte wants it that way. She knows she isn’t safe to be around. She knows her Watson can’t forgive her.Holmes and Watson may not be looking to reconcile, but when strange things start happening, it’s clear that someone wants the team back together. Someone who has been quietly observing them both. Making plans. Biding their time.Someone who wants to see one of them suffer and the other one dead.","349 pages, Hardcover",Mystery,"3,001 followers","1,809 reviews","21 books3,001 followers",77 (<1%),455 (3%),"3,252 (21%)","6,824 (46%)","4,208 (28%)"
The Birdwatcher,William  Shaw,"3,714",ratings485,"First published May 19, 2016","Police Sergeant William South has a good reason to shy away from murder investigations: he is a murderer himself. A methodical, diligent, and exceptionally bright detective, South is an avid birdwatcher and trusted figure in his small town on the rugged Kentish coast. He also lives with the deeply buried secret that, as a child in Northern Ireland, he may have killed a man. When a fellow birdwatcher is found murdered in his remote home, South's world flips.  The culprit seems to be a drifter from South's childhood; the victim was the only person connecting South to his early crime; and a troubled, vivacious new female sergeant has been relocated from London and assigned to work with South. As our hero investigates, he must work ever-harder to keep his own connections to the victim, and his past, a secret. The Birdwatcher is British crime fiction at its finest; a stirring portrait of flawed, vulnerable investigators; a meticulously constructed mystery; and a primal story of fear, loyalty and vengeance.","336 pages, Hardcover",Mystery,459 followers,485 reviews,16 books459 followers,27 (<1%),112 (3%),707 (19%),"1,795 (48%)","1,073 (28%)"
Why A Complicated Love,Daniel   Kemp,32,ratings19,"First published September 1, 25","Why? Is a story set in a web of despair, sex, unreachable emotion and love.One man's crippling injuries, caused by an unprovoked, vicious attack, ruins the lives of everyone around him. This includes Terry Meadows, a nineteen-year-old boy who falls in love with the main character's daughter Laura, twenty-seven years before the opening of the story.The twisted, interconnecting matrix in which Francis, Laura's father, lives, destroys and distorts his daughter's image of life beyond repair. It is a sad tragedy with an unexpected ending.","87 pages, Kindle Edition",Crime,121 followers,19 reviews,10 books121 followers,1 (3%),0 (0%),2 (6%),9 (28%),20 (62%)
Nicu II and Victoria's Incestuous Romance,Kenneth Jarrett Singleton,460,ratings16,"First published November 29, 2013","With love for one another resting within their inseparable hearts, and a secret occupying their active, yet silent souls, seventeen-year-old Prince Nicu II and his sixteen-year-old sister Victoria, First Princess of Exubertis, must make a choice between their incestuous love affair, and the maintaining of stability within their royal family. Prince Nicu II and Princess Victoria's immutable, romantic feelings for one another forces them to engage in extremely risky actions and fabricate various falsehoods. Throughout the play Nicu II and Victoria deceive everyone; including their parents King Nicu I and Queen Isabella. Nicu II is presumptuous in character, therefore, he maintains an excessive confidence within himself that he and his sister's romantic relationship can continue without being discovered, but Victoria fears that they cannot continue their affair emotionally unscathed. Despite Victoria's worries, she continues with the relationship as Nicu II emboldens her more and more.","74 pages, Paperback",Fiction,450 followers,16 reviews,6 books450 followers,9 (1%),4 (<1%),55 (11%),129 (28%),263 (57%)
Kael Jai: Outcast,E.J. Deen,62,ratings7,"First published April 20, 2014","His name is Kael Jai. He'd been cast out from his own world after losing a long battle against the madman named Jindom, thrown to Earth through a portal, abandoned to fend for himself, alone and alienated from his people. Alienated. Alien. That's what he was considered in this world. An alien. An unknown. It was hard to think of himself as alien, or even different. But to these people on this planet, he was an anomaly, something to be feared, perhaps even dissected. The Priejsthaed had sent him to Earth for his own protection. They thought he would be safe there. They were wrong. Jindom had discovered his location and now Kael Jai must not only fight for his life but also find a way to restore peace on his home-world of Trinoor. And save Earth from the powerful war machines sent there to kill him.","270 pages, Paperback",Science Fiction,6 followers,7 reviews,9 books6 followers,1 (1%),4 (6%),12 (19%),18 (29%),27 (43%)
Daddy's Curse: A Sex Trafficking True Story of a 8-Year Old Girl,Luke. G. Dahl,433,ratings38,"First published December 12, 2017","- Reader's Favorite 5-Star AwardA Harrowing True Story of an Eight-Year-Old Girl Human Sex Trafficking and Organized Crime SurvivorHave you ever experienced total despair? Yuna was just an eight-year-old girl when she experienced total devastation. Growing up in the Mongolian countryside, she wasn’t ready to face the darker side of the world. And yet she had to.After she was kidnapped by an organized crime gang, Yuna had to overcome her fears at a young age and start taking care of herself. She tried to escape from slavery, but everybody that she encountered wanted to take advantage of her. Yuna and other girls just like her were constantly abused, beaten, raped and sold as sex slaves. Human trafficking is the worst kind of humiliation, especially for a young woman. She tried to escape and find freedom, but it wasn’t easy.In this emotional and heart-shattering true story, author Luke G. Dahl will let you behind the curtains of sex trafficking gangs and into the soul of abused women, who try to glue the broken pieces of their soul together, in order to survive. By understanding what they have had to endure, you can find a new perspective and respect for life.","124 pages, ebook",Nonfiction,32 followers,38 reviews,9 books32 followers,21 (4%),36 (8%),96 (22%),119 (27%),161 (37%)
