Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
La réunification des deux Corées,Joël Pommerat,122,ratings4,"November 20, 2013","En une mosaïque de vingt instants singuliers, «La Réunification des deux Corées» explore la complexité des liens amoureux. Amants, amis, couples mariés ou adultères, vieilles histoires et relations passagères esquissent un tableau réaliste de ce qui nous attache et nous déchire en même temps. Réel ou ressenti, il n'y a pas d'amour, il n'y a que des manques d'amour.«Né en 1963, Joël Pommerat, auteur et metteur en scène, a fondé la compagnie Louis Brouillard en 1990. Au théâtre, comme pour ses co llaborations à l'opéra, il a la particularité de ne mettre en scène que ses propres textes, Toute son oeuvre est publiée chez Actes Sud-Papiers.»","64 pages, Paperback",Theatre,13 follower,4 reviews,34,3 (2%),8 (6%),26 (21%),46 (37%),39 (31%)
Tales from a Not-So-Fabulous Life,Rachel Renée Russell,"101,125","ratings4,509","June 2, 2009","It’s 

Diary of a Wimpy Kid 

for girls in this hilarious novel!
Meet Nikki Maxwell! She's starting eighth grade at a new school—and her very first diary packed with hilarious stories and art in Book One of the #1 New York Times bestselling Dork Diaries series!New school. New mean girl. New crush. New diary so I can spill about all of it…I put a lot of really personal stuff in this diary along with my sketches and doodles.But, mostly it’s about how TRAUMATIC it was transferring to my new private middle school, Westchester Country Day.And, how a lot of the CCP (Cool, Cute & Popular) kids were really SNOBBY and made my life TOTALLY miserable. People like, oh, I don’t know, maybe…MACKENZIE HOLLISTER!!And, it just so happened that I got stuck with a locker right next to hers. I could NOT believe I had such CRAPPY luck. I knew right then and there it was going to be a VERY, VERY long school year :-( !","327 pages, Paperback",Middle Grade,"6,580 follower","4,509 reviews",126,"4,151 (4%)","6,068 (6%)","16,366 (16%)","22,527 (22%)","52,013 (51%)"
The Reckless Oath We Made,Bryn Greenwood,"12,690","ratings1,943","August 20, 2019","A provocative love story between a tough Kansas woman on a crooked path to redemption and the unlikeliest of champions, from the New York Times bestselling author of All the Ugly and Wonderful ThingsZee is nobody's fairy tale princess. Almost six-foot, with a redhead's temper and a shattered hip, she has a long list of worries: never-ending bills, her beautiful, gullible sister, her five-year-old nephew, her housebound mother, and her drug-dealing boss.Zee may not be a princess, but Gentry is an actual knight, complete with sword, armor, and code of honor. Two years ago the voices he hears called him to be Zee's champion. He's barely spoken to her since, but he has kept watch, ready to come to her aid. When an abduction tears Zee's family apart, she turns to the last person she ever imagined--Gentry--and sets in motion a chain of events that will not only change both of their lives, but bind them to one another forever.","446 pages, Kindle Edition",Fiction,"4,110 follower","1,943 reviews",5,206 (1%),581 (4%),"2,426 (19%)","5,336 (42%)","4,141 (32%)"
Ring Shout,P. Djèlí Clark,"33,514","ratings6,099","October 13, 2020","In America, demons wear white hoods.In 1915, The Birth of a Nation cast a spell across America, swelling the Klan's ranks and drinking deep from the darkest thoughts of white folk. All across the nation they ride, spreading fear and violence among the vulnerable. They plan to bring Hell to Earth. But even Ku Kluxes can die.Standing in their way is Maryse Boudreaux and her fellow resistance fighters, a foul-mouthed sharpshooter and a Harlem Hellfighter. Armed with blade, bullet, and bomb, they hunt their hunters and send the Klan's demons straight to Hell. But something awful's brewing in Macon, and the war on Hell is about to heat up.Can Maryse stop the Klan before it ends the world?","185 pages, Hardcover",Horror,"4,947 follower","6,099 reviews",49,358 (1%),"1,421 (4%)","6,682 (19%)","14,228 (42%)","10,825 (32%)"
Lost in Math: How Beauty Leads Physics Astray,Sabine Hossenfelder,"2,949",ratings505,"June 1, 2018","A contrarian argues that modern physicists' obsession with beauty has given us wonderful math but bad science. Whether pondering black holes or predicting discoveries at CERN, physicists believe the best theories are beautiful, natural, and elegant, and this standard separates popular theories from disposable ones. This is why, Sabine Hossenfelder argues, we have not seen a major breakthrough in the foundations of physics for more than four decades. The belief in beauty has become so dogmatic that it now conflicts with scientific objectivity: observation has been unable to confirm mindboggling theories, like supersymmetry or grand unification, invented by physicists based on aesthetic criteria. Worse, these ""too good to not be true"" theories are actually untestable and they have left the field in a cul-de-sac. To escape, physicists must rethink their methods. Only by embracing reality as it is can science discover the truth.","291 pages, Hardcover",Science,428 follower,505 reviews,7,35 (1%),106 (3%),501 (16%),"1,300 (44%)","1,007 (34%)"
Be Frank With Me,Julia Claiborne Johnson,"22,654","ratings3,641","February 2, 2016","A sparkling debut combining the charming pluck of Eloise, the poignant psychological quirks of The Curious Incident of the Dog in the Night-Time and the page-turning spirit of Where’d You Go, Bernadette.Reclusive literary legend M. M. “Mimi” Banning has been holed up in her Bel Air mansion for years, but now she’s writing her first book in decades and to ensure timely completion her publisher sends an assistant to monitor her progress.When Alice Whitley arrives she’s put to work as a companion to Frank, the writer’s eccentric son, who has the wit of Noël Coward, the wardrobe of a 1930s movie star, and very little in common with his fellow fourth-graders. The longer she spends with the Bannings, the more Alice becomes obsessed with two questions: Who is Frank’s father? And will Mimi ever finish that book?Full of countless only-in-Hollywood moments, Be Frank With Me is a heartwarming story of a mother and son, and the intrepid young woman who is pulled into their unforgettable world.","287 pages, Paperback",Fiction,669 follower,"3,641 reviews",2,219 (<1%),"1,114 (4%)","5,321 (23%)","10,254 (45%)","5,746 (25%)"
Great Goddesses: Life Lessons from Myths and Monsters,Nikita Gill,"7,328","ratings1,011","September 3, 2019","Empowering life lessons from myths and monsters. Wonder at Medusa's potent venom, Circe's fierce sorcery and Athena rising up over Olympus, as Nikita Gill majestically explores the untold stories of the life bringers, warriors, creators, survivors and destroyers that shook the world - the great Greek Goddesses.Vividly re-imagined and beautifully illustrated, step into an ancient world transformed by modern feminist magic.'I watch Girl become Goddessand the metamorphosis is moremagnificent than anythingI have ever known.'","248 pages, Hardcover",Poetry,"5,051 follower","1,011 reviews",24,65 (<1%),309 (4%),"1,174 (16%)","2,521 (34%)","3,259 (44%)"
L'arco di trasformazione del personaggio,Dara Marks,415,ratings56,"January 1, 2006","Nelle grandi narrazioni, non solo quelle cinematografiche, i protagonisti si dividono al fondo in due grandi categorie. Da una parte gli eroi che non cambiano, qualcuno che entra nella storia già come eroe e per questo dopo mille avventure risolve il problema e ristabilisce l’equilibrio e l’ordine senza cambiare di una virgola (è il caso degli eroi western alla John Wayne, di 007 o di quasi tutti i protagonisti dei B-movie d’azione). Dall’altra, ed è quella che produce i film migliori, il protagonista durante i conflitti che deve affrontare per arrivare alla risoluzione finale si modifica, acquista consapevolezza e supera un problema interiore che spesso non sapeva di avere. In questo caso il raggiungimento dell’obiettivo sul piano della trama è servito a fare crescere umanamente il nostro eroe, e noi spettatori con lui. Questo è il libro che spiega come gestire l’arco di trasformazione del personaggio. Il nucleo del modello teorico e narrativo di Dara Marks fonde gli studi di Chris Vogler (Il viaggio dell’eroe) con quelli di Linda Seger (Come scrivere una grande sceneggiatura) e di Robert Mckee (Story) per arrivare all’individuazione di un motore immobile che sottende la scrittura di ogni grande storia. La scoperta cioè che a dare spessore umano al film è una profonda relazione tra il movimento del plot e lo sviluppo interiore del personaggio a partire da una “ferita inconscia” che affligge il protagonista all’inizio del suo percorso. L’arco di trasformazione dunque è insieme il cammino necessario a risolvere la maggior parte dei problemi di base di una sceneggiatura ma anche il racconto delle tappe di un processo di crescita verso una consapevolezza che riguarda tutti noi.","240 pages, Paperback",Writing,4 book,56 reviews,4,1 (<1%),10 (2%),32 (7%),131 (31%),241 (58%)
9 From the Nine Worlds,Rick Riordan,"13,094","ratings1,110","October 2, 2018","The Magnus Chase and the Gods of Asgard trilogy may have concluded, but we haven't heard the last of our favorite peeps from the Nine Worlds. Join Hearthstone, Blitzen, Samirah, Alex, Jack, T.J., Mallory, Halfborn, and more on a hilarious and unforgettable journey through Rick Riordan's unique take on Norse mythology. While Magnus is off visiting his cousin, Annabeth, his friends find themselves in some sticky, hairy, and smelly situations as they try to outwit moronic giants, murderous creatures, and meddlesome gods. Can they stave off Ragnarok at least until Magnus gets back?","176 pages, Hardcover",Fantasy,423k follower,"1,110 reviews",241,124 (<1%),580 (4%),"3,344 (25%)","4,635 (35%)","4,411 (33%)"
Irod,Asko Sahlberg,145,ratings19,"September 1, 2013","Irod Antipa, conducătorul Galileei şi Pereei, încearcă să-şi înţeleagă rolul în contextul evenimentelor violente ce îi marchează existenţa: conspiraţii, lupte pentru putere, războiul, povestea sa de dragoste cu Irodiada, precum şi apariţia creştinismului. Iosafat, cel mai de încredere servitor şi prieten al lui, este otrăvit, iar comandantul său militar, Beria, primeşte ordin să-i găsească şi să-i pedepsească pe vinovaţi. Însă laţul investigaţiilor începe să se strîngă în jurul lui Irod însuşi. Oamenii devin simpli pioni în jocurile pentru putere ale familiilor bogate şi influente, iar tetrarhul ajunge încet-încet să nu mai aibă încredere în nimeni, nici măcar în rude şi prietenii apropiaţi. În rîndul poporului domneşte o agitaţie necontenită, iar învăţăturile profeţilor creştini ucişi continuă să se răspîndească prin intermediul grupărilor secrete şi să pricinuiască schimbări neaşteptate. De-a lungul deceniilor, educaţia tînărului Irod Antipa, conturată în spiritul hedonist specific aristocraţiei romane, devine treptat o amintire palidă: puterea, responsabilitatea şi suspiciunile îl macină, în timp ce profetul Ioan Botezătorul, a cărui moarte ar fi trebuit să-l elimine din viaţa tot mai bătrînului prinţ, continuă să-i tulbure liniştea. Rod al unei documentări temeinice care a durat zece ani, romanul lui Asko Sahlberg, adesea comparat cu romanele istorice ale lui Mika Waltari, este o călătorie în timp care înfăţişează lumea antică într-o manieră atît de elaborată, încît poate fi asemănat cu o experienţă cinematografică.","640 pages, ebook",Fiction,13 follower,19 reviews,22,4 (2%),4 (2%),38 (26%),72 (49%),27 (18%)
