Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The End of Loneliness,Benedict Wells,"37,225","ratings3,250","First published February 24, 2016","Jules Moreau’s childhood is shattered after the sudden death of his parents. Enrolled in boarding school where he and his siblings, Marty and Liz, are forced to live apart, the once vivacious and fearless Jules retreats inward, preferring to live within his memories--until he meets Alva, a kindred soul caught in her own grief. Fifteen years pass and the siblings remain strangers to one another, bound by tragedy and struggling to recover the family they once were. Jules, still adrift, is anchored only by his desires to be a writer and to reunite with Alva, who turned her back on their friendship on the precipice of it becoming more, but just as it seems they can make amends for time wasted, invisible forces--whether fate or chance--intervene. A kaleidoscopic family saga told through the fractured lives of the three Moreau siblings alongside a faltering, recovering love story, The End of Loneliness is a stunning meditation on the power of our memories, of what can be lost and what can never be let go. With inimitable compassion and luminous, affecting prose, Benedict Wells contends with what it means to find a way through life, while never giving up hope you will find someone to go with you.","274 pages, Kindle Edition",Fiction,"2,350 followers","3,250 reviews","13 books2,350 followers",218 (<1%),912 (2%),"4,125 (11%)","11,701 (31%)","20,269 (54%)"
In Search of a Prince,Toni Shiloh,"1,256",ratings517,"First published February 1, 2022","Brielle Adebayo is fully content teaching at a New York City public school and taking annual summer vacations with her mother to Martha's Vineyard. But everything changes when her mom drops the mother of all bombshells--Brielle is a princess in the kingdom of Ọlọrọ Ilé, Africa, and she must immediately assume her royal position, since the health of her grandfather, King Tiwa Jimoh Adebayo, is failing.Distraught by her mother's betrayal, Brielle is further left spinning when the Ọlọrọ Ilé Royal Council brings up an old edict that states she must marry before assuming the throne or the crown will be passed to another. Uncertain who to choose from the council's list of bachelors, she struggles with the decision along with the weight of her new role in a new country. With her world totally shaken, she must take a chance on love and brave the perils a wrong decision may bring.","374 pages, Paperback",Romance,"1,381 followers",517 reviews,"58 books1,381 followers",17 (1%),51 (4%),187 (14%),436 (34%),565 (44%)
Black Cake,Charmaine Wilkerson,"169,325","ratings17,796","First published February 1, 2022","We can’t choose what we inherit. But can we choose who we become?In present-day California, Eleanor Bennett’s death leaves behind a puzzling inheritance for her two children, Byron and Benny: a black cake, made from a family recipe with a long history, and a voice recording. In her message, Eleanor shares a tumultuous story about a headstrong young swimmer who escapes her island home under suspicion of murder. The heartbreaking tale Eleanor unfolds, the secrets she still holds back, and the mystery of a long-lost child challenge everything the siblings thought they knew about their lineage and themselves.Can Byron and Benny reclaim their once-close relationship, piece together Eleanor’s true history, and fulfill her final request to “share the black cake when the time is right”? Will their mother’s revelations bring them back together or leave them feeling more lost than ever?Charmaine Wilkerson’s debut novel is a story of how the inheritance of betrayals, secrets, memories, and even names can shape relationships and history. Deeply evocative and beautifully written, Black Cake is an extraordinary journey through the life of a family changed forever by the choices of its matriarch.","385 pages, Hardcover",Fiction,"1,870 followers","17,796 reviews","4 books1,870 followers",894 (<1%),"4,634 (2%)","29,444 (17%)","74,600 (44%)","59,753 (35%)"
Island Queen,Vanessa Riley,"3,902",ratings759,"First published July 6, 2021","A remarkable, sweeping historical novel based on the incredible true life story of Dorothy Kirwan Thomas, a free woman of color who rose from slavery to become one of the wealthiest and most powerful landowners in the colonial West Indies. Born into slavery on the tiny Caribbean island of Montserrat, Doll bought her freedom—and that of her sister and her mother—from her Irish planter father and built a legacy of wealth and power as an entrepreneur, merchant, hotelier, and planter that extended from the marketplaces and sugar plantations of Dominica and Barbados to a glittering luxury hotel in Demerara on the South American continent.Vanessa Riley’s novel brings Doll to vivid life as she rises above the harsh realities of slavery and colonialism by working the system and leveraging the competing attentions of the men in her life: a restless shipping merchant, Joseph Thomas; a wealthy planter hiding a secret, John Coseveldt Cells; and a roguish naval captain who will later become King William IV of England.From the bustling port cities of the West Indies to the forbidding drawing rooms of London’s elite, Island Queen is a sweeping epic of an adventurer and a survivor who answered to no one but herself as she rose to power and autonomy against all odds, defying rigid eighteenth-century morality and the oppression of women as well as people of color. It is an unforgettable portrait of a true larger-than-life woman who made her mark on history.","592 pages, Hardcover",Historical Fiction,"1,463 followers",759 reviews,"40 books1,463 followers",72 (1%),213 (5%),898 (23%),"1,540 (39%)","1,179 (30%)"
Life and Death Are Wearing Me Out,Mo Yan,"4,562",ratings573,"First published January 1, 2006","Stripped of his possessions and executed as a result of Mao's Land Reform Movement in 1948, benevolent landowner Ximen Nao finds himself endlessly tortured in Hell before he is systematically reborn on Earth as each of the animals in the Chinese zodiac.","540 pages, Hardcover",Fiction,"1,268 followers",573 reviews,"284 books1,268 followers",90 (1%),255 (5%),801 (17%),"1,638 (35%)","1,778 (38%)"
The Nine Lives of Rose Napolitano,Donna Freitas,"7,351","ratings1,125","First published April 6, 2021","A deeply moving novel about a woman who thought she never wanted to be a mother—and the many ways that life can surprise us.Rose Napolitano is fighting with her husband, Luke, about prenatal vitamins. She promised she’d take them, but didn’t. He promised before they got married that he’d never want children, but now he’s changed his mind. Their marriage has come to rest on this one question: Can Rose find it in herself to become a mother? Rose is a successful professor and academic. She’s never wanted to have a child. The fight ends, and with it their marriage.But then, Rose has a fight with Luke about the vitamins–again. This time the fight goes slightly differently, and so does Rose’s future as she grapples with whether she can indeed give up the one thing she thought she knew about herself. Can she reimagine her life in a completely new way? That reimagining plays out again and again in each of Rose’s nine lives, just as it does for each of us as we grow into adulthood. What are the consequences of our biggest choices? How would life change if we let go of our preconceived ideas of ourselves and became someone completely new? Rose Napolitano’s experience of choosing and then choosing again shows us in an utterly compelling way what it means, literally, to reinvent a life and, sometimes, become a different kind of woman than we ever imagined.A stunning novel about love, loss, betrayal, divorce, death, a woman’s career and her identity, The Nine Lives of Rose Napolitano is about finding one’s way into a future that wasn’t the future one planned, and the ways that fate intercedes when we least expect it.","384 pages, Hardcover",Fiction,503 followers,"1,125 reviews",28 books503 followers,168 (2%),557 (7%),"2,237 (30%)","2,778 (37%)","1,611 (21%)"
With the People from the Bridge,Dimitris Lyacos,77,ratings8,"First published October 19, 2014","Acclaimed by critics worldwide, With the People from the Bridge is a unique distillation of literary genres, an all-in-one densely layered poem, play, postmodern epic, a small-scale wide-scope apocalyptic tragedy. An immersive experience where voices issue from characters in a state of trance, drift crackling out of a TV set or a cassette player and the contours of reality begin to darkle and shift while trains still pass up overhead, audience members get up to leave, performers creep out through back-exits. This is the day and the place for the imminent return of the dead and the reader sees them approaching as he peeks through the gaps of Lyacos's elliptical storytelling.  Radical in its recasting of content and narrative form this is one of those rare books that unravel visions of wholeness and collective redemption within the darkest aspects of our folk and religious tradition. Perhaps the dead can rise again. Perhaps the world is ending only to begin afresh.","46 pages, Kindle Edition",Poetry,78 followers,8 reviews,6 books78 followers,0 (0%),4 (5%),6 (7%),11 (14%),56 (72%)
What I Lost,Alexandra Ballard,"4,512",ratings735,"First published June 6, 2017","What sixteen-year-old Elizabeth has lost so far: forty pounds, four jean sizes, a boyfriend, and her peace of mind. As a result, she’s finally a size zero. She’s also the newest resident at Wallingfield, a treatment center for girls like her—girls with eating disorders. Elizabeth is determined to endure the program so she can go back home, where she plans to start restricting her food intake again. She’s pretty sure her mom, who has her own size 0 obsession, needs treatment as much as she does. Maybe even more. Then Elizabeth begins receiving mysterious packages. Are they from her ex-boyfriend, a secret admirer, or someone playing a cruel trick?","400 pages, Hardcover",Contemporary,135 followers,735 reviews,1 book135 followers,32 (<1%),187 (4%),913 (20%),"1,929 (42%)","1,451 (32%)"
Not in Search of Love,Kashish  Aggarwal,42,ratings25,"First published August 5, 2022","Akansha Kapoor and Vivaan Malhotra are burned by the flames of love. They're the go-to person for everyone but they fight a battle inside their hearts every day. Akansha wants to find answers to her endless questions that are deeply rooted in her mind that stems a feeling of inferiority within her. While Vivaan has checked out love from his life after labelling 'forever' as a mirage.They’re drained and exhausted. Their spirits are shattered. Their faith in love is lost and they're not in search of love.Will, they ever find a key to their broken hearts?Will they give a second chance to love?Or will they slump down on the pitch of life?To know, join Akansha and Vivaan in their journey as they heal, rediscover, and try to move on from the past. A story of them, beginning from the end and ending before a new start.","347 pages, Kindle Edition",Romance,6 followers,25 reviews,1 book6 followers,1 (2%),1 (2%),3 (7%),16 (38%),21 (50%)
The Curse of Chalion,Lois McMaster Bujold,"38,923","ratings2,965","First published August 14, 2001","A man broken in body and spirit, Cazaril returns to the noble household he once served as page and is named secretary-tutor to the beautiful, strong-willed sister of the impetuous boy who is next in line to rule. It is an assignment Cazaril dreads, for it must ultimately lead him to the place he most fears: the royal court of Cardegoss, where the powerful enemies who once placed him in chains now occupy lofty positions.But it is more than the traitorous intrigues of villains that threaten Cazaril and the Royesse Iselle here, for a sinister curse hangs like a sword over the entire blighted House of Chalion. And only by employing the darkest, most forbidden of magics can Cazaril hope to protect his royal charge -- an act that will mark him as a tool of the miraculous . . . and trap him in a lethal maze of demonic paradox.","512 pages, Kindle Edition",Fantasy,38.1k followers,"2,965 reviews",176 books38.1k followers,642 (1%),"1,411 (3%)","5,740 (14%)","14,010 (35%)","17,120 (43%)"
