Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Dark,Marianne Curley,"6,451",ratings204,"January 1, 2003","A year after Marduke's death, the Order's revenge is about to take shape. As they gain the upper hand in their battle against the Guardians, the Order's attempts to change history bear fruit and Ethan and Isabel notice subtle changes in their daily lives as an altered past impacts on the future.","352 pages, Paperback",Fantasy,"1,214 follower",204 reviews,20,55 (<1%),209 (3%),"1,149 (17%)","2,274 (35%)","2,764 (42%)"
Carry the One,Carol Anshaw,"10,063","ratings1,601","January 1, 2012","Hailed as “beautifully observed” (The New York Times) and “a brilliant feat of storytelling” (The Boston Globe), Carol Anshaw’s New York Times bestselling novel is one of the most acclaimed books of the year. “When you add us up, you always have to carry the one.”  Following a devastating moment in the hours after Carmen’s wedding, three siblings and their friends move through the next twenty-five years under its long shadow. Through friendships and love affairs; marriage and divorce; parenthood, holidays, and the modest calamities and triumphs of ordinary days, Carry the One shows how one life affects another, and how those who thrive and those who self-destruct are closer to each other than we’d expect. Whether they take refuge in art, drugs, social justice, or love, Carol Anshaw’s characters are sympathetic, funny, and uncannily familiar as they reflect back to us our deepest pain and longings, our joys, and our transcendent moments of understanding.","272 pages, ebook",Fiction,192 follower,"1,601 reviews",13,827 (8%),"1,932 (19%)","3,540 (35%)","2,698 (26%)","1,066 (10%)"
The Cajun Cowboy,Sandra Hill,"1,589",ratings77,"June 1, 2004","Charmaine LeDeux, who owns not one but two beauty salons on the Louisiana bayou, has a loan shark on her tail. As if that's not bad enough, Raoul Lanier, who she thought she divorced years ago, tells her that they're still married! Plus, they've inherited his father's rundown cattle ranch together. Raoul promises to give her an honest-to-god real divorce this time if she'll sell him her half of the ranch. But she decides that the ranch is the perfect place for her after all; i.e., the perfect hideout for a woman who needs to lie low for a while.The last thing Raoul wants is for Charmaine to live with him, but Charmaine has always been stubborn. Soon she's taken over the house, adding feminine touches everywhere and having his three ranch hands eating out of her hand. When her belly-dancing great-aunt and the rest of the LeDeux clan come over for Thanksgiving dinner, Raoul knows he's lost the fight. He might as well give in to the temptation she still rouses in him. Now if he can only keep her safe from the Dixie mafia looking for her and convince her that he's worth a second chance at love.","349 pages, Mass Market Paperback",Romance,"1,294 follower",77 reviews,91,19 (1%),50 (3%),326 (20%),542 (34%),652 (41%)
The Bitter Kingdom,Rae Carson,"36,745","ratings2,920","August 27, 2013","The champion must not waver.The champion must not fear.The gate of darkness closes.Elisa is a fugitive.Her enemies have stolen the man she loves, and they await her at the gate of darkness. Her country is on the brink of civil war, with her own soldiers ordered to kill her on sight.Her Royal Majesty, Queen Lucero-Elisa né Riqueza de Vega, bearer of the Godstone, will lead her three loyal companions deep into the enemy's kingdom, a land of ice and snow and brutal magic, to rescue Hector and win back her throne. Her power grows with every step, and the shocking secrets she will uncover on this, her final journey, could change the course of history.But that is not all. She has a larger destiny. She must become the champion the world has been waiting for.Even of those who hate her most.","433 pages, Hardcover",Fantasy,"5,880 follower","2,920 reviews",38,415 (1%),"1,035 (2%)","5,498 (14%)","13,533 (36%)","16,264 (44%)"
"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",Tom Reiss,"19,706","ratings2,514","September 18, 2012","Here is the remarkable true story of the real Count of Monte Cristo – a stunning feat of historical sleuthing that brings to life the forgotten hero who inspired such classics as The Count of Monte Cristo and The Three Musketeers. The real-life protagonist of The Black Count, General Alex Dumas, is a man almost unknown today yet with a story that is strikingly familiar, because his son, the novelist Alexandre Dumas, used it to create some of the best loved heroes of literature.Yet, hidden behind these swashbuckling adventures was an even more incredible secret: the real hero was the son of a black slave -- who rose higher in the white world than any man of his race would before our own time. Born in Saint-Domingue (now Haiti), Alex Dumas was briefly sold into bondage but made his way to Paris where he was schooled as a sword-fighting member of the French aristocracy. Enlisting as a private, he rose to command armies at the height of the Revolution in an audacious campaign across Europe and the Middle East – until he met an implacable enemy he could not defeat.The Black Count is simultaneously a riveting adventure story, a lushly textured evocation of 18th-century France, and a window into the modern world’s first multi-racial society. But it is also a heartbreaking story of the enduring bonds of love between a father and son.","414 pages, Hardcover",History,215 follower,"2,514 reviews",7,567 (2%),902 (4%),"3,448 (17%)","7,690 (39%)","7,099 (36%)"
Harmony,Project Itoh,"1,419",ratings182,"December 1, 2008","In a perfect world, there is no escape In the future, Utopia has finally been achieved thanks to medical nanotechnology and a powerful ethic of social welfare and mutual consideration. This perfect world isn't that perfect though, and three young girls stand up to totalitarian kindness and super-medicine by attempting suicide via starvation. It doesn't work, but one of the girls--Tuan Kirie--grows up to be a member of the World Health Organization. As a crisis threatens the harmony of the new world, Tuan rediscovers another member of her suicide pact, and together they must help save the planet...from itself.","252 pages, Paperback",Science Fiction,94 follower,182 reviews,33,22 (1%),85 (5%),275 (19%),592 (41%),445 (31%)
The Lost Stories,John Flanagan,"33,597","ratings1,313","October 1, 2011","Unconfirmed accounts of a group of Araluen warriors - tales of adventure, battle, and triumph over evil - have spread for centuries throughout the known world. Most notable is a clan shrouded in mystery, phantom warriors known as the Rangers. Two names pass the lips of every storyteller: Halt, and his apprentice, Will. They and their comrades in arms are said to have traveled throughout the kingdom and beyond its borders, protecting those who needed it most. If true, these rumors can be only part of the story. Only now, centuries after these men and women walked the earth, do we have confirmation of their existence. Behold The Lost Stories, Book 11 in the Ranger's Apprentice epic.","422 pages, Hardcover",Fantasy,"8,534 follower","1,313 reviews",71,222 (<1%),943 (2%),"5,187 (15%)","10,783 (32%)","16,462 (48%)"
Harold Larwood,Duncan Hamilton,360,ratings40,"July 2, 2009","Harold Larwood is an England cricketing legend. During the MCC's notorious 1932–3 Ashes tour of Australia, his ""Bodyline"" bowling left Australia's batsmen bruised and battered, halved the batting average of the great Don Bradman—and gave England a 4–1 series victory. But the diplomatic row that followed brought Anglo-Australian relations to the brink of collapse. Larwood was used as a scapegoat by the MCC, which demanded he apologize for bowling Bodyline. Arguing that he had simply obeyed the instructions of his captain, Douglas Jardine, Larwood refused. He never played for England again. The Bodyline saga has been told before, but Larwood’s story has not. Using materials provided by the fast bowler’s family, Duncan Hamilton has created an intimate and compelling portrait of Larwood's life: from his mining village upbringing, through the trauma of 1932–3 and its bitter aftermath, to his emigration to Australia, where he and his family found happiness. A moving recreation of the triumph, betrayal and redemption of a working-class hero, Harold Larwood will enthrall not only cricket fans, but all those who relish biographical writing of the highest quality.","387 pages, Paperback",Biography,53 follower,40 reviews,26,2 (<1%),2 (<1%),28 (7%),125 (34%),203 (56%)
The Last Hunter: Ascent,Jeremy Robinson,740,ratings38,"November 28, 2011","I no longer exist. My kidnapping, breaking and corruption at the hands of the half-human, half-demon Nephilim began the journey to nothingness. I had hoped to one day rejoin my loved ones in the outside world, but before I realized it, twenty years had passed. Time is a distance I cannot traverse. If there is any memory of me, it is distant. Worse, the spirit of Nephil, Lord of the Nephilim, used my connection with the continent to decimate the surface world. I've done horrible things in the past, but I'm now responsible for the deaths of billions. Billions. God...And so I have removed myself from the physical world, and Nephil's reach, to live out eternity in Tartarus, a place of endless torture where the burden I carry crushes my soul, driving me to madness. I am weak and cold. My abilities are gone. And I am not alone in this hell. There are things here more horrible than I could have imagined.But as much as I think I deserve this fate, I'm driven to find a way to escape. To exist again. To return to my new family-Em and Luca. To set things right. I am Solomon Ull Vincent -- The Last Hunter-- and I will exist again.The Last Hunter: Ascent parallels the events in Antarktos Rising, an adult thriller also by Robinson, upon which the Antarktos Saga is based. Read them together for the full experience. The final two books in the Antarktos Saga will complete both storylines as they merge.","280 pages, Paperback",Fantasy,"2,324 follower",38 reviews,132,5 (<1%),12 (1%),109 (14%),310 (41%),304 (41%)
Spirits in the Wires,Charles de Lint,"3,096",ratings144,"August 1, 2003","At a popular Newford online research and library Web site called the Wordwood, a mysterious crash occurs. Everyone visiting the site at the moment of the crash vanishes from where they were sitting in front of their computers. Christy Ridding's girlfriend Saskia disappears right before his eyes, along with countless others.To rescue their missing friends, Christy and his companions must journey into Newford's otherworld, where the Wordwood, it transpires, has a physical presence of its own...","448 pages, Paperback",Fantasy,"3,859 follower",144 reviews,447,25 (<1%),121 (3%),661 (21%),"1,233 (39%)","1,056 (34%)"
