Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Sorcha de Mallaig,Diane Lacombe,158,ratings10,"February 26, 2004","Écosse, 1437. Fille d'un laird du clan MacNèil de Mallaig, Sorcha Lennox grandit dans un couvent de l'île d'Iona, où sa mère s'est réfugiée après la disgrâce de son mari. Sorcha en vient à correspondre avec le jeune Baltair MacNèil, puis avec la mère de ce dernier, la châtelaine de Mallaig.Quand celle-ci envoie son fils la chercher au couvent pour en faire sa suivante, la jeune fille s'est enfuie. Baltair se lance à sa poursuite à travers l'Écosse. Il la rattrape enfin à Édimbourg et, sur le chemin du retour, un lien se crée entre eux… Mais subsistera-t-il après l'arrivée de Sorcha à Mallaig, alors que la famille MacNèil vit des heures tumultueuses? En effet, le chef se meurt et la succession à la tête du clan est ouverte; de plus, on envisage pour Baltair un mariage d'intérêt afin de régler une dette contractée par le clan. Quelle sera alors la place de Sorcha au château de Mallaig où circulent des révélations infâmes sur ses origines?Sur le même ton et avec la même intensité des personnages que dans son premier roman, La Châtelaine de Mallaig, Diane Lacombe nous ramène dans l'Écosse médiévale avec Sorcha de Mallaig. Par le truchement de ses nouveaux personnages, elle propose au lecteur de revisiter son enfance et adolescence et de plonger dans son imaginaire pétri de la culture des Highlands. Un autre grand récit épique et romanesque.","496 pages, Paperback",Historical Fiction,13 follower,10 reviews,33,0 (0%),7 (4%),42 (26%),73 (46%),36 (22%)
Fearless,Tim Lott,"1,333",ratings212,"January 1, 2007","The smartly painted exterior of the City Community Faith School hides a disturbing secret. Behind its walls, 1000 girls are forced to labour in the city's laundry, separated from their families and deprived of their freedom. One of these girls is Little Fearless who never gives up hope that one day she will be rescued.","266 pages, Hardcover",Young Adult,50 follower,212 reviews,18,48 (3%),106 (7%),296 (22%),430 (32%),453 (33%)
Rock and Roll Will Save Your Life: A Book by and for the Fanatics Among Us,Steve Almond,"1,087",ratings153,"January 1, 2010","Drooling fanatic, n. 1. One who drools in the presence of beloved rock stars. 2. Any of a genus of rock-and-roll wannabes/geeks who walk around with songs constantly ringing in their ears, own more than 3,000 albums, and fall in love with at least one record per week. With a life that’s spanned the phonographic era and the digital age, Steve Almond lives to Rawk. Like you, he’s secretly longed to live the life of a rock star, complete with insane talent, famous friends, and hotel rooms to be trashed. Also like you, he’s content (sort of) to live the life of a rabid fan, one who has converted his unrequited desires into a (sort of) noble obsession.    Rock and Roll Will Save Your Life traces Almond’s passion from his earliest (and most wretched) rock criticism to his eventual discovery of a music-crazed soul mate and their subsequent production of two little superfans. Along the way, Almond reflects on the delusional power of songs, the awkward mating habits of drooling fanatics, and why Depression Songs actually make us feel so much better. The book also  • sometimes drunken interviews with America’s finest songwriters• a recap of the author’s terrifying visit to Graceland while stoned• a vigorous and credibility-shattering endorsement of Styx’s Paradise Theater• recommendations you will often choose to ignore• a reluctant exegesis of the Toto song “Africa”• obnoxious lists sure to piss off rock critics But wait, there’s more. Readers will also be able to listen to a special free mix designed by the author, available online at www.stevenalmond.com, for the express purpose of eliciting your drool. For those about to rock—we salute you!","240 pages, Hardcover",Music,422 follower,153 reviews,77,31 (2%),125 (11%),288 (26%),389 (35%),254 (23%)
The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,"30,653","ratings1,112","October 7, 2008","New York Times bestselling author J.R. Ward delivers a behind-the-scenes look at her “to die for”( Publishers Weekly) Black Dagger Brotherhood series—and a brand-new short story starring Zsadist and Bella.This is a book no Black Dagger Brotherhood fan should miss—an insider’s guide that will seduce readers as powerfully as the sexy band of Brothers and the world they live in. And also included is an original short story about stars Zsadist and Bella!This comprehensive guide features insider information on the Brotherhood, their dossiers, stats, and special gifts. Readers will savor interviews with their favorite characters, deleted scenes, exciting material from the J.R. Ward message board and the answers to their burning questions. They’ll learn what it’s like for J.R. Ward to write each installment of the series, and in a fascinating twist, read an interview with the author—conducted by the Brothers. Plus readers will get a sneak peek at the much anticipated next book in the Black Dagger Brotherhood series, Lover Avenged.","478 pages, Paperback",Vampires,49.7k follower,"1,112 reviews",230,263 (<1%),945 (3%),"4,615 (15%)","7,906 (25%)","16,924 (55%)"
Good Masters! Sweet Ladies! Voices from a Medieval Village,Laura Amy Schlitz,"8,432","ratings1,106","July 24, 2007","Step back to medieval 1255 England and meet 22 villagers, illustrated in pen and ink, inspired by the Munich-Nuremberg manuscript, an illuminated poem from thirteenth-century Germany.  Hugo, the lord’s nephew, proves his manhood by hunting a wild boar. Sharp-tongued Nelly supports her family by selling live eels. Peasant Mogg gets a clever lesson in how to save a cow from a greedy landlord. Barbary slings mud on noble Jack. Alice is the singing shepherdess. And many more . . . .","96 pages, Hardcover",Historical Fiction,477 follower,"1,106 reviews",15,386 (4%),791 (9%),"2,302 (27%)","2,743 (32%)","2,210 (26%)"
Postcard Killers,James Patterson,"29,129","ratings2,242","August 16, 2010",Norwegian Text,Hardcover,Mystery,345k follower,"2,242 reviews","1,573",483 (1%),"1,940 (6%)","7,792 (26%)","10,953 (37%)","7,961 (27%)"
The Swords of Night and Day,David Gemmell,"9,210",ratings182,"April 1, 2004","Even in death, Skilgannon the Damned's name lives on. Now, as an ancient evil threatens to flood the Drenai heartlands in a tide of blood, he returns...A thousand years after they fell in battle, two heroes - Druss and Skilgannon - are revered throughout the war-torn lands of the Dernai, where men and women live in abject fear of the dark sorceress known as the Eternal...But what if the soul of one such hero could be called back from the void, his bones housed again in flesh? An ancient prophecy foretold that Skilgannon would return in his people's darkest hour. To most, this was a foolish hope. But not so to Landis Kan. Having found Skilgannon's ancient tomb, he gathers up the bones and peforms the mystic ritual.But the reborn hero is an enigma: a young man whose warrior skills are blunted and whose memories are fragmented. This Skilgannon is a man out of time, Marooned in a world as strange to him as a dream, remote from all he knew and loved. Or nearly all. Before bringing back Skilgannon, Landis Kan had experimented upon other bone fragments found in the hero's tomb. That ritual resulted in a surly giant who possessed astounding strength but no memories. To Kan, he is a dangerous failure. To Skilgannon, this giant represents their last hope.As ageless evil threatens to drown the Drenai lands in blood, two legendary heroes will once again lead the way to freedom.","640 pages, Mass Market Paperback",Fantasy,"3,235 follower",182 reviews,153,25 (<1%),168 (1%),"1,153 (12%)","3,184 (34%)","4,680 (50%)"
Song of the Unicorns,Rachel Roberts,"1,038",ratings26,"July 1, 2003",Emily invites her Ravenswood friends to visit her family's horse ranch in NewMexico--but there's no rest for these animal guardians. Emily invites her Ravenswood friends to visit her family's horse ranch in NewMexico--but there's no rest for these animal guardians.,"175 pages, Paperback",Fantasy,259 follower,26 reviews,70,14 (1%),35 (3%),200 (19%),291 (28%),498 (47%)
Shug,Jenny Han,"11,573","ratings1,372","April 25, 2006","SHUG is clever and brave and true (on the inside, anyway). And she's about to become your new best friend.  Annemarie Wilcox, or Shug as her family calls her, is beginning to think there's nothing worse than being twelve. She's too tall, too freckled, and way too flat-chested. Shug is sure that there's not one good or amazing thing about her. And now she has to start junior high, where the friends she counts most dear aren't acting so dear anymore -- especially Mark, the boy she's known her whole life through. Life is growing up all around her, and all Shug wants is for things to be like they used to be. How is a person supposed to prepare for what happens tomorrow when there's just no figuring out today?","248 pages, Hardcover",Young Adult,59.8k follower,"1,372 reviews",24,204 (1%),620 (5%),"2,590 (22%)","3,927 (33%)","4,232 (36%)"
My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,"109,395","ratings6,358","June 6, 2004","You've either done it or know someone who has: the one-night stand, the familiar outcome of a night spent at a bar, sometimes the sole payoff for your friend's irritating wedding, or the only relief from a disastrous vacation. Often embarrassing and uncomfortable, occasionally outlandish, but most times just a necessary and irresistible evil, the one-night stand is a social rite as old as sex itself and as common as a bar stool.Enter Chelsea Handler. Gorgeous, sharp, and anything but shy, Chelsea loves men and lots of them. My Horizontal Life chronicles her romp through the different bedrooms of a variety of suitors, a no-holds-barred account of what can happen between a man and a sometimes very intoxicated, outgoing woman during one night of passion. From her short fling with a Vegas stripper to her even shorter dalliance with a well-endowed little person, from her uncomfortable tryst with a cruise ship performer to her misguided rebound with a man who likes to play leather dress-up, Chelsea recalls the highs and lows of her one-night stands with hilarious honesty. Encouraged by her motley collection of friends (aka: her partners in crime) but challenged by her family members (who at times find themselves a surprise part of the encounter), Chelsea hits bottom and bounces back, unafraid to share the gritty details. My Horizontal Life is one guilty pleasure you won't be ashamed to talk about in the morning.","213 pages, Paperback",Nonfiction,"4,502 follower","6,358 reviews",19,"3,727 (3%)","9,033 (8%)","27,350 (25%)","36,034 (32%)","33,251 (30%)"
