Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
"A Primate's Memoir : Love, Death and Baboons in East Africa",Robert M. Sapolsky,"7,863",ratings908,"January 1, 2001","'I had never planned to become a Savannah baboon when I grew up; instead I assumed I would become a mountain gorilla,' writes Robert Sapolsky in this riveting chronicle of a scientist's coming of age in remote Africa. Upon graduating from college, a booksmart and naive Sapolsky leaves the comforts of the Northeastern United States for the very first time, to join a baboon troop in Kenya as a young transfer male'. An expert in primate behaviour, Sapolsky sets out to study the relationship between stress and disease. As he observes the Machiavellian politics of the troop, giving the primates biblical names and pinpointing his favourite (Benjamin) and his nemesis (Nebuchadnezzar), he also immerses himself in the society of the neighbouring Masai tribesmen and ventures far from his camp on a series of jaw-dropping adventures. Combining irreverence and humour with the best credentials in his field, Sapolsky writes as originally and vividly about people and their society as he does about animals and theirs. ""A Primate's Memoir"" is the culmination of over two decades of experience and research - an astonishing masterpiece from the unique talent Oliver Sacks has called 'one of the best scientist-writers of our time.'","304 pages, Paperback",Science,"4,165 follower",908 reviews,23,78 (<1%),171 (2%),846 (10%),"2,404 (30%)","4,364 (55%)"
"Radiohead and Philosophy: Fitter, Happier, More Deductive (Popular Culture and Philosophy)",Brandon W. Forbes,239,ratings19,"April 1, 2009","Since their breakthrough hit ""Creep"" in 1993, Radiohead has continued to make waves throughout popular and political culture with its views about the Bush presidency (its 2003 album was titled Hail to the Thief ), its anti-corporatism, its pioneering efforts to produce ecologically sound road tours, and, most of all, its decision in 2007 to sell its latest album, In Rainbows, online with a controversial ""pay-what-you-want"" price. Radiohead and Philosophy offers fresh ways to appreciate the lyrics, music, and conceptual ground of this highly innovative band. The chapters in this book explain how Radiohead’s music connects directly to the philosophical phenomenology of thinkers like Maurice Merleau-Ponty and Martin Heidegger, the existentialism of Albert Camus and Jean Paul Sartre, and the philosophical politics of Karl Marx, Jean Baudrillard, and Noam Chomsky. Fans and critics know that Radiohead is ""the only band that matters"" on the scene today — Radiohead and Philosophy shows why.","288 pages, Paperback",Music,2 follower,19 reviews,5,7 (2%),21 (8%),59 (24%),93 (38%),59 (24%)
Breaking Point,Lindsay McKenna,412,ratings61,"January 1, 2014","In the line of fire… OPERATION SHADOW WARRIORS An ongoing U.S. military experiment to test the integration of trained female military operatives in live combat scenarios… The Alpha Platoon. A unit of Navy SEALs stationed in the unforgiving dryness of Afghanistan…who just learned that their newest team member is a woman. But Bay Thorn has a spine of steel—and the chops to prove it. Without a team to back her up, however, she's dead in the water. And her only ally is Gabe Griffin, a lone SEAL who is lethal, dangerous and unbearably attractive…. Between the open hostility from her team and the harsh Al Qaeda territory, Gabe is a lifeline for Bay. But mutual respect quickly grows into mutual attraction. And with each day and every assignment, the longing only deepens. They mustn't speak of it. Mustn't act on it. Because in this line of work, falling in love can get you killed…","352 pages, Mass Market Paperback",Romance,"2,165 follower",61 reviews,377,6 (1%),25 (6%),91 (22%),123 (29%),167 (40%)
Loving the Highlander,Janet Chapman,"3,776",ratings116,"January 1, 2003","A tempestuous passion begins with a battle of wills... When Sadie Quill comes upon an unbelievably gorgeous man lying naked beside a lake, she can't resist taking his photo -- and is quickly trapped in a passionate confrontation with the fierce stranger. Discovering the identity of this irresistible warrior will complicate Sadie's search for a legendary gold mine. For he is Morgan MacKeage, a medieval highlander in modern-day Maine, a man with the fury of the untamed wilderness pounding in his veins -- and the power to unlock Sadie's fragile heart.","384 pages, Mass Market Paperback",Romance,"1,086 follower",116 reviews,43,30 (<1%),90 (2%),635 (16%),"1,324 (35%)","1,697 (44%)"
"Sister Citizen: Shame, Stereotypes, and Black Women in America",Melissa V. Harris-Perry,"3,367",ratings313,"September 20, 2011","Jezebel's sexual lasciviousness, Mammy's devotion, and Sapphire's outspoken anger€”these are among the most persistent stereotypes that black women encounter in contemporary American life. Hurtful and dishonest, such representations force African American women to navigate a virtual crooked room that shames them and shapes their experiences as citizens. Many respond by assuming a mantle of strength that may convince others, and even themselves, that they do not need help. But as a result, the unique political issues of black women are often ignored and marginalized.In this groundbreaking book, Melissa V. Harris-Perry uses multiple methods of inquiry, including literary analysis, political theory, focus groups, surveys, and experimental research, to understand more deeply black women's political and emotional responses to pervasive negative race and gender images. Not a traditional political science work concerned with office-seeking, voting, or ideology, Sister Citizen","378 pages, Hardcover",Nonfiction,275 follower,313 reviews,6,38 (1%),95 (2%),428 (12%),"1,208 (35%)","1,598 (47%)"
Devils in Exile,Chuck Hogan,"1,351",ratings119,"January 1, 2010","With Prince of Thieves soon to be a movie under the title The Town starring Ben Affleck and Mad Men ’s Jon Hamm, and Hogan’s recent vampire novel The Strain , coauthored with Guillermo del Toro, an instant New York Times bestseller, Chuck Hogan is a star on the rise. Now, with Devils in Exile , he displays his trademark gift for pulse-pounding action and strong characterization in a gripping drama that is sure to further raise his profile and give him the audience he so richly deserves.When Neal Maven and a crew of fellow Iraq War veterans begin ripping off Boston-area drug dealers for profit, their lives are quickly put into jeopardy. As Maven’s involvement deepens, two worrisome things he begins to suspect that their leader has a sinister ulterior motive, and he lusts after the leader’s girl—a tough former model with a drug problem. As the rip-off jobs get riskier, Maven and his crew are soon pursued by both a smart federal DEA agent and by a pair of psychopathic Jamaican hit men on a drug lords’ payroll. When everything goes bad—and it goes very bad—Maven embarks on a one-man crusade to right the wrongs in which he unwittingly participated. Not everyone will survive his crusade, and Maven himself may not live to see the final outcome….Vividly told and featuring a stunningly complex plot, Devils in Exile is Chuck Hogan’s most satisfying and powerful thriller yet.","312 pages, Hardcover",Thriller,508 follower,119 reviews,53,12 (<1%),84 (6%),345 (25%),569 (42%),341 (25%)
Um Milionário em Lisboa,José Rodrigues dos Santos,"2,417",ratings125,"November 18, 2013","Baseado em acontecimentos verídicos, Um Milionário em Lisboa conclui a espantosa história iniciada em O Homem de Constantinopla e transporta-nos no percurso da vida do arménio que mudou o mundo - confirmando José Rodrigues dos Santos como um dos maiores narradores da literatura contemporânea. Kaloust Sarkisian completa a arquitectura do negócio mundial do petróleo e torna-se o homem mais rico do século. Dividido entre Paris e Londres, cidades em cujas suítes dos hotéis Ritz mantém em permanência uma beldade núbil, dedica-se à arte e torna-se o maior coleccionador do seu tempo. Mas o destino interveio. O horror da matança dos Arménios na Primeira Guerra Mundial e a hecatombe da Segunda Guerra Mundial levam o milionário arménio a procurar um novo sítio para viver. Após semanas a agonizar sobre a escolha que teria de fazer, é o filho quem lhe apresenta a solução: Lisboa. O homem mais rico do planeta decide viver no bucólico Portugal. O país agita-se, Salazar questiona-se, o mundo do petróleo espanta-se. E a polícia portuguesa prende-o.","663 pages, Capa Mole",Romance,"1,922 follower",125 reviews,46,12 (<1%),59 (2%),331 (13%),956 (39%),"1,059 (43%)"
Xnothing Lasts Tell Me Yr Drea,Sheldon  Sidney,312,ratings6,"January 1, 2003",,"341 pages, Paperback",Fiction,11 book,6 reviews,11,3 (<1%),13 (4%),66 (21%),118 (37%),112 (35%)
Provenance,Alex Archer,657,ratings35,"March 1, 2008","When a mysterious man orchestrates an attack on archaeologist Annja Creed and then offers her an assignment, Annja is baffl ed. But the mission is too intriguing for her to refuse. She must fi nd an object that possesses a sacred and powerful secret offering atonement to anyone who uncovers it—or wreaking havoc on the world.Stolen from an ancient order of knights, the relic is now in the clutches of a band of pirates sailing the South China Sea. When a government leader threatens to destroy the pirate ship—along with the artifact—rather than let it get into the wrong hands, Annja must decide at what cost the sacred prize should be protected. Destroying it would defi le history. But saving it could bring about apocalypse.","348 pages, Mass Market Paperback",Fantasy,226 follower,35 reviews,96,9 (1%),38 (5%),220 (33%),234 (35%),156 (23%)
"Revolution 2020: Love, Corruption, Ambition",Chetan Bhagat,"63,567","ratings2,387","January 1, 2011","Book Summary of Revolution 2020 Once upon a time, in small-town India, there lived two intelligent boys. One wanted to use his intelligence to make money. One wanted to use his intelligence to create a revolution. The problem was, they both loved the same girl. Welcome to Revolution 2020. A story about childhood friends Gopal, Raghav and Aarti who struggle to find success and love in Varanasi. However, it isn't easy to achieve this in an unfair society that rewards the corrupt. As Gopal gives in to the system, and Raghav fights it, who will win? From the bestselling author of Five Point Someone, one night @ the call center, The Three Mistakes of My Life and 2 States, comes another gripping tale from the heartland of India. Are you ready for the revolution?","296 pages, Paperback",Fiction,"5,249 follower","2,387 reviews",29,"7,296 (11%)","12,634 (19%)","19,296 (30%)","14,471 (22%)","9,870 (15%)"
