Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Help Thanks Wow: The Three Essential Prayers,Anne Lamott,"20,883","ratings2,485","November 13, 2012","A New York Times bestseller from the author of Hallelujah Anyway, Bird by Bird, and Almost EverythingAuthor Anne Lamott writes about the three simple prayers essential to coming through tough times, difficult days and the hardships of daily lifeReaders of all ages have followed and cherished Anne Lamott’s funny and perceptive writing about her own faith through decades of trial and error. And in her new book, Help, Thanks, Wow, she has coalesced everything she knows about prayer to these fundamentals.It is these three prayers – asking for assistance from a higher power, appreciating what we have that is good, and feeling awe at the world around us – that can get us through the day and can show us the way forward. In Help, Thanks, Wow, Lamott recounts how she came to these insights, explains what they mean to her and how they have helped, and explores how others have embraced these same ideas.","102 pages, Hardcover",Nonfiction,"9,117 follower","2,485 reviews",72,392 (1%),"1,084 (5%)","4,237 (20%)","7,621 (36%)","7,549 (36%)"
Reluctant,Lauren Dane,"2,188",ratings117,"September 1, 2006","""I can't touch you yet. Once I do, it's over.""  As daughter of the ruling Pack family, Layla Warden is under pressure to settle down. Find a nice wolf mate from a nice wolf family and have nice wolf babies. Layla has other plans, but when you're a werewolf, biology trumps plans. And when Layla meets Sid, the sex is so intense, so hot, so consuming, it's more than just a connection. It's a mating bond. Sid Rosario wasn't expecting to find his mate so soon—some wolves never find theirs. Now that he's found Layla, he's never letting her go. But lust and desire alone aren't enough to secure their bond. If they want this incredible happiness to last, there's one more thing they'll have to do…","47 pages, ebook",Romance,"4,972 follower",117 reviews,110,50 (2%),210 (9%),712 (32%),658 (30%),558 (25%)
The Challenge for Africa,Wangari Maathai,909,ratings95,"January 1, 2009","The troubles of Africa today are severe and wide-ranging. Yet, too often, they are portrayed by the media in extreme terms connoting poverty, dependence, and desperation. Here Wangari Maathai, Nobel Peace Prize laureate and founder of the Green Belt Movement, offers a refreshingly unique perspective on these challenges, even as she calls for a moral revolution among Africans themselves. Illuminating the complex and dynamic nature of the continent, Maathai offers “hardheaded hope” and “realistic options” for change and improvement. She deftly describes what Africans can and need to do for themselves, stressing all the while responsibility and accountability. Impassioned and empathetic, The Challenge for Africa is a book of immense importance.","336 pages, Hardcover",Africa,243 follower,95 reviews,39,9 (<1%),34 (3%),177 (19%),378 (41%),311 (34%)
Notorious Nineteen,Janet Evanovich,"72,392","ratings5,584","November 20, 2012","#New Jersey bounty hunter Stephanie Plum is certain of three truths: People don't just vanish into thin air. Never anger old people. And don't do what Tiki tells you to do.  After a slow summer of chasing low-level skips for her cousin Vinnie’s bail bonds agency, Stephanie Plum finally lands an assignment that could put her checkbook back in the black. Geoffrey Cubbin, facing trial for embezzling millions from Trenton’s premier assisted-living facility, has mysteriously vanished from the hospital after an emergency appendectomy. Now it’s on Stephanie to track him down. Unfortunately, Cubbin has disappeared without a trace, a witness, or his money-hungry wife. Rumors are stirring that he must have had help with the daring escape . . . or that maybe he never made it out of his room alive. Since the hospital staff’s lips seem to be tighter than the security, and it’s hard for Stephanie to blend in to assisted living, Stephanie’s Grandma Mazur goes in undercover. But when a second felon goes missing from the same hospital, Stephanie is forced into working side by side with Trenton’s hottest cop, Joe Morelli, in order to crack the case. The real problem is, no Cubbin also means no way to pay the rent. Desperate for money—or maybe just desperate—Stephanie accepts a secondary job guarding her secretive and mouthwatering mentor Ranger from a deadly Special Forces adversary. While Stephanie is notorious for finding trouble, she may have found a little more than she bargained for this time around. Then again—a little food poisoning, some threatening notes, and a bridesmaid’s dress with an excess of taffeta never killed anyone . . . or did they? If Stephanie Plum wants to bring in a paycheck, she’ll have to remember: No guts, no glory.","302 pages, Hardcover",Mystery,38k follower,"5,584 reviews",305,504 (<1%),"2,824 (3%)","18,152 (25%)","27,668 (38%)","23,244 (32%)"
To Sail Beyond the Sunset,Robert A. Heinlein,"11,381",ratings245,"July 1, 1987","Bestselling author Robert A. Heinlein's autobiographical masterpiece--a wondrous return to the alternate universes that all Heinlein fans have come to know and love.Maureen Johnson, the somewhat irregular mother of Lazarus Long, wakes up in bed with a man and a cat. The cat is Pixel, well-known to readers of the New York Times bestseller The Cat Who Walks Through Walls. The man is a stranger to her, and besides that, he is dead...Filled with the master's most beloved characters, To Sail Beyond the Sunset broadens and enriches Heinlein's epic visions of time and space, life and death, love and desire...","434 pages, Mass Market Paperback",Science Fiction,"9,548 follower",245 reviews,816,297 (2%),777 (6%),"2,713 (23%)","3,828 (33%)","3,766 (33%)"
Physics of the Future: The Inventions That Will Transform Our Lives,Michio Kaku,"17,381","ratings1,327","March 15, 2011","Welcome to the future, where you'll be able to take an elevator hundreds of miles into space, the internet will be in your contact lens, nanobots will scan your DNA for signs of disease and you'll be able to control computers with your brain - and even rearrange the physical world itself.It may sound like science fiction but, as physics guru Michio Kaku shows, this is the shape of things to come. Based on interviews with over three hundred of the world's top scientists who are already inventing this future in their labs, Physics of the Future is a time-travelling tour through the revolutionary advances in medicine, computers, quantum physics and space travel that will forever change our way of life - and alter the course of civilization itself.","389 pages, Paperback",Science,"6,472 follower","1,327 reviews",30,310 (1%),783 (4%),"3,527 (20%)","6,662 (38%)","6,099 (35%)"
Thirteen Days to Midnight,Patrick Carman,"4,175",ratings597,"April 12, 2010","You are indestructible . These are the words that transfer an astonishing power to Jacob Fielding... and it changes everything. After all, there's something addictive about testing the limits of fear, experiencing the thrill of walking through fire, or saving your friend from a beating in front of the whole school.Then Ophelia James, the beautiful and daring new girl in town, suggests that they use the power to do good, to save others at risk of death. But with every heroic act, the power grows into the specter of a curse. How to decide who lives and who dies? And why does darkness seem to be chasing them? Jacob only has thirteen days to figure out how to harness this terrifying power... and the answer is What if he has to kill the one he loves to save her?In the context of a dark, unconventional superhero story, Patrick Carman has envisioned a high concept tale of intrigue, romance, friendship and adventure that probes deep into what teens face as they enter young adult navigating increasingly complex choices with greater consequences, as well as the gray areas blurring the definitions of right and wrong.","304 pages, Paperback",Young Adult,"1,586 follower",597 reviews,68,123 (2%),433 (10%),"1,232 (29%)","1,318 (31%)","1,069 (25%)"
The Finish: The Killing of Osama Bin Laden,Mark Bowden,"3,184",ratings326,"October 1, 2012","From Mark Bowden, the preeminent chronicler of our military and special forces, comes The Finish , a gripping account of the hunt for Osama bin Laden. With access to key sources, Bowden takes us inside the rooms where decisions were made and on the ground where the action unfolded.After masterminding the attacks of September 11, 2001, Osama bin Laden managed to vanish. Over the next ten years, as Bowden shows, America found that its war with al Qaeda—a scattered group of individuals who were almost impossible to track—demanded an innovative approach. Step by step, Bowden describes the development of a new tactical strategy to fight this war—the fusion of intel from various agencies and on-the-ground special ops. After thousands of special forces missions in Iraq and Afghanistan, the right weapon to go after bin Laden had finally evolved. By Spring 2011, intelligence pointed to a compound in Abbottabad; it was estimated that there was a 50/50 chance that Osama was there. Bowden shows how three strategies were mooted: a drone strike, a precision bombing, or an assault by Navy SEALs. In the end, the President had to make the final decision. It was time for the finish.","266 pages, Hardcover",Nonfiction,"1,514 follower",326 reviews,71,43 (1%),161 (5%),869 (27%),"1,315 (41%)",796 (25%)
The Dinner,Herman Koch,"161,103","ratings19,689","January 1, 2009","On a summer evening in Amsterdam, two couples meet at a fashionable restaurant for dinner. At first, the conversation is a gentle hum of polite small talk - the banality of work, the latest movies they've seen. But behind the empty words, terrible things need to be said, and with every forced smile and every new course, the knives are being sharpened. Each couple has a fifteen-year-old son. The two boys are united by their accountability for a single horrific act - an act that has triggered a police investigation and shattered the comfortable, insulated worlds of their families. When the dinner reaches its culinary climax, the conversation finally touches on their children. As civility and friendship disintegrate, each couple shows just how far they are prepared to go to protect those they love. Tautly written, incredibly gripping, and told by an unforgettable narrator, The Dinner is an internationally bestselling phenomenon that will leave you breathless.","292 pages, Hardcover",Fiction,"1,479 follower","19,689 reviews",60,"9,555 (5%)","26,872 (16%)","60,028 (37%)","48,488 (30%)","16,160 (10%)"
Blood's a Rover,James Ellroy,"5,313",ratings448,"September 1, 2009","America's master of noir delivers his masterpiece, a rip-roaring, devilishly wild ride through the bloody end of the 1960's. It's dark baby, and hot hot hot. Martin Luther King assassinated. Robert Kennedy assassinated. Los Angeles, 1968. Conspiracies theories are taking hold. On the horizon looms the Democratic Convention in Chicago and constant gun fire peppers south L.A. Violence, greed, and grime, are replacing free-love and everybody from Howard Hughes, Richard Nixon and J. Edgar Hoover to the right-wing assassins and left-wing revolutionaries are getting dirty. At the center of it all is a triumvirate: the president’s strong-arm goon, an ex-cop and heroine runner, and a private eye whose quarry is so dangerous she could set off the whole powder keg. With his trademark deadly staccato prose, James Ellroy holds nothing back in this wild, startling and much anticipated conclusion to his Underworld USA trilogy. From the Trade Paperback edition.","656 pages, Hardcover",Fiction,"3,819 follower",448 reviews,119,99 (1%),286 (5%),"1,111 (20%)","2,207 (41%)","1,610 (30%)"
