Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The War That Killed Achilles: The True Story Of Homer's Iliad And The Trojan War,Caroline Alexander,"1,714",ratings275,"January 1, 2009","""Spectacular and constantly surprising.""-Ken BurnsWritten with the authority of a scholar and the vigor of a bestselling narrative historian, The War That Killed Achilles is a superb and utterly timely presentation of one of the timeless stories of Western civilization. As she did in The Endurance and The Bounty , New York Times bestselling author Caroline Alexander has taken apart a narrative we think we know and put it back together in a way that lets us see its true power. In the process, she reveals the intended theme of Homer's masterwork-the tragic lessons of war and its enduring devastation.","296 pages, Hardcover",History,165 follower,275 reviews,36,30 (1%),91 (5%),373 (21%),671 (39%),549 (32%)
A Fine Romance:  Falling in Love with the English Countryside,Susan Branch,"2,799",ratings653,"January 1, 2013","A thrilling ocean voyage on the Queen Mary 2 from New York City to Southampton culminating in a two-month ramble through the charming backroads and small villages of the pastoral English countryside in the spring of last year is the subject of this delicious travel journal that Susan has painstakingly hand-lettered and watercolored in the way many of us have grown to love over the years. Join Susan as she recounts her lighthearted ramble of discovery through the historical homes and gardens of art and literary heroes, along ancient footpaths, through wildflower meadows and fields of lambs, into tea rooms, pubs and antique stores. This lovely hard-cover book includes hundreds of photographs and a red ribbon sewn-in book mark. A Fine Romance is a work of art, part love story, part travel guide and all dream come true.","260 pages, Hardcover",Travel,"1,024 follower",653 reviews,104,20 (<1%),53 (1%),217 (7%),730 (26%),"1,779 (63%)"
Last Scene Alive,Charlaine Harris,"15,731",ratings593,"August 3, 2002","Aurora Teagarden has never forgotten her first a serial killer who terrorized suburban Lawrencetown. Now that story is about to hit the small screen. Even if she wanted to, Aurora can't help getting involved. Her ex, Robin, wrote the TV movie's screenplay and her stepson, Barrett, has a starring role. Then there's Celia—the catty actress portraying Roe—who, by the way, also happens to be Robin's latest squeeze.But when Celia is murdered and Barrett is accused, the real-life script takes a deadly turn. Between threatening letters, deranged fans and renewed feelings for Robin, Aurora has one catch a killer and make it to the final scene alive.","248 pages, Mass Market Paperback",Mystery,35.8k follower,593 reviews,278,88 (<1%),734 (4%),"4,756 (30%)","6,047 (38%)","4,106 (26%)"
Scrappy Little Nobody,Anna Kendrick,"96,243","ratings9,346","November 15, 2016","A collection of humorous autobiographical essays by the Academy Award-nominated actress and star of Up in the Air and Pitch Perfect.Even before she made a name for herself on the silver screen starring in films like Pitch Perfect, Up in the Air, Twilight, and Into the Woods, Anna Kendrick was unusually small, weird, and “10 percent defiant.”At the ripe age of thirteen, she had already resolved to “keep the crazy inside my head where it belonged. Forever. But here’s the thing about crazy: It. Wants. Out.” In Scrappy Little Nobody, she invites readers inside her brain, sharing extraordinary and charmingly ordinary stories with candor and winningly wry observations.With her razor-sharp wit, Anna recounts the absurdities she’s experienced on her way to and from the heart of pop culture as only she can—from her unusual path to the performing arts (Vanilla Ice and baggy neon pants may have played a role) to her double life as a middle-school student who also starred on Broadway to her initial “dating experiments” (including only liking boys who didn’t like her back) to reviewing a binder full of butt doubles to her struggle to live like an adult woman instead of a perpetual “man-child.”Enter Anna’s world and follow her rise from “scrappy little nobody” to somebody who dazzles on the stage, the screen, and now the page—with an electric, singular voice, at once familiar and surprising, sharp and sweet, funny and serious (well, not that serious).","6 pages, Audiobook",Nonfiction,"1,529 follower","9,346 reviews",9,"1,474 (1%)","5,033 (5%)","24,611 (25%)","39,707 (41%)","25,418 (26%)"
Turtles All the Way Down,John Green,"559,009","ratings49,786","October 10, 2017","JOHN GREEN, the acclaimed author of Looking for Alaska and The Fault in Our Stars, returns with a story of shattering, unflinching clarity in this brilliant novel of love, resilience, and the power of lifelong friendship.Aza Holmes never intended to pursue the disappearance of fugitive billionaire Russell Pickett, but there’s a hundred-thousand-dollar reward at stake and her Best and Most Fearless Friend, Daisy, is eager to investigate. So together, they navigate the short distance and broad divides that separate them from Pickett’s son Davis. Aza is trying. She is trying to be a good daughter, a good friend, a good student, and maybe even a good detective, while also living within the ever-tightening spiral of her own thoughts.","290 pages, Hardcover",Young Adult,305k follower,"49,786 reviews",212,"10,060 (1%)","35,918 (6%)","133,547 (23%)","206,337 (36%)","173,147 (30%)"
The Charm Bracelet,Viola Shipman,"8,310","ratings1,384","March 22, 2016","Lose yourself to the magic of The Charm Bracelet.Through an heirloom charm bracelet, three women will rediscover the importance of family and a passion for living as each charm changes their lives.On her birthday each year, Lolly’s mother gave her a charm, along with the advice that there is nothing more important than keeping family memories alive, and so Lolly’s charm bracelet would be a constant reminder of that love.Now seventy and starting to forget things, Lolly knows time is running out to reconnect with a daughter and granddaughter whose lives have become too busy for Lolly or her family stories.But when Arden, Lolly’s daughter, receives an unexpected phone call about her mother, she and granddaughter Lauren rush home. Over the course of their visit, Lolly reveals the story behind each charm on her bracelet, and one by one the family stories help Lolly, Arden, and Lauren reconnect in a way that brings each woman closer to finding joy, love, and faith.A compelling story of three women and a beautiful reminder of the preciousness of family, The Charm Bracelet is a keepsake you’ll cherish long after the final page.","298 pages, Hardcover",Fiction,"2,809 follower","1,384 reviews",21,172 (2%),624 (7%),"2,076 (24%)","2,956 (35%)","2,482 (29%)"
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,E.J. Dionne Jr.,943,ratings144,"April 5, 2016","“Dionne's expertise is evident in this finely crafted and convincing work.” — The Los Angeles TimesFrom one of our most engaging political reporters and the author of Why Americans Hate Politics ; the story of conservatism from the Goldwater 1960s to the present day Tea Party that has resulted in broken promises and an ideological purity that drives moderate Republicans away.Why the Right Went Wrong offers a historical view of the right since the 1960s. Its core contention is that American conservatism and the Republican Party took a wrong turn when they adopted Barry Goldwater’s worldview during and after the 1964 campaign. The radicalism of today’s conservatism is not the product of the Tea Party, Washington Post columnist E.J. Dionne writes. The Tea Partiers are the true heirs to Goldwater ideology. The purity movement did more than drive moderates out of the Republican Party—it beat back alternative definitions of conservatism.Since 1968, no conservative administration—not Nixon not Reagan not two Bushes—could live up to the rhetoric rooted in the Goldwater movement that began to reshape American politics fifty years ago. The collapse of the Nixon presidency led to the rise of Ronald Reagan, the defeat of George H.W. Bush, to Newt Gingrich’s revolution. Bush initially undertook a partial modernization, preaching “compassionate conservatism” and a “Fourth Way” to Clinton’s “Third Way.” Conservatives quickly defined him as an advocate of “big government” and not conservative enough on spending, immigration, education, and Medicare. A return to the true faith was the only prescription on order. The result was the Tea Party, which Dionne says, was as much a reaction to Bush as to Obama.The state of the Republican party, controlled by the strictest base, is diminished, Dionne writes. It has become white and older in a country that is no longer that. It needs to come back to life for its own health and that of the country’s, and in Why the Right Went Wrong , he explains how.","534 pages, Hardcover",Politics,119 follower,144 reviews,29,10 (1%),24 (2%),170 (18%),429 (45%),310 (32%)
Assassin's Fate,Robin Hobb,"39,424","ratings3,580","May 4, 2017","More than twenty years ago, the first epic fantasy novel featuring FitzChivalry Farseer and his mysterious, often maddening friend the Fool struck like a bolt of brilliant lightning. Now New York Times bestselling author Robin Hobb brings to a momentous close the third trilogy featuring these beloved characters in a novel of unsurpassed artistry that is sure to endure as one of the great masterworks of the genre.Fitz’s young daughter, Bee, has been kidnapped by the Servants, a secret society whose members not only dream of possible futures but use their prophecies to add to their wealth and influence. Bee plays a crucial part in these dreams—but just what part remains uncertain.As Bee is dragged by her sadistic captors across half the world, Fitz and the Fool, believing her dead, embark on a mission of revenge that will take them to the distant island where the Servants reside—a place the Fool once called home and later called prison. It was a hell the Fool escaped, maimed and blinded, swearing never to return.For all his injuries, however, the Fool is not as helpless as he seems. He is a dreamer too, able to shape the future. And though Fitz is no longer the peerless assassin of his youth, he remains a man to be reckoned with—deadly with blades and poison, and adept in Farseer magic. And their goal is simple: to make sure not a single Servant survives their scourge.","847 pages, Hardcover",Fantasy,102k follower,"3,580 reviews",291,148 (<1%),424 (1%),"1,988 (5%)","7,940 (20%)","28,924 (73%)"
"The Complete Calvin & Hobbes, Volume 4",Bill Watterson,65,ratings1,"January 1, 2013","Calvin & Hobbes la striscia a fumetti creata da Bill Watterson nel 1985, è stata pubblicata per la prima volta sui quotidiani statunitensi e ha subito conquistato una straordinaria popolarità anche tra un pubblico adulto per l'umorismo intelligente, le acute e spiazzanti riflessioni sulla società e sugli esseri umani che spiccano nei dialoghi tra Calvin, il bambino pestifero e sensibile, e il suo fedele compagno di giochi Hobbes, la tigre di pezza a cui dà vita con la sua sfrenata fantasia.","143 pages, Hardcover",Comics,"4,473 follower",1 review,384,0 (0%),0 (0%),4 (6%),10 (15%),51 (78%)
The Pine Island Paradox,Kathleen Dean Moore,304,ratings36,"April 30, 2004","In this warm, stimulating brew of personal stories, acclaimed author Kathleen Dean Moore uses the metaphor of an island to challenge the cynicism inherent in the Western worldview. A gifted storyteller with a sly sense of humor, Moore explores three separations brought to us by Enlightenment philosophers: the separation of human from nature, of things near and far away, and of the sacred from the mundane. Challenging each, such as Descartes' idea that humans have a discrete consciousness and can alter creation while remaining unaltered themselves, she reveals why such divisions don't tally with the values expressed daily in the way people live. Moore disguises her philosophical explorations in stories: about vacationing on a tiny island in Alaska, visiting her father in the hospital, watching grouse perform their mating dance in the desert. Throughout, she shows that, when properly observed, the world is full of opportunities to find hidden connections.","247 pages, Hardcover",Nature,145 follower,36 reviews,34,3 (<1%),8 (2%),41 (13%),106 (34%),146 (48%)
Hunters of the Dusk,Darren Shan,"27,854",ratings621,"January 1, 2002","Darren Shan, Mr Crepsley and Vancha Marsch, are the hunters of the dusk. Their quarry – the Vampaneze Lord. But friends old and new may stand in their way… It is six years after Darren was made a Vampire Prince and following a grim prophesy made by Mr Tiny, the vampires know the ascension of the Vampaneze Lord is at hand. Mr Tiny warns the vampires that there will be only three opportunities for the Vampaneze Lord to be vanquished and only three vampires who may succeed: Vancha Marsch, Larten Crepsley… and Darren Shan. Leaving the enclave of Vampire Mountain, Harkat, Darren and Mr Crepsley are shadowed by a creature of the night, do battle with the vampaneze, meet the mysterious Evanna and pay a visit to some old friends at the Cirque Du Freak. But no friend can prevent the bloody trail of bodies – the Vampaneze Lord may be more than a match for the hunters of the dusk.","177 pages, Paperback",Fantasy,"7,759 follower",621 reviews,253,155 (<1%),938 (3%),"5,194 (18%)","9,431 (33%)","12,136 (43%)"
Even This Page Is White,Vivek Shraya,"1,978",ratings309,"September 13, 2016","Vivek's debut collection of poetry is a bold and timely interrogation of skin: its origins, functions, and limitations. Poems that range in style from starkly concrete to limber break down the barriers that prevent understanding of what it means to be racialized. Shraya paints the face of everyday racism with words, rendering it visible, tangible, and undeniable.","116 pages, Paperback",Poetry,"1,010 follower",309 reviews,13,28 (1%),73 (3%),339 (17%),747 (37%),791 (39%)
