Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Magic at the Gate,Devon Monk,"5,471",ratings201,"September 29, 2010","Allie Beckstrom's lover, Zayvion Jones, is a Guardian of the Gate, imbued with both light and dark magic and responsible for ensuring that those energies don't mix. But Zayvion lies in a coma, his soul trapped in death's realm. And when Allie discovers that the only way to save Zayvion is to sacrifice her very own magical essence, she makes a decision that may have grave consequences for the entire world.","346 pages, Mass Market Paperback",Urban Fantasy,"2,023 follower",201 reviews,73,33 (<1%),147 (2%),"1,140 (20%)","2,242 (40%)","1,909 (34%)"
Shadow Blade,Seressia Glass,"1,332",ratings188,"January 4, 2010","For Kira Solomon, normal was never an option.
Kira’s day job as an antiquities expert, but her true calling is as a Shadowchaser. Trained from youth to be one of the most lethal Chasers in existence, Kira serves the Gilead Commission dispatching the Fallen who sow discord and chaos. Of course, sometimes Gilead bureaucracy is as much a thorn in her side as anything the Fallen can muster against her. Right now, though, she’s got a bigger problem. Someone is turning the city of Atlanta upside-down in search of a four-millennia-old Egyptian dagger that just happens to have fallen into Kira’s hands.Then there’s Khefar, the dagger’s true owner-a near-immortal 4000-year-old Nubian warrior who, Kira has to admit, looks pretty fine for his age. Joining forces is the only way to keep the weapon safe from the sinister Shadow force, but now Kira is in deep with someone who holds more secrets than she does, the one person who knows just how treacherous this fight is. Because every step closer to destroying the enemy is a step closer to losing herself to Shadow forever. . . .","344 pages, Mass Market Paperback",Urban Fantasy,565 follower,188 reviews,34,57 (4%),132 (9%),437 (32%),426 (31%),280 (21%)
The Mammoth Book of Haunted House Stories,Peter Haining,935,ratings52,"November 12, 2000","Expanded with great new stories, this is the biggest and best anthology of ghostly hauntings ever. Over 40 tales of visitation by the undead--from vengeful and violent spirits, set on causing harm to innocent people tucked up in their homes, to rarer and more kindly ghosts, returning from the grave to reach out across the other side. Yet others entertain desires of a more sinister bent, including the erotic. This new edition includes a selection of favorite haunted house tales chosen by famous screen stars such as Boris Karloff, Peter Cushing and Christopher Lee. In addition, a top ranking list of contributors includes Stephen King, Bram Stoker, Ruth Rendell, and James Herbert--all brought together by an anthologist who himself lives in a haunted house.Contents1 • The Haunted House • (2000) • short fiction by Elizabeth Albright and Ray Bradbury3 • Foreword: I Live In A Haunted House • (2000) • essay by Peter Haining9 • The Haunted and the Haunters • (1919) • novelette by Edward Bulwer-Lytton (variant of The Haunted and the Haunters; or, The House and the Brain 1859)39 • Authentic Narrative of a Haunted House • (2000) • short story by Joseph Sheridan Le Fanu (variant of An Authentic Narrative of a Haunted House 1862)53 • A Case of Eavesdropping • [Jim Shorthouse] • (1900) • short story by Algernon Blackwood69 • A Haunted House • (1921) • short story by Virginia Woolf73 • Ghost Hunt • (1948) • short story by H. Russell Wakefield81 • Dark Winner • (1976) • short story by William F. Nolan89 • The Old House in Vauxhall Walk • (1882) • novelette by Mrs. J. H. Riddell [as by Charlotte Riddell]109 • No. 252 Rue M. Le Prince • (1895) • short story by Ralph Adams Cram125 • The Southwest Chamber • (1903) • novelette by Mary E. Wilkins Freeman [as by Mary Eleanor Freeman]145 • The Toll-House • (1907) • short story by W. W. Jacobs157 • Feet Foremost • (1932) • novelette by L. P. Hartley191 • Happy Hour • (1990) • novelette by Ian Watson217 • The Ankardyne Pew • (1979) • short story by William Fryer Harvey [as by W. F. Harvey]231 • The Real and the Counterfeit • (1988) • short story by Mrs. Alfred Baldwin [as by Louisa Baldwin]249 • A Night at a Cottage ... • (1926) • short story by Richard Hughes253 • The Considerate Hosts • (1939) • short story by Thorp McClusky265 • The Grey House • (1967) • short story by Basil Copper309 • Watching Me, Watching You • (1981) • short story by Fay Weldon329 • A Spirit Elopement • (1915) • short story by Richard Dehan339 • The House of Dust • (1920) • short story by Herbert de Hamel357 • The Kisstruck Bogie • (1946) • short story by A. E. Coppard367 • Mr Edward • (2000) • short story by Norah Lofts (variant of Mr. Edward 1947)385 • House of the Hatchet • (1941) • short story by Robert Bloch403 • Napier Court • (1971) • short story by Ramsey Campbell423 • Lost Hearts • (1895) • short story by M. R. James435 • The Shadowy Third • (1916) • novelette by Ellen Glasgow461 • A Little Ghost • (1922) • short story by Hugh Walpole477 • The Patter of Tiny Feet • (1950) • short story by Nigel Kneale489 • Uninvited Ghosts • (1981) • short story by Penelope Lively497 • Playing with Fire • (1900) • short story by Arthur Conan Doyle [as by Sir Arthur Conan Doyle]513 • The Whistling Room • [Carnacki (Hodgson)] • (1910) • short story by William Hope Hodgson533 • Bagnell Terrace • (1925) • short story by E. F. Benson547 • The Companion • (1978) • short story by Joan Aiken557 • The Ghost Hunter • (2000) • short fiction by James Herbert563 • Computer Séance • (1997) • short story by Ruth Rendell573 • In Letters of Fire • [L'homme qui a vu le diable] • (1908) • novelette by Gaston Leroux (trans. of L'homme qui a vu le diable)593 • The Judge's House • (1891) • short story by Bram Stoker613 • The Storm • (1944) • short story by McKnight Malmar627 • The Waxwork • (1931) • short story by A. M. Burrage [as by Ex-Private X]641 • The Inexperienced Ghost • (1902) • short story by H. G. Wells655 • Sophy Mason Comes Back • (1930) • short story by E. M. Delafield669 • The Boogeyman • (1973) • short story by Stephen King683 • Appendix: Haunted House Novels: A Listing • (2000) • essay by Peter Haining","689 pages, Paperback",Horror,93 follower,52 reviews,307,27 (2%),62 (6%),241 (25%),282 (30%),323 (34%)
Dancing at the River's Edge: A Patient and Her Doctor Negotiate Life with Chronic Illness,Alida Brill,53,ratings11,"January 1, 2009","An invaluable resource for medical professionals, victims of chronic illnesses, and their loved ones, this dual memoir by a doctor and his longtime patient traces the growth of their unique friendship over a span of decades. By exploring the bond between caregiver and sufferer, this sensitive account evokes not only the constant day to day frustrations and emotional toll suffered by the chronically ill, but also an understanding of the mental struggles and conflicts that a conscientious doctor must face in deciding how best to treat a patient without compromising personal freedoms. In alternating chapters, the narrative explores the frustration, joy, despair, grief, and pain on both sides of the doctor-patient relationship.","224 pages, Hardcover",Nonfiction,2 follower,11 reviews,9,1 (1%),3 (5%),9 (16%),20 (37%),20 (37%)
Charlie Bone and the Castle of Mirrors,Jenny Nimmo,"23,570",ratings408,"June 6, 2005","Over 3.4 million Charlie Bone books in print!!!Charlie's power is taking on a new dimension as he meets a new cast of characters, including Mr. Pilgrim's replacement, Tantalus Ebony, and the mysterious new student Joshua Tilpin, who appears to be magnetic. But Charlie isn't the only one dealing with changes . . . Billy has been adopted by a child-hating couple called the O'Gres, who carry a gray bag of oaths wherever they go, pressuring Billy to sign an oath of obedience, and locking him behind a force field in an odd place called The Passing House. Will Charlie be able to rescue Billy and uncover the mystery behind Joshua's power?","410 pages, Hardcover",Fantasy,927 follower,408 reviews,161,328 (1%),"1,270 (5%)","6,155 (26%)","8,058 (34%)","7,759 (32%)"
The Gods of War,Conn Iggulden,"15,865",ratings353,"January 1, 2006","The year is 53 B.C. Fresh from victory in Gaul, Julius Caesar leads battle-hardened legions across the Rubicon river–threatening Rome herself. Even the master strategist Pompey is caught unprepared by the strike, and forced to abandon his city. The armies of Rome will face each other at last in civil war, led by the two greatest generals ever to walk the seven hills. Thus begins Conn Iggulden’s towering saga of Julius Caesar as he approaches his final destiny—a destiny that will be decided not by legions but by his friend Brutus and an Egyptian queen named Cleopatra, who will bear his only son....For Caesar, the campaign against Pompey will test his military genius and his appetite for glory to their limits, as the greatest fighting machine the world has ever seen divides against itself in a bloody conflict that will set brother against brother until victory or death. But for Caesar, another kingdom beckons—a world of ancient mysteries and languid sensuality, where a beautiful, bewitching woman waits to snare his heart. The Gods of War follows Julius Caesar through politics and passion, ruthless ambition and private grief, and into the corruption of power itself. Those he has loved will play a part in his triumphs—as will the jealousy and hatred of his enemies.From the spectacles of the arena to the whispered lies of conspirators, Conn Iggulden brings to life a world of monumental drama. And at its heart is one extraordinary friendship—marked by fierce loyalty and bitter betrayal, with dark events shrouded in noble ideals.From the Hardcover edition.","496 pages, Mass Market Paperback",Historical Fiction,"5,342 follower",353 reviews,115,69 (<1%),241 (1%),"1,824 (11%)","6,079 (38%)","7,652 (48%)"
The Heart of a Hero,Janet Chapman,"1,777",ratings123,"March 5, 2013","New York Times bestselling author Janet Chapman welcomes her fans back to Spellbound Falls, where no one is immune to the magical powers of love…Originally from the ancient mythical island of Atlantis, Nicholas has spent the last year deep in the mountains of Maine, serving as Director of Security for the Nova Mare and Inglenook resorts. Fully embracing his life in the twenty-first century, he finds himself irresistibly drawn to a trouble-prone employee, and is determined to keep her safe.The last thing Julia Campbell needs is a man with a hero complex, especially one as handsome and imposing as Nicholas. All she has to do is keep it together until her younger sister turns eighteen, and then she can focus on her own life. But strange things have been happening at the resort—and it’s Nicholas who keeps coming to her rescue. When Nicholas is suddenly the one in trouble, Julia realizes he’s not quite what he seems—and that she’ll do anything to help the man who’s stolen her heart…","353 pages, Mass Market Paperback",Romance,"1,086 follower",123 reviews,43,11 (<1%),31 (1%),250 (14%),594 (33%),891 (50%)
Landline,Rainbow Rowell,"166,692","ratings20,142","July 8, 2014","Georgie McCool knows her marriage is in trouble; it has been in trouble for a long time. She still loves her husband, Neal, and Neal still loves her, deeply — but that almost seems beside the point now.Maybe that was always beside the point.Two days before they’re supposed to visit Neal’s family in Omaha for Christmas, Georgie tells Neal that she can’t go. She’s a TV writer, and something’s come up on her show; she has to stay in Los Angeles. She knows that Neal will be upset with her — Neal is always a little upset with Georgie — but she doesn't expect him to pack up the kids and go home without her.When her husband and the kids leave for the airport, Georgie wonders if she’s finally done it. If she’s ruined everything.That night, Georgie discovers a way to communicate with Neal in the past. It’s not time travel, not exactly, but she feels like she’s been given an opportunity to fix her marriage before it starts...Is that what she’s supposed to do?Or would Georgie and Neal be better off if their marriage never happened?","320 pages, Hardcover",Fiction,140k follower,"20,142 reviews",124,"6,911 (4%)","17,997 (10%)","52,438 (31%)","56,355 (33%)","32,991 (19%)"
The Babel Codex,Alex Archer,198,ratings8,"January 1, 2013","In this electrifying new novella, heroine Annja Creed uncovers yet another one of history's monsters.From the Old Testament comes a new danger...Fighting skeletons in Addis Ababa isn't in Annja's contract. Especially when they're ""entertainment"" rigged by an obnoxious radio DJ during the filming of the TV show she hosts, Chasing History's Monsters. But the accidental discovery of an ancient clay brick turns the prank into deadly peril for the intrepid archaeologist.If Annja's hunch is right, the brick is merely the first key to a greater discovery: the Tower of Babel. Now, with Joan of Arc's sword in hand and killers at her heels, she must race across the Middle East to unravel the puzzle first. Enemies and allies will face off against each other - and themselves. To survive, Annja will have to defeat them all...because in the end there can be only one winner.","105 pages, ebook",Fantasy,226 follower,8 reviews,96,1 (<1%),7 (3%),57 (28%),71 (35%),62 (31%)
Il pleuvait des oiseaux,Jocelyne Saucier,"5,414",ratings734,"January 1, 2011","Une photographe du Herald Tribune part réaliser un reportage sur la région québécoise du Témiscamingue, dont les forêts ont été ravagées par de gigantesques incendies au début du XXe siècle. Elle y trouve une communauté de marginaux fantasques et solitaires, dont Tom et Charlie, deux vieillards qui ont survécu à l'incendie et vivent en ermites au fond des bois. D'abord méfiants puis déterminés à aider la photographe dans son enquête, les deux hommes voient leur quotidien chamboulé. Et, soudain, lorsque arrive Marie-Desneige, octogénaire énigmatique tout juste échappée de sa maison de retraite, la vie, puis contre toute attente l'amour, reprend peu à peu ses droits. Superbe récit, lumineux et tendre, Il pleuvait des oiseaux nous entraîne au plus profond des forêts canadiennes, où le mot liberté prend tout son sens, et l'émotion, brute et vive, jaillit à chaque page.","202 pages, Paperback",Fiction,64 follower,734 reviews,13,50 (<1%),255 (4%),"1,107 (20%)","2,337 (43%)","1,665 (30%)"
