Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Save the Date,Tamara Summers,"3,430",ratings100,"April 29, 2008","Victoria Finnegan to marry Kevin Ork in the Rose Bower of Cynthia Flair Botanical GardensSunday, June 17, 3 p.m. very flowery. Yay. Paris Finnegan is marrying Jiro Kuan on the beach at Huntsville National ParkSaturday, August 11, 1 p.m. Um . . . she's not really making me wear overalls, right??? Hideous bridesmaid dress fitting #6 Calm Victoria down Try not to kill Paris Try not to think about wedding planner's hot son Do not date wedding planner's hot son Stop kissing wedding planner's hot son!!!","336 pages, Paperback",Young Adult,125 follower,100 reviews,10,79 (2%),246 (7%),883 (25%),"1,016 (29%)","1,206 (35%)"
Killing Rocks,D.D. Barant,"2,810",ratings134,"December 17, 2010","FBI profiler Jace Valchek’s ticket home from the twisted parallel universe where she’s been called to duty hinges on the capture of serial killer Aristotle Stoker—and an alliance with a sorcerer known as Asher. The problem: Asher has joined forces with some of the most dangerous creatures Jace has ever encountered. The solution: There is none, without Asher’s help…Jace’s goal seems simple enough—to get her man, like always. But just hours after she arrives in Vegas, she’s abducted…and she isn’t even sure who the real enemy is. Now Jace has to wonder if she’s the predator or the prey in a very dangerous game that could change not only her fate, but the world’s…Meanwhile, a serial killer is still on the loose. And time has already run out…","308 pages, Mass Market Paperback",Urban Fantasy,472 follower,134 reviews,7,27 (<1%),152 (5%),741 (26%),"1,057 (37%)",833 (29%)
Tangled Threads,Jennifer Estep,"19,673",ratings871,"April 26, 2011","I’d rather face a dozen lethal assassins any night than deal with something as tricky, convoluted, and fragile as my feelings.But here I am. Gin Blanco, the semi-retired assassin known as the Spider. Hovering outside sexy businessman Owen Grayson’s front door like a nervous teenage girl. One thing I like about Owen: he doesn’t shy away from my past—or my present. And right now I have a bull’s-eye on my forehead. Cold-blooded Fire elemental Mab Monroe has hired one of the smartest assassins in the business to trap me. Elektra LaFleur is skilled and efficient, with deadly electrical elemental magic as potent as my own Ice and Stone powers. Which means there’s a fifty-fifty chance one of us won’t survive this battle. I intend to kill LaFleur—or die trying—because Mab wants the assassin to take out my baby sister, Detective Bria Coolidge, too. The only problem is, Bria has no idea I’m her long-lost sibling . . . or that I’m the murderer she’s been chasing through Ashland for weeks. And what Bria doesn’t know just might get us both dead. . . .","357 pages, Mass Market Paperback",Urban Fantasy,11.6k follower,871 reviews,90,145 (<1%),541 (2%),"3,498 (17%)","7,647 (38%)","7,842 (39%)"
Redshirts,John Scalzi,"106,210","ratings11,684","June 5, 2012","Ensign Andrew Dahl has just been assigned to the Universal Union Capital Ship Intrepid, flagship of the Universal Union since the year 2456. It’s a prestige posting, and Andrew is thrilled all the more to be assigned to the ship’s Xenobiology laboratory.Life couldn’t be better…until Andrew begins to pick up on the fact that: (1) every Away Mission involves some kind of lethal confrontation with alien forces (2) the ship’s captain, its chief science officer, and the handsome Lieutenant Kerensky always survive these confrontations (3) at least one low-ranked crew member is, sadly, always killed.Not surprisingly, a great deal of energy below decks is expended on avoiding, at all costs, being assigned to an Away Mission. Then Andrew stumbles on information that completely transforms his and his colleagues’ understanding of what the starship Intrepid really is…and offers them a crazy, high-risk chance to save their own lives.","320 pages, Hardcover",Science Fiction,24k follower,"11,684 reviews",155,"1,811 (1%)","6,152 (5%)","26,101 (24%)","42,857 (40%)","29,289 (27%)"
Last Words,George Carlin,"13,916",ratings694,"January 1, 2009","As one of America's preeminent comedic voices, George Carlin saw it all throughout his extraordinary fifty-year career and made fun of most of it. Last Words is the story of the man behind some of the most seminal comedy of the last half century, blending his signature acer-bic humor with never-before-told stories from his own life. In 1993 George Carlin asked his friend and bestselling author Tony Hendra to help him write his autobiography. For almost fifteen years, in scores of conversations, many of them recorded, the two discussed Carlin's life, times, and evolution as a major artist. When Carlin died at age seventy-one in June 2008 with the book still unpublished, Hendra set out to assemble it as his friend would have wanted. Last Words is the result, the rollicking, wrenching story of Carlin's life from birth -- literally -- to his final years, as well as a parting gift of laughter to the world of comedy he helped create. George Carlin's journey to stardom began in the rough-and-tumble neighborhood of New York's Upper West Side in the 1940s, where class and culture wars planted the seeds for some of his best known material, including the notorious ""Seven Words You Can Never Say On Television."" His early conflicts, his long struggle with substance abuse, his turbulent relationships with his family, and his triumphs over catastrophic setbacks all fueled the unique comedic worldview he brought to the stage. From the heights of stardom to the low points few knew about, Last Words is told with the same razor-sharp honesty that made Carlin one of the best loved comedians in American history.","297 pages, Hardcover",Biography,"2,845 follower",694 reviews,59,438 (3%),746 (5%),"2,768 (19%)","4,825 (34%)","5,139 (36%)"
Seven Days in the Art World,Sarah Thornton,"65,377",ratings823,"November 3, 2008","The art market has been booming. Museum attendance is surging. More people than ever call themselves artists. Contemporary art has become a mass entertainment, a luxury good, a job description, and, for some, a kind of alternative religion.In a series of beautifully paced narratives, Sarah Thornton investigates the drama of a Christie's auction, the workings in Takashi Murakami's studios, the elite at the Basel Art Fair, the eccentricities of Artforum magazine, the competition behind an important art prize, life in a notorious art-school seminar, and the wonderland of the Venice Biennale. She reveals the new dynamics of creativity, taste, status, money, and the search for meaning in life. A judicious and juicy account of the institutions that have the power to shape art history, based on hundreds of interviews with high-profile players, Thornton's entertaining ethnography will change the way you look at contemporary culture.","304 pages, Hardcover",Art,207 follower,823 reviews,14,"6,881 (10%)","6,085 (9%)","14,021 (21%)","16,266 (24%)","22,124 (33%)"
"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",Kevin Malarkey,"10,751",ratings766,"June 30, 2010","Note: This book was withdrawn from publication in January 2015 after the boy, Alex Malarkey, admitted to lying about the entire experience.Alex Malarkey's open letter to bookstores said ""I did not die. I did not go to Heaven. [...] I said I went to heaven because I thought it would get me attention. When I made the claims that I did, I had never read the Bible.""The publisher of this book, Tyndale, released this statement: “We are saddened to learn that Alex Malarkey, co-author of ‘The Boy Who Came Back from Heaven,’ is now saying that he made up the story of dying and going to heaven. Given this information, we are taking the book out of print.”In 2004, Kevin Malarkey and his six-year-old son, Alex, suffered an horrific car accident. The impact from the crash paralyzed Alex--and medically speaking, it was unlikely that he could survive. ""I think Alex has gone to be with Jesus,"" a friend told the stricken dad. But two months later, Alex awoke from a coma with an incredible story to share. Of events at the accident scene and in the hospital while he was unconscious. Of the angels that took him through the gates of heaven itself. Of the unearthly music that sounded just ""terrible"" to a six-year-old. And, most amazing of all . . . Of meeting and talking to Jesus. ""The Boy Who Came Back from Heaven"" is a story of an ordinary boy's most extraordinary journey. As you see heaven and earth through Alex's eyes, you'll come away with new insights on miracles, life beyond this world, and the power of a father's love.","224 pages, Hardcover",Nonfiction,10 follower,766 reviews,6,453 (4%),811 (7%),"2,362 (21%)","3,148 (29%)","3,977 (36%)"
The Offering,Kimberly Derting,"4,227",ratings356,"December 31, 2013","True love—and world war—is at stake in the conclusion to The Pledge trilogy, a dark and romantic blend of dystopia and fantasy.Charlie, otherwise known as Queen Charlaina of Ludania, has become comfortable as a leader and a ruler. She’s done admirable work to restore Ludania’s broken communications systems with other Queendoms, and she’s mastered the art of ignoring Sabara, the evil former queen whose Essence is alive within Charlie. Or so she thinks.When the negotiation of a peace agreement with the Queendom of Astonia goes awry, Charlie receives a brutal message that threatens Ludania, and it seems her only option is to sacrifice herself in exchange for Ludanian freedom.But things aren’t always as they seem. Charlie is walking into a trap—one set by Sabara, who is determined to reclaim the Queendoms at any cost.","336 pages, Kindle Edition",Fantasy,"5,044 follower",356 reviews,40,73 (1%),337 (7%),"1,160 (27%)","1,463 (34%)","1,194 (28%)"
Stranger than Fiction,Chuck Palahniuk,"22,539",ratings906,"June 15, 2004","Chuck Palahniuk’s world has always been, well, different from yours and mine. In his first collection of nonfiction, Chuck Palahniuk brings us into this world, and gives us a glimpse of what inspires his fiction.At the Rock Creek Lodge Testicle Festival in Missoula, Montana, average people perform public sex acts on an outdoor stage. In a mansion once occupied by The Rolling Stones, Marilyn Manson reads his own Tarot cards and talks sweetly to his beautiful actress girlfriend. Across the country, men build their own full-size castles and rocketships that will send them into space. Palahniuk himself experiments with steroids, works on an assembly line by day and as a hospice volunteer by night, and experiences the brutal murder of his father by a white supremacist. With this new direction, Chuck Palahniuk has proven he can do anything.","233 pages, Paperback",Nonfiction,129k follower,906 reviews,226,537 (2%),"2,265 (10%)","7,697 (34%)","7,854 (34%)","4,186 (18%)"
LEGO Harry Potter: Building the Magical World,Elizabeth Dowsett,"1,246",ratings29,"May 16, 2011","Includes exclusive LEGO(r) Harry Potter TM minifigure! The magic of Harry Potter TM and the fun of the LEGO(r) world, now in one incredible book! Since it was first introduced in 2001, LEGO(r) Harry Potter TM has been one of the LEGO Group's most popular themes. This incredible guide gives readers an up close look at the bricks, constructions, and minifigures of the LEGO(r) Harry Potter TM universe - from Hogwarts Castle to Hagrid's hut. You won't want to miss out on the exclusive interviews with the LEGO(r) Harry Potter TM team, and special sections allowing you to see, firsthand, how the bricks and figures come to be the toys we love today! The book will feature a timeline that shows the evolution of the LEGO(r) Harry Potter TM construction sets, video games, and board game.LEGO, the LEGO logo, the Brick configuration and the Minifigure are trademarks of the LEGO Group. (c) 2011 The LEGO Group. Produced by DK Publishing under license from the LEGO Group.TM & (c) Warner Bros. Entertainment Inc. Harry Potter Publishing Rights (c) JKR. (s11)","96 pages, Hardcover",Nonfiction,6 follower,29 reviews,68,48 (3%),63 (5%),142 (11%),252 (20%),741 (59%)
Southern Cross the Dog: A Novel,Bill Cheng,"1,421",ratings261,"May 1, 2013","An epic odyssey in which a young man must choose between the lure of the future and the claims of the pastWith clouds looming ominously on the horizon, a group of children play among the roots of the gnarled Bone Tree. Their games will be interrupted by a merciless storm–bringing with it the Great Flood of 1927–but not before Robert Chatham shares his first kiss with the beautiful young Dora. The flood destroys their homes, disperses their families, and wrecks their innocence. But for Robert, a boy whose family has already survived unspeakable pain, that single kiss will sustain him for years to come.Losing virtually everything in the storm's aftermath, Robert embarks on a journey through the Mississippi hinterland–from a desperate refugee camp to the fiery brothel Hotel Beau-Miel and into the state's fearsome swamp, meeting piano-playing hustlers, well-intentioned whores, and a family of fierce and wild fur trappers along the way. But trouble follows close on his heels, fueling Robert's conviction that he's marked by the devil and nearly destroying his will to survive. And just when he seems to shake off his demons, he's forced to make an impossible choice that will test him as never before.Teeming with language that voices both the savage beauty and the complex humanity of the American South, Southern Cross the Dog is a tour de force of literary imagination that heralds the arrival of a major new voice in fiction.",Audiobook,Fiction,51 follower,261 reviews,8,84 (5%),267 (18%),551 (38%),365 (25%),154 (10%)
Een gevaarlijke verhouding of Daal-en-Bergse brieven,Hella S. Haasse,78,ratings7,"January 1, 1976","Eén van de twee hoofdpersonen in Choderlos de Laclos' beroemde roman Gevaarlijk spel met de liefde (Les liaisons dangereuses) is de markiezin de Merteuil, een vrouw die in de achttiende eeuw met de liefde speelde op een manier die aan mannen was voorbehouden. Zij wordt als gevolg hiervan letterlijk uitgebannen en verdwijnt - in Laclos' woorden - 'naar men zegt richting Holland'.Hella S. Haasse heeft de draad hier opgepakt. Zij heeft zich de markiezin voorgesteld in een landhuis dat van Daal en Berg is omgedoopt in Valmont. Vanuit die schuilplaats schrijft de markiezin, net als in de roman waaruit zij is voortgekomen, brieven. De geadresseerde van deze brieven is... Hella S. Haasse. En die stelt in haar antwoorden haar opvatting van de sekse die zij vertegenwoordigt tegenover die van de loszinnige, gedoemde markiezin.","169 pages, Mass Market Paperback",Dutch Literature,155 follower,7 reviews,110,2 (2%),5 (6%),28 (35%),30 (38%),13 (16%)
Let It Snow: Three Holiday Romances,John Green,"149,290","ratings13,178","October 2, 2008","Alternate cover edition for B006MOW98ESparkling white snowdrifts, beautiful presents wrapped in ribbons, and multicolored lights glittering in the night through the falling snow. A Christmas Eve snowstorm transforms one small town into a romantic haven, the kind you see only in movies. Well, kinda. After all, a cold and wet hike from a stranded train through the middle of nowhere would not normally end with a delicious kiss from a charming stranger. And no one would think that a trip to the Waffle House through four feet of snow would lead to love with an old friend. Or that the way back to true love begins with a painfully early morning shift at Starbucks. Thanks to three of today’s best-selling teen authors—John Green, Maureen Johnson, and Lauren Myracle—the magic of the holidays shines on these hilarious and charming interconnected tales of love, romance, and breathtaking kisses.","352 pages, Paperback",Young Adult,305k follower,"13,178 reviews",212,"3,220 (2%)","12,914 (8%)","46,800 (31%)","52,081 (34%)","34,275 (22%)"
The Crimson Vault,Will Wight,"12,616",ratings280,"August 31, 2013","As the conflict between Enosh and Damasca builds to war, Simon finds himself caught in the middle.Alin is bound by prophecy to the Grandmasters of Enosh, but he begins to doubt his fate when he discovers that their talk of freedom hides a darker agenda.Leah has never questioned her loyalty to Damasca. Now, she finds that allegiance tested as she is forced to stand against her own rebellious brother.With these two powers on the brink of open war, the land soon trembles in the face of an even greater threat.Who can stand against the Wanderer?","386 pages, Kindle Edition",Fantasy,"7,390 follower",280 reviews,37,46 (<1%),257 (2%),"2,089 (16%)","5,215 (41%)","5,009 (39%)"
The Power Broker,Stephen W. Frey,"1,003",ratings58,"January 1, 2006","Exposing high-level governmental corruption, conspiracy, and murder has garnered plenty of attention for Christian Gillette, the young dynamo chairman of the famous New York private equity firm Everest Capital. Now the reputation he has built taking Everest to the top has been noticed beyond the boardrooms of high finance–by powerful people with potentially devastating agendas.Christian’s own attention is on Las Vegas, where he means to stake out a piece of the action by opening a new casino and launching an NFL franchise. But Sin City didn’t get its nickname for nothing, and the mob soon makes it clear that Christian’s company will have to pay if it wants to play in the nation’s gaming capital. Christian has already taken on corporate pirates and cold-blooded assassins and lived to tell about it, but crossing the underworld could do more than just kill his brilliant career. It could crush his chance to fulfill his late father’s political legacy.Dynamic U.S. senator Jesse Ford is the odds-on favorite to make history as the first black president. And the man he wants beside him in the red-hot race for the White House is Christian Gillette. But Samuel Hewitt, a Texas mogul with billions to burn, has another fate in mind for Christian: to be part of a shadow organization, powered by wealth and bound by dark secrets that has manipulated the course of American history for generations.As the pieces of Hewitt’s plot fall into place, and a twisted chain of intrigue, treachery, blackmail, and death gets tighter and tighter, Christian realizes–maybe too late–that in a grudge match between kingmakers hell-bent on victory at all costs, he may be the last pawn sacrificed.With The Power Broker, bestselling author Stephen Frey unleashes an ever-accelerating thriller that breaks the suspense barrier–and never stops.From the Hardcover edition.","416 pages, Mass Market Paperback",Fiction,256 follower,58 reviews,37,18 (1%),58 (5%),290 (28%),402 (40%),235 (23%)
The Bone Conjurer,Alex Archer,427,ratings18,"May 1, 2010","From the ashes of an ancient holy order comes an unholy relic...In the time of the Crusades, the Knights Templars were holy warriors who seemed to be blessed by God himself. But over the years, the order dissolved into mysteries both sacred and profane--creating an object whose power bends to the true nature of its owner....But until she held it in her hands, archaeologist Annja Creed hadn't heard of the Skull of Sidon nor the twisted tale of its origins. Even now, she's still not convinced. Yet someone wants it badly enough to hire a man who wields power beyond her imagining. Power enough to prevent Annja from protecting the mysterious skull. And power enough to kill.","320 pages, Mass Market Paperback",Fantasy,226 follower,18 reviews,96,7 (1%),21 (4%),126 (29%),166 (38%),107 (25%)
Power and Profit: The Merchant in Medieval Europe,Peter Spufford,51,ratings12,"October 1, 2002","European historian Spufford has written widely about money in the Middle Ages, and here describes the enormous expansion in European trade at local, regional, national, international, and even intercontinental scales during the 13th century, sparked by increases in population and money supply. Courts and consumers, helps and hindrances, manufactured goods, foodstuffs, slaves, and trade imbalances are among his topics. Annotation (c) Book News, Inc., Portland, OR (booknews.com)","432 pages, Hardcover",History,3 follower,12 reviews,13,0 (0%),3 (5%),9 (17%),21 (41%),18 (35%)
