Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Cabin Fever,Jeff Kinney,"122,504","ratings4,949","November 15, 2011","Greg Heffley is in big trouble. School property has been damaged, and Greg is the prime suspect. But the crazy thing is, he’s innocent. Or at least sort of. The authorities are closing in, but when a surprise blizzard hits, the Heffley family is trapped indoors. Greg knows that when the snow melts he’s going to have to face the music, but could any punishment be worse than being stuck inside with your family for the holidays?","224 pages, Hardcover",Fiction,16.2k follower,"4,949 reviews",369,"2,362 (1%)","5,117 (4%)","18,585 (15%)","31,312 (25%)","65,128 (53%)"
Time's Echo,Pamela Hartshorne,"1,532",ratings201,"August 30, 2012","Sometimes the past just won't let go...York , 1575: Hawise Aske smiles at a stranger in the market, and sets in train a story of obsession and sibling jealousy, of love and hate and warped desire. Drowned as a witch, Hawise pays a high price for that smile, but for a girl like her in Elizabethan York, there is nowhere to go and nowhere to hide.Four and a half centuries later, Grace Trewe, who has travelled the world, is trying to outrun the memories of being caught up in the Boxing Day tsunami. Her stay in York is meant to be a brief one.But in York Grace discovers that time can twist and turn in ways she never imagined. Drawn inexorably into Hawise's life, Grace finds that this time she cannot move on. Will she too be engulfed in the power of the past?","481 pages, Kindle Edition",Historical Fiction,179 follower,201 reviews,17,24 (1%),98 (6%),356 (23%),595 (38%),459 (29%)
The Two Lives of Lydia Bird,Josie Silver,"65,713","ratings8,165","January 30, 2020","Lydia and Freddie. Freddie and Lydia. They'd been together for more than a decade, and Lydia thought their love was indestructible.But she was wrong. On her twenty-eighth birthday, Freddie died in a car accident.So now it's just Lydia, and all she wants to do is hide indoors and sob until her eyes fall out. But Lydia knows that Freddie would want her to try to live fully, happily, even without him. So, enlisting the help of his best friend, Jonah, and her sister, Elle, she takes her first tentative steps into the world, open to life--and perhaps even love--again.But then something inexplicable happens that gives her another chance at her old life with Freddie. A life where none of the tragic events of the past few months have happened.Lydia is pulled again and again across the doorway of her past, living two lives, impossibly, at once. But there's an emotional toll to returning to a world where Freddie, alive, still owns her heart. Because there's someone in her new life, her real life, who wants her to stay.Written with Josie Silver's trademark warmth and wit, The Two Lives of Lydia Bird is a powerful and thrilling love story about the what-ifs that arise at life's crossroads, and what happens when one woman is given a miraculous chance to answer them.","369 pages, Hardcover",Romance,"7,603 follower","8,165 reviews",5,"1,054 (1%)","4,424 (6%)","18,971 (28%)","26,938 (40%)","14,326 (21%)"
The Big Over Easy,Jasper Fforde,"33,411","ratings2,478","January 1, 2005","Dead bodies never look like this.It's Easter in Reading - a bad time for eggs - and the shattered, tuxedo-clad corpse of local businessman Humpty Stuyvesant Van Dumpty III has been found lying beneath a wall in a shabby part of town. Humpty was one of life's good guys - so who would want him knocked off? And is it a coincidence that his ex-wife has just met with a sticky end down at the local biscuit factory?A hardened cop on the mean streets of the Thames Valley's most dangerous precinct, DI Jack Spratt has seen it all, and something tells him this is going to be a tough case to crack...","383 pages, Hardcover",Fantasy,12.1k follower,"2,478 reviews",49,556 (1%),"1,571 (4%)","7,436 (22%)","13,588 (40%)","10,260 (30%)"
Britt-Marie Was Here,Fredrik Backman,"161,535","ratings18,341","October 3, 2014","Britt-Marie can’t stand mess. A disorganized cutlery drawer ranks high on her list of unforgivable sins. She is not one to judge others—no matter how ill-mannered, unkempt, or morally suspect they might be. It’s just that sometimes people interpret her helpful suggestions as criticisms, which is certainly not her intention. But hidden inside the socially awkward, fussy busybody is a woman who has more imagination, bigger dreams, and a warmer heart that anyone around her realizes.When Britt-Marie walks out on her cheating husband and has to fend for herself in the miserable backwater town of Borg—of which the kindest thing one can say is that it has a road going through it—she finds work as the caretaker of a soon-to-be demolished recreation center. The fastidious Britt-Marie soon finds herself being drawn into the daily doings of her fellow citizens, an odd assortment of miscreants, drunkards, layabouts. Most alarming of all, she’s given the impossible task of leading the supremely untalented children’s soccer team to victory. In this small town of misfits, can Britt-Marie find a place where she truly belongs?","324 pages, Hardcover",Fiction,69.3k follower,"18,341 reviews",30,"1,463 (<1%)","4,978 (3%)","28,352 (17%)","69,627 (43%)","57,115 (35%)"
Better: A Surgeon's Notes on Performance,Atul Gawande,"34,192","ratings2,463","April 3, 2007","The struggle to perform well is universal: each one of us faces fatigue, limited resources, and imperfect abilities in whatever we do. But nowhere is this drive to do better more important than in medicine, where lives are on the line with every decision. In his new book, Atul Gawande explores how doctors strive to close the gap between best intentions and best performance in the face of obstacles that sometimes seem insurmountable. Gawande's gripping stories of diligence, ingenuity, and what it means to do right by people take us to battlefield surgical tents in Iraq, to labor and delivery rooms in Boston, to a polio outbreak in India, and to malpractice courtrooms around the country. He discusses the ethical dilemmas of doctors participation in lethal injections, examines the influence of money on modern medicine, and recounts the astoundingly contentious history of hand washing. And as in all his writing, Gawande gives us an inside look at his own life as a practicing surgeon, offering a searingly honest firsthand account of work in a field where mistakes are both unavoidable and unthinkable. At once unflinching and compassionate, Better is an exhilarating journey narrated by arguably the best nonfiction doctor-writer around (Salon). Gawande's investigation into medical professionals and how they progress from merely good to great provides rare insight into the elements of success, illuminating every area of human endeavor.","288 pages, Hardcover",Nonfiction,"5,433 follower","2,463 reviews",26,120 (<1%),608 (1%),"4,675 (13%)","14,175 (41%)","14,614 (42%)"
Sunreach,Brandon Sanderson,"20,098","ratings1,825","September 28, 2021","From #1 bestselling author Brandon Sanderson and Janci Patterson comes the first of three Skyward series novellas, each told from the perspective of a different member of the team back on Detritus. Read FM's story between Starsight and Cytonic.When a planet-destroying Delver suddenly appears in the sky of Detritus and vanishes just as suddenly, FM knows that the last free human society got lucky. Her Skyward Flight companion, Spensa, figured out how to draw this Delver away, but it won’t be so easy next time.The forces of the Galactic Superiority will be back—and if the Defiant Defense Force can’t figure out a way to escape the planet, humanity’s destruction is only a matter of time. Spensa’s mission to infiltrate the Superiority unveiled the secret to their hyperdrives—a cytonic slug species called the Taynix. Now FM’s flightleader, Jorgen, has found a large group of Taynix hiding in the caverns far below Detritus’s surface.FM and Jorgen must work together with the engineer Rig to awaken the mysterious alien Alanik and unlock the powers of the Taynix, or humanity will be trapped. With Spensa’s friend Minister Cuna of the Superiority stranded at the outpost of Sunreach, they need to figure out how to rescue her—or the Superiority government will be in the sole clutches of those who want to wipe out Detritus once and for all.","208 pages, ebook",Science Fiction,224k follower,"1,825 reviews",401,96 (<1%),336 (1%),"3,260 (16%)","8,731 (43%)","7,675 (38%)"
Rising Strong: The Reckoning. The Rumble. The Revolution.,Brené Brown,"81,751","ratings5,014","August 25, 2015","Social scientist Brené Brown has ignited a global conversation on courage, vulnerability, shame, and worthiness. Her pioneering work uncovered a profound truth: Vulnerability—the willingness to show up and be seen with no guarantee of outcome—is the only path to more love, belonging, creativity, and joy. But living a brave life is not always easy: We are, inevitably, going to stumble and fall.It is the rise from falling that Brown takes as her subject in Rising Strong. As a grounded theory researcher, Brown has listened as a range of people—from leaders in Fortune 500 companies and the military to artists, couples in long-term relationships, teachers, and parents—shared their stories of being brave, falling, and getting back up. She asked herself, What do these people with strong and loving relationships, leaders nurturing creativity, artists pushing innovation, and clergy walking with people through faith and mystery have in common? The answer was clear: They recognize the power of emotion and they’re not afraid to lean in to discomfort.Walking into our stories of hurt can feel dangerous. But the process of regaining our footing in the midst of struggle is where our courage is tested and our values are forged. Our stories of struggle can be big ones, like the loss of a job or the end of a relationship, or smaller ones, like a conflict with a friend or colleague. Regardless of magnitude or circumstance, the rising strong process is the same: We reckon with our emotions and get curious about what we’re feeling; we rumble with our stories until we get to a place of truth; and we live this process, every day, until it becomes a practice and creates nothing short of a revolution in our lives. Rising strong after a fall is how we cultivate wholeheartedness. It’s the process, Brown writes, that teaches us the most about who we are.","336 pages, Hardcover",Nonfiction,50.9k follower,"5,014 reviews",77,"1,384 (1%)","2,678 (3%)","10,563 (12%)","26,536 (32%)","40,590 (49%)"
In the Forest,Edna O'Brien,"1,662",ratings187,"January 1, 2002","IN THE FOREST, set in the west of Ireland and based on a horrendous true crime, is the story of a young man who shoots dead three people in a forest glade. The young man, Mich O’Kane, is ‘not all there in the head’ as one character puts it; he hears voices, he cannot stop mourning the death of his mother. By puberty he is already committing petty crimes, ending up in a Christian Brothers borstal. By the time he is back home he has also served time in a British jail and is an institutionalised criminal. Incapable of telling the truth even to himself, he steals. His sexual fantasies - revolving around women in the village - eventually centre on Eily, an artist and single mother, who lives with her son Maddie in a house that Mich once camped out in after his mother died. One day Mich pounces, dragging her with Maddie out of the house and ordering her to drive them in her car to the woods nearby. Edna O’Brien leaves what actually happens to our imaginations, but we assume he rapes before shooting her. Next Mich is persuading a new priest to come. As well as from Mich himself, IN THE FOREST is told from many differing points of view, including that of Eily. There is compassion from his granny, from a priest, but not from anyone else. If anyone was brought up to fail, it is Mich. And what happens to him? It will surprise no-one that he tries to commit suicide and then dies.","217 pages, Hardcover",Fiction,"1,113 follower",187 reviews,99,56 (3%),145 (8%),519 (31%),591 (35%),351 (21%)
"Mistaken Identity: Two Families, One Survivor, Unwavering Hope",Don Van Ryn,"9,186","ratings1,076","January 1, 2008","Meet Laura Van Ryn and Whitney Cerak: one buried under the wrong name, one in a coma and being cared for by the wrong family. This shocking case of mistaken identity stunned the country and made national news. Would it destroy a family? Shatter their faith? Push two families into bitterness, resentment, and guilt? Read this unprecedented story of two traumatized families who describe their ordeal and explore the bond sustaining and uniting them as they deal with their bizarre reversal of life lost and life found. And join Whitney Cerak, the sole surviving student, as she comes to terms with her new identity, forever altered, yet on the brink of new beginnings. Mistaken Identity weaves a complex tale of honesty, vulnerability, loss, hope, faith, and love in the face of one of the strangest twists of circumstance imaginable.","275 pages, Hardcover",Nonfiction,5 follower,"1,076 reviews",3,133 (1%),482 (5%),"1,781 (19%)","3,074 (33%)","3,716 (40%)"
Rebel Buddha: On the Road to Freedom,Dzogchen Ponlop,"1,839",ratings119,"January 1, 2010","There’s a rebel within you. It’s the part of you that already knows how to break free of fear and unhappiness. This rebel is the voice of your own awakened mind. It’s your rebel buddha—the sharp, clear intelligence that resists the status quo. It wakes you up from the sleepy acceptance of your day-to-day reality and shows you the power of your enlightened nature. It’s the vibrant, insightful energy that compels you to seek the truth.Dzogchen Ponlop guides you through the inner revolution that comes from unleashing your rebel buddha. He explains how, by training your mind and understanding your true nature, you can free yourself from needless suffering. He presents a thorough introduction to the essence of the Buddha’s teachings and argues that, if we are to bring these teachings fully into our personal experience, we must go beyond the cultural trappings of traditional Asian Buddhism. “We all want to find some meaningful truth about who we are,” he says, “but we can only find it guided by our own wisdom—by our own rebel buddha within.”","224 pages, Hardcover",Buddhism,48 follower,119 reviews,19,25 (1%),70 (3%),398 (21%),649 (35%),697 (37%)
The Book of Night Women,Marlon James,"13,658","ratings1,993","January 17, 2009","The Book of Night Women is a sweeping, startling novel, a true tour de force of both voice and storytelling. It is the story of Lilith, born into slavery on a Jamaican sugar plantation at the end of the eighteenth century. Even at her birth, the slave women around her recognize a dark power that they and she will come to both revere and fear. The Night Women, as they call themselves, have long been plotting a slave revolt, and as Lilith comes of age and reveals the extent of her power, they see her as the key to their plans. But when she begins to understand her own feelings and desires and identity, Lilith starts to push at the edges of what is imaginable for the life of a slave woman in Jamaica, and risks becoming the conspiracy's weak link. Lilith's story overflows with high drama and heartbreak, and life on the plantation is rife with dangerous secrets, unspoken jealousies, inhuman violence, and very human emotion between slave and master, between slave and overseer, and among the slaves themselves. Lilith finds herself at the heart of it all. And all of it told in one of the boldest literary voices to grace the page recently--and the secret of that voice is one of the book's most intriguing mysteries.","417 pages, Hardcover",Historical Fiction,"4,619 follower","1,993 reviews",34,128 (<1%),330 (2%),"1,256 (9%)","4,499 (32%)","7,445 (54%)"
A Sliver of Shadow,Allison Pang,"2,319",ratings207,"February 28, 2012","WAR IS HELL. AND WAR WITH HELL IS NO FUN EITHER. Just when her new life as a TouchStone—a mortal bound to help OtherFolk cross between Faery and human worlds—seems to be settling down, Abby Sinclair is left in charge when the Protectorate, Moira, leaves for the Faery Court. And when the Protectorate’s away . . . let’s just say things spiral out of control when a spell on Abby backfires and the Faery Queen declares the Doors between their worlds officially closed. The results are disastrous for both sides: OtherFolk trapped in the mortal world are beginning to fade, while Faery is on the brink of war with the daemons of Hell. Along with her brooding elven prince Talivar and sexy incubus Brystion, Abby ventures to the CrossRoads in an attempt to override the Queen’s magic. But nothing in this beautiful, dangerous realm will compare to the discoveries she’s making about her past, her destiny, and what she will sacrifice for those she loves.","384 pages, Kindle Edition",Urban Fantasy,590 follower,207 reviews,21,29 (1%),121 (5%),540 (23%),908 (39%),721 (31%)
Tree of Codes,Jonathan Safran Foer,"3,732",ratings441,"November 8, 2010","Tree of Codes is a haunting new story by best-selling American writer, Jonathan Safran Foer. With a different die-cut on every page, Tree of Codes explores previously unchartered literary territory. Initially deemed impossible to make, the book is a first — as much a sculptural object as it is a work of masterful storytelling. Tree of Codes is the story of an enormous last day of life — as one character's life is chased to extinction, Foer multi-layers the story with immense, anxious, at times disorientating imagery, crossing both a sense of time and place, making the story of one person’s last day everyone’s story. Inspired to exhume a new story from an existing text, Jonathan Safran Foer has taken his ""favorite"" book, The Street of Crocodiles by Polish-Jewish writer Bruno Schulz, and used it as a canvas, cutting into and out of the pages, to arrive at an original new story told in Jonathan Safran Foer's own acclaimed voice.","139 pages, Paperback",Fiction,13.9k follower,441 reviews,61,140 (3%),252 (6%),883 (23%),"1,233 (33%)","1,224 (32%)"
The Mage's Daughter,Lynn Kurland,"4,974",ratings334,"January 2, 2008","In the kingdom of Neroche, nightmarish creatures have been unleashed as weapons in a war of evil. Morgan the mercenary, daughter of a treacherous black mage, must fight against them-as well as for her very life. Miach of Neroche would risk his own life to save Morgan's, but he must do so at the peril of the realm, forcing dangerous choices in the deadliest of quests.","378 pages, Paperback",Fantasy,"1,514 follower",334 reviews,55,82 (1%),255 (5%),983 (19%),"1,792 (36%)","1,862 (37%)"
The Courtesan,Susan Carroll,"2,400",ratings111,"July 26, 2005","Skilled in passion, artful in deception, and driven by betrayal, she is the glittering center of the royal court-but the most desired woman of Renaissance France will draw the wrath of a dangerous adversary.Paris, 1575. The consort of some of Europe's most influential men, Gabrielle Cheney is determined to secure her future by winning the heart of Henry, the Huguenot king of Navarre. As his mistress, Gabrielle hopes she might one day become the power behind the French throne. But her plans are jeopardized by Captain Nicolas Remy, a devoted warrior whose love Gabrielle desires-and fears-above all. She will also incur the malevolence of the Dark Queen, Catherine de' Medici, whose spies and witch-hunters are legion, and who will summon the black arts to maintain her authority. With the lives of those she loves in peril, Gabrielle must rebel against her queen to fulfill a glorious destiny she has sacrificed everything to gain.Alive with vivid period detail and characters as vibrant as they are memorable, The Courtesan is a sweeping historical tale of dangerous intrigues, deep treachery, and one woman's unshakable resolve to honor her heart.","534 pages, Paperback",Historical Fiction,358 follower,111 reviews,63,31 (1%),112 (4%),586 (24%),969 (40%),702 (29%)
