Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Ghosts of 42nd Street: A History of America's Most Infamous Block,Anthony Bianco,82,ratings8,"January 1, 2004","Imagine shuffling down Broadway through the hustle and bustle right into the nonstop, neon heart of New York 42nd Street. Once a quiet neighborhood of brownstones and churches, the area wastransformed in the early 1900s into an entertainment hub unlike any in theworld. No place has ever evoked the glamour and romantic possibility of bigcity nightlife as vividly as did 42nd Street. It was the dazzle of ""naughty, bawdy, gaudy"" 42nd Street that put Times Square on the map and turned the Broadway theater district into the Great White Way. Ghosts of 42nd Street stirs your imagination as it takes you on a historical journey of this glamorized strip still known today as the Crossroads of the World. From the bold innovations of Oscar Hammerstein and Florenz Ziegfeld through the porn-laden 1960s and 1970s to the present-day ""Disneyfication"" of New York's bright lights district, Ghosts of 42nd Street is as fascinating as a tabloid frozen in time.","400 pages, Paperback",History,12 book,8 reviews,12,1 (1%),3 (3%),30 (36%),33 (40%),15 (18%)
The Maze Runner Trilogy,James Dashner,"8,878",ratings421,"January 1, 2012","The Maze Runner trilogy boxed set contains the paperback editions of James Dashner's New York Times bestselling series. The Maze Runner, The Scorch Trials, and The Death Cure are action-packed, edge-of-your-seat, dystopian adventures for readers young and old. And now they are available together as the perfect gift.",Paperback,Young Adult,34.1k follower,421 reviews,100,151 (1%),347 (3%),"1,395 (15%)","2,790 (31%)","4,195 (47%)"
The Radleys,Matt Haig,"21,861","ratings2,630","July 1, 2010","The Radleys are an everyday family who juggle dysfunctional lives. Except, as Peter and Helen Radley know but their children have yet to find out, the Radleys happen to be a family of abstaining vampires. When one night Clara finds herself driven to commit a bloodthirsty act, her parents decide to explain a few things.","341 pages, Paperback",Fantasy,36.7k follower,"2,630 reviews",128,428 (1%),"1,930 (8%)","7,524 (34%)","8,521 (38%)","3,458 (15%)"
Girl in a Blue Dress,Gaynor Arnold,"2,468",ratings471,"August 1, 2008","A sweeping tale of love and loss, Girl in a Blue Dress is both an intimate peek at the woman who was behind one of literature’s most esteemed men and a fascinating rumination on marriage that will resonate across centuries.At the end of her life, Catherine, the cast-off wife of Charles Dickens, gave the letters she had received from her husband to their daughter Kate, asking her to donate them to the British Museum, “so the world may know that he loved me once.” The incredible vulnerability and heartache evident beneath the surface of this remark inspired Gaynor Arnold to write Girl in a Blue Dress, a dazzling debut novel inspired by the life of this tragic yet devoted woman. Arnold brings the spirit of Catherine Dickens to life in the form of Dorothea “Dodo” Gibson–a woman who is doomed to live in the shadow of her husband, Alfred, the most celebrated author in the Victorian world. The story opens on the day of Alfred’s funeral. Dorothea is not among the throngs in attendance when The One and Only is laid to rest. Her mourning must take place within the walls of her modest apartment, a parting gift from Alfred as he ushered her out of their shared home and his life more than a decade earlier. Even her own children, save her outspoken daughter Kitty, are not there to offer her comfort–they were poisoned against her when Alfred publicly declared her an unfit wife and mother. Though she refuses to don the proper mourning attire, Dodo cannot bring herself to demonize her late husband, something that comes all too easily to Kitty. Instead, she reflects on their time together–their clandestine and passionate courtship, when he was a force of nature and she a willing follower; and the salad days of their marriage, before too many children sapped her vitality and his interest. She uncovers the frighteningly hypnotic power of the celebrity author she married. Now liberated from his hold on her, Dodo finds the courage to face her adult children, the sister who betrayed her, and the charming actress who claimed her husband’s love and left her heart aching. A sweeping tale of love and loss that was long-listed for both the Man Booker Prize and the Orange Prize, Girl in a Blue Dress is both an intimate peek at the woman who was behind one of literature’s most esteemed men and a fascinating rumination on marriage that will resonate across centuries.","442 pages, Paperback",Historical Fiction,14 follower,471 reviews,7,65 (2%),222 (8%),809 (32%),999 (40%),373 (15%)
Ghost Hand,Ripley Patton,"1,060",ratings283,"November 28, 2012","Seventeen-year-old Olivia Black has a rare birth defect known as Psyche Sans Soma, or PSS. Instead of a right hand made of flesh and blood, she was born with a hand made of ethereal energy.How does Olivia handle being the girl with the ghost hand? Well, she's a little bit morbid and a whole lot snarky. Her mother thinks her obsession with death, black clothing, and the local cemetery is a bid for attention. But when Marcus, the new guy in Olivia's calculus class, stares at her like she's a freak, Olivia doesn't like it. And when her hand goes rogue, doing things she never imagined possible, Olivia finds herself running for her life with Marcus from a group of men bent on taking the power of her hand for their own nefarious purposes.","372 pages, Paperback",Paranormal,397 follower,283 reviews,17,46 (4%),66 (6%),211 (19%),368 (34%),369 (34%)
The Undertaking,Audrey Magee,"3,423",ratings573,"February 1, 2014","Desperate to escape the Eastern front, Peter Faber, an ordinary German soldier, marries Katharina Spinell, a woman he has never met; it is a marriage of convenience that promises 'honeymoon' leave for him and a pension for her should he die on the front. With ten days' leave secured, Peter visits his new wife in Berlin; both are surprised by the attraction that develops between them. When Peter returns to the horror of the front, it is only the dream of Katharina that sustains him as he approaches Stalingrad. Back in Berlin, Katharina, goaded on by her desperate and delusional parents, ruthlessly works her way into the Nazi party hierarchy, wedding herself, her young husband and their unborn child to the regime. But when the tide of war turns and Berlin falls, Peter and Katharina, ordinary people stained with their small share of an extraordinary guilt, find their simple dream of family increasingly hard to hold on to...","291 pages, Hardcover",Historical Fiction,196 follower,573 reviews,2,61 (1%),254 (7%),891 (26%),"1,404 (41%)",813 (23%)
"Sword Art Online, Vol. 2: Aincrad",Reki Kawahara,"4,897",ratings200,"August 10, 2009","Linked up and logged into the deadly VMMORPG ""Sword Art Online"" in both the real and virtual worlds, Kirito is stuck in a hell of one man's making, and like everyone else, unable to escape until the game is beaten. But while some players are crippled by fear and others throw themselves into completing the game, still others relax into everyday life in the face of their cruel predicament and live to the best of their ability...laughing, crying, but always enjoying the game. Among them are four women who make a mark upon the solo adventurer that Kirito has become: Silica, the beast-tamer; Lisbeth, the blacksmith; Yui, the mysterious orphan; and the tragic Sachi, never to be forgotten by the black swordsman...","264 pages, Paperback",Light Novel,859 follower,200 reviews,373,64 (1%),208 (4%),795 (16%),"1,473 (30%)","2,357 (48%)"
The City of Your Final Destination,Peter    Cameron,"2,646",ratings276,"January 1, 2002","Omar Razaghi, a twenty-eight-year-old doctoral student at the University of Kansas, has won a grant to write a biography of Jules Gund, a deceased Latin American writer. There's just one Gund's family has not given him authorization. Undeterred, Omar travels to Uruguay, unannounced, to petition the author's three executors in Gund's widow, his much younger mistress, and his brother. Omar's arrival sets in motion a series of events that upsets the precarious balance of life at Ochos Rios, the family's crumbling estate. As long-standing relationships undergo seismic shifts and force the time-stuck inhabitants of Ochos to look toward that most dreaded of the future.","320 pages, Paperback",Fiction,511 follower,276 reviews,26,24 (<1%),157 (5%),661 (24%),"1,115 (42%)",689 (26%)
"Merry Christmas, Squirrels!",Nancy     Rose,346,ratings67,"October 6, 2015","Christmas will never be the same with this irresistible photographic story featuring wild squirrels in homemade miniature settings - wearing Christmas sweaters, building snowmen, and opening presents -- delighting readers and animal lovers of all ages!Mr. Peanuts loves Christmas - but he loves it even more when he has a friend to share it with. When Cousin Squirrel invites him to spend the holidays together, Mr. Peanuts is in for a whirlwind of winter fun! Mr. Peanuts and Cousin Squirrel are the perfect holiday addition to every household. Featuring photographs of wild squirrels in handcrafted homemade miniature settings, this striking book is sure to surprise and delight young and old alike.","32 pages, Hardcover",Picture Books,38 follower,67 reviews,7,0 (0%),10 (2%),76 (21%),128 (36%),132 (38%)
The House of Twenty Thousand Books,Sasha Abramsky,378,ratings66,"June 26, 2014","The House of Twenty Thousand Books is the story of Chimen Abramsky, an extraordinary polymath and bibliophile who amassed a vast collection of socialist literature and Jewish history. For more than 50 years, Chimen and his wife, Miriam, hosted epic gatherings in their house of books that brought together many of the age's greatest thinkers. The atheist son of one of the century's most important rabbis, Chimen was born in 1916 near Minsk, spent his early teenage years in Moscow while his father served time in a Siberian labor camp for religious proselytizing, and then immigrated to London, where he discovered the writings of Karl Marx and became involved in left-wing politics. He briefly attended the newly established Hebrew University in Jerusalem, until World War II interrupted his studies. Back in England, he married, and for many years he and Miriam ran a respected Jewish bookshop in London's East End. When the Nazis invaded Russia in June 1941, Chimen joined the Communist Party, becoming a leading figure in the party's National Jewish Committee. He remained a member until 1958, when, shockingly late in the day, he finally acknowledged the atrocities committed by Stalin. In middle age, Chimen reinvented himself once more, this time as a liberal thinker, humanist, professor, and manuscript expert for Sotheby's auction house. Journalist Sasha Abramsky re-creates here a lost world, bringing to life the people, the books, and the ideas that filled his grandparents' house, from gatherings that included Eric Hobsbawm and Isaiah Berlin to books with Marx's handwritten notes, William Morris manuscripts and woodcuts, an early 16th-century Bomberg Bible, and a first edition of Descartes' Meditations . The House of Twenty Thousand Books is a wondrous journey through our times, from the vanished worlds of Eastern European Jewry to the cacophonous politics of modernity.","336 pages, Kindle Edition",Books About Books,42 follower,66 reviews,22,7 (1%),32 (8%),114 (30%),145 (38%),80 (21%)
