Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Buried Giant,Kazuo Ishiguro,"103,954","ratings12,945","First published March 3, 2015","""You've long set your heart against it, Axl, I know. But it's time now to think on it anew. There's a journey we must go on, and no more delay...""The Buried Giant begins as a couple set off across a troubled land of mist and rain in the hope of finding a son they have not seen in years.Sometimes savage, often intensely moving, Kazuo Ishiguro's first novel in nearly a decade is about lost memories, love, revenge, and war.Included on TIME Magazine's ""THE 100 BEST FANTASY BOOKS OF ALL TIME""","317 pages, Hardcover",Fantasy,34.9k followers,"12,945 reviews",66 books34.9k followers,"3,874 (3%)","12,090 (11%)","30,560 (29%)","35,658 (34%)","21,772 (20%)"
Elizabeth Costello,J.M. Coetzee,"9,317",ratings869,"First published September 30, 2003","Since 1982, J. M. Coetzee has been dazzling the literary world. After eight novels that have won, among other awards, two Booker Prizes, and most recently, the Nobel Prize for literature, J.M. Coetzee has once again crafted an unusual and deeply affecting tale. Told through an ingenious series of formal addresses, Elizabeth Costello is, on the surface, the story of a woman's life as a mother, sister, lover, and writer. Yet it is also a profound and haunting meditation on the nature of storytelling.","231 pages, Paperback",Fiction,"4,738 followers",869 reviews,"147 books4,738 followers",416 (4%),"1,161 (12%)","3,062 (32%)","2,987 (32%)","1,691 (18%)"
The Bone Season,Samantha    Shannon,"80,880","ratings11,492","First published August 20, 2013","The year is 2059. Nineteen-year-old Paige Mahoney is working in the criminal underworld of Scion London, based at Seven Dials, employed by a man named Jaxon Hall. Her job: is to scout for information by breaking into people’s minds. For Paige is a dreamwalker, a clairvoyant, and, in the world of Scion, she commits treason simply by breathing.It is raining the day her life changes forever. Attacked, drugged, and kidnapped, Paige is transported to Oxford – a city kept secret for two hundred years, controlled by a powerful, otherworldly race. Paige is assigned to Warden, a Rephaite with mysterious motives. He is her master. Her trainer. Her natural enemy. But if Paige wants to regain her freedom she must allow herself to be nurtured in this prison where she is meant to die.The Bone Season introduces a compelling heroine and also introduces an extraordinary young writer, with huge ambition and a teeming imagination. Samantha Shannon has created a bold new reality in this riveting debut.","466 pages, Hardcover",Fantasy,23.7k followers,"11,492 reviews",30 books23.7k followers,"2,686 (3%)","6,253 (7%)","18,267 (22%)","30,279 (37%)","23,395 (28%)"
Jasper Jones,Craig Silvey,"38,402","ratings3,355","First published March 31, 2009","Late on a hot summer night in 1965, Charlie Bucktin, a precocious and bookish boy of thirteen, is startled by an urgent knock on the window of his sleep-out. His visitor is Jasper Jones, an outcast in the regional mining town of Corrigan.Rebellious, mixed-race and solitary, Jasper is a distant figure of danger and intrigue for Charlie. So when Jasper begs for his help, Charlie eagerly steals into the night by his side, terribly afraid but desperate to impress. Jasper takes him to his secret glade in the bush, and it's here that Charlie bears witness to Jasper's horrible discovery.With his secret like a brick in his belly, Charlie is pushed and pulled by a town closing in on itself in fear and suspicion as he locks horns with his tempestuous mother; falls nervously in love and battles to keep a lid on his zealous best friend, Jeffrey Lu.And in vainly attempting to restore the parts that have been shaken loose, Charlie learns to discern the truth from the myth, and why white lies creep like a curse.In the simmering summer where everything changes, Charlie learns why the truth of things is so hard to know, and even harder to hold in his heart.","397 pages, Paperback",Young Adult,"1,125 followers","3,355 reviews","10 books1,125 followers",542 (1%),"1,548 (4%)","6,270 (16%)","15,587 (40%)","14,455 (37%)"
A God in Ruins,Kate Atkinson,"56,448","ratings6,895","First published May 1, 2015","In Life After Life Ursula Todd lived through the turbulent events of the last century again and again. In A God in Ruins, Atkinson turns her focus on Ursula’s beloved younger brother Teddy – would-be poet, RAF bomber pilot, husband and father – as he navigates the perils and progress of the 20th century. For all Teddy endures in battle, his greatest challenge will be to face living in a future he never expected to have.","468 pages, Hardcover",Fiction,10.8k followers,"6,895 reviews",56 books10.8k followers,"1,294 (2%)","3,149 (5%)","11,324 (20%)","22,067 (39%)","18,614 (32%)"
The Hidden Oracle,Rick Riordan,"190,049","ratings15,340","First published May 3, 2016","How do you punish an immortal?By making him human.After angering his father Zeus, the god Apollo is cast down from Olympus. Weak and disorientated, he lands in New York City as a regular teenage boy. Now, without his godly powers, the four-thousand-year-old deity must learn to survive in the modern world until he can somehow find a way to regain Zeus's favour.But Apollo has many enemies—gods, monsters and mortals who would love to see the former Olympian permanently destroyed. Apollo needs help, and he can think of only one place to go... an enclave of modern demigods known as Camp Half-Blood.","360 pages, Hardcover",Fantasy,423k followers,"15,340 reviews",241 books423k followers,"1,731 (<1%)","5,581 (2%)","32,137 (16%)","70,778 (37%)","79,822 (42%)"
All the Ugly and Wonderful Things,Bryn Greenwood,"162,035","ratings20,970","First published August 9, 2016","A beautiful and provocative love story between two unlikely people and the hard-won relationship that elevates them above the Midwestern meth lab backdrop of their lives.As the daughter of a drug dealer, Wavy knows not to trust people, not even her own parents. It's safer to keep her mouth shut and stay out of sight. Struggling to raise her little brother, Donal, eight-year-old Wavy is the only responsible adult around. Obsessed with the constellations, she finds peace in the starry night sky above the fields behind her house, until one night her star gazing causes an accident. After witnessing his motorcycle wreck, she forms an unusual friendship with one of her father's thugs, Kellen, a tattooed ex-con with a heart of gold.By the time Wavy is a teenager, her relationship with Kellen is the only tender thing in a brutal world of addicts and debauchery. When tragedy rips Wavy's family apart, a well-meaning aunt steps in, and what is beautiful to Wavy looks ugly under the scrutiny of the outside world. A powerful novel you wont soon forget, Bryn Greenwood's All the Ugly and Wonderful Things challenges all we know and believe about love.","432 pages, Hardcover",Fiction,"4,110 followers","20,970 reviews","5 books4,110 followers","6,225 (3%)","8,311 (5%)","25,309 (15%)","61,241 (37%)","60,949 (37%)"
Secondhand Time: The Last of the Soviets,Svetlana Alexievich,"17,760","ratings2,502","First published August 15, 2013","From the 2015 winner of the Nobel Prize in Literature, Svetlana Alexievich, comes the first English translation of her latest work, an oral history of the disintegration of the Soviet Union and the emergence of a new Russia.Bringing together dozens of voices in her distinctive documentary style, Secondhand Time is a monument to the collapse of the USSR, charting the decline of Soviet culture and speculating on what will rise from the ashes of Communism.As in all her books, Alexievich gives voice to women and men whose stories are lost in the official narratives of nation-states, creating a powerful alternative history from the personal and private stories of individuals.","496 pages, Kindle Edition",History,"5,261 followers","2,502 reviews","37 books5,261 followers",135 (<1%),302 (1%),"1,452 (8%)","5,233 (29%)","10,638 (59%)"
Rhett Butler's People,Donald McCaig,"20,324","ratings1,925","First published January 1, 2007","Fully authorized by the Margaret Mitchell estate, Rhett Butler's People is the astonishing and long-awaited novel that parallels the Great American Novel, Gone With The Wind . Twelve years in the making, the publication of Rhett Butler's People marks a major and historic cultural event.Through the storytelling mastery of award-winning writer Donald McCaig, the life and times of the dashing Rhett Butler unfolds. Through Rhett's eyes we meet the people who shaped his larger than life personality as it sprang from Margaret Mitchell's unforgettable Langston Butler, Rhett's unyielding father; Rosemary his steadfast sister; Tunis Bonneau, Rhett's best friend and a onetime slave; Belle Watling, the woman for whom Rhett cared long before he met Scarlett O'Hara at Twelve Oaks Plantation, on the fateful eve of the Civil War.Of course there is Scarlett. Katie Scarlett O'Hara, the headstrong, passionate woman whose life is inextricably entwined with Rhett' more like him than she cares to admit; more in love with him than she'll ever know…Brought to vivid and authentic life by the hand of a master, Rhett Butler's People fulfills the dreams of those whose imaginations have been indelibly marked by Gone With The Wind .","18 pages, Audio CD",Historical Fiction,115 followers,"1,925 reviews",52 books115 followers,910 (4%),"1,711 (8%)","4,771 (23%)","6,039 (29%)","6,893 (33%)"
The Miseducation of Cameron Post,Emily M. Danforth,"54,845","ratings5,228","First published February 7, 2012","When Cameron Post's parents die suddenly in a car crash, her shocking first thought is relief. Relief they'll never know that, hours earlier, she had been kissing a girl.But that relief doesn't last, and Cam is soon forced to move in with her conservative aunt Ruth and her well-intentioned but hopelessly old-fashioned grandmother. She knows that from this point on, her life will forever be different. Survival in Miles City, Montana, means blending in and leaving well enough alone (as her grandmother might say), and Cam becomes an expert at both.Then Coley Taylor moves to town. Beautiful, pickup-driving Coley is a perfect cowgirl with the perfect boyfriend to match. She and Cam forge an unexpected and intense friendship--one that seems to leave room for something more to emerge. But just as that starts to seem like a real possibility, ultrareligious Aunt Ruth takes drastic action to ""fix"" her niece, bringing Cam face-to-face with the cost of denying her true self--even if she's not exactly sure who that is.The Miseducation of Cameron Post is a stunning and unforgettable literary debut about discovering who you are and finding the courage to live life according to your own rules.","485 pages, Kindle Edition",LGBT,"1,900 followers","5,228 reviews","2 books1,900 followers","1,235 (2%)","2,319 (4%)","9,380 (17%)","20,515 (37%)","21,396 (39%)"
