Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Deepak Chopra,"74,169","ratings2,360","115 pages, HardcoverPublished November 9, 1994","НАЙ-ДОБРОТО ВЪЗПИТАНИЕ, КОЕТО МОЖЕ ДА ДАДЕТЕ НА ДЕТЕТО СИ, Е ДУХОВНОТО ВЪЗПИТАНИЕ.„Седемте духовни закона на успеха” е феномен, повлиял живота на милиони хората. В отговор Дийпак Чопра получава хиляди писма от родители, които искат да предадат тези принципи на децата си. „Седемте духовни правила за родители” е отговорът към тези родители, които искат да отгледат децата си с ценности, които задоволяват духовните потребности и пораждат изобилие.Седемте правила на д-р Чопра са прости, но ще окажат силно влияние върху живота на детето ви:·Всичко е възможно.·Ако искаш да получиш нещо, дай!·Когато правиш избор, променяш бъдещето.·Не казвай „не” – следвай течението!·Всеки път когато пожелаеш или поискаш нещо, посяваш семе.·Радвай се на пътешествието.·Има причина да си тук.Отгледано с тези прозрения, всяко дете може да постигне успеха, който идва от притежаването на най-ценните умения, които човек може да има – способността да обичаш и да бъдеш състрадателен и способността да изпитваш радост и да я предаваш на другите. В този основен за всеки родител наръчник Дийпак Чопра разсъждава над собствения си опит като баща, както и над собственото си духовно пътуване, и предлага задълбочени и практични съвети как да споделите тези принципи с децата си.","115 pages, Hardcover",Spirituality,18.6k follower,"2,360 reviews",646,"1,587 (2%)","3,147 (4%)","12,068 (16%)","22,326 (30%)","35,041 (47%)"
Glasshouse,Charles Stross,"11,310",ratings648,"June 27, 2006","When Robin wakes up in a clinic with most of his memories missing, it doesn’t take him long to discover that someone is trying to kill him. It’s the twenty-seventh century, when interstellar travel is by teleport gate and conflicts are fought by network worms that censor refugees’ personalities and target historians. The civil war is over and Robin has been demobilized, but someone wants him out of the picture because of something his earlier self knew.On the run from a ruthless pursuer and searching for a place to hide, he volunteers to participate in a unique experimental polity, the Glasshouse, constructed to simulate a pre-accelerated culture. Participants are assigned anonymized identities: It looks like the ideal hiding place for a posthuman on the run. But in this escape-proof environment, Robin will undergo an even more radical change, placing him at the mercy of the experimenters—and at the mercy of his own unbalanced psyche...","335 pages, Hardcover",Science Fiction,"5,612 follower",648 reviews,161,165 (1%),579 (5%),"2,740 (24%)","4,818 (42%)","3,008 (26%)"
Elvis Has Not Left the Building,J.R. Rain,929,ratings92,"March 17, 2010","It's tough being the King.Which is why in 1977 Elvis faked his own death and endured massive facial reconstruction surgery, and disappeared from the limelight to live a normal life as the unassuming Aaron King. Unfortunately, leaving fame behind also meant leaving his fortune behind, too, and now Elvis finds himself broke and living in near poverty in a small apartment in Los Angeles. Luckily for him, it turns out he's a pretty good private investigator.Now in his seventies and contemplating a return to music (discreetly, of course), Elvis is hired to solve a baffling missing person case. The King digs deeper, and soon finds himself surrounded by the seedier elements of Los Angeles, from nefarious Hollywood producers who prey upon the young, to twin brothers with a very dark secret.And as Elvis pieces the bizarre puzzle together, he slowly makes his singing comeback—and will be reunited on stage with someone even the King himself never dreamed possible.","190 pages, Nook",Mystery,"1,648 follower",92 reviews,605,22 (2%),54 (5%),211 (22%),320 (34%),322 (34%)
Valley of the Shadow,Tom Pawlik,245,ratings33,"January 1, 2009","Conner Hayden is certain he survived his near-death experience for a reason. He thinks it’s to save the life—and soul—of Mitch Kent. Mitch’s body remains on life support while his spirit is trapped with the old farmer Howard Bristol in the Interworld—a strange and dangerous dimension that Conner narrowly escaped during his brush with death in Pawlik’s award-winning debut novel, Vanish . Meanwhile, in the Interworld, Mitch receives a warning from a mysterious Howard is not who he appears to be, and Mitch must flee immediately. Pursued by Howard and a terrifying creature, Mitch soon learns the truth about what happened to him and that his only hope of survival lies at the very edge of the Interworld.","432 pages, Paperback",Christian Fiction,65 follower,33 reviews,14,3 (1%),8 (3%),41 (16%),92 (37%),101 (41%)
Hornet Flight,Ken Follett,"25,510","ratings1,234","December 2, 2002","Ken Follett follows his bestsellers Jackdaws and Code to Zero with an extraordinary novel of early days of World War II...It is June 1941 and the war is not going well for England.  Across the North Sea, eighteen-year-old Harald Olufsen takes a shortcut on the German-occupied Danish island of Sande and discovers an astonishing sight that will change the momentum of the war.  He must get word to England-except that he has no way to get there.  He has only an old derelict Hornet Moth biplane rusting away in a ruined church: a plane so decrepit that it is unlikely ever to get off the ground...even if Harald knew how to fly it.","518 pages, Mass Market Paperback",Historical Fiction,53.7k follower,"1,234 reviews",390,170 (<1%),932 (3%),"5,850 (22%)","10,912 (42%)","7,646 (29%)"
Black Site,Dalton Fury,"4,557",ratings212,"January 31, 2012","From former Delta Force commander and New York Times bestselling author of Kill Bin Laden comes the first novel in an explosive new series.
After September 11, 2001, Delta Force troop commander Dalton Fury was given the secret mission to hunt down and kill the most wanted man in the world, the details of which were recounted in his extraordinary New York Times bestseller Kill Bin Laden. Now, Fury draws upon his hard-won combat experience ”and his gift for true-to-life storytelling” to offer a brand-new series of thrillers that are as close to reality as readers can get.Meet Kolt Raynor. A Delta Force operator and one-time American hero, he is still trying to make sense of his life ”and duty” after a secret mission gone bad. Three years ago, in the mountains of Pakistan, Raynor made a split-second decision to disobey orders ”one that got some of his teammates killed and the rest captured. Now he's been given a second chance to do right by his country, his men, and himself. But Raynor's shot at redemption comes at a price.A shadowy group of former colleagues has asked Raynor to return, alone, to Pakistan's badlands. His assignment seems clear: find his missing men and bring them home. What Raynor never expected was to uncover a sinister al Qaeda plot to capture a Black Site--a secret U.S. prison--and destabilize the region. Meanwhile, a ruthless, unknown enemy is on his trailâ€¦and he will stop at nothing to make sure that Raynor's mission is not accomplished.An intense, gritty work of edge-of-your-seat suspense, Black Site is the first of what promises to be one of the most exciting fiction series of the new millennium.","343 pages, Hardcover",Fiction,369 follower,212 reviews,16,51 (1%),137 (3%),724 (15%),"1,752 (38%)","1,893 (41%)"
The Broken Window,Jeffery Deaver,"20,780","ratings1,256","June 10, 2008","Lincoln Rhyme and partner/paramour Amelia Sachs return to face a criminal whose ingenious staging of crimes is enabled by a terrifying access to information...When Lincoln's estranged cousin Arthur Rhyme is arrested on murder charges, the case is perfect - too perfect. Forensic evidence from Arthur's home is found all over the scene of the crime, and it looks like the fate of Lincoln's relative is sealed.At the behest of Arthur's wife, Judy, Lincoln grudgingly agrees to investigate the case. Soon Lincoln and Amelia uncover a string of similar murders and rapes with perpetrators claiming innocence and ignorance - despite ironclad evidence at the scenes of the crimes. Rhyme's team realizes this ""perfect"" evidence may actually be the result of masterful identity theft and manipulation.An information service company - the huge data miner Strategic Systems Datacorp - seems to have all the answers but is reluctant to help the police. Still, Rhyme and Sachs, along with their assembled team begin uncovering a chilling pattern of vicious crimes and coverups, leading their investigation to point at one master criminal, whom they dub ""522"".When ""522"" learns the identities of the crime-fighting team, the hunters become the hunted. Full of Deaver's trademark plot twists, 'The Broken Window' will put the partnership of Lincoln Rhyme and Amelia Sachs to the ultimate test.Running Time:14:08:10©2008 Jeffrey Deaver (P)2008 Simon and Schuster, Inc.","414 pages, Hardcover",Mystery,10.4k follower,"1,256 reviews",363,168 (<1%),506 (2%),"3,838 (18%)","9,065 (43%)","7,203 (34%)"
The Four Fingers of Death,Rick Moody,817,ratings180,"July 8, 2010","Montese Crandall is a downtrodden writer whose rare collection of baseball cards won't sustain him, financially or emotionally, through the grave illness of his wife. Luckily, he swindles himself a job churning out a novelization of the 2025 remake of a 1963 horror classic, ""The Crawling Hand."" Crandall tells therein of the United States, in a bid to regain global eminence, launching at last its doomed manned mission to the desolation of Mars. Three space pods with nine Americans on board travel three months, expecting to spend three years as the planet's first colonists. When a secret mission to retrieve a flesh-eating bacterium for use in bio-warfare is uncovered, mayhem ensues.Only a lonely human arm (missing its middle finger) returns to earth, crash-landing in the vast Sonoran Desert of Arizona. The arm may hold the secret to reanimation or it may simply be an infectious killing machine. In the ensuing days, it crawls through the heartbroken wasteland of a civilization at its breaking point, economically and culturally--a dystopia of lowlife, emigration from America, and laughable lifestyle alternatives.The Four Fingers of Death is a stunningly inventive, sometimes hilarious, monumental novel. It will delight admirers of comic masterpieces like Slaughterhouse-Five, The Crying of Lot 49 , and Catch-22.","725 pages, Hardcover",Fiction,331 follower,180 reviews,148,65 (7%),124 (15%),253 (30%),221 (27%),154 (18%)
Indian Summer: The Secret History of the End of an Empire,Alex von Tunzelmann,"4,500",ratings544,"July 1, 2007","The stroke of midnight on 15 august 1947 liberated 400 million indians from the british empire one of the defining moments of world history had been brought about by a tiny number of people, including jawaharlal nehru, the fiery prime minister-to-be; gandhi, the mystical figure who enthralled a nation; and louis and edwina mountbatten, the glamorous but unlikely couple who had been dispatched to get britain out of india without delay within hours of the midnight chimes, however, the two new nations of india and pakistan would descend into anarchy and terror indian summer depicts the epic sweep of events that ripped apart the greatest empire the world has ever seen, and reveals the secrets of the most powerful players on the world the cold war conspiracies, the private deals, and the intense and clandestine love affair between the wife of the last viceroy and the first prime minister of free india with wit, insight and a sharp eye for detail, alex von tunzelmann relates how a handful of people changed the world for ever","352 pages, Paperback",History,192 follower,544 reviews,6,58 (1%),139 (3%),783 (17%),"1,926 (42%)","1,594 (35%)"
The Sorrow of Angels,Jón Kalman Stefánsson,"2,455",ratings303,"January 1, 2009","The Sorrow of Angels is the second novel in an epic and elemental trilogy by the winner of the Icelandic Prize for Literature Jón Kalman Stefánsson, and the follow up to Heaven and Hell (publishing in paperback 3/11/15.) The Sorrow of Angels continues to follow ""the boy"" who, after suffering a terrible loss at sea, stops at a small Icelandic village that will become his adopted home and his redemption. The book is a part of a trilogy, but as Susan Swarbrick wrote in The Herald Scotland, ""If you haven't read Heaven And Hell, the first in Reykjavik-born author Jon Kalman Stefansson's captivating trilogy, that needn't be a deterrent from falling head over heels in love with The Sorrow Of Angels.""It is three weeks since the boy came to town, carrying a book of poetry to return to the old sea captain-the poetry Bár?ur died for. Three weeks, but already Bár?ur's ghost has faded. Snow falls so heavily that it binds heaven and earth together.As the villagers gather in the inn to drink schnapps and coffee while the boy reads to them from Hamlet, Jens the postman stumbles in half-dead, having almost frozen to his horse. On his next journey to the fjords Jens is accompanied by the boy, and both must risk their lives for each other, and for an unusual item of mail.The Sorrow of Angels is a timeless and powerful story that evokes the struggle of man against the ferocious majesty of nature. Asked by The Independent what inspired him to write these three novels, Stefánsson named his first visit to the landscape of Iceland's West Fjords. ""It was like a punch in the solar plexus . . . The mountains seemed to be saying, 'Why aren't you writing about us?"" (Independent, 2013).","304 pages, Hardcover",Fiction,"1,055 follower",303 reviews,41,24 (<1%),52 (2%),261 (10%),972 (39%),"1,146 (46%)"
