Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Le loup des mers,Riff Reb's,190,ratings15,"First published October 31, 2012","INTELLIGENTE, BRILLANTE ET MODERNE, UNE ADAPTATION D'ENVERGURE DE L'UN DES CHEFS-D'OEUVRE DU ROMAN D'AVENTURE !Jack London et Riff Reb's partagent le même talent de conteur. L'un use de sa plume, l'autre de son pinceau, pour raconter et mettre en scène aventure et esprit pour notre plus grand plaisir.Après un naufrage, Humphrey Van Weyden, un gentleman fluet, est recueilli puis enrôlé de force comme mousse par Loup Larsen, un terrifiant capitaine de goélette, buveur, violent mais très cultivé. Ce capitaine, athée, éprouve peu à peu une sorte d'estime teintée de mépris pour Humphrey, à l'inverse, très religieux : « si vous savez que quand vous mourrez, vous irez dans un monde meilleur, alors, pourquoi avez-vous peur de mourir ? » Ainsi naissent les premières joutes verbales - pleines d'humour et d'esprit - qui rythment ce passionnant récit d'aventure, et qui redoubleront à l'arrivée d'une jeune femme, un futur enjeu pour ces deux hommes.","128 pages, Hardcover",Comics,6 followers,15 reviews,30 books6 followers,2 (1%),3 (1%),35 (18%),90 (47%),60 (31%)
The Elementals,S.F. Mazhar,47,ratings6,"First published October 10, 2015","Eighteen years before the events of Run to Earth, the Elementals lived in harmony together in the City of Marwa. But the youngest of the Elementals, Alex Adams, has a secret. One he’s had to keep from his own brother, Christopher, because he knows Chris would never tolerate it.But with Alex soon coming into his full powers, he knows time’s running out to tell Chris the truth before it’s revealed at his coming-of-age ceremony. With the brotherhood of the Elementals already under strain, will Alex’s secret cost them their unity?",ebook,Fantasy,90 followers,6 reviews,4 books90 followers,0 (0%),1 (2%),5 (10%),14 (29%),27 (57%)
Warfare,Julie  Hall,890,ratings116,"First published June 13, 2017","The battle is far from over.When the lives of her loved ones are put in peril, who will Audrey turn to for help? On the surface, Audrey's existence in the afterlife is coming together. Her quirky new mentor guides her on the path to becoming the demon hunter she always hoped. She has great friends and even a kinda-sorta-maybe new boyfriend. But if things are so wonderful, why is Logan never far from her thoughts? After learning that her family is the target of an unprecedented demonic siege Audrey puts all she’s gained in jeopardy by defying heavenly authorities and returning to Earth. Stranded at the place she once called home with the one person she's been desperate to forget, she'll face vicious monsters, betrayers, and a legion of demons with an insidious weapon that even her celestial sword can't defeat. Will Audrey’s mistakes in the afterlife be what destroys the lives of the ones she loves the most?","273 pages, Kindle Edition",Fantasy,"1,166 followers",116 reviews,"18 books1,166 followers",5 (<1%),30 (3%),132 (14%),235 (26%),488 (54%)
A Faint Cold Fear,Karin Slaughter,"51,056","ratings2,225","First published July 28, 2003","The third pulse-pounding novel in the Grant County series from New York Times bestselling author Karin Slaughter.Sara Linton, medical examiner in the small town of Heartsdale, Georgia, is called out to an apparent suicide on the local college campus. The mutilated body provides little in the way of clues -- and the college authorities are eager to avoid a scandal -- but for Sara and police chief Jeffrey Tolliver, things don't add up.Two more suspicious suicides follow, and a young woman is brutally attacked. For Sara, the violence strikes far too close to home. And as Jeffrey pursues the sadistic killer, he discovers that ex-police detective Lena Adams, now a security guard on campus, may be in possession of crucial information. But, bruised and angered by her expulsion from the force, Lena seems to be barely capable of protecting herself, let alone saving the next victim...","422 pages, Mass Market Paperback",Thriller,70.1k followers,"2,225 reviews",115 books70.1k followers,421 (<1%),"1,628 (3%)","10,342 (20%)","21,350 (41%)","17,315 (33%)"
The Swan Book,Alexis Wright,"1,046",ratings200,"First published August 1, 2013","The Swan Book is set in the future, with Aboriginals still living under the Intervention in the north, in an environment fundamentally altered by climate change. It follows the life of a mute teenager called Oblivia, the victim of gang-rape by petrol-sniffing youths, from the displaced community where she lives in a hulk, in a swamp filled with rusting boats, and thousands of black swans driven from other parts of the country, to her marriage to Warren Finch, the first Aboriginal president of Australia, and her elevation to the position of First Lady, confined to a tower in a flooded and lawless southern city.The Swan Book has all the qualities which made Wright's previous novel, Carpentaria , a prize-winning bestseller. It offers an intimate awareness of the realities facing Aboriginal people; the wild energy and humour in her writing finds hope in the bleakest situations; and the remarkable combination of storytelling elements, drawn from myth and legend and fairy tale, has Oblivia Ethylene in the company of amazing characters like Aunty Bella Donna of the Champions, the Harbour Master, Big Red and the Mechanic, a talking monkey called Rigoletto, three genies with doctorates, and throughout, the guiding presence of swans.","352 pages, Kindle Edition",Fiction,277 followers,200 reviews,36 books277 followers,110 (10%),168 (16%),300 (28%),265 (25%),203 (19%)
The Last of August,Brittany Cavallaro,"22,543","ratings2,998","First published February 14, 2017","Watson and Holmes: A match made in disaster.Jamie Watson and Charlotte Holmes are looking for a winter-break reprieve after a fall semester that almost got them killed. But Charlotte isn’t the only Holmes with secrets, and the mood at her family’s Sussex estate is palpably tense. On top of everything else, Holmes and Watson could be becoming more than friends—but still, the darkness in Charlotte’s past is a wall between them.A distraction arises soon enough, because Charlotte’s beloved uncle Leander goes missing from the estate—after being oddly private about his latest assignment in a German art forgery ring. The game is afoot once again, and Charlotte is single-minded in her pursuit.Their first stop? Berlin. Their first contact? August Moriarty (formerly Charlotte’s obsession, currently believed by most to be dead), whose powerful family has been ripping off famous paintings for the last hundred years. But as they follow the gritty underground scene in Berlin to glittering art houses in Prague, Holmes and Watson begin to realize that this is a much more complicated case than a disappearance. Much more dangerous, too.What they learn might change everything they know about their families, themselves, and each other.","317 pages, Hardcover",Mystery,"3,001 followers","2,998 reviews","21 books3,001 followers",309 (1%),"1,997 (8%)","8,067 (35%)","8,334 (36%)","3,836 (17%)"
The Birds of Heaven: Travels with Cranes,Peter Matthiessen,281,ratings34,"First published January 1, 2001","“You don’t have to be a ‘craniac’ . . . to appreciate [this book] . . . All you really need is a passion for prose as good as it gets.” — Chicago TribuneIn legend, cranes often figure as harbingers of heaven and omens of longevity and good fortune. And in nature, they are an “umbrella species” whose well-being assures that of the ecosystem at large. The Birds of Heaven chronicles Peter Matthiessen’s many journeys on five continents in search of the fifteen species of cranes. His telling captures the dilemmas of a planet in ecological crisis, and the deep loss to humankind if these beautiful and imposing creatures are allowed to disappear.","368 pages, Paperback",Birds,819 followers,34 reviews,129 books819 followers,4 (1%),12 (4%),46 (16%),133 (47%),86 (30%)
The Desolate Garden,Daniel   Kemp,148,ratings40,"First published February 1, 2012","Only months before the murder of Lord Elliot Paterson, and his youngest son Edward, an address in Leningrad is discovered hidden in the ledgers of the family's Bank in Westminster, dating back to the 1930's. There is a spy in the family, but on whose side? His eldest son Harry is recruited into the British Secret Service to uncover the traitor. The Desolate Garden is a twisting tale of deceit and intrigue with Harry, and an attractive girl from the Home Office, desperately trying to unravel the mystery, before anyone else meets the same fate.","312 pages, Paperback",Suspense,121 followers,40 reviews,10 books121 followers,6 (4%),11 (7%),25 (16%),43 (29%),63 (42%)
A Course in Real Feng Shui: Make Your Property Work for You at All Times,Althea S.T.,25,ratings3,"First published June 30, 2017","Award-Winner in the Eastern Philosophy category of the 2017 Soul-Bridge Body-Mind-Spirit Book Awards of Europe!(January 29, 2018)Book Description:
Proper balance in life and in business can leave people inspired, engaged, and ready to take action. And for real estate professionals, home buyers, designers, or just personal home life, the way you stage and design a home or your business can keep you or your clients energized, focused, and in-tune with goals both today and in the future. 
 A Course in Real Feng Shui  is a book focused on the holistic nature of how Feng Shui impacts our lives and the spaces surrounding them. A wonderful look into an artform employed for thousands of years, the hidden secrets within these pages will help fortify your personal accomplishments and overall business success!  Written by renowned consultant, teacher, and author  Althea S.T., you’ll learn all about the influence of Feng Shui as it pertains to landscape, surroundings, and properties. From finding out why some locations stay inactive or become negative spaces, to choosing locations and layouts that empower and guide you along, you’ll gradually learn how to evaluate, design, redesign and improve any property.  This comprehensive Feng Shui book will also teach you:  

   What Comes with a Property and Why Its Shape and Direction Matter  
  
   Real, Applicable Practices Behind Feng Shui  
  
   How to Employ Maps, a Compass, Layouts, Locations, and Directions  
  
   Advanced Teachings to Change Energy and Perspective  
  
   And so much more!  
  
 Inside A Course in Real Feng Shui , you’ll also find jam-packed appendices and more than 200 illustrations and tables for you to study and compare; along with a 2017-2030 DS calendar, complete chapter on Annual Assessment, and the difference between good and bad locations in detail.  Get this book today and rejuvenate your current living or work spaces, homes or properties, and other locales where you need to set the right tone, comfort, and style.","340 pages, Hardcover",Self Help,57 followers,3 reviews,10 books57 followers,0 (0%),0 (0%),2 (8%),4 (16%),19 (76%)
چراغ‌ها را من خاموش می‌کنم,Zoya Pirzad,"9,499",ratings694,"First published February 1, 2002",زمان: دههٔ ۴۰ شمسی. مکان: آبادان، شهر همیشه گرم جنوب ایران. در خانواده‌ای ارمنی مادر سی و چند ساله با همسر و سه فرزند سعی دارد همسر و مادری نمونه باشد و هست تا همسایه‌های جدید از راه می‌رسند و...,"293 pages, Paperback",Novels,598 followers,694 reviews,12 books598 followers,340 (3%),"1,031 (10%)","2,878 (30%)","3,211 (33%)","2,039 (21%)"
A Time of Dread,John Gwynne,"10,326","ratings1,169","First published January 9, 2018","A race of warrior angels, the Ben-Elim, once vanquished a mighty demon horde. Now they rule the Banished lands, but their peace is brutally enforced.In the south, hotheaded Riv is desperate to join the Ben-Elim's peacekeeping force, until she unearths a deadly secret.In the west, the giantess Sig investigates demon sightings and discovers signs of an uprising and black magic.And in the snowbound north, Drem, a trapper, finds mutilated corpses in the forests. The work of a predator, or something far darker?It's a time of shifting loyalties and world-changing dangers. Difficult choices need to be made. Because in the shadows, demons are gathering, waiting for their time to rise...","463 pages, Hardcover",Fantasy,12.5k followers,"1,169 reviews",51 books12.5k followers,76 (<1%),196 (1%),"1,173 (11%)","4,043 (39%)","4,838 (46%)"
Kintu,Jennifer Nansubuga Makumbi,"3,815",ratings584,"First published January 1, 2014","Uganda’s history reimagined through the cursed bloodline of the Kintu clan in an award-winning debut.In 1750, Kintu Kidda unleashes a curse that will plague his family for generations. In this ambitious tale of a clan and of a nation, Makumbi weaves together the stories of Kintu’s descendants as they seek to break from the burden of their shared past and reconcile the inheritance of tradition and the modern world that is their future.","442 pages, Paperback",Fiction,787 followers,584 reviews,5 books787 followers,23 (<1%),124 (3%),628 (16%),"1,628 (42%)","1,412 (37%)"
Post-Millennium Rhapsody,J. Andrew Schrecker,8,ratings1,"First published April 27, 2018","A minor celebrity clips his toenails in the Oval Office, a gnat ties he bulb of a Christmas light to his back, and plainclothes policemen search for God at a carnival. With his second collection of poetry, J. Andrew Schrecker returns with a unique blend of observation, surrealism, and confession.",Paperback,Poetry,15 followers,1 review,5 books15 followers,0 (0%),2 (25%),0 (0%),4 (50%),2 (25%)
Mambo in Chinatown,Jean Kwok,"5,382",ratings799,"First published June 1, 2014","From the bestselling author of Girl in Translation, a novel about a young woman torn between her family duties in Chinatown and her escape into the world of ballroom dancing.Twenty-two-year-old Charlie Wong grew up in New York’s Chinatown, the older daughter of a Beijing ballerina and a noodle maker. Though an ABC (America-born Chinese), Charlie’s entire world has been limited to this small area. Now grown, she lives in the same tiny apartment with her widower father and her eleven-year-old sister, and works—miserably—as a dishwasher.But when she lands a job as a receptionist at a ballroom dance studio, Charlie gains access to a world she hardly knew existed, and everything she once took to be certain turns upside down. Gradually, at the dance studio, awkward Charlie’s natural talents begin to emerge. With them, her perspective, expectations, and sense of self are transformed—something she must take great pains to hide from her father and his suspicion of all things Western. As Charlie blossoms, though, her sister becomes chronically ill. As Pa insists on treating his ailing child exclusively with Eastern practices to no avail, Charlie is forced to try to reconcile her two selves and her two worlds—Eastern and Western, old world and new—to rescue her little sister without sacrificing her newfound confidence and identity.","384 pages, Hardcover",Fiction,"2,142 followers",799 reviews,"12 books2,142 followers",59 (1%),340 (6%),"1,570 (29%)","2,295 (42%)","1,118 (20%)"
Ariel: The Restored Edition,Sylvia Plath,"7,628",ratings765,"First published November 9, 2004","Sylvia Plath's famous collection, as she intended it.When Sylvia Plath died, she not only left behind a prolific life but also her unpublished literary masterpiece, Ariel. When her husband, Ted Hughes, first brought this collection to life, it garnered worldwide acclaim, though it wasn't the draft Sylvia had wanted her readers to see. This facsimile edition restores, for the first time, Plath's original manuscript—including handwritten notes—and her own selection and arrangement of poems. This edition also includes in facsimile the complete working drafts of her poem ""Ariel,"" which provide a rare glimpse into the creative process of a beloved writer. This publication introduces a truer version of Plath's works, and will no doubt alter her legacy forever.","256 pages, Paperback",Poetry,22.6k followers,765 reviews,270 books22.6k followers,97 (1%),258 (3%),"1,102 (14%)","2,350 (30%)","3,821 (50%)"
Awful Auntie,David Walliams,"12,593",ratings764,"First published November 27, 2012","Tiddlywinks-obsessed Awful Aunt Alberta and her pet owl, Wagner, are on a mission to cheat the young Lady Stella Saxby out of her inheritance – Saxby Hall. But with mischievous and irrepressible Soot, the cockney ghost of a chimney sweep, alongside her, Stella is determined to fight back ... and sometimes a special friend, however different, is all you need to win through.","416 pages, Hardcover",Childrens,"3,051 followers",764 reviews,"153 books3,051 followers",287 (2%),597 (4%),"2,118 (16%)","3,718 (29%)","5,873 (46%)"
My Ex-Life,Stephen McCauley,"9,908","ratings1,336","First published May 8, 2018","The time for Stephen McCauley's breakout novel has come and My Ex-Life is it in a major way. A delicious novel for fans of Tom Perrotta, Maria Semple, and Cynthia D'Aprix Sweeney about how sometimes the only way to move forward is to go back.David Hedges’s life is coming apart at the seams. His job helping San Francisco rich kids get into the colleges of their (parents’) choice is exasperating; his younger boyfriend has left him; and the beloved carriage house he rents is being sold. His solace is a Thai takeout joint that delivers 24/7.The last person he expects to hear from is Julie Fiske. It’s been decades since they’ve spoken, and he’s relieved to hear she’s recovered from her brief, misguided first marriage. To him.Julie definitely doesn’t have a problem with marijuana (she’s given it up completely, so it doesn’t matter if she gets stoned almost daily) and the Airbnb she’s running out of her seaside house north of Boston is neither shabby nor illegal. And she has two whole months to come up with the money to buy said house from her second husband before their divorce is finalized. She’d just like David’s help organizing college plans for her 17-year-old daughter.That would be Mandy. To quote Barry Manilow, Oh Mandy. While she knows she’s smarter than most of the kids in her school, she can’t figure out why she’s making so many incredibly dumb and increasingly dangerous choices.When David flies east, they find themselves living under the same roof (one David needs to repair). David and Julie pick up exactly where they left off thirty years ago―they’re still best friends who can finish each other’s sentences. But there’s one broken bit between them that no amount of home renovations will fix.In prose filled with hilarious and heartbreakingly accurate one-liners, Stephen McCauley has written a novel that examines how we define home, family, and love. Be prepared to laugh, shed a few tears, and have thoughts of your own ex-life triggered. (Throw pillows optional.)","324 pages, Hardcover",Fiction,421 followers,"1,336 reviews",11 books421 followers,173 (1%),577 (5%),"3,008 (30%)","4,434 (44%)","1,716 (17%)"
Sleeping Beauties,Stephen King,"83,681","ratings8,875","First published September 26, 2017","In a future so real and near it might be now, something happens when women go to sleep; they become shrouded in a cocoon-like gauze. If they are awakened, and the gauze wrapping their bodies is disturbed or violated, the women become feral and spectacularly violent; and while they sleep they go to another place. The men of our world are abandoned, left to their increasingly primal devices. One woman, however, the mysterious Evie, is immune to the blessing or curse of the sleeping disease. Is Evie a medical anomaly to be studied, or is she a demon who must be slain?","702 pages, Hardcover",Horror,841k followers,"8,875 reviews","2,518 books841k followers","2,659 (3%)","6,987 (8%)","21,877 (26%)","30,700 (36%)","21,458 (25%)"
Flights of Angels,Cindy Brandner,626,ratings57,"First published March 1, 2012","Winner of the 2012 Global ebook Award for Best Historical FictionFrom the dark fairy tale forests of Russia... To the steamy intrigues of a Hong Kong opium den... From ancestral secrets long hidden in a Paris mansion... To the rolling, bloody hills of Ireland during the Troubles... Meticulously researched and brilliantly written, this, the third book in Cindy Brandner's magnificent Exit Unicorns series continues the story of Casey and Pamela Riordan, Pat Riordan and Jamie Kirkpatrick. Trapped by circumstance and the events of his past in the USSR, Jamie Kirpatrick struggles to survive in a hostile environment where not all is as it seems, and blood bonds are forged with enemies in order to survive. In Ireland, Pamela and Casey Riordan attempt to live a normal life amidst deceit, betrayal and an unofficial war that claims more than just blood. Bequeathed a legacy by Jamie Kirkpatrick, they struggle to keep an empire intact but cannot know the surprises that await them. Flights of Angels is not only historical fiction, but equal parts political thriller, love story and fairy tale. Richly embroidered with lush imagery, spanning continents and vastly different cultures, this is an epic tale of country and the turnings of the human heart.","1025 pages, Kindle Edition",Ireland,170 followers,57 reviews,7 books170 followers,15 (2%),8 (1%),52 (8%),158 (25%),393 (62%)
Waiting for Fitz,Spencer Hyde,818,ratings230,"First published March 5, 2019","Addie loves nothing more than curling up on the couch with her dog, Duck, and watching The Great British Baking Show with her mom. It’s one of the few things that can help her relax when her OCD kicks into overdrive. She counts everything. All the time. She can’t stop. Rituals and rhythms. It’s exhausting.When Fitz was diagnosed with schizophrenia, he named the voices in his head after famous country singers. The adolescent psychiatric ward at Seattle Regional Hospital isn’t exactly the ideal place to meet your soul mate, but when Addie meets Fitz, they immediately connect over their shared love of words, appreciate each other’s quick wit, and wish they could both make more sense of their lives.Fitz is haunted by the voices in his head and often doesn't know what is real. But he feels if he can convince Addie to help him escape the psych ward and everything will be okay. If not, he risks falling into a downward spiral that may keep him in the hospital indefinitely.Waiting for Fitz is a story about life and love, forgiveness and courage, and what’s necessary to let go and learning what is truly worth waiting for.","240 pages, Hardcover",Young Adult,98 followers,230 reviews,2 books98 followers,33 (4%),85 (10%),270 (33%),276 (33%),154 (18%)
Vendetta in Death,J.D. Robb,"21,687","ratings1,701","First published September 3, 2019","Book 49 in the bestselling In Death series - Eve Dallas takes on a serial killer dispensing their own form of justice. When a family man is tortured, killed and left in front of his family home for all the world to see, Eve Dallas knows she is on the hunt for a particularly dangerous killer. But death uncovers secrets and the killer leaves a note revealing the victim to be far from the family man he appears. As Eve scrambles to find out what she can to link victim and killer, another body is found. Another man with a dark and murky past. The race is on before the killer strikes again but Eve must wrestle with her demons and her conscience as she decides whether she really wants to protect men who probably deserve everything they get...","352 pages, Hardcover",Mystery,33.5k followers,"1,701 reviews",254 books33.5k followers,117 (<1%),366 (1%),"2,598 (11%)","7,237 (33%)","11,369 (52%)"
LaRose,Louise Erdrich,"23,175","ratings3,190","First published May 10, 2016","In this literary masterwork, Louise Erdrich, the bestselling author of the National Book Award-winning The Round House and the Pulitzer Prize nominee The Plague of Doves wields her breathtaking narrative magic in an emotionally haunting contemporary tale of a tragic accident, a demand for justice, and a profound act of atonement with ancient roots in Native American culture.North Dakota, late summer, 1999. Landreaux Iron stalks a deer along the edge of the property bordering his own. He shoots with easy confidence—but when the buck springs away, Landreaux realizes he’s hit something else, a blur he saw as he squeezed the trigger. When he staggers closer, he realizes he has killed his neighbor’s five-year-old son, Dusty Ravich.The youngest child of his friend and neighbor, Peter Ravich, Dusty was best friends with Landreaux’s five-year-old son, LaRose. The two families have always been close, sharing food, clothing, and rides into town; their children played together despite going to different schools; and Landreaux’s wife, Emmaline, is half sister to Dusty’s mother, Nola. Horrified at what he’s done, the recovered alcoholic turns to an Ojibwe tribe tradition—the sweat lodge—for guidance, and finds a way forward. Following an ancient means of retribution, he and Emmaline will give LaRose to the grieving Peter and Nola. “Our son will be your son now,” they tell them.LaRose is quickly absorbed into his new family. Plagued by thoughts of suicide, Nola dotes on him, keeping her darkness at bay. His fierce, rebellious new “sister,” Maggie, welcomes him as a coconspirator who can ease her volatile mother’s terrifying moods. Gradually he’s allowed shared visits with his birth family, whose sorrow mirrors the Raviches’ own. As the years pass, LaRose becomes the linchpin linking the Irons and the Raviches, and eventually their mutual pain begins to heal.But when a vengeful man with a long-standing grudge against Landreaux begins raising trouble, hurling accusations of a cover-up the day Dusty died, he threatens the tenuous peace that has kept these two fragile families whole.Inspiring and affecting, LaRose is a powerful exploration of loss, justice, and the reparation of the human heart, and an unforgettable, dazzling tour de force from one of America’s most distinguished literary masters.","372 pages, Hardcover",Fiction,10.5k followers,"3,190 reviews",125 books10.5k followers,480 (2%),"1,331 (5%)","5,052 (21%)","9,408 (40%)","6,904 (29%)"
L'Art de perdre,Alice Zeniter,"6,592",ratings664,"First published August 8, 2017","L'Algérie dont est originaire sa famille n'a longtemps été pour Naïma qu'une toile de fond sans grand intérêt. Pourtant, dans une société française traversée par les questions identitaires, tout semble vouloir la renvoyer à ses origines. Mais quel lien pourrait-elle avoir avec une histoire familiale qui jamais ne lui a été racontée ? Son grand-père Ali, un montagnard kabyle, est mort avant qu'elle ait pu lui demander pourquoi l'Histoire avait fait de lui un "" harki "". Yema, sa grand-mère, pourrait peut-être répondre mais pas dans une langue que Naïma comprenne. Quant à Hamid, son père, arrivé en France à l'été 1962 dans les camps de transit hâtivement mis en place, il ne parle plus de l'Algérie de son enfance. Comment faire ressurgir un pays du silence ? Dans une fresque romanesque puissante et audacieuse, Alice Zeniter raconte le destin, entre la France et l'Algérie, des générations successives d'une famille prisonnière d'un passé tenace. Mais ce livre est aussi un grand roman sur la liberté d'être soi, au-delà des héritages et des injonctions intimes ou sociales.","512 pages, Paperback",Fiction,251 followers,664 reviews,30 books251 followers,44 (<1%),102 (1%),649 (9%),"2,447 (37%)","3,350 (50%)"
The First 100 Days of Your Book: Book Marketing for Self-Published Authors,Joel Stafford,48,ratings11,"First published September 4, 2019","Today having an excellent book with an great idea isn't enough for success. Over 2,000,000 books published every year, don't expect the crowd to pick up your book and say ""it is a masterwork"" even if it is.I swear you won't find any marketing bullshit in this book:No ""social media is the king"" crap No ""just order a gold marketing package"" and problem is solved No ""do a giveaway"" or ""kindle free promotion"" and everybody will buy your bookI collected all the working marketing steps for those who want to make an impact with their books. You won't find any of the words ""strategy"" or ""planning"" in this book. I'm a practical guy and so I try to keep the bullshit and time-wasting things away from you, but I deeply believe that there are methods that should be shared with the new authors who have limited resources to do marketing.I'm focusing mainly on KDP authors, since it is the best platform to publish indie books in 2019. You will find small steps (not time-consuming), and some bigger steps in this short book which will be effective in long term. I tried to keep these steps in a linear timeline as it may happen even in real life.I hope you will enjoy reading this book, and you will find some useful resources and unique tactics that will raise your book out from the crowd.","102 pages, Paperback",Business,6 followers,11 reviews,6 books6 followers,3 (6%),1 (2%),2 (4%),5 (10%),37 (77%)
Blossom in Winter,Melanie Martins,"7,337",ratings937,"First published February 25, 2020","""We are not meant to be together. I should've known better. And yet...""Petra, a seventeen-year-old Dutch-American and the only heir of finance tycoon Roy Van Gatt, has always had her life rigorously planned and supervised by her strict father. From her internship at his hedge fund firm on Wall Street to her degree in economics at Columbia University, Petra is all set for a bright future in finance.But everything falls apart when she develops a dangerous relationship with her father’s business partner and utmost confidant, Alexander Van Dieren. A Dutch nobleman, known as an unrepentant heartbreaker, twenty-three years her senior, and who is, above all else, her beloved godfather.A twisted obsession for some, unconditional love for others, but one thing is sure: it’s a relationship that might cost them everything...This book is intended for mature audiences.","528 pages, Paperback",Romance,"1,481 followers",937 reviews,"21 books1,481 followers",588 (8%),519 (7%),985 (13%),"1,377 (18%)","3,868 (52%)"
As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,"67,415","ratings11,068","First published October 14, 2014","Storm the castle once moreStanding on the stage for the twenty-fifth anniversary of The Princess Bride, I felt an almost overwhelming sense of gratitude and nostalgia. It was a remarkable night and it brought back vivid memories of being part of what appears to have become a cult classic film about pirates and princesses, giants and jesters, cliffs of insanity, and of course rodents of unusual size.It truly was as fun to make the movie as it is to watch it, from getting to work on William Goldman's brilliant screenplay to being directed by the inimitable Rob Reiner. It is not an exaggeration to say that most days on set were exhilarating, from wrestling André the Giant, to the impossibility of playing mostly dead with Billy Crystal cracking jokes above me, to choreographing the Greatest Sword Fight in Modern Times with Mandy Patinkin, to being part of the Kiss That Left All the Others Behind with Robin Wright.In this book I've gathered many more behind-the-scenes stories and hopefully answers to many of the questions we've all received over the years from fans. Additionally, Robin, Billy, Rob, and Mandy, as well as Christopher Guest, Wallace Shawn, Fred Savage, Chris Sarandon, Carol Kane, Norman Lear, and William Goldman graciously share their own memories and stories from making this treasured film.If you'd like to know a little more about the making of The Princess Bride as seen through the eyes of a young actor who got much more than he bargained for, along with the rest of this brilliant cast, then all I can say is...as you wish.","259 pages, Hardcover",Nonfiction,320 followers,"11,068 reviews",3 books320 followers,"1,357 (2%)","1,942 (2%)","9,898 (14%)","25,542 (37%)","28,676 (42%)"
The Birth of Death,L.E.  Parker,30,ratings3,"First published July 20, 2018","When an unstable power is unleashed upon the worlds the Earth is left to tremble under the weight of deception, as the pieces move across the board towards an inevitable and destructive war with only the hands of evil to play with them. Deceit is unmasked, mistrust begins to fester and curiosity that rises in so few risks being torn away as everything is left without the protection of the light. As lies begin to be untold, the passage of death is born to the Earth in silent horror as the fingers of the Devil reach into each and every soul of humankind with no sign of peace to lead them to safety. It matters only to one being that there is salvation and yet with his will broken beyond repair the Earth faces the birth of never ending darkness entirely alone with only dust to suffocate their fragile hope for deliverance.","468 pages, Paperback",Dark,11 followers,3 reviews,5 books11 followers,5 (16%),0 (0%),1 (3%),0 (0%),24 (80%)
