Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Code Name Verity,Elizabeth Wein,"117,955","ratings16,164","First published February 6, 2012","Oct. 11th, 1943 - A British spy plane crashes in Nazi-occupied France. Its pilot and passenger are best friends. One of the girls has a chance at survival. The other has lost the game before it's barely begun. When ""Verity"" is arrested by the Gestapo, she's sure she doesn't stand a chance. As a secret agent captured in enemy territory, she's living a spy's worst nightmare. Her Nazi interrogators give her a simple choice: reveal her mission or face a grisly execution. As she intricately weaves her confession, Verity uncovers her past, how she became friends with the pilot Maddie, and why she left Maddie in the wrecked fuselage of their plane. On each new scrap of paper, Verity battles for her life, confronting her views on courage and failure and her desperate hope to make it home. But will trading her secrets be enough to save her from the enemy? Harrowing and beautifully written, Elizabeth Wein creates a visceral read of danger, resolve, and survival that shows just how far true friends will go to save each other. Code Name Verity is an outstanding novel that will stick with you long after the last page.","452 pages, Paperback",Historical Fiction,"3,052 followers","16,164 reviews","45 books3,052 followers","3,719 (3%)","6,966 (5%)","20,146 (17%)","40,560 (34%)","46,564 (39%)"
Shakespeare: The World as Stage,Bill Bryson,"45,667","ratings3,674","First published January 1, 2007","At first glance, Bill Bryson seems an odd choice to write this addition to the Eminent Lives series. The author of 'The Life and Times of the Thunderbolt Kid' isn't, after all, a Shakespeare scholar, a playwright, or even a biographer. Reading 'Shakespeare The World As Stage', however, one gets the sense that this eclectic Iowan is exactly the type of person the Bard himself would have selected for the task. The man who gave us 'The Mother Tongue' and 'A Walk in the Woods' approaches Shakespeare with the same freedom of spirit and curiosity that made those books such reader favorites. A refreshing take on an elusive literary master.","199 pages, Paperback",Nonfiction,20.1k followers,"3,674 reviews",124 books20.1k followers,"1,125 (2%)","2,401 (5%)","11,918 (26%)","18,635 (40%)","11,588 (25%)"
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim  Dwyer,"10,927","ratings1,300","First published January 4, 2005","The dramatic and moving account of the struggle for life inside the World Trade Center on the morning of September 11, when every minute countedAt 8:46 am on September 11, 2001, 14,000 people were inside the twin towers-reading e-mails, making trades, eating croissants at Windows on the World. Over the next 102 minutes, each would become part of a drama for the ages, one witnessed only by the people who lived it-until now.Of the millions of words written about this wrenching day, most were told from the outside looking in. New York Times reporters Jim Dwyer and Kevin Flynn have taken the opposite-and far more revealing-approach. Reported from the perspectives of those inside the towers, 102 Minutes captures the little-known stories of ordinary people who took extraordinary steps to save themselves and others. Beyond this stirring panorama stands investigative reporting of the first rank. An astounding number of people actually survived the plane impacts but were unable to escape, and the authors raise hard questions about building safety and tragic flaws in New York's emergency preparedness.Dwyer and Flynn rely on hundreds of interviews with rescuers, thousands of pages of oral histories, and countless phone, e-mail, and emergency radio transcripts. They cross a bridge of voices to go inside the infernos, seeing cataclysm and heroism, one person at a time, to tell the affecting, authoritative saga of the men and women-the nearly 12,000 who escaped and the 2,749 who perished-as they made 102 minutes count as never before.  102 Minutes is a 2005 National Book Award Finalist for Nonfiction.","322 pages, Hardcover",Nonfiction,5 followers,"1,300 reviews",1 book5 followers,67 (<1%),220 (2%),"1,454 (13%)","3,938 (36%)","5,248 (48%)"
Small Favor,Jim Butcher,"108,932","ratings3,172","First published April 1, 2008","THE New York Times BestsellerHarry Dresden's life finally seems to be calming down -- until a shadow from the past returns. Mab, monarch of the Sidhe Winter Court, calls in an old favor from Harry -- one small favor that will trap him between a nightmarish foe and an equally deadly ally, and that will strain his skills -- and loyalties -- to their very limits.","423 pages, Hardcover",Fantasy,48.5k followers,"3,172 reviews",290 books48.5k followers,138 (<1%),651 (<1%),"9,164 (8%)","40,805 (37%)","58,174 (53%)"
White Night,Jim Butcher,"118,637","ratings3,103","First published April 3, 2007","Wizard Harry Dresden must investigate his own flesh and blood when a series of killings strike Chicago’s magic practitioners in this novel in the #1 New York Times bestselling series.Someone is targeting the members of the city’s supernatural underclass—those who don’t possess enough power to become full-fledged wizards. Some have vanished. Others appear to be victims of suicide. But now the culprit has left a calling card at one of the crime scenes—a message for Harry Dresden. Harry sets out to find the apparent serial killer, but his investigation turns up evidence pointing to the one suspect he cannot possibly believe guilty: his half-brother, Thomas. To clear his brother’s name, Harry rushes into a supernatural power struggle that renders him outnumbered, outclassed, and dangerously susceptible to temptation. And Harry knows that if he screws this one up, people will die—and one of them will be his brother...","407 pages, Hardcover",Fantasy,48.5k followers,"3,103 reviews",290 books48.5k followers,433 (<1%),"1,172 (<1%)","11,565 (9%)","44,745 (37%)","60,722 (51%)"
The Monsters of Templeton,Lauren Groff,"21,184","ratings2,960","First published February 5, 2008","""The day I returned to Templeton steeped in disgrace, the fifty-foot corpse of a monster surfaced in Lake Glimmerglass."" So begins The Monsters of Templeton, a novel spanning two centuries: part a contemporary story of a girl's search for her father, part historical novel, and part ghost story, this spellbinding novel is at its core a tale of how one town holds the secrets of a family. In the wake of a wildly disastrous affair with her married archeology professor, Willie Upton arrives on the doorstep of her ancestral home in Templeton, New York, where her hippie-turned-born-again-Baptist mom, Vi, still lives. Willie expects to be able to hide in the place that has been home to her family for generations, but the monster's death changes the fabric of the quiet, picture-perfect town her ancestors founded. Even further, Willie learns that the story her mother had always told her about her father has all been a lie: he wasn't the random man from a free-love commune that Vi had led her to imagine, but someone else entirely. Someone from this very town. As Willie puts her archaeological skills to work digging for the truth about her lineage, she discovers that the secrets of her family run deep. Through letters, editorials, and journal entries, the dead rise up to tell their sides of the story as dark mysteries come to light, past and present blur, old stories are finally put to rest, and the shocking truth about more than one monster is revealed.","384 pages, Hardcover",Fiction,"6,167 followers","2,960 reviews","54 books6,167 followers",549 (2%),"1,932 (9%)","6,418 (30%)","8,285 (39%)","4,000 (18%)"
Prey,Michael Crichton,"176,679","ratings4,229","First published November 25, 2002","In the Nevada desert, an experiment has gone horribly wrong. A cloud of nanoparticles -- micro-robots -- has escaped from the laboratory. This cloud is self-sustaining and self-reproducing. It is intelligent and learns from experience. For all practical purposes, it is alive.It has been programmed as a predator. It is evolving swiftly, becoming more deadly with each passing hour.Every attempt to destroy it has failed.And we are the prey.","507 pages, Paperback",Fiction,17.3k followers,"4,229 reviews",206 books17.3k followers,"3,070 (1%)","13,277 (7%)","49,849 (28%)","63,946 (36%)","46,537 (26%)"
The Elephant Tree,R.D. Ronald,"26,982",ratings428,"First published August 23, 2010","Mark Fallon is an overworked detective investigating a spate of attacks at a string of high profile city centre nightclubs. Scott is a dejected 24 year old struggling to make ends meet working for his brother and supplementing his income with a small-scale drug dealing operation. Angela is an attractive 23 year old, raised by her father, a career criminal and small time drug dealer who supplies Scott with cannabis. This is a chilling tale spanning a few months in the lives of Scott and Angela, where realizations about the present combine with shocking revelations from the past leading to an apocalyptic climax where they no longer know whom they can trust.","252 pages, Paperback",Thriller,"3,142 followers",428 reviews,"2 books3,142 followers","2,204 (8%)","2,632 (9%)","5,656 (20%)","7,280 (26%)","9,210 (34%)"
On the Jellicoe Road,Melina Marchetta,"50,328","ratings7,273","First published August 28, 2006","I'm dreaming of the boy in the tree. I tell him stories. About the Jellicoe School and the Townies and the Cadets from a school in Sydney. I tell him about the war between us for territory. And I tell him about Hannah, who lives in the unfinished house by the river. Hannah, who is too young to be hiding away from the world. Hannah, who found me on the Jellicoe Road six years ago.Taylor is leader of the boarders at the Jellicoe School. She has to keep the upper hand in the territory wars and deal with Jonah Griggs—the enigmatic leader of the cadets, and someone she thought she would never see again.And now Hannah, the person Taylor had come to rely on, has disappeared. Taylor's only clue is a manuscript about five kids who lived in Jellicoe eighteen years ago. She needs to find out more, but this means confronting her own story, making sense of her strange, recurring dream, and finding her mother—who abandoned her on the Jellicoe Road.The moving, joyous and brilliantly compelling new novel from the best-selling, multi-award-winning author of Looking for Alibrandi and Saving Francesca.","290 pages, Paperback",Young Adult,"7,581 followers","7,273 reviews","29 books7,581 followers","1,652 (3%)","2,736 (5%)","7,600 (15%)","14,113 (28%)","24,227 (48%)"
A Bend in the Road,Nicholas Sparks,"156,945","ratings4,699","First published September 18, 2001","Miles Ryan's life seemed to end the day his wife was killed in a hit-and-run accident two years ago. Missy had been his first love, and Miles fervently believes she will be his last. As a deputy in the North Carolina town of New Bern, Miles Ryan not only grieves for Missy, but also longs to bring the unknown driver to justice. Then Miles meets Sarah Andrews. The second grade teacher of his son, Jonah, Sarah had left Baltimore after a difficult divorce to start over in the gentler surroundings of New Bern. Perhaps it's her own emotional wounds that make her sensitive to the hurt she first sees in Jonah's eyes, and then his father's. Tentatively, Sarah and Miles reach out to each other. Soon they are both laughing for the first time in years . . . and falling in love. Neither will be able to guess how closely linked they are to a shocking secret -- one that will force them to question everything they ever believed in . . . and make a heartbreaking choice that will change their lives forever.","341 pages, Paperback",Romance,228k followers,"4,699 reviews",405 books228k followers,"1,788 (1%)","6,844 (4%)","33,738 (21%)","55,379 (35%)","59,196 (37%)"
